# event_ticker=KXATPMATCH-26JAN05HIJWAL
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Rinky Hijikata
# fav_player=Adam Walton
# dog_player=Rinky Hijikata
# kalshi_date=2026-01-05
timestamp,Adam Walton,Rinky Hijikata
2026-01-05T20:32:00Z,48.00,
2026-01-05T20:57:00Z,47.00,
2026-01-05T22:07:00Z,47.00,54.00
2026-01-05T22:10:00Z,47.00,54.00
2026-01-05T22:11:00Z,47.00,54.00
2026-01-05T23:03:00Z,47.00,54.00
2026-01-05T23:14:00Z,47.00,54.00
2026-01-06T00:45:00Z,47.00,54.00
2026-01-06T01:20:00Z,47.00,54.00
2026-01-06T02:11:00Z,47.00,54.00
2026-01-06T02:22:00Z,47.00,54.00
2026-01-06T02:33:00Z,47.00,54.00
2026-01-06T02:55:00Z,47.00,54.00
2026-01-06T02:58:00Z,47.00,54.00
2026-01-06T03:13:00Z,47.00,54.00
2026-01-06T03:14:00Z,47.00,54.00
2026-01-06T03:17:00Z,47.00,54.00
2026-01-06T03:27:00Z,47.00,54.00
2026-01-06T03:30:00Z,47.83,54.00
2026-01-06T03:52:00Z,47.83,54.00
2026-01-06T03:59:00Z,47.83,54.00
2026-01-06T04:18:00Z,47.33,54.00
2026-01-06T04:29:00Z,48.00,54.00
2026-01-06T04:37:00Z,48.00,54.00
2026-01-06T04:38:00Z,48.00,54.00
2026-01-06T04:39:00Z,48.00,54.00
2026-01-06T04:48:00Z,48.00,54.00
2026-01-06T04:52:00Z,48.00,54.00
2026-01-06T04:53:00Z,48.00,54.00
2026-01-06T05:08:00Z,48.00,54.00
2026-01-06T05:16:00Z,48.00,54.00
2026-01-06T05:17:00Z,48.00,54.00
2026-01-06T05:18:00Z,48.00,54.00
2026-01-06T05:20:00Z,48.00,54.00
2026-01-06T05:23:00Z,48.00,54.00
2026-01-06T05:24:00Z,48.00,54.00
2026-01-06T05:29:00Z,47.60,54.00
2026-01-06T05:38:00Z,47.00,54.00
2026-01-06T05:42:00Z,47.00,54.52
2026-01-06T05:43:00Z,47.00,55.00
2026-01-06T05:48:00Z,47.00,55.00
2026-01-06T05:50:00Z,47.00,55.00
2026-01-06T05:54:00Z,47.00,55.00
2026-01-06T05:55:00Z,47.00,55.00
2026-01-06T05:58:00Z,47.00,55.00
2026-01-06T06:00:00Z,47.00,55.00
2026-01-06T06:02:00Z,47.00,55.00
2026-01-06T06:03:00Z,47.00,55.00
2026-01-06T06:05:00Z,47.00,55.00
2026-01-06T06:10:00Z,47.00,55.00
2026-01-06T06:11:00Z,47.00,54.00
2026-01-06T06:12:00Z,47.00,55.00
2026-01-06T06:15:00Z,47.00,54.00
2026-01-06T06:18:00Z,47.00,54.00
2026-01-06T06:19:00Z,47.00,54.00
2026-01-06T06:20:00Z,47.00,55.00
2026-01-06T06:21:00Z,47.00,55.00
2026-01-06T06:22:00Z,47.00,55.00
2026-01-06T06:23:00Z,47.00,55.00
2026-01-06T06:26:00Z,47.00,55.00
2026-01-06T06:27:00Z,47.00,55.00
2026-01-06T06:29:00Z,47.00,55.00
2026-01-06T06:30:00Z,47.00,55.00
2026-01-06T06:31:00Z,47.00,55.00
2026-01-06T06:32:00Z,47.00,55.00
2026-01-06T06:33:00Z,47.00,55.00
2026-01-06T06:36:00Z,47.00,55.00
2026-01-06T06:37:00Z,47.00,55.00
2026-01-06T06:40:00Z,47.00,55.00
2026-01-06T06:41:00Z,47.00,55.00
2026-01-06T06:46:00Z,47.00,55.00
2026-01-06T06:48:00Z,47.00,55.00
2026-01-06T06:51:00Z,47.00,55.00
2026-01-06T06:52:00Z,47.00,55.00
2026-01-06T06:53:00Z,47.00,55.00
2026-01-06T06:54:00Z,47.00,55.00
2026-01-06T06:57:00Z,47.00,55.00
2026-01-06T06:59:00Z,47.00,55.00
2026-01-06T07:00:00Z,47.00,55.00
2026-01-06T07:01:00Z,47.00,55.00
2026-01-06T07:02:00Z,47.00,55.00
2026-01-06T07:03:00Z,47.00,55.00
2026-01-06T07:04:00Z,47.00,54.00
2026-01-06T07:05:00Z,47.00,54.00
2026-01-06T07:08:00Z,47.00,55.00
2026-01-06T07:10:00Z,47.00,55.00
2026-01-06T07:12:00Z,47.00,55.00
2026-01-06T07:13:00Z,47.00,55.00
2026-01-06T07:14:00Z,47.00,55.00
2026-01-06T07:16:00Z,47.00,55.00
2026-01-06T07:18:00Z,47.00,55.00
2026-01-06T07:19:00Z,42.80,55.00
2026-01-06T07:21:00Z,46.00,55.00
2026-01-06T07:22:00Z,46.00,55.00
2026-01-06T07:23:00Z,46.00,55.00
2026-01-06T07:28:00Z,46.00,55.00
2026-01-06T07:32:00Z,46.00,55.00
2026-01-06T07:34:00Z,46.00,56.00
2026-01-06T07:37:00Z,46.00,56.00
2026-01-06T07:39:00Z,46.00,56.00
2026-01-06T07:40:00Z,46.00,56.00
2026-01-06T07:41:00Z,46.00,56.00
2026-01-06T07:44:00Z,46.00,56.00
2026-01-06T07:45:00Z,46.00,56.00
2026-01-06T07:46:00Z,46.00,56.00
2026-01-06T07:48:00Z,43.00,56.00
2026-01-06T07:49:00Z,43.00,56.00
2026-01-06T07:50:00Z,43.00,56.00
2026-01-06T07:51:00Z,46.00,56.00
2026-01-06T07:52:00Z,46.00,56.00
2026-01-06T07:58:00Z,46.00,56.00
2026-01-06T07:59:00Z,46.00,55.00
2026-01-06T08:01:00Z,46.00,55.00
2026-01-06T08:05:00Z,46.00,55.00
2026-01-06T08:06:00Z,46.00,55.00
2026-01-06T08:08:00Z,46.00,55.00
2026-01-06T08:09:00Z,46.46,55.00
2026-01-06T08:10:00Z,46.46,54.89
2026-01-06T08:11:00Z,46.46,57.54
2026-01-06T08:12:00Z,43.00,59.71
2026-01-06T08:13:00Z,44.07,56.70
2026-01-06T08:14:00Z,46.74,55.00
2026-01-06T08:15:00Z,49.87,49.50
2026-01-06T08:16:00Z,63.59,36.06
2026-01-06T08:17:00Z,67.32,35.00
2026-01-06T08:18:00Z,65.73,37.20
2026-01-06T08:19:00Z,63.24,38.37
2026-01-06T08:20:00Z,56.67,47.62
2026-01-06T08:21:00Z,54.17,52.12
2026-01-06T08:22:00Z,44.44,55.76
2026-01-06T08:23:00Z,44.57,56.87
2026-01-06T08:24:00Z,47.68,54.22
2026-01-06T08:25:00Z,42.66,57.13
2026-01-06T08:26:00Z,57.06,56.16
2026-01-06T08:27:00Z,49.00,53.00
2026-01-06T08:28:00Z,51.97,50.50
2026-01-06T08:29:00Z,50.00,51.00
2026-01-06T08:30:00Z,54.48,46.56
2026-01-06T08:31:00Z,47.45,53.75
2026-01-06T08:32:00Z,47.45,54.00
2026-01-06T08:33:00Z,42.37,56.20
2026-01-06T08:34:00Z,31.00,64.93
2026-01-06T08:35:00Z,31.30,74.70
2026-01-06T08:36:00Z,22.99,76.57
2026-01-06T08:37:00Z,28.71,75.81
2026-01-06T08:38:00Z,30.84,69.29
2026-01-06T08:39:00Z,39.00,66.01
2026-01-06T08:40:00Z,27.56,70.66
2026-01-06T08:41:00Z,23.65,77.96
2026-01-06T08:42:00Z,24.00,77.00
2026-01-06T08:43:00Z,24.24,76.55
2026-01-06T08:44:00Z,24.24,79.00
2026-01-06T08:45:00Z,24.00,81.00
2026-01-06T08:46:00Z,19.00,80.89
2026-01-06T08:47:00Z,18.04,79.69
2026-01-06T08:48:00Z,17.93,82.73
2026-01-06T08:49:00Z,22.41,80.47
