# event_ticker=KXATPMATCH-25OCT17DUCCOB
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=James Duckworth
# fav_player=Flavio Cobolli
# dog_player=James Duckworth
# kalshi_date=2025-10-17
timestamp,Flavio Cobolli,James Duckworth
2025-10-16T20:32:00Z,,34.00
2025-10-16T20:57:00Z,,35.00
2025-10-16T20:58:00Z,,34.00
2025-10-16T21:12:00Z,,31.00
2025-10-16T21:17:00Z,71.00,31.00
2025-10-16T21:18:00Z,71.00,31.00
2025-10-16T21:24:00Z,71.00,30.00
2025-10-16T21:39:00Z,70.00,30.00
2025-10-16T22:08:00Z,70.00,32.00
2025-10-16T22:37:00Z,69.00,32.00
2025-10-16T23:00:00Z,69.00,32.00
2025-10-16T23:31:00Z,69.00,32.00
2025-10-16T23:53:00Z,69.00,32.00
2025-10-16T23:55:00Z,69.00,32.00
2025-10-17T00:14:00Z,69.00,32.00
2025-10-17T01:03:00Z,69.00,32.00
2025-10-17T01:28:00Z,69.00,32.00
2025-10-17T01:43:00Z,69.00,32.00
2025-10-17T01:45:00Z,69.00,32.00
2025-10-17T02:22:00Z,69.00,32.00
2025-10-17T02:28:00Z,69.00,32.00
2025-10-17T02:34:00Z,69.00,32.00
2025-10-17T02:36:00Z,69.00,32.00
2025-10-17T02:40:00Z,69.00,32.00
2025-10-17T02:41:00Z,69.00,32.00
2025-10-17T02:43:00Z,69.00,32.00
2025-10-17T02:45:00Z,69.00,32.00
2025-10-17T03:02:00Z,69.00,32.00
2025-10-17T03:05:00Z,69.00,32.00
2025-10-17T03:15:00Z,69.00,32.00
2025-10-17T03:32:00Z,69.00,32.00
2025-10-17T03:34:00Z,68.00,32.00
2025-10-17T03:35:00Z,69.00,32.00
2025-10-17T03:36:00Z,69.00,32.00
2025-10-17T03:38:00Z,69.00,32.00
2025-10-17T03:39:00Z,69.00,32.00
2025-10-17T03:40:00Z,69.00,32.00
2025-10-17T03:43:00Z,69.00,32.00
2025-10-17T03:44:00Z,69.00,32.00
2025-10-17T03:48:00Z,69.00,32.00
2025-10-17T03:49:00Z,69.00,32.00
2025-10-17T03:50:00Z,69.00,32.00
2025-10-17T03:51:00Z,69.00,32.00
2025-10-17T03:52:00Z,69.00,32.00
2025-10-17T03:57:00Z,69.00,32.00
2025-10-17T03:58:00Z,69.00,32.00
2025-10-17T03:59:00Z,69.00,32.00
2025-10-17T04:00:00Z,69.00,32.00
2025-10-17T04:03:00Z,69.00,32.00
2025-10-17T04:04:00Z,69.00,32.00
2025-10-17T04:07:00Z,69.00,32.00
2025-10-17T04:09:00Z,69.00,32.88
2025-10-17T04:10:00Z,67.01,33.00
2025-10-17T04:11:00Z,68.00,33.00
2025-10-17T04:12:00Z,68.00,33.00
2025-10-17T04:13:00Z,68.00,33.00
2025-10-17T04:14:00Z,69.00,33.00
2025-10-17T04:16:00Z,69.00,33.00
2025-10-17T04:21:00Z,69.00,33.00
2025-10-17T04:22:00Z,69.00,33.00
2025-10-17T04:23:00Z,69.00,33.00
2025-10-17T04:24:00Z,69.00,33.00
2025-10-17T04:25:00Z,69.00,31.00
2025-10-17T04:26:00Z,69.00,31.00
2025-10-17T04:27:00Z,69.00,33.00
2025-10-17T04:28:00Z,69.00,33.00
2025-10-17T04:31:00Z,69.00,33.00
2025-10-17T04:32:00Z,69.00,33.00
2025-10-17T04:33:00Z,69.00,33.00
2025-10-17T04:34:00Z,69.00,33.00
2025-10-17T04:38:00Z,69.00,33.00
2025-10-17T04:39:00Z,69.00,33.00
2025-10-17T04:40:00Z,68.00,33.00
2025-10-17T04:43:00Z,68.00,33.00
2025-10-17T04:46:00Z,68.99,33.00
2025-10-17T04:47:00Z,69.00,33.00
2025-10-17T04:49:00Z,69.00,33.00
2025-10-17T04:50:00Z,69.00,33.00
2025-10-17T04:52:00Z,69.00,33.00
2025-10-17T04:53:00Z,69.00,33.00
2025-10-17T04:54:00Z,69.00,33.00
2025-10-17T04:55:00Z,69.00,33.00
2025-10-17T04:56:00Z,69.00,33.00
2025-10-17T04:57:00Z,68.66,33.00
2025-10-17T04:58:00Z,68.21,33.00
2025-10-17T04:59:00Z,69.00,33.00
2025-10-17T05:00:00Z,69.00,33.00
2025-10-17T05:01:00Z,69.00,33.00
2025-10-17T05:02:00Z,69.00,33.00
2025-10-17T05:04:00Z,68.00,33.00
2025-10-17T05:05:00Z,68.04,33.00
2025-10-17T05:06:00Z,68.04,33.00
2025-10-17T05:07:00Z,68.99,33.00
2025-10-17T05:08:00Z,68.99,33.00
2025-10-17T05:09:00Z,69.00,33.00
2025-10-17T05:11:00Z,69.00,33.00
2025-10-17T05:13:00Z,69.00,33.00
2025-10-17T05:14:00Z,69.00,33.00
2025-10-17T05:15:00Z,69.00,33.00
2025-10-17T05:22:00Z,69.00,31.00
2025-10-17T05:23:00Z,69.00,33.00
2025-10-17T05:26:00Z,69.00,33.00
2025-10-17T05:27:00Z,69.00,33.00
2025-10-17T05:28:00Z,69.00,33.00
2025-10-17T05:30:00Z,69.00,33.00
2025-10-17T05:31:00Z,69.00,33.00
2025-10-17T05:32:00Z,69.00,33.00
2025-10-17T05:34:00Z,69.00,33.00
2025-10-17T05:36:00Z,69.00,33.00
2025-10-17T05:37:00Z,69.00,32.91
2025-10-17T05:38:00Z,69.00,32.91
2025-10-17T05:41:00Z,69.00,33.00
2025-10-17T05:42:00Z,69.00,33.00
2025-10-17T05:43:00Z,69.00,33.00
2025-10-17T05:44:00Z,69.00,33.00
2025-10-17T05:45:00Z,69.00,33.00
2025-10-17T05:46:00Z,69.00,33.00
2025-10-17T05:48:00Z,69.00,33.00
2025-10-17T05:49:00Z,69.00,33.00
2025-10-17T05:50:00Z,69.00,33.00
2025-10-17T05:51:00Z,69.00,33.00
2025-10-17T05:52:00Z,69.00,33.00
2025-10-17T05:53:00Z,69.00,33.00
2025-10-17T05:54:00Z,69.00,33.00
2025-10-17T05:56:00Z,69.00,33.00
2025-10-17T05:57:00Z,69.00,33.00
2025-10-17T05:58:00Z,69.00,33.00
2025-10-17T06:00:00Z,69.00,33.00
2025-10-17T06:02:00Z,68.00,33.00
2025-10-17T06:03:00Z,68.00,34.00
2025-10-17T06:04:00Z,68.00,34.00
2025-10-17T06:05:00Z,68.00,34.00
2025-10-17T06:06:00Z,68.00,34.00
2025-10-17T06:07:00Z,68.00,34.00
2025-10-17T06:08:00Z,68.00,34.00
2025-10-17T06:09:00Z,68.00,34.00
2025-10-17T06:10:00Z,67.01,34.61
2025-10-17T06:11:00Z,64.00,37.91
2025-10-17T06:12:00Z,63.31,38.00
2025-10-17T06:13:00Z,65.95,35.64
