# event_ticker=KXATPMATCH-25AUG09TIACAR
# final_score=6-4 6-3
# match_winner=Frances Tiafoe
# fav_player=Frances Tiafoe
# dog_player=Roberto Carballes Baena
# kalshi_date=2025-08-09
timestamp,Frances Tiafoe,Roberto Carballes Baena
2025-08-09T14:14:00Z,86.00,
2025-08-09T14:20:00Z,75.00,
2025-08-09T14:25:00Z,85.00,
2025-08-09T15:17:00Z,85.00,23.00
2025-08-09T15:21:00Z,77.00,23.00
2025-08-09T15:22:00Z,77.00,23.00
2025-08-09T15:25:00Z,77.00,23.00
2025-08-09T15:36:00Z,77.00,23.00
2025-08-09T15:50:00Z,77.00,23.00
2025-08-09T16:27:00Z,77.00,21.00
2025-08-09T17:16:00Z,80.33,21.00
2025-08-09T17:24:00Z,81.00,21.00
2025-08-09T17:53:00Z,81.00,21.00
2025-08-09T18:11:00Z,81.00,21.00
2025-08-09T18:40:00Z,81.00,21.00
2025-08-09T18:47:00Z,80.00,21.00
2025-08-09T18:57:00Z,80.00,21.00
2025-08-09T19:06:00Z,80.00,21.00
2025-08-09T19:08:00Z,80.00,21.00
2025-08-09T19:25:00Z,80.00,20.38
2025-08-09T19:32:00Z,80.00,20.38
2025-08-09T19:33:00Z,80.00,20.38
2025-08-09T19:35:00Z,80.00,20.38
2025-08-09T19:37:00Z,80.00,20.38
2025-08-09T19:46:00Z,80.00,21.00
2025-08-09T19:52:00Z,80.00,21.00
2025-08-09T20:17:00Z,80.00,21.00
2025-08-09T20:43:00Z,80.00,21.00
2025-08-09T20:48:00Z,80.00,21.00
2025-08-09T20:53:00Z,80.00,21.00
2025-08-09T21:20:00Z,80.00,21.00
2025-08-09T21:30:00Z,80.00,21.00
2025-08-09T21:37:00Z,80.00,21.00
2025-08-09T21:40:00Z,80.00,21.00
2025-08-09T21:54:00Z,80.00,21.00
2025-08-09T22:17:00Z,80.00,21.00
2025-08-09T22:20:00Z,80.00,21.00
2025-08-09T22:22:00Z,80.00,21.00
2025-08-09T22:26:00Z,80.00,21.00
2025-08-09T22:27:00Z,81.00,21.00
2025-08-09T22:32:00Z,81.00,21.00
2025-08-09T22:39:00Z,81.00,21.00
2025-08-09T22:43:00Z,81.00,21.00
2025-08-09T22:45:00Z,81.00,21.00
2025-08-09T22:53:00Z,81.00,21.00
2025-08-09T22:57:00Z,81.00,21.00
2025-08-09T23:00:00Z,81.00,21.00
2025-08-09T23:01:00Z,80.00,21.00
2025-08-09T23:02:00Z,80.00,25.00
2025-08-09T23:06:00Z,81.00,25.00
2025-08-09T23:08:00Z,81.00,25.00
2025-08-09T23:17:00Z,81.00,21.00
2025-08-09T23:19:00Z,81.00,21.00
2025-08-09T23:23:00Z,81.00,21.00
2025-08-09T23:27:00Z,80.00,21.00
2025-08-09T23:28:00Z,80.00,24.19
2025-08-09T23:29:00Z,81.00,22.23
2025-08-09T23:30:00Z,81.00,22.23
2025-08-09T23:31:00Z,81.00,18.00
2025-08-09T23:32:00Z,81.00,20.75
2025-08-09T23:33:00Z,85.00,20.75
2025-08-09T23:35:00Z,85.00,19.00
2025-08-09T23:38:00Z,84.00,17.55
2025-08-09T23:39:00Z,85.00,17.55
2025-08-09T23:40:00Z,85.00,22.00
2025-08-09T23:41:00Z,82.00,21.00
2025-08-09T23:42:00Z,82.00,20.00
2025-08-09T23:43:00Z,81.00,21.00
2025-08-09T23:44:00Z,79.00,21.00
2025-08-09T23:45:00Z,72.60,25.00
