# event_ticker=KXATPMATCH-25AUG09TIACAR
# final_score=6-4 6-3
# match_winner=Frances Tiafoe
# fav_player=Frances Tiafoe
# dog_player=Roberto Carballes Baena
# kalshi_date=2025-08-09
timestamp,Frances Tiafoe,Roberto Carballes Baena
2025-08-09T23:46:00Z,72.60,32.00
2025-08-09T23:47:00Z,72.60,29.00
2025-08-09T23:48:00Z,76.00,29.00
2025-08-09T23:51:00Z,80.00,22.00
2025-08-09T23:53:00Z,78.00,22.00
2025-08-09T23:54:00Z,78.00,24.98
2025-08-09T23:56:00Z,78.00,25.00
2025-08-09T23:58:00Z,78.00,19.00
2025-08-10T00:00:00Z,83.00,19.00
2025-08-10T00:02:00Z,83.00,14.00
2025-08-10T00:03:00Z,83.00,14.00
2025-08-10T00:04:00Z,88.00,14.00
2025-08-10T00:05:00Z,88.00,10.47
2025-08-10T00:06:00Z,88.00,11.06
2025-08-10T00:07:00Z,85.46,21.77
2025-08-10T00:08:00Z,85.46,22.20
2025-08-10T00:09:00Z,85.46,27.00
2025-08-10T00:10:00Z,85.46,26.00
2025-08-10T00:11:00Z,85.46,25.22
2025-08-10T00:12:00Z,76.00,25.22
2025-08-10T00:15:00Z,83.52,24.38
2025-08-10T00:16:00Z,79.00,18.38
2025-08-10T00:17:00Z,90.00,11.56
2025-08-10T00:18:00Z,90.00,12.00
2025-08-10T00:19:00Z,90.00,12.00
2025-08-10T00:20:00Z,90.00,11.00
2025-08-10T00:21:00Z,89.00,11.00
2025-08-10T00:22:00Z,89.00,12.00
2025-08-10T00:23:00Z,86.00,22.96
2025-08-10T00:24:00Z,87.30,13.00
2025-08-10T00:25:00Z,89.81,11.27
2025-08-10T00:26:00Z,89.81,12.00
2025-08-10T00:27:00Z,89.81,12.00
2025-08-10T00:30:00Z,95.00,12.00
2025-08-10T00:33:00Z,95.00,12.00
2025-08-10T00:35:00Z,90.00,12.00
2025-08-10T00:36:00Z,88.00,12.00
2025-08-10T00:37:00Z,89.00,12.00
2025-08-10T00:38:00Z,87.00,12.00
2025-08-10T00:39:00Z,87.00,13.49
2025-08-10T00:40:00Z,91.06,12.00
2025-08-10T00:41:00Z,87.00,13.00
2025-08-10T00:42:00Z,87.00,13.00
2025-08-10T00:43:00Z,94.00,6.00
2025-08-10T00:44:00Z,95.00,5.09
2025-08-10T00:45:00Z,95.00,5.21
2025-08-10T00:46:00Z,95.00,5.00
2025-08-10T00:47:00Z,96.16,5.00
2025-08-10T00:48:00Z,98.86,3.00
2025-08-10T00:50:00Z,98.86,4.00
2025-08-10T00:51:00Z,98.08,5.00
2025-08-10T00:53:00Z,98.00,8.65
2025-08-10T00:55:00Z,97.34,8.65
2025-08-10T00:57:00Z,97.34,1.00
2025-08-10T01:01:00Z,99.00,1.00
2025-08-10T01:05:00Z,99.00,1.00
