# event_ticker=KXATPCHALLENGERMATCH-26MAR25DODKOP
# final_score=6-4 3-6 6-2
# score_resolution=4-6 6-3 2-6
# match_winner=Matej Dodig
# fav_player=Sandro Kopp
# dog_player=Matej Dodig
# kalshi_date=2026-03-25
timestamp,Sandro Kopp,Matej Dodig
2026-03-25T00:41:00Z,,66.00
2026-03-25T01:54:00Z,,65.75
2026-03-25T01:56:00Z,,64.00
2026-03-25T02:22:00Z,,65.00
2026-03-25T03:02:00Z,38.00,65.00
2026-03-25T03:10:00Z,38.00,65.00
2026-03-25T04:01:00Z,38.00,65.00
2026-03-25T04:24:00Z,38.00,65.00
2026-03-25T04:26:00Z,38.00,65.00
2026-03-25T04:46:00Z,38.00,65.00
2026-03-25T05:10:00Z,38.00,64.00
2026-03-25T05:19:00Z,38.00,64.00
2026-03-25T05:23:00Z,38.00,63.00
2026-03-25T05:46:00Z,38.00,65.00
2026-03-25T05:52:00Z,38.00,65.00
2026-03-25T06:03:00Z,38.00,65.00
2026-03-25T06:04:00Z,38.00,65.00
2026-03-25T06:07:00Z,38.00,65.30
2026-03-25T06:12:00Z,37.00,65.30
2026-03-25T06:13:00Z,37.00,66.00
2026-03-25T06:16:00Z,37.00,66.00
2026-03-25T06:17:00Z,37.00,66.00
2026-03-25T06:18:00Z,37.00,66.00
2026-03-25T06:22:00Z,37.00,66.00
2026-03-25T06:38:00Z,37.00,66.00
2026-03-25T06:39:00Z,37.00,66.00
2026-03-25T06:43:00Z,37.00,66.00
2026-03-25T06:48:00Z,37.00,66.00
2026-03-25T07:00:00Z,37.00,66.00
2026-03-25T07:05:00Z,37.00,66.00
2026-03-25T07:06:00Z,37.00,66.00
2026-03-25T07:50:00Z,37.00,66.00
2026-03-25T07:56:00Z,37.00,67.00
2026-03-25T08:03:00Z,37.00,67.00
2026-03-25T08:20:00Z,37.00,67.00
2026-03-25T08:35:00Z,35.00,67.00
2026-03-25T08:44:00Z,35.00,65.00
2026-03-25T08:45:00Z,35.00,66.00
2026-03-25T08:56:00Z,35.00,66.00
2026-03-25T09:24:00Z,35.00,66.00
2026-03-25T09:25:00Z,35.00,66.00
2026-03-25T09:27:00Z,36.00,66.00
2026-03-25T09:33:00Z,36.00,66.00
2026-03-25T10:08:00Z,35.00,66.00
2026-03-25T10:31:00Z,35.00,66.00
2026-03-25T11:01:00Z,35.00,66.00
2026-03-25T11:15:00Z,35.00,66.00
2026-03-25T11:16:00Z,35.00,66.00
2026-03-25T11:23:00Z,35.00,66.00
2026-03-25T11:26:00Z,35.00,66.00
2026-03-25T11:28:00Z,35.00,66.00
2026-03-25T11:35:00Z,35.00,66.00
2026-03-25T11:41:00Z,35.00,67.00
2026-03-25T11:45:00Z,35.00,67.00
2026-03-25T11:46:00Z,35.00,67.00
2026-03-25T11:47:00Z,35.00,66.00
2026-03-25T11:48:00Z,35.00,66.00
2026-03-25T11:49:00Z,35.00,66.00
2026-03-25T11:50:00Z,35.00,66.00
2026-03-25T11:54:00Z,35.00,67.00
2026-03-25T11:55:00Z,35.00,67.00
2026-03-25T11:58:00Z,35.00,67.00
2026-03-25T12:02:00Z,35.00,67.00
2026-03-25T12:09:00Z,35.00,67.00
2026-03-25T12:10:00Z,36.00,67.00
2026-03-25T12:11:00Z,36.00,67.00
2026-03-25T12:12:00Z,36.00,67.00
2026-03-25T12:13:00Z,36.00,67.00
2026-03-25T12:14:00Z,36.00,66.99
2026-03-25T12:15:00Z,36.00,67.83
2026-03-25T12:16:00Z,36.00,67.00
2026-03-25T12:17:00Z,37.00,65.84
2026-03-25T12:18:00Z,36.00,65.69
2026-03-25T12:19:00Z,36.00,67.56
2026-03-25T12:20:00Z,30.62,70.72
2026-03-25T12:21:00Z,21.00,77.57
2026-03-25T12:22:00Z,25.76,77.35
2026-03-25T12:23:00Z,36.55,65.85
2026-03-25T12:24:00Z,38.92,62.76
2026-03-25T12:25:00Z,30.89,66.58
2026-03-25T12:26:00Z,24.00,77.95
2026-03-25T12:27:00Z,22.85,78.00
2026-03-25T12:28:00Z,24.00,75.44
2026-03-25T12:29:00Z,27.05,75.85
2026-03-25T12:30:00Z,31.18,71.00
2026-03-25T12:31:00Z,28.20,70.86
2026-03-25T12:32:00Z,37.00,63.49
2026-03-25T12:33:00Z,32.53,65.02
2026-03-25T12:34:00Z,32.53,65.53
2026-03-25T12:35:00Z,38.61,62.55
2026-03-25T12:36:00Z,38.61,59.00
2026-03-25T12:37:00Z,42.00,59.02
