# event_ticker=KXATPMATCH-26MAR29BOLYIB
# final_score=7-6(6) 6-2
# score_resolution=6-7 2-6
# match_winner=Alex Bolt
# fav_player=Yibing Wu
# dog_player=Alex Bolt
# kalshi_date=2026-03-29
timestamp,Yibing Wu,Alex Bolt
2026-03-30T10:29:00Z,76.00,
2026-03-30T10:58:00Z,76.00,
2026-03-30T11:11:00Z,76.00,
2026-03-30T12:01:00Z,76.00,
2026-03-30T12:10:00Z,76.00,
2026-03-30T12:18:00Z,76.00,
2026-03-30T12:22:00Z,76.00,
2026-03-30T12:26:00Z,76.00,
2026-03-30T12:30:00Z,76.00,26.00
2026-03-30T12:40:00Z,76.00,26.00
2026-03-30T13:06:00Z,76.00,26.00
2026-03-30T13:08:00Z,76.00,26.00
2026-03-30T13:09:00Z,76.00,26.00
2026-03-30T13:10:00Z,76.00,26.00
2026-03-30T13:17:00Z,76.00,26.00
2026-03-30T13:54:00Z,76.00,26.00
2026-03-30T13:58:00Z,76.00,26.00
2026-03-30T14:06:00Z,76.00,26.00
2026-03-30T14:08:00Z,76.00,26.00
2026-03-30T14:17:00Z,76.00,26.00
2026-03-30T14:28:00Z,76.00,26.00
2026-03-30T14:32:00Z,76.00,25.00
2026-03-30T14:43:00Z,76.00,25.00
2026-03-30T14:48:00Z,76.00,25.00
2026-03-30T14:50:00Z,76.00,25.00
2026-03-30T14:51:00Z,76.00,25.00
2026-03-30T15:03:00Z,76.00,25.00
2026-03-30T15:10:00Z,76.00,26.00
2026-03-30T15:13:00Z,76.00,26.00
2026-03-30T15:15:00Z,76.00,26.00
2026-03-30T15:16:00Z,76.00,26.00
2026-03-30T15:17:00Z,76.00,25.00
2026-03-30T15:44:00Z,76.00,25.00
2026-03-30T15:50:00Z,76.00,25.00
2026-03-30T16:10:00Z,76.00,25.00
2026-03-30T16:17:00Z,76.00,25.00
2026-03-30T16:23:00Z,76.00,25.00
2026-03-30T16:24:00Z,76.00,25.00
2026-03-30T16:28:00Z,76.00,25.00
2026-03-30T16:31:00Z,76.00,25.00
2026-03-30T16:36:00Z,75.00,25.00
2026-03-30T16:54:00Z,76.00,25.00
2026-03-30T16:57:00Z,76.00,25.00
2026-03-30T17:44:00Z,76.00,25.00
2026-03-30T17:45:00Z,76.00,25.00
2026-03-30T17:52:00Z,76.00,25.00
2026-03-30T18:02:00Z,76.00,25.00
2026-03-30T18:03:00Z,76.00,25.00
2026-03-30T18:08:00Z,76.00,25.00
2026-03-30T18:12:00Z,76.00,25.00
2026-03-30T18:14:00Z,76.00,25.00
2026-03-30T18:15:00Z,76.00,24.00
2026-03-30T18:27:00Z,76.00,25.00
2026-03-30T18:32:00Z,76.00,25.00
2026-03-30T18:48:00Z,76.00,25.00
2026-03-30T18:57:00Z,76.00,25.00
2026-03-30T19:02:00Z,76.00,25.00
2026-03-30T19:05:00Z,76.00,25.00
2026-03-30T19:08:00Z,76.00,25.00
2026-03-30T19:09:00Z,76.00,25.00
2026-03-30T19:10:00Z,76.00,25.00
2026-03-30T19:17:00Z,76.00,25.00
2026-03-30T19:18:00Z,76.00,26.00
2026-03-30T19:19:00Z,76.00,26.00
2026-03-30T19:25:00Z,76.00,26.00
2026-03-30T19:27:00Z,76.00,26.00
2026-03-30T19:29:00Z,76.00,26.00
2026-03-30T19:35:00Z,76.00,26.00
2026-03-30T19:39:00Z,76.00,26.00
2026-03-30T19:52:00Z,76.00,26.00
2026-03-30T19:58:00Z,76.00,26.00
2026-03-30T20:02:00Z,76.00,26.00
2026-03-30T20:09:00Z,76.00,26.00
2026-03-30T20:11:00Z,76.00,25.00
2026-03-30T20:12:00Z,76.00,25.00
2026-03-30T20:16:00Z,76.00,25.00
2026-03-30T20:17:00Z,76.00,25.00
2026-03-30T20:18:00Z,76.00,25.00
2026-03-30T20:23:00Z,76.00,25.00
2026-03-30T20:24:00Z,76.00,25.00
2026-03-30T20:26:00Z,76.00,25.00
2026-03-30T20:31:00Z,76.00,24.00
2026-03-30T20:33:00Z,76.00,24.00
2026-03-30T20:36:00Z,77.00,24.00
2026-03-30T20:40:00Z,77.00,23.00
2026-03-30T20:42:00Z,77.00,23.00
2026-03-30T20:43:00Z,77.00,23.00
2026-03-30T20:46:00Z,77.00,23.00
2026-03-30T20:47:00Z,77.00,23.00
2026-03-30T20:50:00Z,77.00,24.00
2026-03-30T20:53:00Z,77.00,24.00
2026-03-30T20:54:00Z,77.00,24.00
2026-03-30T20:55:00Z,77.00,24.00
2026-03-30T20:56:00Z,77.00,24.00
2026-03-30T20:57:00Z,77.00,24.00
2026-03-30T20:58:00Z,77.00,24.00
2026-03-30T20:59:00Z,77.00,24.00
2026-03-30T21:00:00Z,77.00,24.00
2026-03-30T21:01:00Z,77.00,24.00
2026-03-30T21:02:00Z,77.00,24.00
2026-03-30T21:03:00Z,77.00,24.00
2026-03-30T21:04:00Z,77.00,24.00
2026-03-30T21:05:00Z,77.00,24.00
2026-03-30T21:06:00Z,77.00,24.00
2026-03-30T21:07:00Z,77.00,24.00
2026-03-30T21:08:00Z,77.00,24.00
2026-03-30T21:09:00Z,77.00,24.00
2026-03-30T21:11:00Z,77.00,24.00
2026-03-30T21:13:00Z,77.00,24.00
2026-03-30T21:17:00Z,77.00,24.00
2026-03-30T21:18:00Z,77.00,24.00
2026-03-30T21:19:00Z,77.00,24.00
2026-03-30T21:20:00Z,77.00,24.00
2026-03-30T21:22:00Z,77.00,24.00
2026-03-30T21:24:00Z,78.00,24.00
2026-03-30T21:25:00Z,78.00,24.00
2026-03-30T21:26:00Z,78.00,24.00
2026-03-30T21:27:00Z,78.00,22.00
2026-03-30T21:28:00Z,78.00,22.00
2026-03-30T21:29:00Z,78.00,22.00
2026-03-30T21:30:00Z,78.00,22.00
2026-03-30T21:31:00Z,78.00,22.46
2026-03-30T21:32:00Z,78.00,23.00
2026-03-30T21:33:00Z,78.00,23.00
2026-03-30T21:34:00Z,78.00,23.06
2026-03-30T21:35:00Z,76.42,24.00
