# event_ticker=KXATPMATCH-26APR13DIASAC
# final_score=6-1 6-2
# match_winner=Gabriel Diallo
# fav_player=Gabriel Diallo
# dog_player=Vitaliy Sachko
# kalshi_date=2026-04-13
timestamp,Gabriel Diallo,Vitaliy Sachko
2026-04-12T23:42:00Z,60.00,
2026-04-12T23:54:00Z,60.00,
2026-04-13T00:16:00Z,59.00,
2026-04-13T00:18:00Z,59.00,42.00
2026-04-13T00:24:00Z,59.00,42.00
2026-04-13T00:33:00Z,59.00,42.00
2026-04-13T00:38:00Z,59.00,42.00
2026-04-13T01:20:00Z,59.00,42.00
2026-04-13T01:24:00Z,59.00,42.00
2026-04-13T01:27:00Z,59.00,42.00
2026-04-13T01:29:00Z,59.00,42.00
2026-04-13T01:48:00Z,59.00,41.00
2026-04-13T02:15:00Z,59.00,41.00
2026-04-13T02:29:00Z,60.70,41.00
2026-04-13T02:49:00Z,61.00,41.00
2026-04-13T02:52:00Z,61.00,41.00
2026-04-13T02:58:00Z,61.00,41.00
2026-04-13T03:02:00Z,61.00,41.00
2026-04-13T03:07:00Z,61.00,41.00
2026-04-13T03:09:00Z,61.16,41.00
2026-04-13T03:16:00Z,61.16,41.00
2026-04-13T03:20:00Z,61.00,41.00
2026-04-13T03:23:00Z,61.00,41.00
2026-04-13T03:24:00Z,61.00,41.00
2026-04-13T03:27:00Z,61.00,41.00
2026-04-13T03:32:00Z,61.00,41.00
2026-04-13T03:33:00Z,61.00,40.00
2026-04-13T03:37:00Z,61.00,41.00
2026-04-13T03:38:00Z,61.00,41.00
2026-04-13T03:44:00Z,61.00,41.00
2026-04-13T03:45:00Z,61.00,40.00
2026-04-13T03:46:00Z,61.00,40.00
2026-04-13T03:51:00Z,61.00,40.00
2026-04-13T03:54:00Z,62.00,40.00
2026-04-13T03:56:00Z,62.00,41.00
2026-04-13T03:57:00Z,62.00,41.00
2026-04-13T04:06:00Z,61.00,41.00
2026-04-13T04:16:00Z,61.00,41.00
2026-04-13T04:18:00Z,61.00,41.00
2026-04-13T04:22:00Z,61.00,41.00
2026-04-13T04:23:00Z,60.00,41.00
2026-04-13T04:24:00Z,60.00,41.00
2026-04-13T04:27:00Z,61.00,41.00
2026-04-13T04:32:00Z,61.00,41.00
2026-04-13T04:37:00Z,61.00,41.00
2026-04-13T04:39:00Z,61.00,41.00
2026-04-13T04:40:00Z,61.00,41.00
2026-04-13T04:43:00Z,61.00,41.00
2026-04-13T04:46:00Z,61.00,41.00
2026-04-13T04:50:00Z,60.00,41.00
2026-04-13T04:52:00Z,60.00,41.00
2026-04-13T04:54:00Z,61.68,41.00
2026-04-13T05:05:00Z,61.68,41.00
2026-04-13T05:09:00Z,61.68,41.00
2026-04-13T05:13:00Z,61.68,41.00
2026-04-13T05:15:00Z,60.00,41.00
2026-04-13T05:18:00Z,62.00,41.00
2026-04-13T05:19:00Z,62.00,41.00
2026-04-13T05:20:00Z,62.00,41.00
2026-04-13T05:34:00Z,62.00,41.00
2026-04-13T05:39:00Z,62.00,41.00
2026-04-13T05:44:00Z,62.00,41.00
2026-04-13T05:45:00Z,62.00,41.00
2026-04-13T05:47:00Z,62.00,41.00
2026-04-13T06:03:00Z,62.00,41.00
2026-04-13T06:04:00Z,62.00,41.00
2026-04-13T06:15:00Z,62.00,41.00
2026-04-13T06:16:00Z,62.00,41.00
2026-04-13T06:18:00Z,62.00,41.00
2026-04-13T06:21:00Z,62.00,41.00
2026-04-13T06:23:00Z,62.00,41.00
2026-04-13T06:26:00Z,61.00,41.00
2026-04-13T06:28:00Z,61.00,41.00
