# event_ticker=KXATPMATCH-25OCT24MOUMUS
# final_score=6-3 6-4
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Corentin Moutet
# kalshi_date=2025-10-24
timestamp,Lorenzo Musetti,Corentin Moutet
2025-10-24T06:58:00Z,,38.00
2025-10-24T07:07:00Z,65.00,38.00
2025-10-24T07:14:00Z,65.00,38.00
2025-10-24T07:17:00Z,65.00,38.00
2025-10-24T07:25:00Z,65.00,38.00
2025-10-24T07:48:00Z,65.00,38.00
2025-10-24T08:33:00Z,65.00,38.00
2025-10-24T08:58:00Z,65.00,38.00
2025-10-24T09:09:00Z,65.00,38.00
2025-10-24T09:34:00Z,65.00,38.00
2025-10-24T09:48:00Z,65.00,38.00
2025-10-24T09:53:00Z,65.00,38.00
2025-10-24T10:02:00Z,65.00,38.00
2025-10-24T10:09:00Z,65.00,38.00
2025-10-24T10:25:00Z,65.00,38.00
2025-10-24T10:27:00Z,65.00,38.00
2025-10-24T10:47:00Z,65.00,38.00
2025-10-24T10:57:00Z,65.00,38.00
2025-10-24T11:01:00Z,65.00,38.00
2025-10-24T11:10:00Z,65.00,38.00
2025-10-24T11:21:00Z,65.00,38.00
2025-10-24T11:23:00Z,65.00,37.29
2025-10-24T11:24:00Z,65.00,37.00
2025-10-24T11:25:00Z,65.00,37.00
2025-10-24T11:26:00Z,65.50,37.00
2025-10-24T11:30:00Z,67.96,37.00
2025-10-24T11:33:00Z,68.00,37.00
2025-10-24T11:37:00Z,68.00,37.00
2025-10-24T11:53:00Z,68.00,37.00
2025-10-24T11:57:00Z,68.00,37.00
2025-10-24T12:00:00Z,68.00,37.00
2025-10-24T12:02:00Z,68.00,37.00
2025-10-24T12:23:00Z,68.00,37.00
2025-10-24T12:25:00Z,68.00,37.00
2025-10-24T12:40:00Z,68.00,37.00
2025-10-24T12:47:00Z,68.00,37.00
2025-10-24T12:49:00Z,68.00,37.00
2025-10-24T12:51:00Z,68.00,37.00
2025-10-24T12:52:00Z,68.00,37.00
2025-10-24T12:53:00Z,68.00,37.00
2025-10-24T13:02:00Z,68.00,37.00
2025-10-24T13:03:00Z,68.00,37.00
2025-10-24T13:11:00Z,68.00,37.00
2025-10-24T13:12:00Z,68.00,37.00
2025-10-24T13:13:00Z,68.00,37.00
2025-10-24T13:14:00Z,68.00,37.00
2025-10-24T13:17:00Z,68.00,37.00
2025-10-24T13:22:00Z,68.00,37.00
2025-10-24T13:27:00Z,66.75,37.03
2025-10-24T13:30:00Z,67.00,37.03
2025-10-24T13:32:00Z,67.00,37.00
2025-10-24T13:39:00Z,67.00,37.00
2025-10-24T13:41:00Z,66.00,37.00
2025-10-24T13:52:00Z,65.00,37.00
2025-10-24T13:58:00Z,65.00,37.00
2025-10-24T14:04:00Z,65.00,37.00
2025-10-24T14:07:00Z,65.00,37.00
2025-10-24T14:08:00Z,65.00,37.00
2025-10-24T14:13:00Z,65.00,37.00
2025-10-24T14:17:00Z,65.00,37.00
2025-10-24T14:20:00Z,65.00,37.00
2025-10-24T14:22:00Z,64.69,37.00
2025-10-24T14:23:00Z,65.00,37.00
2025-10-24T14:25:00Z,65.82,37.00
2025-10-24T14:27:00Z,65.82,37.00
2025-10-24T14:30:00Z,68.00,37.00
2025-10-24T14:33:00Z,68.00,37.00
2025-10-24T14:35:00Z,67.00,37.00
2025-10-24T14:38:00Z,67.00,37.00
2025-10-24T14:42:00Z,68.00,37.00
2025-10-24T14:44:00Z,67.00,37.00
2025-10-24T14:47:00Z,68.00,37.00
2025-10-24T14:53:00Z,67.00,37.00
2025-10-24T14:56:00Z,67.00,37.00
2025-10-24T14:58:00Z,68.00,37.00
2025-10-24T15:00:00Z,68.00,37.00
2025-10-24T15:05:00Z,68.00,36.00
2025-10-24T15:06:00Z,68.00,33.00
2025-10-24T15:07:00Z,68.00,33.00
2025-10-24T15:09:00Z,68.00,33.00
2025-10-24T15:12:00Z,68.00,33.00
2025-10-24T15:16:00Z,68.00,33.00
2025-10-24T15:17:00Z,68.00,33.00
2025-10-24T15:18:00Z,68.00,33.00
2025-10-24T15:19:00Z,68.57,33.00
2025-10-24T15:21:00Z,68.00,33.00
2025-10-24T15:22:00Z,68.00,33.00
2025-10-24T15:24:00Z,68.00,33.00
2025-10-24T15:25:00Z,68.00,33.00
2025-10-24T15:26:00Z,68.00,33.00
2025-10-24T15:27:00Z,68.00,33.00
2025-10-24T15:28:00Z,68.00,33.00
2025-10-24T15:29:00Z,68.00,33.00
2025-10-24T15:32:00Z,68.00,33.00
2025-10-24T15:33:00Z,68.00,33.00
2025-10-24T15:34:00Z,68.00,33.00
2025-10-24T15:35:00Z,68.00,33.00
2025-10-24T15:36:00Z,68.00,33.00
2025-10-24T15:37:00Z,68.00,33.00
2025-10-24T15:38:00Z,68.00,33.00
2025-10-24T15:43:00Z,68.00,33.00
2025-10-24T15:45:00Z,68.00,33.00
2025-10-24T15:46:00Z,68.00,33.00
2025-10-24T15:48:00Z,68.00,33.00
2025-10-24T15:49:00Z,68.00,33.00
2025-10-24T15:52:00Z,68.00,33.00
2025-10-24T15:54:00Z,68.00,33.35
2025-10-24T15:55:00Z,68.00,33.35
2025-10-24T15:56:00Z,68.00,33.35
2025-10-24T15:58:00Z,68.00,34.00
2025-10-24T15:59:00Z,68.00,34.00
2025-10-24T16:01:00Z,68.00,34.00
2025-10-24T16:02:00Z,68.00,34.00
2025-10-24T16:04:00Z,68.00,34.00
2025-10-24T16:05:00Z,68.00,34.00
2025-10-24T16:10:00Z,68.00,34.00
2025-10-24T16:13:00Z,68.00,34.00
2025-10-24T16:17:00Z,68.00,34.00
2025-10-24T16:18:00Z,68.00,34.00
2025-10-24T16:19:00Z,68.00,34.00
2025-10-24T16:20:00Z,68.00,34.00
2025-10-24T16:22:00Z,68.00,34.00
2025-10-24T16:23:00Z,68.00,34.00
2025-10-24T16:25:00Z,68.00,34.00
2025-10-24T16:27:00Z,68.00,34.00
2025-10-24T16:29:00Z,68.00,34.00
2025-10-24T16:30:00Z,68.00,34.00
2025-10-24T16:31:00Z,68.00,34.00
2025-10-24T16:32:00Z,67.20,34.00
2025-10-24T16:34:00Z,67.00,34.00
2025-10-24T16:36:00Z,67.00,34.00
2025-10-24T16:39:00Z,67.00,34.00
2025-10-24T16:42:00Z,67.00,34.00
2025-10-24T16:43:00Z,67.00,34.00
2025-10-24T16:45:00Z,67.00,34.00
2025-10-24T16:47:00Z,67.00,34.00
2025-10-24T16:48:00Z,67.00,34.00
2025-10-24T16:49:00Z,67.00,34.00
2025-10-24T16:52:00Z,67.00,34.00
2025-10-24T16:54:00Z,67.00,34.00
2025-10-24T16:55:00Z,67.00,34.00
2025-10-24T16:56:00Z,67.00,34.00
2025-10-24T16:57:00Z,67.00,34.00
2025-10-24T16:58:00Z,67.00,34.00
2025-10-24T16:59:00Z,67.00,34.00
2025-10-24T17:00:00Z,67.00,34.00
2025-10-24T17:01:00Z,67.00,34.00
2025-10-24T17:02:00Z,67.00,34.00
2025-10-24T17:03:00Z,67.00,34.00
2025-10-24T17:04:00Z,67.00,34.00
