# event_ticker=KXATPMATCH-25OCT05FRIMPE
# final_score=6-4 7-5
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Taylor Fritz
# kalshi_date=2025-10-05
timestamp,Giovanni Mpetshi Perricard,Taylor Fritz
2025-10-04T20:11:00Z,,76.00
2025-10-04T20:18:00Z,,77.00
2025-10-04T20:29:00Z,,77.00
2025-10-04T20:34:00Z,,77.00
2025-10-04T20:49:00Z,24.00,77.00
2025-10-04T20:56:00Z,24.00,77.00
2025-10-04T21:02:00Z,24.00,77.00
2025-10-04T21:18:00Z,24.00,77.00
2025-10-04T21:29:00Z,24.00,77.00
2025-10-04T21:31:00Z,24.00,77.00
2025-10-04T21:44:00Z,24.00,77.00
2025-10-04T21:50:00Z,23.00,77.00
2025-10-04T22:10:00Z,23.00,77.00
2025-10-04T22:19:00Z,23.00,77.00
2025-10-04T22:58:00Z,24.00,77.00
2025-10-04T22:59:00Z,24.00,77.00
2025-10-04T23:14:00Z,24.00,77.00
2025-10-04T23:15:00Z,24.00,77.00
2025-10-04T23:21:00Z,24.00,76.00
2025-10-04T23:23:00Z,24.00,78.00
2025-10-04T23:24:00Z,24.00,78.00
2025-10-04T23:27:00Z,24.00,78.00
2025-10-04T23:30:00Z,23.00,78.00
2025-10-04T23:38:00Z,24.00,78.00
2025-10-04T23:40:00Z,24.00,78.00
2025-10-04T23:41:00Z,23.00,78.00
2025-10-04T23:47:00Z,23.00,78.00
2025-10-04T23:48:00Z,23.00,78.00
2025-10-04T23:54:00Z,23.00,78.00
2025-10-04T23:57:00Z,23.00,78.00
2025-10-04T23:58:00Z,23.00,78.00
2025-10-05T00:23:00Z,23.00,78.00
2025-10-05T00:25:00Z,23.00,78.00
2025-10-05T00:37:00Z,23.00,78.00
2025-10-05T00:39:00Z,23.00,78.00
2025-10-05T00:48:00Z,23.00,78.00
2025-10-05T00:56:00Z,23.00,78.00
2025-10-05T00:59:00Z,23.00,78.00
2025-10-05T01:03:00Z,23.00,78.00
2025-10-05T01:04:00Z,23.00,78.00
2025-10-05T01:09:00Z,23.00,78.00
2025-10-05T01:21:00Z,23.00,77.43
2025-10-05T01:23:00Z,23.00,78.00
2025-10-05T01:38:00Z,23.00,78.00
2025-10-05T01:39:00Z,23.00,78.00
2025-10-05T01:40:00Z,23.00,78.00
2025-10-05T01:44:00Z,23.00,78.00
2025-10-05T01:47:00Z,23.99,78.00
2025-10-05T01:48:00Z,24.00,78.00
2025-10-05T01:53:00Z,24.00,78.00
2025-10-05T01:54:00Z,24.00,78.00
2025-10-05T02:11:00Z,22.00,78.00
2025-10-05T02:12:00Z,22.00,79.00
2025-10-05T02:13:00Z,21.00,79.00
2025-10-05T02:18:00Z,21.00,80.00
2025-10-05T02:23:00Z,20.00,80.00
2025-10-05T02:26:00Z,23.00,80.00
2025-10-05T02:31:00Z,23.00,78.08
2025-10-05T02:35:00Z,23.00,78.08
2025-10-05T02:36:00Z,23.00,78.45
2025-10-05T02:42:00Z,23.00,79.00
2025-10-05T02:43:00Z,23.00,79.00
2025-10-05T02:45:00Z,23.00,79.00
2025-10-05T02:47:00Z,23.00,79.00
2025-10-05T02:52:00Z,23.00,78.00
2025-10-05T02:54:00Z,23.00,78.00
2025-10-05T02:55:00Z,23.00,78.00
2025-10-05T02:56:00Z,23.00,78.00
2025-10-05T02:57:00Z,23.00,78.00
2025-10-05T03:05:00Z,23.00,78.00
2025-10-05T03:08:00Z,23.00,78.00
2025-10-05T03:09:00Z,23.00,78.00
2025-10-05T03:10:00Z,24.00,78.00
2025-10-05T03:15:00Z,24.00,77.55
2025-10-05T03:16:00Z,24.00,78.00
2025-10-05T03:17:00Z,24.00,78.00
2025-10-05T03:18:00Z,24.00,78.00
2025-10-05T03:19:00Z,24.00,78.00
2025-10-05T03:23:00Z,24.00,78.00
2025-10-05T03:27:00Z,24.00,78.00
2025-10-05T03:31:00Z,24.00,78.00
2025-10-05T03:32:00Z,24.00,78.00
2025-10-05T03:40:00Z,24.00,78.00
2025-10-05T03:42:00Z,24.00,78.00
2025-10-05T03:48:00Z,24.00,78.00
2025-10-05T03:49:00Z,24.00,78.00
2025-10-05T03:50:00Z,24.00,78.00
2025-10-05T03:51:00Z,24.00,78.00
2025-10-05T03:52:00Z,24.00,78.00
2025-10-05T03:53:00Z,24.00,78.00
2025-10-05T03:59:00Z,24.00,78.00
2025-10-05T04:05:00Z,23.00,78.00
2025-10-05T04:08:00Z,23.00,78.00
2025-10-05T04:09:00Z,23.00,78.00
2025-10-05T04:10:00Z,23.00,78.00
2025-10-05T04:11:00Z,23.00,78.00
2025-10-05T04:13:00Z,23.00,78.00
2025-10-05T04:15:00Z,23.00,78.00
2025-10-05T04:16:00Z,23.00,78.00
2025-10-05T04:17:00Z,23.00,78.00
2025-10-05T04:19:00Z,23.00,78.00
2025-10-05T04:21:00Z,23.00,78.00
2025-10-05T04:22:00Z,23.00,78.00
2025-10-05T04:23:00Z,23.00,78.00
2025-10-05T04:26:00Z,23.00,79.00
2025-10-05T04:28:00Z,23.00,79.00
2025-10-05T04:32:00Z,23.00,79.00
2025-10-05T04:33:00Z,23.00,79.00
2025-10-05T04:34:00Z,23.00,79.00
2025-10-05T04:35:00Z,23.00,79.00
2025-10-05T04:38:00Z,23.00,79.00
2025-10-05T04:41:00Z,23.00,79.00
2025-10-05T04:44:00Z,23.00,79.00
2025-10-05T04:45:00Z,23.00,79.00
2025-10-05T04:46:00Z,23.00,79.00
2025-10-05T04:48:00Z,23.00,79.00
2025-10-05T04:51:00Z,23.00,79.00
2025-10-05T04:52:00Z,23.00,79.00
2025-10-05T04:54:00Z,23.00,79.00
2025-10-05T04:55:00Z,23.00,79.00
2025-10-05T04:56:00Z,23.00,79.00
2025-10-05T04:57:00Z,23.00,79.00
2025-10-05T04:58:00Z,23.00,79.00
2025-10-05T05:00:00Z,23.00,79.00
2025-10-05T05:01:00Z,23.00,79.00
2025-10-05T05:02:00Z,22.00,79.00
2025-10-05T05:03:00Z,22.00,79.00
2025-10-05T05:04:00Z,22.00,79.00
2025-10-05T05:05:00Z,22.00,79.00
2025-10-05T05:06:00Z,22.00,79.00
2025-10-05T05:07:00Z,22.00,79.00
2025-10-05T05:08:00Z,22.00,79.00
2025-10-05T05:09:00Z,22.93,79.00
2025-10-05T05:10:00Z,22.00,79.00
2025-10-05T05:11:00Z,22.00,79.00
2025-10-05T05:12:00Z,22.00,79.00
2025-10-05T05:13:00Z,22.00,79.00
2025-10-05T05:15:00Z,22.00,79.00
2025-10-05T05:17:00Z,22.00,79.00
2025-10-05T05:18:00Z,22.00,79.00
2025-10-05T05:19:00Z,22.00,79.00
2025-10-05T05:20:00Z,22.00,79.00
2025-10-05T05:23:00Z,22.00,79.00
2025-10-05T05:24:00Z,22.00,79.00
2025-10-05T05:26:00Z,22.00,79.00
2025-10-05T05:29:00Z,22.00,79.00
2025-10-05T05:32:00Z,22.00,79.00
2025-10-05T05:33:00Z,22.00,79.00
2025-10-05T05:34:00Z,22.00,79.00
2025-10-05T05:35:00Z,22.00,79.00
2025-10-05T05:36:00Z,22.00,79.00
2025-10-05T05:37:00Z,20.94,80.05
2025-10-05T05:39:00Z,21.00,80.00
2025-10-05T05:40:00Z,21.00,80.00
2025-10-05T05:41:00Z,21.00,80.00
2025-10-05T05:42:00Z,21.00,80.00
2025-10-05T05:43:00Z,21.00,80.00
2025-10-05T05:44:00Z,21.00,80.00
2025-10-05T05:45:00Z,21.00,80.00
2025-10-05T05:46:00Z,21.00,80.00
2025-10-05T05:47:00Z,21.00,80.00
2025-10-05T05:48:00Z,21.64,80.00
2025-10-05T05:49:00Z,21.64,80.00
2025-10-05T05:50:00Z,22.00,80.00
2025-10-05T05:51:00Z,21.00,80.00
2025-10-05T05:52:00Z,21.00,80.00
2025-10-05T05:53:00Z,22.00,80.00
2025-10-05T05:54:00Z,22.00,80.00
2025-10-05T05:55:00Z,22.00,80.00
2025-10-05T05:56:00Z,22.00,80.00
2025-10-05T05:57:00Z,22.00,80.00
2025-10-05T05:58:00Z,22.00,80.00
2025-10-05T05:59:00Z,22.00,79.00
2025-10-05T06:00:00Z,22.00,78.01
2025-10-05T06:01:00Z,21.00,79.98
2025-10-05T06:02:00Z,22.00,79.93
2025-10-05T06:03:00Z,22.00,79.63
2025-10-05T06:04:00Z,22.00,80.00
2025-10-05T06:05:00Z,21.00,80.00
2025-10-05T06:07:00Z,22.00,79.83
2025-10-05T06:08:00Z,22.00,79.83
2025-10-05T06:09:00Z,22.00,80.00
2025-10-05T06:10:00Z,22.00,80.00
2025-10-05T06:11:00Z,21.00,80.00
2025-10-05T06:12:00Z,21.00,80.00
2025-10-05T06:13:00Z,21.00,80.00
2025-10-05T06:14:00Z,21.40,80.00
