# event_ticker=KXATPMATCH-25OCT02ROYNAV
# final_score=3-6 6-4 6-4
# match_winner=Valentin Royer
# fav_player=Valentin Royer
# dog_player=Mariano Navone
# kalshi_date=2025-10-02
timestamp,Valentin Royer,Mariano Navone
2025-10-01T21:08:00Z,69.00,40.00
2025-10-01T21:13:00Z,69.00,31.00
2025-10-01T21:33:00Z,71.00,31.00
2025-10-01T21:52:00Z,71.00,31.00
2025-10-01T21:56:00Z,71.00,30.00
2025-10-01T22:32:00Z,71.00,30.00
2025-10-01T22:33:00Z,71.00,30.00
2025-10-01T22:34:00Z,71.00,30.00
2025-10-01T22:35:00Z,71.00,30.00
2025-10-01T22:41:00Z,71.00,30.00
2025-10-01T23:22:00Z,71.00,30.00
2025-10-01T23:28:00Z,71.00,30.00
2025-10-01T23:36:00Z,71.00,31.00
2025-10-01T23:45:00Z,70.00,31.00
2025-10-01T23:54:00Z,70.00,31.00
2025-10-01T23:58:00Z,71.00,31.00
2025-10-01T23:59:00Z,70.00,31.00
2025-10-02T00:03:00Z,70.00,31.00
2025-10-02T00:08:00Z,70.00,32.00
2025-10-02T00:09:00Z,70.00,32.00
2025-10-02T00:18:00Z,70.00,32.00
2025-10-02T01:08:00Z,70.00,32.00
2025-10-02T01:17:00Z,68.00,32.00
2025-10-02T01:53:00Z,68.00,32.00
2025-10-02T01:57:00Z,68.00,32.00
2025-10-02T02:02:00Z,68.00,31.00
2025-10-02T02:05:00Z,68.00,32.00
2025-10-02T02:25:00Z,68.00,32.00
2025-10-02T02:26:00Z,68.00,32.00
2025-10-02T02:27:00Z,68.00,32.00
2025-10-02T02:28:00Z,68.00,32.00
2025-10-02T02:29:00Z,68.00,32.00
2025-10-02T02:31:00Z,68.00,32.00
2025-10-02T02:32:00Z,68.00,32.00
2025-10-02T02:47:00Z,68.00,32.00
2025-10-02T02:57:00Z,68.00,32.00
2025-10-02T03:03:00Z,68.00,32.00
2025-10-02T03:06:00Z,68.00,32.00
2025-10-02T03:10:00Z,68.00,32.00
2025-10-02T03:15:00Z,68.00,32.00
2025-10-02T03:19:00Z,68.00,32.00
2025-10-02T03:34:00Z,68.00,32.00
2025-10-02T03:35:00Z,68.00,32.00
2025-10-02T03:44:00Z,68.00,32.00
2025-10-02T03:56:00Z,68.00,32.00
2025-10-02T04:08:00Z,68.00,32.00
2025-10-02T04:09:00Z,68.00,32.00
2025-10-02T04:13:00Z,68.00,32.00
2025-10-02T04:29:00Z,68.00,32.00
2025-10-02T04:30:00Z,68.00,32.00
2025-10-02T04:31:00Z,68.00,32.00
2025-10-02T04:32:00Z,68.00,32.00
2025-10-02T04:51:00Z,68.00,32.00
2025-10-02T04:52:00Z,68.00,32.00
2025-10-02T04:55:00Z,68.00,32.00
2025-10-02T04:56:00Z,68.00,32.00
2025-10-02T05:00:00Z,68.00,32.00
2025-10-02T05:05:00Z,68.00,32.00
