# event_ticker=KXATPCHALLENGERMATCH-26FEB16CRAAJD
# final_score=7-6(3) 7-5
# score_resolution=6-7 5-7
# match_winner=Oliver Crawford
# fav_player=Duje Ajdukovic
# dog_player=Oliver Crawford
# kalshi_date=2026-02-16
timestamp,Duje Ajdukovic,Oliver Crawford
2026-02-16T00:05:00Z,52.00,
2026-02-16T00:14:00Z,52.00,
2026-02-16T01:29:00Z,53.00,
2026-02-16T01:49:00Z,53.00,
2026-02-16T02:00:00Z,53.00,
2026-02-16T02:04:00Z,53.00,
2026-02-16T02:50:00Z,53.00,50.00
2026-02-16T03:06:00Z,53.00,50.00
2026-02-16T03:08:00Z,53.00,50.00
2026-02-16T03:11:00Z,53.00,50.00
2026-02-16T03:13:00Z,53.00,49.00
2026-02-16T03:14:00Z,53.00,49.00
2026-02-16T03:16:00Z,53.00,49.87
2026-02-16T03:20:00Z,52.00,49.62
2026-02-16T03:27:00Z,52.00,50.00
2026-02-16T03:31:00Z,52.00,50.00
2026-02-16T03:32:00Z,52.00,49.00
2026-02-16T03:36:00Z,52.00,50.00
2026-02-16T03:41:00Z,52.00,50.00
2026-02-16T03:43:00Z,52.00,50.00
2026-02-16T03:44:00Z,52.00,50.00
2026-02-16T03:47:00Z,52.00,50.00
2026-02-16T03:48:00Z,52.00,50.00
2026-02-16T03:56:00Z,52.00,50.00
2026-02-16T03:59:00Z,52.00,50.00
2026-02-16T04:00:00Z,52.00,50.00
2026-02-16T04:03:00Z,52.00,50.00
2026-02-16T04:04:00Z,52.00,50.00
2026-02-16T04:06:00Z,52.00,50.00
2026-02-16T04:10:00Z,52.00,50.00
2026-02-16T04:15:00Z,52.00,50.00
2026-02-16T04:16:00Z,52.00,50.00
2026-02-16T04:23:00Z,52.00,50.00
2026-02-16T04:29:00Z,52.00,50.00
2026-02-16T04:31:00Z,53.00,50.00
2026-02-16T04:32:00Z,53.00,50.03
2026-02-16T04:33:00Z,52.00,50.03
2026-02-16T04:34:00Z,52.00,50.00
2026-02-16T04:47:00Z,52.00,50.00
2026-02-16T04:49:00Z,52.00,50.00
2026-02-16T04:54:00Z,52.00,50.00
2026-02-16T04:57:00Z,52.00,50.00
2026-02-16T04:59:00Z,52.00,50.00
2026-02-16T05:00:00Z,52.00,50.00
2026-02-16T05:01:00Z,52.00,50.00
2026-02-16T05:02:00Z,52.00,50.00
2026-02-16T05:07:00Z,52.00,50.00
2026-02-16T05:15:00Z,52.00,50.00
2026-02-16T05:30:00Z,50.00,50.00
2026-02-16T05:35:00Z,50.00,50.00
2026-02-16T05:36:00Z,50.00,50.00
2026-02-16T05:41:00Z,51.00,50.00
2026-02-16T05:42:00Z,51.00,50.00
2026-02-16T05:43:00Z,50.00,50.00
2026-02-16T05:45:00Z,51.00,50.00
2026-02-16T05:47:00Z,51.00,50.00
2026-02-16T05:50:00Z,51.00,50.00
2026-02-16T05:51:00Z,51.00,50.00
2026-02-16T05:52:00Z,50.14,50.00
2026-02-16T05:56:00Z,50.14,50.00
2026-02-16T05:58:00Z,50.14,50.00
2026-02-16T05:59:00Z,50.14,50.00
2026-02-16T06:00:00Z,50.14,50.00
2026-02-16T06:01:00Z,51.00,50.00
2026-02-16T06:04:00Z,51.00,50.00
2026-02-16T06:16:00Z,51.00,50.00
2026-02-16T06:18:00Z,51.00,50.92
2026-02-16T06:19:00Z,51.00,50.00
2026-02-16T06:23:00Z,51.00,50.00
2026-02-16T06:25:00Z,51.00,50.00
2026-02-16T06:29:00Z,51.00,50.00
2026-02-16T06:30:00Z,51.00,48.12
2026-02-16T06:33:00Z,52.00,48.12
2026-02-16T06:37:00Z,52.00,50.55
2026-02-16T06:38:00Z,52.00,50.00
2026-02-16T06:39:00Z,52.00,50.00
2026-02-16T06:40:00Z,52.00,50.00
2026-02-16T06:44:00Z,51.00,50.00
2026-02-16T06:48:00Z,51.00,51.00
2026-02-16T06:49:00Z,51.00,51.00
2026-02-16T07:02:00Z,51.00,51.00
2026-02-16T07:03:00Z,52.09,47.00
2026-02-16T07:05:00Z,53.75,47.00
2026-02-16T07:08:00Z,54.00,47.00
2026-02-16T07:09:00Z,54.00,47.00
2026-02-16T07:10:00Z,54.00,47.00
2026-02-16T07:11:00Z,54.00,47.00
2026-02-16T07:12:00Z,54.00,47.00
2026-02-16T07:13:00Z,54.00,47.00
2026-02-16T07:15:00Z,54.00,47.00
2026-02-16T07:16:00Z,54.42,47.00
2026-02-16T07:17:00Z,54.42,47.00
