# event_ticker=KXATPMATCH-25SEP29ALCRUU
# final_score=3-6 6-3 6-4
# match_winner=Carlos Alcaraz
# fav_player=Carlos Alcaraz
# dog_player=Casper Ruud
# kalshi_date=2025-09-29
timestamp,Carlos Alcaraz,Casper Ruud
2025-09-28T23:11:00Z,87.00,13.00
2025-09-28T23:12:00Z,87.00,13.00
2025-09-28T23:13:00Z,87.00,13.00
2025-09-28T23:14:00Z,87.99,12.50
2025-09-28T23:15:00Z,87.98,12.00
2025-09-28T23:16:00Z,88.00,12.00
2025-09-28T23:17:00Z,88.00,12.00
2025-09-28T23:18:00Z,88.00,12.00
2025-09-28T23:19:00Z,88.00,12.00
2025-09-28T23:20:00Z,88.00,12.00
2025-09-28T23:21:00Z,88.00,12.00
2025-09-28T23:22:00Z,88.98,12.00
2025-09-28T23:23:00Z,88.00,12.00
2025-09-28T23:24:00Z,88.00,12.00
2025-09-28T23:25:00Z,88.00,12.00
2025-09-28T23:26:00Z,88.00,12.00
2025-09-28T23:27:00Z,88.00,12.00
2025-09-28T23:28:00Z,88.00,12.00
2025-09-28T23:29:00Z,88.00,12.00
2025-09-28T23:30:00Z,88.00,12.00
2025-09-28T23:31:00Z,88.00,12.00
2025-09-28T23:32:00Z,88.00,12.00
2025-09-28T23:33:00Z,88.00,12.00
2025-09-28T23:34:00Z,88.00,12.00
2025-09-28T23:35:00Z,88.00,12.00
2025-09-28T23:36:00Z,88.00,12.00
2025-09-28T23:37:00Z,88.00,12.00
2025-09-28T23:38:00Z,88.00,12.00
2025-09-28T23:39:00Z,88.00,12.00
2025-09-28T23:40:00Z,89.00,12.00
2025-09-28T23:41:00Z,88.00,12.00
2025-09-28T23:42:00Z,88.00,12.00
2025-09-28T23:43:00Z,88.00,12.00
2025-09-28T23:44:00Z,88.00,12.00
2025-09-28T23:45:00Z,88.98,12.00
2025-09-28T23:46:00Z,88.00,12.00
2025-09-28T23:47:00Z,88.00,12.00
2025-09-28T23:48:00Z,88.00,12.00
2025-09-28T23:49:00Z,88.00,12.00
2025-09-28T23:50:00Z,88.00,12.00
2025-09-28T23:51:00Z,88.00,12.00
2025-09-28T23:52:00Z,88.99,12.00
2025-09-28T23:53:00Z,88.00,12.00
2025-09-28T23:54:00Z,88.00,12.00
2025-09-28T23:55:00Z,88.00,12.00
2025-09-28T23:56:00Z,88.60,12.00
2025-09-28T23:57:00Z,88.99,12.00
2025-09-28T23:58:00Z,88.00,12.00
2025-09-28T23:59:00Z,88.99,12.00
2025-09-29T00:00:00Z,88.00,12.00
2025-09-29T00:01:00Z,88.92,12.00
2025-09-29T00:02:00Z,88.00,12.00
2025-09-29T00:03:00Z,88.00,12.00
2025-09-29T00:04:00Z,88.00,12.00
2025-09-29T00:05:00Z,88.00,12.00
2025-09-29T00:10:00Z,87.23,12.00
2025-09-29T00:11:00Z,89.00,12.00
2025-09-29T00:12:00Z,89.00,12.00
2025-09-29T00:26:00Z,87.00,12.00
2025-09-29T00:31:00Z,87.00,14.00
2025-09-29T00:34:00Z,87.00,14.00
2025-09-29T00:44:00Z,87.00,14.00
