# event_ticker=KXATPCHALLENGERMATCH-26APR13RONSAK
# final_score=6-4 1-6 6-3
# score_resolution=4-6 6-1 3-6
# match_winner=Pedro Sakamoto
# fav_player=Franco Roncadelli
# dog_player=Pedro Sakamoto
# kalshi_date=2026-04-13
timestamp,Franco Roncadelli,Pedro Sakamoto
2026-04-13T20:23:00Z,66.04,34.91
2026-04-13T20:24:00Z,60.96,41.08
2026-04-13T20:25:00Z,52.79,47.60
2026-04-13T20:26:00Z,53.00,48.27
2026-04-13T20:27:00Z,56.34,47.47
2026-04-13T20:28:00Z,58.19,42.11
2026-04-13T20:29:00Z,65.17,36.04
2026-04-13T20:30:00Z,64.88,36.81
2026-04-13T20:31:00Z,61.57,40.14
2026-04-13T20:32:00Z,65.66,33.28
2026-04-13T20:33:00Z,70.40,30.61
2026-04-13T20:34:00Z,68.09,31.66
2026-04-13T20:35:00Z,71.26,30.22
2026-04-13T20:36:00Z,71.99,30.00
2026-04-13T20:37:00Z,75.98,27.08
2026-04-13T20:38:00Z,74.73,26.93
2026-04-13T20:39:00Z,66.96,30.73
2026-04-13T20:40:00Z,68.90,33.21
2026-04-13T20:41:00Z,72.44,28.48
2026-04-13T20:42:00Z,72.53,28.70
2026-04-13T20:43:00Z,77.47,22.92
2026-04-13T20:44:00Z,78.35,24.53
2026-04-13T20:45:00Z,71.71,29.63
2026-04-13T20:46:00Z,68.00,33.50
2026-04-13T20:47:00Z,69.87,31.43
2026-04-13T20:48:00Z,71.55,28.46
2026-04-13T20:49:00Z,72.41,28.56
2026-04-13T20:50:00Z,73.55,26.40
2026-04-13T20:51:00Z,74.00,27.00
2026-04-13T20:52:00Z,71.41,29.17
2026-04-13T20:53:00Z,68.02,33.48
2026-04-13T20:54:00Z,68.28,30.86
2026-04-13T20:55:00Z,73.83,27.67
2026-04-13T20:56:00Z,73.53,30.20
2026-04-13T20:57:00Z,67.45,34.16
2026-04-13T20:58:00Z,64.53,37.24
2026-04-13T20:59:00Z,69.03,32.40
2026-04-13T21:00:00Z,66.94,33.40
2026-04-13T21:01:00Z,68.35,32.87
2026-04-13T21:02:00Z,60.81,43.03
2026-04-13T21:03:00Z,48.96,51.01
2026-04-13T21:04:00Z,49.03,52.45
2026-04-13T21:05:00Z,54.35,47.67
2026-04-13T21:06:00Z,50.98,51.47
2026-04-13T21:07:00Z,55.73,45.41
2026-04-13T21:08:00Z,61.14,43.28
2026-04-13T21:09:00Z,57.91,45.04
2026-04-13T21:10:00Z,51.77,49.90
2026-04-13T21:11:00Z,41.95,59.17
2026-04-13T21:12:00Z,40.62,60.09
2026-04-13T21:13:00Z,40.94,59.54
2026-04-13T21:14:00Z,43.01,57.62
2026-04-13T21:15:00Z,48.37,52.63
2026-04-13T21:16:00Z,48.36,52.74
2026-04-13T21:17:00Z,48.88,52.20
2026-04-13T21:18:00Z,55.27,44.23
2026-04-13T21:19:00Z,63.58,36.91
2026-04-13T21:20:00Z,64.49,36.40
2026-04-13T21:21:00Z,63.23,38.34
2026-04-13T21:22:00Z,67.73,33.04
2026-04-13T21:23:00Z,69.42,30.28
2026-04-13T21:24:00Z,70.17,27.60
2026-04-13T21:25:00Z,71.17,28.63
2026-04-13T21:26:00Z,73.84,25.24
2026-04-13T21:27:00Z,76.16,23.42
2026-04-13T21:28:00Z,79.00,21.38
2026-04-13T21:29:00Z,79.51,19.06
2026-04-13T21:30:00Z,79.53,21.39
2026-04-13T21:31:00Z,79.53,20.93
2026-04-13T21:32:00Z,80.11,20.97
2026-04-13T21:33:00Z,79.60,20.32
2026-04-13T21:34:00Z,81.66,16.99
2026-04-13T21:35:00Z,82.53,20.33
2026-04-13T21:36:00Z,81.14,20.01
2026-04-13T21:37:00Z,80.43,21.00
2026-04-13T21:38:00Z,80.14,21.00
2026-04-13T21:39:00Z,80.45,20.92
2026-04-13T21:40:00Z,80.61,20.28
2026-04-13T21:41:00Z,81.19,19.57
2026-04-13T21:42:00Z,81.46,20.00
2026-04-13T21:43:00Z,80.10,19.93
2026-04-13T21:44:00Z,80.20,19.99
2026-04-13T21:45:00Z,80.79,19.99
2026-04-13T21:46:00Z,79.71,20.92
2026-04-13T21:47:00Z,79.52,20.99
2026-04-13T21:48:00Z,74.99,25.69
2026-04-13T21:49:00Z,75.21,25.75
2026-04-13T21:50:00Z,73.21,28.23
2026-04-13T21:51:00Z,70.70,29.94
2026-04-13T21:52:00Z,73.50,27.61
2026-04-13T21:53:00Z,74.20,26.59
2026-04-13T21:54:00Z,76.25,23.45
2026-04-13T21:55:00Z,79.00,18.10
2026-04-13T21:56:00Z,84.94,14.90
2026-04-13T21:57:00Z,79.74,19.77
2026-04-13T21:58:00Z,83.87,17.91
2026-04-13T21:59:00Z,84.17,17.32
2026-04-13T22:00:00Z,76.19,25.44
2026-04-13T22:01:00Z,72.52,29.08
2026-04-13T22:02:00Z,70.99,28.97
2026-04-13T22:03:00Z,72.26,29.09
2026-04-13T22:04:00Z,75.64,24.27
2026-04-13T22:05:00Z,79.12,21.73
2026-04-13T22:06:00Z,75.49,25.83
2026-04-13T22:07:00Z,71.25,30.84
2026-04-13T22:08:00Z,68.50,31.96
2026-04-13T22:09:00Z,67.02,32.39
2026-04-13T22:10:00Z,68.22,30.44
2026-04-13T22:11:00Z,73.09,30.26
2026-04-13T22:12:00Z,69.51,31.09
2026-04-13T22:13:00Z,73.73,26.65
2026-04-13T22:14:00Z,73.71,26.03
2026-04-13T22:15:00Z,68.39,30.52
2026-04-13T22:16:00Z,72.71,28.91
2026-04-13T22:17:00Z,67.12,33.05
2026-04-13T22:18:00Z,63.46,37.64
2026-04-13T22:19:00Z,64.18,36.18
2026-04-13T22:20:00Z,62.94,37.70
2026-04-13T22:21:00Z,67.38,36.91
2026-04-13T22:22:00Z,66.86,35.10
2026-04-13T22:23:00Z,64.90,36.83
2026-04-13T22:24:00Z,43.85,52.30
2026-04-13T22:25:00Z,17.50,80.20
2026-04-13T22:26:00Z,16.51,81.79
2026-04-13T22:27:00Z,19.04,79.17
2026-04-13T22:28:00Z,11.48,87.94
2026-04-13T22:29:00Z,12.82,84.63
2026-04-13T22:30:00Z,3.69,96.83
2026-04-13T22:31:00Z,1.00,99.00
2026-04-13T22:32:00Z,1.00,99.00
