# event_ticker=KXATPMATCH-25NOV02GIRMAR
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Marcos Giron
# fav_player=Pedro Martinez
# dog_player=Marcos Giron
# kalshi_date=2025-11-02
timestamp,Pedro Martinez,Marcos Giron
2025-11-04T14:02:00Z,25.00,75.00
2025-11-04T14:03:00Z,25.00,75.00
2025-11-04T14:06:00Z,24.00,75.00
2025-11-04T14:20:00Z,24.00,75.00
2025-11-04T14:26:00Z,25.00,75.00
2025-11-04T14:29:00Z,25.00,75.00
2025-11-04T14:36:00Z,25.00,75.00
2025-11-04T14:37:00Z,25.00,75.00
2025-11-04T14:38:00Z,25.00,76.00
2025-11-04T14:39:00Z,25.00,76.00
2025-11-04T14:40:00Z,25.00,75.85
2025-11-04T14:41:00Z,27.80,74.00
2025-11-04T14:42:00Z,24.36,75.23
2025-11-04T14:43:00Z,23.79,76.04
2025-11-04T14:44:00Z,23.79,77.00
2025-11-04T14:45:00Z,25.08,77.00
2025-11-04T14:46:00Z,27.48,74.00
2025-11-04T14:47:00Z,23.65,76.00
2025-11-04T14:48:00Z,25.00,73.22
2025-11-04T14:49:00Z,25.45,77.00
2025-11-04T14:50:00Z,26.97,74.57
2025-11-04T14:51:00Z,23.00,76.64
2025-11-04T14:52:00Z,24.31,77.00
2025-11-04T14:53:00Z,24.04,76.16
2025-11-04T14:54:00Z,27.00,74.66
2025-11-04T14:55:00Z,27.42,72.00
2025-11-04T14:56:00Z,22.88,77.00
2025-11-04T14:57:00Z,21.92,77.00
2025-11-04T14:58:00Z,20.41,77.00
2025-11-04T14:59:00Z,22.28,77.00
2025-11-04T15:00:00Z,15.48,83.04
2025-11-04T15:01:00Z,17.50,82.00
2025-11-04T15:02:00Z,24.00,78.44
2025-11-04T15:03:00Z,26.06,76.17
2025-11-04T15:04:00Z,27.38,76.00
2025-11-04T15:05:00Z,26.48,76.30
2025-11-04T15:06:00Z,29.70,76.30
2025-11-04T15:07:00Z,23.76,78.00
2025-11-04T15:08:00Z,24.04,77.11
2025-11-04T15:09:00Z,25.03,81.73
2025-11-04T15:10:00Z,17.30,82.22
2025-11-04T15:11:00Z,23.38,78.01
2025-11-04T15:12:00Z,30.30,72.60
2025-11-04T15:13:00Z,25.36,75.96
2025-11-04T15:14:00Z,32.65,72.72
2025-11-04T15:15:00Z,26.03,75.30
2025-11-04T15:16:00Z,24.13,75.30
2025-11-04T15:17:00Z,24.55,77.00
2025-11-04T15:18:00Z,27.00,75.38
2025-11-04T15:19:00Z,26.25,76.48
2025-11-04T15:20:00Z,28.92,72.77
2025-11-04T15:21:00Z,28.34,72.39
2025-11-04T15:22:00Z,22.45,79.11
2025-11-04T15:23:00Z,21.96,79.11
2025-11-04T15:24:00Z,25.48,75.39
2025-11-04T15:25:00Z,25.68,75.52
2025-11-04T15:26:00Z,25.68,76.30
2025-11-04T15:27:00Z,23.00,76.18
2025-11-04T15:28:00Z,24.00,78.00
2025-11-04T15:29:00Z,24.63,77.00
2025-11-04T15:30:00Z,21.32,80.99
2025-11-04T15:31:00Z,19.14,80.99
2025-11-04T15:32:00Z,17.60,85.38
2025-11-04T15:33:00Z,8.89,90.71
2025-11-04T15:34:00Z,9.00,91.94
2025-11-04T15:35:00Z,9.00,91.98
2025-11-04T15:36:00Z,8.48,91.50
2025-11-04T15:37:00Z,9.56,93.00
2025-11-04T15:38:00Z,7.15,93.90
2025-11-04T15:39:00Z,6.29,92.67
2025-11-04T15:40:00Z,6.18,93.09
2025-11-04T15:41:00Z,6.90,93.88
2025-11-04T15:42:00Z,5.96,95.00
2025-11-04T15:43:00Z,4.88,95.88
2025-11-04T15:44:00Z,7.13,96.59
2025-11-04T15:45:00Z,7.96,93.41
2025-11-04T15:46:00Z,2.74,95.07
2025-11-04T15:47:00Z,3.39,98.21
2025-11-04T15:48:00Z,2.12,97.55
2025-11-04T15:49:00Z,2.00,97.86
2025-11-04T15:50:00Z,2.18,98.93
2025-11-04T15:51:00Z,2.59,97.96
2025-11-04T15:52:00Z,2.00,97.90
2025-11-04T15:53:00Z,2.25,97.87
2025-11-04T15:54:00Z,1.98,98.04
2025-11-04T15:55:00Z,2.77,98.59
2025-11-04T15:56:00Z,1.24,99.00
2025-11-04T15:57:00Z,1.06,98.65
2025-11-04T15:58:00Z,2.00,98.77
2025-11-04T15:59:00Z,1.33,98.02
2025-11-04T16:00:00Z,1.15,99.00
2025-11-04T16:01:00Z,1.91,99.00
2025-11-04T16:02:00Z,1.40,99.00
2025-11-04T16:03:00Z,1.02,99.00
2025-11-04T16:04:00Z,1.02,99.00
2025-11-04T16:05:00Z,1.00,99.00
2025-11-04T16:06:00Z,1.00,99.00
2025-11-04T16:08:00Z,1.00,99.00
2025-11-04T16:12:00Z,1.00,99.00
