# event_ticker=KXATPMATCH-25NOV02GIRMAR
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Marcos Giron
# fav_player=Pedro Martinez
# dog_player=Marcos Giron
# kalshi_date=2025-11-02
timestamp,Pedro Martinez,Marcos Giron
2025-11-04T02:52:00Z,23.00,
2025-11-04T02:56:00Z,23.00,75.00
2025-11-04T02:57:00Z,24.00,75.00
2025-11-04T02:58:00Z,23.00,75.00
2025-11-04T03:06:00Z,24.00,70.91
2025-11-04T03:07:00Z,24.00,77.00
2025-11-04T03:08:00Z,24.00,75.00
2025-11-04T03:11:00Z,24.00,75.00
2025-11-04T03:13:00Z,22.00,75.00
2025-11-04T03:14:00Z,23.00,76.00
2025-11-04T03:17:00Z,23.00,76.00
2025-11-04T03:24:00Z,23.00,76.00
2025-11-04T03:25:00Z,23.00,76.00
2025-11-04T03:35:00Z,23.00,76.00
2025-11-04T03:40:00Z,23.04,76.00
2025-11-04T03:41:00Z,23.00,76.00
2025-11-04T03:42:00Z,24.00,76.00
2025-11-04T03:45:00Z,24.00,76.00
2025-11-04T03:47:00Z,23.00,76.00
2025-11-04T03:48:00Z,23.00,77.00
2025-11-04T03:56:00Z,23.00,77.00
2025-11-04T03:59:00Z,23.00,77.00
2025-11-04T04:00:00Z,23.00,76.00
2025-11-04T04:15:00Z,24.00,76.00
2025-11-04T04:19:00Z,23.00,76.00
2025-11-04T04:23:00Z,23.00,76.00
2025-11-04T04:24:00Z,23.00,76.00
2025-11-04T04:31:00Z,23.00,76.00
2025-11-04T04:38:00Z,24.00,76.00
2025-11-04T04:50:00Z,24.00,76.00
2025-11-04T05:14:00Z,23.00,76.00
2025-11-04T05:21:00Z,23.00,77.00
2025-11-04T05:28:00Z,23.00,76.00
2025-11-04T05:29:00Z,24.00,76.00
2025-11-04T05:42:00Z,24.00,76.00
2025-11-04T05:53:00Z,24.00,76.00
2025-11-04T05:55:00Z,24.00,77.00
2025-11-04T05:56:00Z,23.00,77.00
2025-11-04T05:57:00Z,23.00,77.00
2025-11-04T06:00:00Z,24.34,77.00
2025-11-04T06:06:00Z,23.00,77.00
2025-11-04T06:07:00Z,23.00,77.00
2025-11-04T06:11:00Z,23.00,77.00
2025-11-04T06:12:00Z,25.07,77.00
2025-11-04T06:13:00Z,24.00,77.00
2025-11-04T06:14:00Z,25.00,77.00
2025-11-04T06:16:00Z,25.00,77.00
2025-11-04T06:17:00Z,25.00,77.00
2025-11-04T06:18:00Z,25.00,75.00
2025-11-04T06:20:00Z,25.00,75.00
2025-11-04T06:22:00Z,25.00,75.00
2025-11-04T06:23:00Z,25.00,75.00
2025-11-04T06:25:00Z,25.00,75.00
2025-11-04T06:26:00Z,23.91,75.00
2025-11-04T06:27:00Z,23.91,75.00
2025-11-04T06:30:00Z,25.00,75.00
2025-11-04T06:32:00Z,25.00,75.00
2025-11-04T06:33:00Z,25.00,75.00
2025-11-04T06:44:00Z,25.00,75.00
2025-11-04T06:45:00Z,25.00,75.00
2025-11-04T06:47:00Z,25.00,75.00
2025-11-04T06:48:00Z,25.77,75.00
2025-11-04T06:55:00Z,24.00,75.00
2025-11-04T06:57:00Z,24.00,75.00
2025-11-04T07:01:00Z,26.00,75.00
2025-11-04T07:04:00Z,26.00,75.00
2025-11-04T07:16:00Z,26.00,75.00
2025-11-04T07:19:00Z,26.00,75.00
2025-11-04T07:30:00Z,26.00,75.00
2025-11-04T07:34:00Z,26.00,75.00
2025-11-04T07:38:00Z,26.00,75.00
2025-11-04T07:40:00Z,27.00,75.00
2025-11-04T07:46:00Z,25.00,75.00
2025-11-04T07:51:00Z,25.00,75.00
2025-11-04T08:00:00Z,25.00,75.00
2025-11-04T08:09:00Z,25.00,75.00
2025-11-04T08:10:00Z,25.00,75.00
2025-11-04T08:13:00Z,26.45,75.00
2025-11-04T08:14:00Z,26.00,75.00
2025-11-04T08:23:00Z,26.00,75.08
2025-11-04T08:25:00Z,26.00,75.00
2025-11-04T08:55:00Z,25.00,75.00
2025-11-04T09:01:00Z,25.00,75.00
2025-11-04T09:02:00Z,25.00,75.00
2025-11-04T09:04:00Z,25.00,75.00
2025-11-04T09:07:00Z,25.00,75.00
2025-11-04T09:12:00Z,25.00,75.00
2025-11-04T09:14:00Z,25.00,75.00
2025-11-04T09:24:00Z,25.00,75.00
2025-11-04T09:29:00Z,26.00,75.00
2025-11-04T09:53:00Z,24.82,75.00
2025-11-04T10:04:00Z,26.00,75.00
2025-11-04T10:10:00Z,26.00,75.00
2025-11-04T10:13:00Z,26.00,75.00
2025-11-04T10:19:00Z,26.00,75.00
2025-11-04T10:32:00Z,26.00,75.00
2025-11-04T10:40:00Z,25.00,75.00
2025-11-04T10:51:00Z,25.00,74.00
2025-11-04T11:09:00Z,25.00,74.00
2025-11-04T11:11:00Z,25.00,74.00
2025-11-04T11:14:00Z,24.00,74.00
2025-11-04T11:41:00Z,24.00,74.00
2025-11-04T11:42:00Z,24.00,75.00
2025-11-04T11:44:00Z,23.00,75.00
2025-11-04T11:47:00Z,23.00,75.00
2025-11-04T11:49:00Z,23.00,75.00
2025-11-04T12:08:00Z,23.00,75.00
2025-11-04T12:10:00Z,23.00,75.00
2025-11-04T12:23:00Z,23.00,75.00
2025-11-04T12:24:00Z,24.00,75.00
2025-11-04T12:43:00Z,24.00,75.00
2025-11-04T12:56:00Z,24.00,75.00
2025-11-04T13:01:00Z,24.00,75.00
2025-11-04T13:12:00Z,24.00,75.00
2025-11-04T13:25:00Z,25.00,75.00
2025-11-04T13:32:00Z,25.00,75.00
2025-11-04T13:33:00Z,25.00,75.00
2025-11-04T13:36:00Z,25.00,75.00
2025-11-04T13:48:00Z,25.00,75.00
2025-11-04T13:59:00Z,25.00,75.00
2025-11-04T14:01:00Z,25.00,75.00
