# event_ticker=KXATPMATCH-26MAR08COBTIA
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Frances Tiafoe
# fav_player=Flavio Cobolli
# dog_player=Frances Tiafoe
# kalshi_date=2026-03-08
timestamp,Flavio Cobolli,Frances Tiafoe
2026-03-08T13:20:00Z,45.00,
2026-03-08T13:27:00Z,45.00,57.00
2026-03-08T13:28:00Z,45.00,57.00
2026-03-08T13:37:00Z,45.00,57.00
2026-03-08T13:38:00Z,45.00,57.00
2026-03-08T13:39:00Z,45.00,57.00
2026-03-08T13:44:00Z,45.00,57.00
2026-03-08T13:46:00Z,45.00,57.00
2026-03-08T13:47:00Z,45.00,57.00
2026-03-08T13:49:00Z,45.00,57.00
2026-03-08T13:51:00Z,45.00,57.00
2026-03-08T13:53:00Z,45.00,57.00
2026-03-08T13:54:00Z,45.00,57.00
2026-03-08T13:55:00Z,45.00,57.00
2026-03-08T13:57:00Z,45.00,57.00
2026-03-08T14:04:00Z,45.00,57.00
2026-03-08T14:08:00Z,45.00,57.00
2026-03-08T14:14:00Z,45.00,57.00
2026-03-08T14:15:00Z,45.00,57.00
2026-03-08T14:17:00Z,45.00,57.00
2026-03-08T14:26:00Z,45.00,57.00
2026-03-08T14:29:00Z,45.00,57.00
2026-03-08T14:32:00Z,45.00,57.00
2026-03-08T14:34:00Z,45.00,57.00
2026-03-08T14:38:00Z,45.00,57.00
2026-03-08T14:40:00Z,45.00,57.00
2026-03-08T14:44:00Z,45.00,57.00
2026-03-08T14:49:00Z,45.00,57.00
2026-03-08T14:54:00Z,45.00,57.00
2026-03-08T14:55:00Z,45.00,57.00
2026-03-08T14:56:00Z,45.00,57.00
2026-03-08T14:57:00Z,45.00,57.00
2026-03-08T14:58:00Z,45.00,57.00
2026-03-08T14:59:00Z,45.00,57.00
2026-03-08T15:06:00Z,45.00,57.00
2026-03-08T15:10:00Z,45.00,57.00
2026-03-08T15:13:00Z,45.00,57.00
2026-03-08T15:15:00Z,45.00,57.00
2026-03-08T15:21:00Z,45.00,57.00
2026-03-08T15:24:00Z,45.00,57.00
2026-03-08T15:26:00Z,45.00,57.00
2026-03-08T15:30:00Z,45.00,57.00
2026-03-08T15:33:00Z,45.00,57.00
2026-03-08T15:37:00Z,45.00,57.00
2026-03-08T15:38:00Z,45.00,57.00
2026-03-08T15:40:00Z,45.00,57.00
2026-03-08T15:42:00Z,45.00,57.00
2026-03-08T15:44:00Z,45.00,57.00
2026-03-08T15:47:00Z,45.00,57.00
2026-03-08T15:48:00Z,45.00,56.00
2026-03-08T15:49:00Z,45.00,56.71
2026-03-08T15:52:00Z,45.00,57.00
2026-03-08T15:54:00Z,45.00,57.00
2026-03-08T15:55:00Z,45.00,57.00
2026-03-08T15:57:00Z,45.00,57.00
2026-03-08T16:02:00Z,45.00,57.00
2026-03-08T16:03:00Z,45.00,56.00
2026-03-08T16:04:00Z,45.00,56.00
2026-03-08T16:05:00Z,45.00,57.00
2026-03-08T16:07:00Z,45.00,57.00
2026-03-08T16:09:00Z,45.00,57.00
2026-03-08T16:10:00Z,44.00,57.00
2026-03-08T16:11:00Z,44.00,57.00
2026-03-08T16:13:00Z,45.00,57.00
2026-03-08T16:14:00Z,45.00,57.00
2026-03-08T16:17:00Z,45.00,57.00
2026-03-08T16:19:00Z,45.00,57.00
2026-03-08T16:21:00Z,45.00,57.00
2026-03-08T16:23:00Z,45.00,57.00
2026-03-08T16:24:00Z,45.00,57.00
2026-03-08T16:25:00Z,45.00,57.00
2026-03-08T16:31:00Z,45.00,57.00
2026-03-08T16:34:00Z,45.00,57.00
2026-03-08T16:35:00Z,43.03,57.00
2026-03-08T16:38:00Z,43.03,57.00
2026-03-08T16:39:00Z,45.00,57.00
2026-03-08T16:42:00Z,45.00,57.00
2026-03-08T16:43:00Z,45.00,57.00
2026-03-08T16:48:00Z,45.00,57.00
2026-03-08T16:53:00Z,45.00,57.00
2026-03-08T17:02:00Z,45.00,57.00
2026-03-08T17:04:00Z,45.00,57.00
2026-03-08T17:05:00Z,45.00,57.00
2026-03-08T17:08:00Z,45.00,57.00
2026-03-08T17:11:00Z,45.00,57.00
2026-03-08T17:12:00Z,45.00,57.00
2026-03-08T17:15:00Z,45.00,57.00
2026-03-08T17:18:00Z,45.00,56.00
2026-03-08T17:19:00Z,45.00,56.00
2026-03-08T17:20:00Z,45.00,56.00
2026-03-08T17:21:00Z,45.00,56.00
2026-03-08T17:23:00Z,45.00,55.81
2026-03-08T17:24:00Z,45.00,55.81
2026-03-08T17:25:00Z,45.00,57.00
2026-03-08T17:27:00Z,45.00,57.00
2026-03-08T17:28:00Z,45.00,57.00
2026-03-08T17:31:00Z,45.00,57.00
2026-03-08T17:32:00Z,45.00,57.00
2026-03-08T17:34:00Z,45.00,56.00
2026-03-08T17:37:00Z,45.00,56.00
2026-03-08T17:39:00Z,45.00,56.00
2026-03-08T17:40:00Z,45.00,56.00
2026-03-08T17:42:00Z,45.00,55.00
2026-03-08T17:43:00Z,45.00,56.00
2026-03-08T17:44:00Z,45.00,57.00
2026-03-08T17:45:00Z,45.00,57.00
2026-03-08T17:47:00Z,45.00,57.00
2026-03-08T17:49:00Z,45.00,55.00
2026-03-08T17:50:00Z,45.00,55.00
2026-03-08T17:53:00Z,45.00,55.00
2026-03-08T17:55:00Z,45.00,57.00
2026-03-08T17:56:00Z,45.00,57.00
2026-03-08T17:57:00Z,45.00,57.00
2026-03-08T17:58:00Z,45.00,57.00
2026-03-08T17:59:00Z,45.00,57.00
2026-03-08T18:00:00Z,45.00,57.00
2026-03-08T18:01:00Z,45.00,57.00
2026-03-08T18:02:00Z,45.00,57.00
2026-03-08T18:03:00Z,45.00,57.00
2026-03-08T18:07:00Z,45.00,57.00
2026-03-08T18:09:00Z,45.00,57.00
2026-03-08T18:14:00Z,45.00,57.00
2026-03-08T18:15:00Z,45.00,57.00
2026-03-08T18:16:00Z,45.00,57.00
2026-03-08T18:17:00Z,45.00,57.00
2026-03-08T18:18:00Z,45.00,57.00
2026-03-08T18:19:00Z,45.00,57.00
2026-03-08T18:20:00Z,45.00,57.00
2026-03-08T18:21:00Z,45.00,57.00
2026-03-08T18:22:00Z,45.00,57.00
2026-03-08T18:23:00Z,45.00,57.00
2026-03-08T18:24:00Z,45.00,57.00
2026-03-08T18:25:00Z,45.00,57.00
2026-03-08T18:27:00Z,45.00,57.00
2026-03-08T18:28:00Z,45.00,57.00
2026-03-08T18:29:00Z,45.00,57.00
2026-03-08T18:30:00Z,45.00,57.00
2026-03-08T18:31:00Z,45.00,57.00
2026-03-08T18:32:00Z,45.00,57.00
2026-03-08T18:33:00Z,45.00,57.00
2026-03-08T18:34:00Z,45.00,57.00
2026-03-08T18:35:00Z,45.00,57.00
2026-03-08T18:36:00Z,45.00,57.00
2026-03-08T18:43:00Z,45.00,57.00
2026-03-08T18:44:00Z,45.00,57.00
2026-03-08T18:45:00Z,43.13,57.00
2026-03-08T18:46:00Z,45.00,57.00
2026-03-08T18:49:00Z,45.00,57.00
2026-03-08T18:51:00Z,45.00,57.00
2026-03-08T18:52:00Z,45.00,57.00
2026-03-08T18:54:00Z,45.00,57.00
2026-03-08T18:57:00Z,45.00,57.00
2026-03-08T18:58:00Z,45.00,57.00
2026-03-08T18:59:00Z,45.00,57.00
2026-03-08T19:00:00Z,45.00,57.00
2026-03-08T19:01:00Z,45.00,57.00
2026-03-08T19:04:00Z,45.00,57.00
2026-03-08T19:05:00Z,45.00,57.00
2026-03-08T19:06:00Z,45.00,57.00
2026-03-08T19:07:00Z,45.00,57.00
2026-03-08T19:09:00Z,45.00,57.00
2026-03-08T19:10:00Z,45.00,57.00
2026-03-08T19:11:00Z,45.00,57.00
2026-03-08T19:13:00Z,45.00,57.00
2026-03-08T19:14:00Z,45.00,57.00
2026-03-08T19:17:00Z,45.00,57.00
2026-03-08T19:21:00Z,45.00,57.00
2026-03-08T19:24:00Z,45.00,57.00
2026-03-08T19:26:00Z,45.00,57.00
2026-03-08T19:28:00Z,45.00,57.00
2026-03-08T19:29:00Z,45.00,57.00
2026-03-08T19:33:00Z,45.00,57.00
2026-03-08T19:35:00Z,46.00,57.00
2026-03-08T19:38:00Z,46.00,57.00
2026-03-08T19:39:00Z,46.00,57.00
2026-03-08T19:41:00Z,46.00,57.00
2026-03-08T19:42:00Z,46.00,57.00
