# event_ticker=KXATPMATCH-25JUL25MEDMOU
# final_score=1-6 6-4 6-4
# score_resolution=6-1 4-6 4-6
# match_winner=Corentin Moutet
# fav_player=Daniil Medvedev
# dog_player=Corentin Moutet
# kalshi_date=2025-07-25
timestamp,Daniil Medvedev,Corentin Moutet
2025-07-25T18:07:00Z,81.00,21.00
2025-07-25T18:08:00Z,81.00,21.00
2025-07-25T18:09:00Z,81.00,21.00
2025-07-25T18:11:00Z,80.00,21.00
2025-07-25T18:13:00Z,80.00,21.00
2025-07-25T18:14:00Z,79.00,21.00
2025-07-25T18:15:00Z,80.00,21.00
2025-07-25T18:16:00Z,80.00,21.94
2025-07-25T18:18:00Z,80.00,22.00
2025-07-25T18:19:00Z,80.00,22.00
2025-07-25T18:20:00Z,80.00,22.00
2025-07-25T18:21:00Z,80.00,22.00
2025-07-25T18:22:00Z,80.16,22.00
2025-07-25T18:23:00Z,80.16,21.00
2025-07-25T18:24:00Z,79.94,21.00
2025-07-25T18:25:00Z,79.94,21.00
2025-07-25T18:26:00Z,79.94,20.00
2025-07-25T18:28:00Z,79.94,20.00
2025-07-25T18:29:00Z,81.00,20.00
2025-07-25T18:31:00Z,80.92,20.00
2025-07-25T18:32:00Z,80.71,22.74
2025-07-25T18:33:00Z,80.00,22.74
2025-07-25T18:34:00Z,80.00,22.74
2025-07-25T18:36:00Z,80.00,23.00
2025-07-25T18:37:00Z,80.00,23.00
2025-07-25T18:38:00Z,80.00,23.00
2025-07-25T18:40:00Z,80.00,23.00
2025-07-25T18:42:00Z,80.00,23.00
2025-07-25T18:43:00Z,81.64,21.00
2025-07-25T18:44:00Z,81.47,19.59
2025-07-25T18:45:00Z,83.05,17.00
2025-07-25T18:46:00Z,84.88,16.30
2025-07-25T18:47:00Z,82.21,20.62
2025-07-25T18:48:00Z,79.00,23.00
2025-07-25T18:49:00Z,76.98,23.00
2025-07-25T18:50:00Z,80.59,23.00
2025-07-25T18:51:00Z,82.15,15.23
2025-07-25T18:52:00Z,81.00,21.40
2025-07-25T18:53:00Z,81.92,20.85
2025-07-25T18:54:00Z,87.41,22.90
2025-07-25T18:55:00Z,83.51,20.61
2025-07-25T18:56:00Z,83.20,19.23
2025-07-25T18:57:00Z,86.97,14.05
2025-07-25T18:58:00Z,87.95,15.00
2025-07-25T18:59:00Z,89.35,13.11
2025-07-25T19:00:00Z,91.95,7.27
2025-07-25T19:01:00Z,92.96,7.27
2025-07-25T19:02:00Z,92.99,10.00
2025-07-25T19:03:00Z,94.98,8.00
2025-07-25T19:04:00Z,94.78,5.28
2025-07-25T19:05:00Z,97.55,6.00
2025-07-25T19:06:00Z,96.97,4.04
2025-07-25T19:08:00Z,97.00,4.00
2025-07-25T19:09:00Z,97.00,4.57
2025-07-25T19:10:00Z,96.99,5.00
2025-07-25T19:11:00Z,96.00,4.00
2025-07-25T19:12:00Z,95.89,5.00
2025-07-25T19:13:00Z,95.00,7.00
2025-07-25T19:14:00Z,94.00,7.00
2025-07-25T19:15:00Z,96.59,6.00
2025-07-25T19:17:00Z,96.00,6.00
2025-07-25T19:18:00Z,97.00,6.00
2025-07-25T19:20:00Z,97.00,6.00
2025-07-25T19:21:00Z,97.00,6.00
2025-07-25T19:22:00Z,94.81,7.00
2025-07-25T19:23:00Z,95.00,7.00
2025-07-25T19:24:00Z,95.00,7.90
2025-07-25T19:25:00Z,96.00,6.00
2025-07-25T19:26:00Z,95.00,6.00
2025-07-25T19:27:00Z,95.00,5.55
2025-07-25T19:28:00Z,96.36,3.00
2025-07-25T19:29:00Z,95.00,6.81
2025-07-25T19:30:00Z,95.00,7.20
2025-07-25T19:31:00Z,93.02,7.22
2025-07-25T19:32:00Z,93.17,7.00
2025-07-25T19:33:00Z,87.00,14.86
2025-07-25T19:34:00Z,89.00,10.00
2025-07-25T19:35:00Z,91.69,12.83
2025-07-25T19:36:00Z,90.00,10.00
2025-07-25T19:37:00Z,90.00,16.83
2025-07-25T19:38:00Z,81.20,22.58
2025-07-25T19:39:00Z,85.04,18.15
2025-07-25T19:40:00Z,83.00,27.92
2025-07-25T19:41:00Z,60.67,54.92
2025-07-25T19:42:00Z,67.68,42.23
2025-07-25T19:43:00Z,60.59,39.47
2025-07-25T19:44:00Z,75.41,33.15
2025-07-25T19:45:00Z,81.44,25.49
2025-07-25T19:46:00Z,85.00,19.93
2025-07-25T19:47:00Z,73.99,27.71
2025-07-25T19:48:00Z,72.00,29.63
2025-07-25T19:49:00Z,72.00,32.10
2025-07-25T19:50:00Z,72.00,32.00
2025-07-25T19:51:00Z,70.94,29.00
2025-07-25T19:52:00Z,72.00,31.22
2025-07-25T19:53:00Z,64.75,31.55
2025-07-25T19:54:00Z,79.25,29.12
2025-07-25T19:55:00Z,79.30,21.66
2025-07-25T19:56:00Z,82.83,17.45
2025-07-25T19:57:00Z,88.28,15.02
2025-07-25T19:58:00Z,90.63,10.75
2025-07-25T19:59:00Z,89.11,12.00
2025-07-25T20:00:00Z,79.23,15.91
2025-07-25T20:01:00Z,75.94,25.00
2025-07-25T20:02:00Z,75.63,27.93
2025-07-25T20:03:00Z,71.00,28.98
2025-07-25T20:04:00Z,71.00,29.30
2025-07-25T20:05:00Z,70.45,29.00
2025-07-25T20:06:00Z,71.45,30.63
2025-07-25T20:07:00Z,71.43,30.83
2025-07-25T20:08:00Z,70.08,30.00
2025-07-25T20:09:00Z,70.00,31.60
2025-07-25T20:10:00Z,70.00,32.00
2025-07-25T20:11:00Z,69.74,30.66
2025-07-25T20:12:00Z,71.81,33.00
2025-07-25T20:13:00Z,66.31,44.12
2025-07-25T20:14:00Z,61.12,38.38
2025-07-25T20:15:00Z,68.27,35.00
2025-07-25T20:16:00Z,69.47,31.82
2025-07-25T20:17:00Z,71.40,31.00
2025-07-25T20:18:00Z,67.45,34.00
2025-07-25T20:19:00Z,61.00,39.04
2025-07-25T20:20:00Z,59.82,40.12
2025-07-25T20:21:00Z,62.78,41.00
2025-07-25T20:22:00Z,61.08,37.78
2025-07-25T20:23:00Z,70.08,33.32
2025-07-25T20:24:00Z,62.46,28.92
2025-07-25T20:25:00Z,74.10,27.45
2025-07-25T20:26:00Z,77.94,23.45
2025-07-25T20:27:00Z,71.28,32.08
2025-07-25T20:28:00Z,77.00,23.59
2025-07-25T20:29:00Z,78.76,22.68
2025-07-25T20:30:00Z,74.33,26.01
2025-07-25T20:31:00Z,69.07,30.51
2025-07-25T20:32:00Z,71.89,26.23
2025-07-25T20:33:00Z,65.73,37.09
2025-07-25T20:34:00Z,60.00,29.20
2025-07-25T20:35:00Z,55.78,61.76
2025-07-25T20:36:00Z,50.13,44.63
2025-07-25T20:37:00Z,64.03,55.84
2025-07-25T20:38:00Z,55.78,59.00
2025-07-25T20:39:00Z,66.14,38.02
2025-07-25T20:40:00Z,72.82,33.66
2025-07-25T20:41:00Z,67.41,24.85
2025-07-25T20:42:00Z,82.80,20.86
2025-07-25T20:43:00Z,83.39,17.06
2025-07-25T20:44:00Z,80.49,18.43
2025-07-25T20:45:00Z,89.17,12.95
2025-07-25T20:46:00Z,92.51,11.35
2025-07-25T20:47:00Z,87.78,13.89
2025-07-25T20:48:00Z,86.31,13.92
2025-07-25T20:49:00Z,87.18,14.17
2025-07-25T20:50:00Z,77.79,19.43
2025-07-25T20:51:00Z,73.51,27.45
2025-07-25T20:52:00Z,73.93,29.57
2025-07-25T20:53:00Z,72.00,27.56
2025-07-25T20:54:00Z,70.08,29.84
2025-07-25T20:55:00Z,68.57,31.65
2025-07-25T20:56:00Z,61.31,34.29
2025-07-25T20:57:00Z,69.28,33.11
2025-07-25T20:58:00Z,74.32,24.46
2025-07-25T20:59:00Z,79.32,20.73
2025-07-25T21:00:00Z,78.38,22.06
2025-07-25T21:01:00Z,72.27,35.42
2025-07-25T21:02:00Z,63.90,41.38
2025-07-25T21:03:00Z,62.38,68.95
2025-07-25T21:04:00Z,38.48,67.45
2025-07-25T21:05:00Z,26.21,50.09
2025-07-25T21:06:00Z,61.85,41.43
2025-07-25T21:07:00Z,61.28,36.18
2025-07-25T21:08:00Z,59.82,29.85
2025-07-25T21:09:00Z,59.43,36.04
2025-07-25T21:10:00Z,61.59,40.76
2025-07-25T21:11:00Z,60.98,39.96
2025-07-25T21:12:00Z,60.98,41.05
2025-07-25T21:13:00Z,59.06,38.47
2025-07-25T21:14:00Z,61.00,41.00
2025-07-25T21:15:00Z,60.53,36.95
2025-07-25T21:16:00Z,59.03,41.39
2025-07-25T21:17:00Z,55.15,40.47
2025-07-25T21:18:00Z,62.00,37.07
2025-07-25T21:19:00Z,61.82,41.00
2025-07-25T21:20:00Z,64.00,37.39
2025-07-25T21:21:00Z,62.00,35.87
2025-07-25T21:22:00Z,55.00,35.87
2025-07-25T21:23:00Z,59.29,40.08
2025-07-25T21:24:00Z,63.20,36.64
2025-07-25T21:25:00Z,54.66,38.79
2025-07-25T21:26:00Z,59.09,39.14
2025-07-25T21:27:00Z,65.00,40.00
2025-07-25T21:28:00Z,65.00,41.06
2025-07-25T21:29:00Z,65.00,38.00
2025-07-25T21:30:00Z,65.00,36.04
2025-07-25T21:31:00Z,63.29,35.00
2025-07-25T21:32:00Z,61.29,35.00
2025-07-25T21:33:00Z,60.89,36.00
2025-07-25T21:34:00Z,60.42,35.50
2025-07-25T21:35:00Z,63.59,36.00
2025-07-25T21:36:00Z,62.86,36.00
2025-07-25T21:37:00Z,65.00,35.52
2025-07-25T21:38:00Z,60.91,35.00
2025-07-25T21:39:00Z,65.60,29.38
2025-07-25T21:40:00Z,64.09,37.02
2025-07-25T21:41:00Z,64.93,39.14
2025-07-25T21:42:00Z,63.21,40.88
2025-07-25T21:43:00Z,64.86,39.00
2025-07-25T21:44:00Z,62.00,40.04
2025-07-25T21:45:00Z,62.00,39.90
2025-07-25T21:46:00Z,62.00,39.86
2025-07-25T21:47:00Z,62.00,36.05
2025-07-25T21:48:00Z,61.00,40.46
2025-07-25T21:50:00Z,65.00,40.70
2025-07-25T21:51:00Z,63.93,40.70
2025-07-25T21:52:00Z,63.93,35.48
2025-07-25T21:53:00Z,65.00,37.00
2025-07-25T21:54:00Z,65.00,35.40
2025-07-25T21:55:00Z,65.07,38.83
2025-07-25T21:56:00Z,66.00,39.52
2025-07-25T21:57:00Z,66.00,39.89
2025-07-25T21:58:00Z,57.30,38.99
2025-07-25T21:59:00Z,66.91,38.99
2025-07-25T22:00:00Z,67.00,39.00
2025-07-25T22:01:00Z,67.00,39.84
2025-07-25T22:02:00Z,53.97,39.00
2025-07-25T22:03:00Z,65.00,39.64
2025-07-25T22:04:00Z,63.80,37.62
2025-07-25T22:05:00Z,60.00,37.62
2025-07-25T22:07:00Z,60.00,38.98
2025-07-25T22:08:00Z,52.40,37.09
2025-07-25T22:09:00Z,45.52,48.07
2025-07-25T22:10:00Z,14.79,61.61
2025-07-25T22:11:00Z,39.37,52.54
2025-07-25T22:12:00Z,52.56,66.42
2025-07-25T22:13:00Z,39.50,63.38
2025-07-25T22:14:00Z,37.86,82.62
2025-07-25T22:15:00Z,4.79,99.00
2025-07-25T22:16:00Z,4.79,99.00
