# event_ticker=KXATPMATCH-26MAR04ATMDIM
# final_score=6-4 5-7 6-4
# match_winner=Grigor Dimitrov
# fav_player=Grigor Dimitrov
# dog_player=Terence Atmane
# kalshi_date=2026-03-04
timestamp,Grigor Dimitrov,Terence Atmane
2026-03-05T07:20:00Z,58.00,44.00
2026-03-05T07:21:00Z,58.00,44.00
2026-03-05T07:22:00Z,58.00,44.00
2026-03-05T07:23:00Z,58.00,44.00
2026-03-05T07:24:00Z,58.00,44.00
2026-03-05T07:25:00Z,58.00,44.00
2026-03-05T07:27:00Z,58.00,44.00
2026-03-05T07:29:00Z,58.00,42.45
2026-03-05T07:30:00Z,58.00,42.45
2026-03-05T07:32:00Z,58.00,42.45
2026-03-05T07:33:00Z,58.00,42.45
2026-03-05T07:37:00Z,58.00,42.45
2026-03-05T07:38:00Z,58.00,43.00
2026-03-05T07:44:00Z,58.00,42.00
2026-03-05T07:47:00Z,58.00,42.00
2026-03-05T07:50:00Z,58.00,43.00
2026-03-05T07:52:00Z,58.00,43.00
2026-03-05T07:53:00Z,58.00,43.00
2026-03-05T07:56:00Z,58.00,43.00
2026-03-05T10:08:00Z,58.00,42.00
2026-03-05T10:15:00Z,59.00,42.00
2026-03-05T10:20:00Z,59.00,42.00
2026-03-05T10:22:00Z,59.00,40.22
2026-03-05T10:23:00Z,59.27,40.22
2026-03-05T10:28:00Z,59.27,42.00
2026-03-05T10:31:00Z,60.00,42.00
2026-03-05T10:36:00Z,60.00,40.00
2026-03-05T10:40:00Z,60.00,42.00
2026-03-05T10:42:00Z,60.00,42.00
2026-03-05T10:47:00Z,60.00,42.00
2026-03-05T10:54:00Z,60.00,42.00
2026-03-05T11:17:00Z,60.00,42.00
2026-03-05T11:26:00Z,60.00,42.00
2026-03-05T11:27:00Z,60.00,42.00
2026-03-05T11:36:00Z,60.00,42.00
2026-03-05T11:44:00Z,61.00,42.00
2026-03-05T11:45:00Z,58.00,42.00
2026-03-05T11:46:00Z,61.00,42.00
2026-03-05T11:51:00Z,60.00,42.00
2026-03-05T11:54:00Z,61.00,42.00
2026-03-05T11:55:00Z,58.00,42.00
2026-03-05T12:05:00Z,58.00,42.00
2026-03-05T12:12:00Z,61.00,42.00
2026-03-05T12:21:00Z,61.00,42.00
2026-03-05T12:32:00Z,61.00,42.00
2026-03-05T12:38:00Z,61.00,42.00
2026-03-05T12:43:00Z,61.00,42.00
2026-03-05T12:48:00Z,61.00,42.00
2026-03-05T12:50:00Z,61.00,42.00
2026-03-05T12:52:00Z,61.00,42.00
2026-03-05T12:54:00Z,61.00,42.00
2026-03-05T12:56:00Z,61.00,42.00
2026-03-05T12:58:00Z,61.00,42.00
2026-03-05T13:00:00Z,61.00,42.00
2026-03-05T13:01:00Z,61.00,42.00
2026-03-05T13:03:00Z,61.00,42.00
2026-03-05T13:08:00Z,60.00,42.00
2026-03-05T13:17:00Z,60.00,42.00
2026-03-05T13:18:00Z,60.00,42.00
2026-03-05T13:19:00Z,60.00,42.00
2026-03-05T13:29:00Z,60.00,42.00
2026-03-05T13:38:00Z,60.00,42.00
2026-03-05T13:45:00Z,60.00,42.00
2026-03-05T13:46:00Z,60.00,42.00
2026-03-05T13:49:00Z,58.00,42.00
2026-03-05T13:52:00Z,59.69,42.00
2026-03-05T14:01:00Z,60.00,42.00
2026-03-05T14:02:00Z,60.00,42.00
2026-03-05T14:03:00Z,60.00,42.00
2026-03-05T14:09:00Z,60.00,42.00
2026-03-05T14:15:00Z,60.00,42.00
2026-03-05T14:16:00Z,60.00,42.00
2026-03-05T14:17:00Z,61.27,38.82
2026-03-05T14:20:00Z,61.27,40.00
2026-03-05T14:21:00Z,61.00,40.00
2026-03-05T14:26:00Z,61.00,41.00
2026-03-05T14:29:00Z,61.00,41.00
2026-03-05T14:32:00Z,61.00,41.00
2026-03-05T14:36:00Z,61.00,41.00
2026-03-05T14:37:00Z,61.00,41.00
2026-03-05T14:38:00Z,61.00,41.00
2026-03-05T14:39:00Z,61.00,41.00
2026-03-05T14:40:00Z,61.00,41.00
2026-03-05T14:45:00Z,61.00,41.00
2026-03-05T14:46:00Z,61.00,41.00
2026-03-05T14:48:00Z,61.00,41.00
2026-03-05T14:49:00Z,60.00,41.00
2026-03-05T14:51:00Z,61.00,41.00
2026-03-05T14:52:00Z,61.00,41.00
2026-03-05T14:56:00Z,61.00,41.00
2026-03-05T14:58:00Z,61.00,41.00
2026-03-05T15:01:00Z,61.00,41.00
2026-03-05T15:04:00Z,60.91,41.00
2026-03-05T15:06:00Z,61.00,41.00
2026-03-05T15:08:00Z,61.00,41.00
2026-03-05T15:12:00Z,61.00,41.00
2026-03-05T15:13:00Z,61.00,41.00
2026-03-05T15:14:00Z,61.00,41.00
2026-03-05T15:15:00Z,61.00,41.00
2026-03-05T15:17:00Z,61.00,41.00
2026-03-05T15:19:00Z,61.00,41.00
2026-03-05T15:21:00Z,61.00,41.00
2026-03-05T15:22:00Z,61.88,41.00
2026-03-05T15:24:00Z,62.00,41.00
2026-03-05T15:25:00Z,62.00,40.00
