# event_ticker=KXATPMATCH-25OCT13TOMMOU
# final_score=6-1 7-6(9)
# score_resolution=6-1 7-6
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Bernard Tomic
# kalshi_date=2025-10-13
timestamp,Corentin Moutet,Bernard Tomic
2025-10-13T04:15:00Z,,25.39
2025-10-13T04:25:00Z,,25.00
2025-10-13T04:41:00Z,,24.00
2025-10-13T04:46:00Z,,25.00
2025-10-13T04:53:00Z,,25.00
2025-10-13T05:00:00Z,,25.00
2025-10-13T05:01:00Z,77.00,25.00
2025-10-13T05:11:00Z,77.00,25.00
2025-10-13T05:13:00Z,77.00,24.00
2025-10-13T05:18:00Z,77.00,25.00
2025-10-13T05:48:00Z,76.00,25.00
2025-10-13T05:49:00Z,75.00,25.00
2025-10-13T06:09:00Z,76.00,25.00
2025-10-13T06:13:00Z,76.00,24.00
2025-10-13T06:39:00Z,76.00,25.00
2025-10-13T06:53:00Z,76.00,25.00
2025-10-13T07:13:00Z,76.00,24.00
2025-10-13T07:21:00Z,77.00,24.00
2025-10-13T08:15:00Z,77.00,24.00
2025-10-13T08:21:00Z,77.00,24.00
2025-10-13T08:22:00Z,77.00,24.00
2025-10-13T08:44:00Z,77.00,24.00
2025-10-13T08:48:00Z,77.00,24.00
2025-10-13T08:58:00Z,77.00,24.00
2025-10-13T09:00:00Z,77.00,24.00
2025-10-13T09:13:00Z,77.00,24.00
2025-10-13T09:21:00Z,77.00,25.00
2025-10-13T09:28:00Z,77.00,25.00
2025-10-13T09:33:00Z,77.00,25.00
2025-10-13T09:43:00Z,77.00,23.00
2025-10-13T09:55:00Z,78.00,23.00
2025-10-13T10:00:00Z,78.00,24.00
2025-10-13T10:07:00Z,78.00,24.00
2025-10-13T10:12:00Z,78.00,24.00
2025-10-13T10:17:00Z,78.00,24.00
2025-10-13T10:37:00Z,78.00,25.00
2025-10-13T10:39:00Z,77.00,25.00
2025-10-13T10:50:00Z,77.00,25.00
2025-10-13T10:52:00Z,77.00,25.00
2025-10-13T10:56:00Z,77.00,25.00
2025-10-13T10:58:00Z,77.00,23.00
2025-10-13T11:00:00Z,77.00,25.00
2025-10-13T11:03:00Z,77.00,25.00
2025-10-13T11:05:00Z,77.00,25.00
2025-10-13T11:07:00Z,77.00,25.00
2025-10-13T11:08:00Z,77.00,25.00
2025-10-13T11:09:00Z,77.00,25.00
2025-10-13T11:15:00Z,77.00,24.00
2025-10-13T11:27:00Z,78.00,24.00
2025-10-13T12:08:00Z,78.00,24.00
2025-10-13T12:13:00Z,78.00,24.00
2025-10-13T12:14:00Z,78.00,24.00
2025-10-13T12:17:00Z,78.00,24.00
2025-10-13T12:19:00Z,77.00,24.00
2025-10-13T12:20:00Z,77.00,24.00
2025-10-13T12:22:00Z,77.00,24.00
2025-10-13T12:25:00Z,77.00,24.00
2025-10-13T12:27:00Z,76.00,24.00
2025-10-13T12:33:00Z,77.00,24.00
2025-10-13T12:38:00Z,77.00,24.00
2025-10-13T12:39:00Z,77.00,24.00
2025-10-13T12:40:00Z,77.00,24.00
2025-10-13T12:42:00Z,76.00,24.00
2025-10-13T12:43:00Z,77.00,24.00
2025-10-13T12:48:00Z,77.00,25.00
2025-10-13T12:51:00Z,77.00,25.00
2025-10-13T12:52:00Z,77.00,25.00
2025-10-13T12:53:00Z,76.00,25.00
2025-10-13T12:59:00Z,76.00,25.00
2025-10-13T13:00:00Z,76.00,25.00
2025-10-13T13:02:00Z,76.00,25.00
2025-10-13T13:03:00Z,76.00,25.00
2025-10-13T13:07:00Z,76.00,25.00
2025-10-13T13:10:00Z,76.00,25.00
2025-10-13T13:14:00Z,76.00,25.00
2025-10-13T13:15:00Z,76.00,25.00
2025-10-13T13:16:00Z,76.00,25.00
2025-10-13T13:20:00Z,76.00,25.00
2025-10-13T13:25:00Z,76.00,25.00
2025-10-13T13:29:00Z,76.00,25.00
2025-10-13T13:30:00Z,76.00,25.00
2025-10-13T13:31:00Z,76.00,25.00
2025-10-13T13:40:00Z,76.00,25.00
2025-10-13T13:43:00Z,76.00,25.00
2025-10-13T13:44:00Z,76.00,24.00
2025-10-13T13:47:00Z,77.00,24.00
2025-10-13T13:48:00Z,77.00,25.00
2025-10-13T13:49:00Z,77.00,24.00
2025-10-13T13:51:00Z,77.00,24.00
2025-10-13T13:53:00Z,77.00,24.00
2025-10-13T13:55:00Z,77.00,24.00
2025-10-13T13:56:00Z,77.00,24.00
2025-10-13T14:02:00Z,78.00,24.00
2025-10-13T14:03:00Z,78.00,24.00
2025-10-13T14:04:00Z,78.00,25.00
2025-10-13T14:05:00Z,78.00,25.00
2025-10-13T14:07:00Z,77.00,25.00
2025-10-13T14:08:00Z,77.00,23.00
2025-10-13T14:09:00Z,76.98,25.00
2025-10-13T14:10:00Z,73.00,25.50
2025-10-13T14:11:00Z,76.84,29.88
2025-10-13T14:12:00Z,81.00,28.17
2025-10-13T14:13:00Z,77.00,69.11
2025-10-13T14:14:00Z,76.42,26.51
2025-10-13T14:15:00Z,76.42,48.54
2025-10-13T14:18:00Z,76.00,48.54
2025-10-13T14:19:00Z,75.00,48.54
2025-10-13T14:20:00Z,75.00,49.07
2025-10-13T14:21:00Z,75.00,25.70
2025-10-13T14:22:00Z,75.00,33.00
2025-10-13T14:23:00Z,75.00,32.43
2025-10-13T14:24:00Z,75.29,26.13
2025-10-13T14:25:00Z,75.00,27.31
2025-10-13T14:26:00Z,75.00,27.21
2025-10-13T14:27:00Z,77.00,27.21
2025-10-13T14:28:00Z,77.00,24.90
2025-10-13T14:29:00Z,77.00,25.00
2025-10-13T14:30:00Z,72.39,27.35
2025-10-13T14:31:00Z,73.00,27.35
2025-10-13T14:32:00Z,69.25,30.75
2025-10-13T14:33:00Z,72.00,28.99
2025-10-13T14:34:00Z,68.22,31.94
2025-10-13T14:35:00Z,68.79,31.73
2025-10-13T14:36:00Z,68.79,32.00
2025-10-13T14:37:00Z,67.53,34.22
2025-10-13T14:38:00Z,73.00,29.55
2025-10-13T14:39:00Z,73.00,27.70
2025-10-13T14:40:00Z,74.04,27.70
2025-10-13T14:41:00Z,79.21,20.00
2025-10-13T14:42:00Z,80.00,20.28
2025-10-13T14:43:00Z,77.25,25.51
2025-10-13T14:44:00Z,77.00,25.00
2025-10-13T14:45:00Z,77.00,25.62
2025-10-13T14:46:00Z,79.14,22.69
2025-10-13T14:47:00Z,84.24,15.94
2025-10-13T14:48:00Z,84.00,13.90
2025-10-13T14:49:00Z,87.44,11.77
2025-10-13T14:50:00Z,89.01,10.00
2025-10-13T14:51:00Z,89.91,10.34
2025-10-13T14:52:00Z,89.36,11.07
2025-10-13T14:53:00Z,90.00,10.31
2025-10-13T14:54:00Z,91.31,7.03
2025-10-13T14:55:00Z,93.00,5.87
2025-10-13T14:56:00Z,92.44,7.49
2025-10-13T14:57:00Z,91.00,9.00
2025-10-13T14:58:00Z,91.00,7.00
2025-10-13T14:59:00Z,93.00,7.00
2025-10-13T15:00:00Z,92.75,8.92
2025-10-13T15:01:00Z,92.73,9.68
2025-10-13T15:02:00Z,96.18,6.21
2025-10-13T15:03:00Z,93.38,7.37
2025-10-13T15:04:00Z,91.46,7.49
2025-10-13T15:05:00Z,91.46,10.19
2025-10-13T15:06:00Z,92.80,8.03
2025-10-13T15:07:00Z,94.50,5.35
2025-10-13T15:08:00Z,97.00,4.92
2025-10-13T15:09:00Z,94.00,8.46
2025-10-13T15:10:00Z,92.26,9.06
2025-10-13T15:11:00Z,92.69,9.00
2025-10-13T15:12:00Z,93.74,14.16
2025-10-13T15:13:00Z,90.93,11.22
2025-10-13T15:14:00Z,90.43,10.99
2025-10-13T15:15:00Z,90.43,7.73
2025-10-13T15:16:00Z,90.17,9.70
2025-10-13T15:17:00Z,93.16,7.95
2025-10-13T15:18:00Z,94.35,8.90
2025-10-13T15:19:00Z,93.10,9.88
2025-10-13T15:20:00Z,93.11,10.91
2025-10-13T15:21:00Z,90.99,10.93
2025-10-13T15:22:00Z,90.98,10.17
2025-10-13T15:23:00Z,91.44,16.48
2025-10-13T15:24:00Z,92.86,9.11
2025-10-13T15:25:00Z,92.98,7.63
2025-10-13T15:26:00Z,91.18,10.35
2025-10-13T15:27:00Z,92.20,7.79
2025-10-13T15:28:00Z,92.96,9.50
2025-10-13T15:29:00Z,89.94,10.84
2025-10-13T15:30:00Z,88.29,11.34
2025-10-13T15:31:00Z,87.00,12.70
2025-10-13T15:32:00Z,89.00,12.24
2025-10-13T15:33:00Z,90.00,11.50
2025-10-13T15:34:00Z,90.00,3.08
2025-10-13T15:35:00Z,90.37,8.23
2025-10-13T15:36:00Z,89.73,11.26
2025-10-13T15:37:00Z,86.66,13.70
2025-10-13T15:38:00Z,86.66,14.78
2025-10-13T15:39:00Z,86.30,13.37
2025-10-13T15:40:00Z,87.00,15.60
2025-10-13T15:41:00Z,88.41,14.19
2025-10-13T15:42:00Z,89.14,13.51
2025-10-13T15:43:00Z,81.13,18.35
2025-10-13T15:44:00Z,81.63,21.57
2025-10-13T15:45:00Z,79.67,20.98
2025-10-13T15:46:00Z,82.96,19.60
2025-10-13T15:47:00Z,86.42,14.65
2025-10-13T15:48:00Z,85.49,17.07
2025-10-13T15:49:00Z,85.77,15.88
2025-10-13T15:50:00Z,83.53,18.33
2025-10-13T15:51:00Z,84.62,16.32
2025-10-13T15:52:00Z,79.98,20.28
2025-10-13T15:53:00Z,69.82,32.67
2025-10-13T15:54:00Z,72.60,31.23
2025-10-13T15:55:00Z,83.51,19.62
2025-10-13T15:56:00Z,85.93,13.44
2025-10-13T15:57:00Z,80.70,19.94
2025-10-13T15:58:00Z,86.27,13.80
2025-10-13T15:59:00Z,80.92,17.49
2025-10-13T16:00:00Z,80.20,26.52
2025-10-13T16:01:00Z,93.32,9.24
2025-10-13T16:02:00Z,91.74,9.69
2025-10-13T16:03:00Z,98.12,1.68
2025-10-13T16:04:00Z,99.00,1.00
2025-10-13T16:05:00Z,99.00,1.00
2025-10-13T16:06:00Z,99.00,1.00
2025-10-13T16:07:00Z,99.00,1.00
2025-10-13T16:08:00Z,99.00,1.00
2025-10-13T16:09:00Z,99.00,1.00
2025-10-13T16:10:00Z,99.00,1.00
2025-10-13T16:11:00Z,99.00,1.00
