# event_ticker=KXATPCHALLENGERMATCH-26JUN02DURGOM
# final_score=7-6(2) 3-6 7-6(3)
# score_resolution=7-6 3-6 7-6
# match_winner=Norbert Gombos
# fav_player=Norbert Gombos
# dog_player=Viktor Durasovic
# kalshi_date=2026-06-02
timestamp,Viktor Durasovic,Norbert Gombos
2026-06-02T04:28:00Z,,61.00
2026-06-02T05:02:00Z,,61.00
2026-06-02T05:34:00Z,,61.00
2026-06-02T06:15:00Z,40.00,61.00
2026-06-02T06:44:00Z,40.00,61.56
2026-06-02T08:29:00Z,40.00,62.00
2026-06-02T10:35:00Z,40.00,58.65
2026-06-02T11:11:00Z,40.00,61.00
2026-06-02T12:12:00Z,40.00,61.00
2026-06-02T12:42:00Z,40.00,60.00
2026-06-02T13:09:00Z,40.00,61.00
2026-06-02T13:58:00Z,40.00,60.00
2026-06-02T14:13:00Z,40.00,61.00
2026-06-02T14:52:00Z,41.00,61.00
2026-06-02T14:53:00Z,41.00,61.00
2026-06-02T14:57:00Z,41.00,61.82
2026-06-02T14:58:00Z,37.00,63.00
2026-06-02T14:59:00Z,38.00,63.00
2026-06-02T15:00:00Z,38.00,61.50
2026-06-02T15:01:00Z,37.80,62.14
2026-06-02T15:02:00Z,38.00,64.00
2026-06-02T15:03:00Z,37.00,63.00
2026-06-02T15:04:00Z,36.61,64.00
2026-06-02T15:05:00Z,36.00,62.10
2026-06-02T15:06:00Z,39.00,60.00
2026-06-02T15:07:00Z,44.71,58.64
2026-06-02T15:08:00Z,44.34,56.34
2026-06-02T15:09:00Z,45.18,57.93
2026-06-02T15:10:00Z,45.18,60.98
2026-06-02T15:11:00Z,38.00,63.00
2026-06-02T15:12:00Z,39.05,63.10
2026-06-02T15:13:00Z,38.00,63.88
2026-06-02T15:14:00Z,39.00,60.11
2026-06-02T15:15:00Z,42.75,59.00
2026-06-02T15:16:00Z,48.02,54.61
2026-06-02T15:17:00Z,47.20,51.60
2026-06-02T15:18:00Z,41.00,58.89
2026-06-02T15:19:00Z,39.00,62.00
2026-06-02T15:20:00Z,39.00,62.02
2026-06-02T15:21:00Z,39.13,62.11
2026-06-02T15:22:00Z,35.09,65.72
2026-06-02T15:23:00Z,37.95,61.69
2026-06-02T15:24:00Z,37.56,61.33
2026-06-02T15:25:00Z,37.64,62.77
2026-06-02T15:26:00Z,37.86,61.56
2026-06-02T15:27:00Z,42.06,58.74
2026-06-02T15:28:00Z,42.44,56.74
2026-06-02T15:29:00Z,40.57,60.45
2026-06-02T15:30:00Z,40.42,60.56
2026-06-02T15:31:00Z,39.00,63.22
2026-06-02T15:32:00Z,37.00,63.77
2026-06-02T15:33:00Z,40.73,61.40
2026-06-02T15:34:00Z,42.67,58.41
2026-06-02T15:35:00Z,41.51,58.95
2026-06-02T15:36:00Z,38.42,62.30
2026-06-02T15:37:00Z,38.00,63.00
2026-06-02T15:38:00Z,40.88,59.95
2026-06-02T15:39:00Z,41.92,60.74
2026-06-02T15:40:00Z,40.36,58.09
2026-06-02T15:41:00Z,41.95,59.32
2026-06-02T15:42:00Z,39.29,62.39
2026-06-02T15:43:00Z,39.00,62.43
2026-06-02T15:44:00Z,38.00,63.00
2026-06-02T15:45:00Z,38.43,62.80
2026-06-02T15:46:00Z,40.52,59.44
2026-06-02T15:47:00Z,41.46,60.00
2026-06-02T15:48:00Z,41.49,60.18
2026-06-02T15:49:00Z,41.30,61.28
2026-06-02T15:50:00Z,39.17,62.49
2026-06-02T15:51:00Z,34.36,66.12
2026-06-02T15:52:00Z,26.66,71.56
2026-06-02T15:53:00Z,20.89,78.57
2026-06-02T15:54:00Z,18.75,80.78
2026-06-02T15:55:00Z,18.80,81.11
2026-06-02T15:56:00Z,19.00,81.58
2026-06-02T15:57:00Z,19.00,81.80
2026-06-02T15:58:00Z,20.27,81.65
2026-06-02T15:59:00Z,19.08,81.28
2026-06-02T16:00:00Z,21.95,79.75
2026-06-02T16:01:00Z,22.72,77.40
2026-06-02T16:02:00Z,23.11,76.07
2026-06-02T16:03:00Z,22.85,76.92
2026-06-02T16:04:00Z,22.42,79.54
2026-06-02T16:05:00Z,21.00,79.20
2026-06-02T16:06:00Z,23.47,77.23
2026-06-02T16:07:00Z,25.00,76.00
2026-06-02T16:08:00Z,25.80,74.77
2026-06-02T16:09:00Z,27.41,72.34
2026-06-02T16:10:00Z,28.02,73.14
2026-06-02T16:11:00Z,29.42,71.28
2026-06-02T16:12:00Z,25.68,74.29
2026-06-02T16:13:00Z,23.14,76.37
2026-06-02T16:14:00Z,21.60,79.58
2026-06-02T16:15:00Z,23.15,76.99
2026-06-02T16:16:00Z,18.38,81.05
2026-06-02T16:17:00Z,19.60,79.08
2026-06-02T16:18:00Z,20.19,78.54
2026-06-02T16:19:00Z,19.07,77.61
2026-06-02T16:20:00Z,19.35,80.81
2026-06-02T16:21:00Z,23.84,74.90
2026-06-02T16:22:00Z,26.78,72.81
2026-06-02T16:23:00Z,26.96,72.69
2026-06-02T16:24:00Z,32.63,70.48
2026-06-02T16:25:00Z,36.80,65.68
2026-06-02T16:26:00Z,41.53,56.38
2026-06-02T16:27:00Z,39.82,59.44
2026-06-02T16:28:00Z,39.94,60.57
2026-06-02T16:29:00Z,44.34,60.11
2026-06-02T16:30:00Z,43.62,60.60
2026-06-02T16:31:00Z,42.24,58.72
2026-06-02T16:32:00Z,38.83,62.78
2026-06-02T16:33:00Z,40.94,58.87
2026-06-02T16:34:00Z,44.91,56.10
2026-06-02T16:35:00Z,45.34,54.84
2026-06-02T16:36:00Z,44.86,55.65
2026-06-02T16:37:00Z,41.57,57.83
2026-06-02T16:38:00Z,41.40,59.63
2026-06-02T16:39:00Z,46.37,56.37
2026-06-02T16:40:00Z,46.29,54.00
2026-06-02T16:41:00Z,45.60,54.95
2026-06-02T16:42:00Z,46.14,54.06
2026-06-02T16:43:00Z,44.86,55.18
2026-06-02T16:44:00Z,39.83,60.14
2026-06-02T16:45:00Z,37.54,62.11
2026-06-02T16:46:00Z,37.46,63.12
2026-06-02T16:47:00Z,43.28,58.92
2026-06-02T16:48:00Z,44.43,55.32
2026-06-02T16:49:00Z,44.08,54.33
2026-06-02T16:50:00Z,52.80,47.69
2026-06-02T16:51:00Z,62.89,36.97
2026-06-02T16:52:00Z,53.56,46.06
2026-06-02T16:53:00Z,42.47,57.66
2026-06-02T16:54:00Z,39.90,60.94
2026-06-02T16:55:00Z,34.45,64.65
2026-06-02T16:56:00Z,40.36,59.70
2026-06-02T16:57:00Z,45.12,54.54
2026-06-02T16:58:00Z,41.61,58.48
2026-06-02T16:59:00Z,39.04,61.51
2026-06-02T17:00:00Z,38.93,61.61
2026-06-02T17:01:00Z,41.25,60.14
2026-06-02T17:02:00Z,44.99,55.85
2026-06-02T17:03:00Z,47.67,52.69
2026-06-02T17:04:00Z,58.10,42.12
2026-06-02T17:05:00Z,59.21,39.55
2026-06-02T17:06:00Z,63.42,38.15
2026-06-02T17:07:00Z,50.93,50.13
2026-06-02T17:08:00Z,40.85,58.45
2026-06-02T17:09:00Z,40.75,60.41
2026-06-02T17:10:00Z,43.08,57.99
2026-06-02T17:11:00Z,42.53,59.33
2026-06-02T17:12:00Z,47.05,53.17
2026-06-02T17:13:00Z,53.25,48.25
2026-06-02T17:14:00Z,58.28,42.57
2026-06-02T17:15:00Z,61.74,43.36
2026-06-02T17:16:00Z,52.21,51.45
2026-06-02T17:17:00Z,50.31,49.91
2026-06-02T17:18:00Z,42.88,58.63
2026-06-02T17:19:00Z,39.83,60.32
2026-06-02T17:20:00Z,26.35,69.61
2026-06-02T17:21:00Z,24.94,76.92
2026-06-02T17:22:00Z,27.02,71.38
2026-06-02T17:23:00Z,28.85,76.91
2026-06-02T17:24:00Z,36.66,63.48
2026-06-02T17:25:00Z,41.46,65.57
2026-06-02T17:26:00Z,44.98,56.22
2026-06-02T17:27:00Z,44.93,54.88
2026-06-02T17:28:00Z,43.57,58.22
2026-06-02T17:29:00Z,57.78,43.77
2026-06-02T17:30:00Z,85.46,16.18
2026-06-02T17:31:00Z,88.28,11.72
2026-06-02T17:32:00Z,89.47,9.85
2026-06-02T17:33:00Z,96.64,3.94
2026-06-02T17:34:00Z,98.23,2.04
2026-06-02T17:35:00Z,88.84,8.97
2026-06-02T17:36:00Z,78.65,25.28
2026-06-02T17:37:00Z,49.61,48.85
2026-06-02T17:38:00Z,62.83,44.42
2026-06-02T17:39:00Z,66.79,35.25
2026-06-02T17:40:00Z,47.41,54.28
2026-06-02T17:41:00Z,41.19,62.13
2026-06-02T17:42:00Z,47.68,53.14
2026-06-02T17:43:00Z,26.83,73.01
2026-06-02T17:44:00Z,12.16,90.28
2026-06-02T17:45:00Z,6.22,96.40
2026-06-02T17:46:00Z,1.00,99.00
2026-06-02T17:47:00Z,1.00,99.00
2026-06-02T17:48:00Z,1.00,99.00
