# event_ticker=KXATPCHALLENGERMATCH-26MAR30BROUCH
# final_score=7-6(3) 6-1
# score_resolution=7-6 6-1
# match_winner=Liam Broady
# fav_player=Liam Broady
# dog_player=Kaichi Uchida
# kalshi_date=2026-03-30
timestamp,Liam Broady,Kaichi Uchida
2026-03-30T05:07:00Z,75.43,27.00
2026-03-30T05:08:00Z,75.43,26.00
2026-03-30T05:10:00Z,75.43,26.47
2026-03-30T05:13:00Z,75.60,26.47
2026-03-30T05:15:00Z,75.00,27.00
2026-03-30T05:17:00Z,75.00,27.00
2026-03-30T05:19:00Z,75.00,27.00
2026-03-30T05:27:00Z,75.80,27.00
2026-03-30T05:31:00Z,75.80,24.00
2026-03-30T05:33:00Z,75.70,24.00
2026-03-30T05:34:00Z,75.93,24.00
2026-03-30T05:36:00Z,75.93,27.00
2026-03-30T05:37:00Z,72.00,26.91
2026-03-30T05:40:00Z,75.00,26.97
2026-03-30T05:41:00Z,75.00,27.01
2026-03-30T05:43:00Z,74.85,28.00
2026-03-30T05:45:00Z,74.85,28.00
2026-03-30T05:46:00Z,74.85,28.00
2026-03-30T05:47:00Z,74.98,28.00
2026-03-30T05:48:00Z,74.00,28.00
2026-03-30T05:49:00Z,74.97,28.00
2026-03-30T05:50:00Z,75.31,28.00
2026-03-30T05:51:00Z,74.00,27.30
2026-03-30T05:52:00Z,74.57,27.84
2026-03-30T05:54:00Z,74.00,28.00
2026-03-30T05:55:00Z,74.00,28.00
2026-03-30T05:56:00Z,78.33,24.80
2026-03-30T05:57:00Z,83.18,21.43
2026-03-30T05:58:00Z,82.62,19.74
2026-03-30T05:59:00Z,81.00,21.00
2026-03-30T06:00:00Z,86.28,17.60
2026-03-30T06:01:00Z,79.88,21.00
2026-03-30T06:02:00Z,80.00,21.00
2026-03-30T06:03:00Z,80.00,21.00
2026-03-30T06:04:00Z,80.00,21.00
2026-03-30T06:05:00Z,80.00,21.51
2026-03-30T06:06:00Z,79.55,22.00
2026-03-30T06:07:00Z,80.00,20.87
2026-03-30T06:08:00Z,78.67,22.00
2026-03-30T06:09:00Z,79.45,21.45
2026-03-30T06:10:00Z,80.05,20.98
2026-03-30T06:11:00Z,79.00,21.86
2026-03-30T06:12:00Z,79.00,21.86
2026-03-30T06:13:00Z,80.00,22.00
2026-03-30T06:14:00Z,80.00,22.00
2026-03-30T06:15:00Z,79.87,22.00
2026-03-30T06:16:00Z,80.00,22.36
2026-03-30T06:17:00Z,80.00,22.00
2026-03-30T06:18:00Z,80.00,22.37
2026-03-30T06:19:00Z,80.00,23.13
2026-03-30T06:20:00Z,79.00,23.50
2026-03-30T06:21:00Z,78.54,24.30
2026-03-30T06:22:00Z,78.25,24.46
2026-03-30T06:23:00Z,75.17,24.06
2026-03-30T06:24:00Z,78.30,23.99
2026-03-30T06:25:00Z,78.95,22.96
2026-03-30T06:26:00Z,80.63,20.09
2026-03-30T06:27:00Z,83.00,19.99
2026-03-30T06:28:00Z,82.11,19.99
2026-03-30T06:29:00Z,82.15,20.00
2026-03-30T06:30:00Z,77.59,20.89
2026-03-30T06:31:00Z,74.71,25.00
2026-03-30T06:32:00Z,71.30,31.68
2026-03-30T06:33:00Z,64.58,36.13
2026-03-30T06:34:00Z,58.28,45.74
2026-03-30T06:35:00Z,56.91,44.67
2026-03-30T06:36:00Z,57.63,45.09
2026-03-30T06:37:00Z,55.48,48.14
2026-03-30T06:38:00Z,60.76,41.53
2026-03-30T06:39:00Z,62.87,36.82
2026-03-30T06:40:00Z,57.71,42.96
2026-03-30T06:41:00Z,54.61,47.02
2026-03-30T06:42:00Z,59.40,41.35
2026-03-30T06:43:00Z,64.41,37.21
2026-03-30T06:44:00Z,66.69,37.06
2026-03-30T06:45:00Z,65.97,37.56
2026-03-30T06:46:00Z,65.72,37.37
2026-03-30T06:47:00Z,65.50,42.42
2026-03-30T06:48:00Z,62.77,44.11
2026-03-30T06:49:00Z,59.88,42.65
2026-03-30T06:50:00Z,59.16,44.94
2026-03-30T06:51:00Z,58.41,45.96
2026-03-30T06:52:00Z,57.13,47.19
2026-03-30T06:53:00Z,59.99,42.77
2026-03-30T06:54:00Z,60.99,41.00
2026-03-30T06:55:00Z,62.12,40.65
2026-03-30T06:56:00Z,68.71,36.95
2026-03-30T06:57:00Z,74.28,24.07
2026-03-30T06:58:00Z,79.75,21.12
2026-03-30T06:59:00Z,82.40,18.01
2026-03-30T07:00:00Z,83.29,19.32
2026-03-30T07:01:00Z,80.95,19.73
2026-03-30T07:02:00Z,83.78,20.19
2026-03-30T07:03:00Z,80.58,22.12
2026-03-30T07:04:00Z,76.85,24.92
2026-03-30T07:05:00Z,80.82,24.10
2026-03-30T07:06:00Z,81.51,20.92
2026-03-30T07:07:00Z,80.87,19.88
2026-03-30T07:08:00Z,80.57,22.93
2026-03-30T07:09:00Z,74.65,26.95
2026-03-30T07:10:00Z,76.98,26.02
2026-03-30T07:11:00Z,80.11,22.90
2026-03-30T07:12:00Z,86.58,12.38
2026-03-30T07:13:00Z,86.55,13.87
2026-03-30T07:14:00Z,83.68,17.06
2026-03-30T07:15:00Z,85.19,13.27
2026-03-30T07:16:00Z,89.64,10.53
2026-03-30T07:17:00Z,89.42,12.18
2026-03-30T07:18:00Z,90.27,11.40
2026-03-30T07:19:00Z,90.67,11.65
2026-03-30T07:20:00Z,90.89,9.54
2026-03-30T07:21:00Z,94.58,5.54
2026-03-30T07:22:00Z,95.46,4.82
2026-03-30T07:23:00Z,95.59,3.11
2026-03-30T07:24:00Z,97.61,2.03
2026-03-30T07:25:00Z,98.40,1.96
2026-03-30T07:26:00Z,97.20,2.47
2026-03-30T07:27:00Z,97.01,3.00
2026-03-30T07:28:00Z,96.72,3.46
2026-03-30T07:29:00Z,97.97,4.19
2026-03-30T07:30:00Z,98.79,1.97
2026-03-30T07:31:00Z,98.09,2.02
2026-03-30T07:32:00Z,98.55,1.57
2026-03-30T07:33:00Z,98.98,1.08
2026-03-30T07:34:00Z,98.01,1.02
2026-03-30T07:35:00Z,99.00,1.45
2026-03-30T07:36:00Z,99.00,2.00
2026-03-30T07:37:00Z,99.00,1.04
2026-03-30T07:38:00Z,99.00,1.00
2026-03-30T07:39:00Z,99.00,1.00
2026-03-30T07:40:00Z,99.00,1.14
2026-03-30T07:41:00Z,99.00,1.00
2026-03-30T07:42:00Z,99.00,1.00
2026-03-30T07:43:00Z,99.00,1.00
2026-03-30T07:44:00Z,99.00,1.00
2026-03-30T07:45:00Z,99.00,1.00
2026-03-30T07:46:00Z,99.00,1.00
2026-03-30T07:47:00Z,99.00,1.00
2026-03-30T07:51:00Z,99.00,1.00
2026-03-30T07:52:00Z,99.00,1.00
