# event_ticker=KXATPCHALLENGERMATCH-26MAY26KRAGOM
# final_score=6-2 6-4
# match_winner=Norbert Gombos
# fav_player=Norbert Gombos
# dog_player=Michal Krajci
# kalshi_date=2026-05-26
timestamp,Michal Krajci,Norbert Gombos
2026-05-26T05:12:00Z,,82.00
2026-05-26T05:34:00Z,,83.00
2026-05-26T12:27:00Z,,83.00
2026-05-26T13:27:00Z,,83.00
2026-05-26T13:41:00Z,19.00,83.00
2026-05-26T13:54:00Z,19.00,83.00
2026-05-26T14:09:00Z,20.00,83.00
2026-05-26T14:56:00Z,20.00,83.00
2026-05-26T14:59:00Z,20.00,83.00
2026-05-26T15:00:00Z,20.00,83.00
2026-05-26T15:12:00Z,20.00,83.00
2026-05-26T15:13:00Z,21.32,83.00
2026-05-26T15:18:00Z,20.89,83.00
2026-05-26T15:19:00Z,22.02,78.00
2026-05-26T15:20:00Z,23.00,77.13
2026-05-26T15:21:00Z,21.77,78.81
2026-05-26T15:22:00Z,21.00,80.00
2026-05-26T15:23:00Z,19.00,81.17
2026-05-26T15:24:00Z,17.00,81.17
2026-05-26T15:25:00Z,17.47,80.00
2026-05-26T15:26:00Z,17.47,82.02
2026-05-26T15:27:00Z,15.00,88.18
2026-05-26T15:28:00Z,12.00,88.18
2026-05-26T15:29:00Z,12.00,90.00
2026-05-26T15:30:00Z,11.56,88.44
2026-05-26T15:31:00Z,13.32,85.87
2026-05-26T15:32:00Z,18.77,81.01
2026-05-26T15:33:00Z,20.83,78.00
2026-05-26T15:34:00Z,16.78,81.17
2026-05-26T15:35:00Z,14.00,86.94
2026-05-26T15:36:00Z,12.00,86.94
2026-05-26T15:37:00Z,12.65,87.00
2026-05-26T15:38:00Z,12.00,87.00
2026-05-26T15:39:00Z,10.48,89.86
2026-05-26T15:40:00Z,10.48,91.00
2026-05-26T15:41:00Z,9.00,91.00
2026-05-26T15:42:00Z,7.01,93.18
2026-05-26T15:43:00Z,7.01,94.00
2026-05-26T15:44:00Z,6.00,94.00
2026-05-26T15:45:00Z,6.00,94.00
2026-05-26T15:46:00Z,5.00,94.00
2026-05-26T15:47:00Z,6.00,94.00
2026-05-26T15:48:00Z,6.00,95.00
2026-05-26T15:49:00Z,6.00,95.00
2026-05-26T15:50:00Z,6.00,94.00
2026-05-26T15:51:00Z,8.11,92.18
2026-05-26T15:52:00Z,7.00,93.00
2026-05-26T15:53:00Z,8.00,93.00
2026-05-26T15:54:00Z,8.00,93.00
2026-05-26T15:55:00Z,8.00,93.00
2026-05-26T15:56:00Z,7.80,92.08
2026-05-26T15:57:00Z,8.00,92.00
2026-05-26T15:58:00Z,9.00,92.00
2026-05-26T15:59:00Z,9.00,92.96
2026-05-26T16:00:00Z,8.00,92.96
2026-05-26T16:01:00Z,6.00,93.00
2026-05-26T16:02:00Z,7.00,93.00
2026-05-26T16:03:00Z,4.59,95.34
2026-05-26T16:04:00Z,3.33,96.98
2026-05-26T16:05:00Z,3.33,97.00
2026-05-26T16:06:00Z,1.62,98.01
2026-05-26T16:07:00Z,3.14,98.08
2026-05-26T16:08:00Z,3.14,96.03
2026-05-26T16:09:00Z,4.00,96.00
2026-05-26T16:10:00Z,4.00,96.04
2026-05-26T16:11:00Z,4.00,96.00
2026-05-26T16:12:00Z,4.00,96.00
2026-05-26T16:13:00Z,4.00,96.00
2026-05-26T16:14:00Z,4.00,96.04
2026-05-26T16:15:00Z,4.00,96.04
2026-05-26T16:16:00Z,4.00,96.00
2026-05-26T16:17:00Z,4.47,96.00
2026-05-26T16:18:00Z,4.17,96.00
2026-05-26T16:19:00Z,4.29,96.00
2026-05-26T16:20:00Z,5.86,95.75
2026-05-26T16:21:00Z,5.76,95.69
2026-05-26T16:22:00Z,7.00,94.00
2026-05-26T16:23:00Z,2.49,97.49
2026-05-26T16:24:00Z,2.00,99.00
2026-05-26T16:25:00Z,1.63,99.00
2026-05-26T16:26:00Z,1.00,99.00
