# event_ticker=KXATPCHALLENGERMATCH-26FEB13SIMBAR
# final_score=7-6(5) 4-6 7-5
# score_resolution=7-6 4-6 7-5
# match_winner=Ilia Simakin
# fav_player=Ilia Simakin
# dog_player=Petr Bar Biryukov
# kalshi_date=2026-02-13
timestamp,Ilia Simakin,Petr Bar Biryukov
2026-02-13T08:57:00Z,52.11,51.17
2026-02-13T08:58:00Z,55.49,46.28
2026-02-13T08:59:00Z,56.00,46.00
2026-02-13T09:00:00Z,57.31,41.01
2026-02-13T09:01:00Z,58.07,44.89
2026-02-13T09:02:00Z,60.60,42.09
2026-02-13T09:03:00Z,64.38,36.38
2026-02-13T09:04:00Z,73.72,25.61
2026-02-13T09:05:00Z,76.88,22.10
2026-02-13T09:06:00Z,77.99,22.94
2026-02-13T09:07:00Z,83.48,21.79
2026-02-13T09:08:00Z,79.15,25.17
2026-02-13T09:09:00Z,74.40,27.39
2026-02-13T09:10:00Z,77.24,26.21
2026-02-13T09:11:00Z,75.39,25.02
2026-02-13T09:12:00Z,77.68,24.00
2026-02-13T09:13:00Z,77.03,23.99
2026-02-13T09:14:00Z,79.78,23.30
2026-02-13T09:15:00Z,84.60,17.91
2026-02-13T09:16:00Z,86.55,12.24
2026-02-13T09:17:00Z,89.47,12.30
2026-02-13T09:18:00Z,87.54,11.34
2026-02-13T09:19:00Z,76.61,16.46
2026-02-13T09:20:00Z,77.21,23.96
2026-02-13T09:21:00Z,76.11,27.14
2026-02-13T09:22:00Z,71.16,30.91
2026-02-13T09:23:00Z,69.01,34.01
2026-02-13T09:24:00Z,72.87,31.34
2026-02-13T09:25:00Z,74.98,25.64
2026-02-13T09:26:00Z,75.00,25.76
2026-02-13T09:27:00Z,70.09,30.57
2026-02-13T09:28:00Z,70.20,31.86
2026-02-13T09:29:00Z,69.02,32.63
2026-02-13T09:30:00Z,77.35,29.87
2026-02-13T09:31:00Z,74.41,20.26
2026-02-13T09:32:00Z,70.69,29.15
2026-02-13T09:33:00Z,66.82,34.05
2026-02-13T09:34:00Z,62.20,36.03
2026-02-13T09:35:00Z,73.43,26.92
2026-02-13T09:36:00Z,87.54,12.80
2026-02-13T09:37:00Z,87.13,13.12
2026-02-13T09:38:00Z,86.00,13.95
2026-02-13T09:39:00Z,86.53,13.93
2026-02-13T09:40:00Z,85.84,13.88
2026-02-13T09:41:00Z,85.84,14.00
2026-02-13T09:42:00Z,85.49,14.00
2026-02-13T09:43:00Z,89.00,9.59
2026-02-13T09:44:00Z,89.44,12.82
2026-02-13T09:45:00Z,85.73,16.18
2026-02-13T09:46:00Z,85.00,15.18
2026-02-13T09:47:00Z,85.00,14.08
2026-02-13T09:48:00Z,86.50,14.10
2026-02-13T09:49:00Z,85.52,16.34
2026-02-13T09:50:00Z,82.01,17.96
2026-02-13T09:51:00Z,81.90,19.64
2026-02-13T09:52:00Z,81.57,17.83
2026-02-13T09:53:00Z,84.44,15.32
2026-02-13T09:54:00Z,88.00,18.43
2026-02-13T09:55:00Z,80.00,17.20
2026-02-13T09:56:00Z,83.00,17.65
2026-02-13T09:57:00Z,81.00,21.02
2026-02-13T09:58:00Z,81.00,18.81
2026-02-13T09:59:00Z,86.44,18.50
2026-02-13T10:00:00Z,82.32,19.75
2026-02-13T10:01:00Z,82.04,19.21
2026-02-13T10:02:00Z,80.89,20.93
2026-02-13T10:03:00Z,79.88,22.46
2026-02-13T10:04:00Z,74.77,25.49
2026-02-13T10:05:00Z,76.12,24.41
2026-02-13T10:06:00Z,80.18,22.64
2026-02-13T10:07:00Z,79.85,21.19
2026-02-13T10:08:00Z,81.00,19.65
2026-02-13T10:09:00Z,88.39,11.86
2026-02-13T10:10:00Z,88.36,16.65
2026-02-13T10:11:00Z,90.76,11.14
2026-02-13T10:12:00Z,85.24,10.60
2026-02-13T10:13:00Z,84.19,15.81
2026-02-13T10:14:00Z,86.20,14.41
2026-02-13T10:15:00Z,84.78,19.29
2026-02-13T10:16:00Z,80.61,20.66
2026-02-13T10:17:00Z,83.00,19.55
2026-02-13T10:18:00Z,80.41,20.85
2026-02-13T10:19:00Z,79.20,21.09
2026-02-13T10:20:00Z,77.97,23.03
2026-02-13T10:21:00Z,73.00,25.77
2026-02-13T10:22:00Z,60.55,39.55
2026-02-13T10:23:00Z,59.85,40.02
2026-02-13T10:24:00Z,60.83,39.52
2026-02-13T10:25:00Z,68.63,33.92
2026-02-13T10:26:00Z,72.02,29.59
2026-02-13T10:27:00Z,83.75,17.61
2026-02-13T10:28:00Z,86.19,14.50
2026-02-13T10:29:00Z,87.77,12.98
2026-02-13T10:30:00Z,86.89,13.60
2026-02-13T10:31:00Z,87.97,11.96
2026-02-13T10:32:00Z,84.71,17.10
2026-02-13T10:33:00Z,82.01,17.40
2026-02-13T10:34:00Z,84.38,13.92
2026-02-13T10:35:00Z,85.46,14.84
2026-02-13T10:36:00Z,87.98,12.58
2026-02-13T10:37:00Z,86.27,13.18
2026-02-13T10:38:00Z,89.21,9.59
2026-02-13T10:39:00Z,87.74,15.22
2026-02-13T10:40:00Z,84.92,16.51
2026-02-13T10:41:00Z,79.85,18.74
2026-02-13T10:42:00Z,85.95,15.19
2026-02-13T10:43:00Z,83.44,11.41
2026-02-13T10:44:00Z,87.80,12.80
2026-02-13T10:45:00Z,89.05,11.65
2026-02-13T10:46:00Z,85.31,14.09
2026-02-13T10:47:00Z,85.31,14.01
2026-02-13T10:48:00Z,81.61,19.10
2026-02-13T10:49:00Z,92.00,10.16
2026-02-13T10:50:00Z,91.35,8.13
2026-02-13T10:51:00Z,92.15,8.74
2026-02-13T10:52:00Z,92.38,8.27
2026-02-13T10:53:00Z,90.92,9.93
2026-02-13T10:54:00Z,90.15,9.24
2026-02-13T10:55:00Z,93.18,5.94
2026-02-13T10:56:00Z,86.23,17.23
2026-02-13T10:57:00Z,84.02,21.09
2026-02-13T10:58:00Z,91.34,11.21
2026-02-13T10:59:00Z,54.80,39.99
2026-02-13T11:00:00Z,54.28,41.10
2026-02-13T11:01:00Z,52.74,40.40
2026-02-13T11:02:00Z,61.81,42.82
2026-02-13T11:03:00Z,89.52,10.96
2026-02-13T11:04:00Z,91.10,10.39
2026-02-13T11:05:00Z,89.33,13.70
2026-02-13T11:06:00Z,88.46,13.28
2026-02-13T11:07:00Z,91.66,9.57
2026-02-13T11:08:00Z,95.98,4.51
2026-02-13T11:09:00Z,96.66,3.86
2026-02-13T11:10:00Z,99.00,3.86
2026-02-13T11:11:00Z,99.00,1.00
2026-02-13T11:12:00Z,99.00,1.00
