# event_ticker=KXATPCHALLENGERMATCH-26APR13DRABIG
# final_score=3-6 6-2 6-1
# score_resolution=6-3 2-6 1-6
# match_winner=Liam Draxl
# fav_player=Kaylan Bigun
# dog_player=Liam Draxl
# kalshi_date=2026-04-13
timestamp,Kaylan Bigun,Liam Draxl
2026-04-13T10:16:00Z,,85.00
2026-04-13T10:24:00Z,,85.00
2026-04-13T11:01:00Z,17.91,85.00
2026-04-13T11:18:00Z,17.91,89.00
2026-04-13T11:20:00Z,17.91,94.00
2026-04-13T11:49:00Z,17.91,89.00
2026-04-13T11:54:00Z,17.91,89.00
2026-04-13T11:56:00Z,17.91,89.00
2026-04-13T13:05:00Z,17.91,89.00
2026-04-13T13:34:00Z,17.91,88.00
2026-04-13T13:37:00Z,17.91,89.00
2026-04-13T13:42:00Z,17.91,89.00
2026-04-13T14:24:00Z,11.00,89.00
2026-04-13T15:01:00Z,11.00,89.00
2026-04-13T15:14:00Z,11.00,89.00
2026-04-13T15:28:00Z,11.00,89.00
2026-04-13T16:06:00Z,13.00,89.00
2026-04-13T16:27:00Z,13.00,89.00
2026-04-13T16:45:00Z,13.00,89.00
2026-04-13T17:08:00Z,13.00,88.13
2026-04-13T17:23:00Z,13.00,89.00
2026-04-13T17:28:00Z,13.00,89.00
2026-04-13T17:46:00Z,13.00,90.00
2026-04-13T17:48:00Z,13.00,90.00
2026-04-13T17:57:00Z,13.00,90.00
2026-04-13T18:00:00Z,13.00,88.00
2026-04-13T18:05:00Z,12.00,88.00
2026-04-13T18:10:00Z,12.00,88.00
2026-04-13T18:12:00Z,12.00,88.00
2026-04-13T18:17:00Z,12.00,88.00
2026-04-13T18:25:00Z,12.00,88.00
2026-04-13T18:26:00Z,12.00,88.00
2026-04-13T18:28:00Z,12.00,88.00
2026-04-13T18:37:00Z,12.00,90.00
2026-04-13T19:06:00Z,12.00,90.00
2026-04-13T19:18:00Z,12.82,90.00
2026-04-13T19:19:00Z,12.82,90.00
2026-04-13T19:20:00Z,12.00,90.00
2026-04-13T19:21:00Z,12.00,88.08
2026-04-13T19:22:00Z,12.00,88.08
2026-04-13T19:23:00Z,12.00,88.08
2026-04-13T19:24:00Z,12.00,88.08
2026-04-13T19:25:00Z,12.00,88.08
2026-04-13T19:28:00Z,11.13,88.08
2026-04-13T19:29:00Z,12.00,88.08
2026-04-13T19:30:00Z,12.00,88.08
2026-04-13T19:31:00Z,12.62,88.08
2026-04-13T19:35:00Z,12.00,88.08
2026-04-13T19:36:00Z,12.00,89.00
2026-04-13T19:38:00Z,12.00,89.00
2026-04-13T19:39:00Z,11.15,89.00
2026-04-13T19:40:00Z,13.00,89.00
2026-04-13T19:41:00Z,13.00,89.00
2026-04-13T19:42:00Z,13.00,89.00
2026-04-13T19:43:00Z,13.00,89.00
2026-04-13T19:44:00Z,13.00,89.00
2026-04-13T19:46:00Z,13.00,90.00
2026-04-13T19:47:00Z,13.00,90.00
2026-04-13T19:49:00Z,13.00,90.00
2026-04-13T19:50:00Z,13.00,90.00
