# event_ticker=KXATPCHALLENGERMATCH-26MAR15KOTROM
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Pavel Kotov
# fav_player=Filippo Romano
# dog_player=Pavel Kotov
# kalshi_date=2026-03-15
timestamp,Filippo Romano,Pavel Kotov
2026-03-15T07:59:00Z,22.50,78.01
2026-03-15T08:05:00Z,22.50,78.00
2026-03-15T08:33:00Z,24.00,78.00
2026-03-15T08:43:00Z,23.73,78.00
2026-03-15T08:44:00Z,24.00,78.00
2026-03-15T08:48:00Z,24.00,78.00
2026-03-15T08:52:00Z,24.95,78.00
2026-03-15T08:53:00Z,24.00,78.00
2026-03-15T08:57:00Z,24.00,78.00
2026-03-15T09:18:00Z,24.00,78.00
2026-03-15T09:19:00Z,24.00,78.00
2026-03-15T09:33:00Z,24.00,78.00
2026-03-15T09:38:00Z,24.00,77.00
2026-03-15T09:39:00Z,24.00,77.00
2026-03-15T09:42:00Z,24.00,77.00
2026-03-15T09:53:00Z,24.00,77.00
2026-03-15T09:59:00Z,24.00,77.00
2026-03-15T10:23:00Z,22.00,77.00
2026-03-15T10:44:00Z,24.00,77.00
2026-03-15T11:10:00Z,24.25,77.00
2026-03-15T11:11:00Z,24.00,77.00
2026-03-15T11:12:00Z,22.00,77.00
2026-03-15T11:15:00Z,22.00,77.91
2026-03-15T11:16:00Z,23.00,77.91
2026-03-15T11:19:00Z,24.00,77.91
2026-03-15T11:30:00Z,23.00,77.91
2026-03-15T11:50:00Z,23.00,77.91
2026-03-15T11:51:00Z,23.00,77.00
2026-03-15T12:02:00Z,23.00,77.00
2026-03-15T12:04:00Z,23.00,77.00
2026-03-15T12:06:00Z,23.00,77.00
2026-03-15T12:09:00Z,23.00,78.00
2026-03-15T12:32:00Z,23.00,78.00
2026-03-15T12:45:00Z,22.01,78.00
2026-03-15T12:53:00Z,22.01,77.00
2026-03-15T13:09:00Z,23.00,77.00
2026-03-15T13:15:00Z,23.00,77.00
2026-03-15T13:21:00Z,23.75,77.00
2026-03-15T13:22:00Z,23.75,76.03
2026-03-15T13:25:00Z,24.00,76.03
2026-03-15T13:26:00Z,24.00,76.03
2026-03-15T13:27:00Z,24.00,76.03
2026-03-15T13:28:00Z,24.00,76.03
2026-03-15T13:29:00Z,24.00,77.00
2026-03-15T13:34:00Z,24.00,77.00
2026-03-15T13:35:00Z,24.00,77.00
2026-03-15T13:37:00Z,24.23,77.00
2026-03-15T13:38:00Z,24.00,77.00
2026-03-15T13:39:00Z,24.36,78.00
2026-03-15T13:40:00Z,24.98,78.00
2026-03-15T13:42:00Z,24.01,78.00
2026-03-15T13:43:00Z,22.24,77.00
2026-03-15T13:48:00Z,24.00,77.00
2026-03-15T13:52:00Z,24.00,77.34
2026-03-15T13:53:00Z,24.00,77.00
2026-03-15T13:54:00Z,24.88,76.00
2026-03-15T13:55:00Z,24.00,77.00
2026-03-15T13:56:00Z,24.00,77.00
2026-03-15T13:59:00Z,24.01,77.00
2026-03-15T14:00:00Z,24.86,77.00
2026-03-15T14:01:00Z,25.00,77.00
2026-03-15T14:02:00Z,25.00,77.00
2026-03-15T14:03:00Z,25.69,76.48
2026-03-15T14:04:00Z,26.72,76.05
2026-03-15T14:05:00Z,26.26,76.23
2026-03-15T14:06:00Z,27.00,76.90
2026-03-15T14:07:00Z,26.01,76.90
2026-03-15T14:08:00Z,27.55,76.33
2026-03-15T14:09:00Z,27.21,75.92
2026-03-15T14:10:00Z,29.36,72.64
2026-03-15T14:11:00Z,27.80,74.17
2026-03-15T14:12:00Z,26.48,75.92
2026-03-15T14:13:00Z,24.69,74.03
2026-03-15T14:14:00Z,19.33,81.41
2026-03-15T14:15:00Z,14.26,84.73
2026-03-15T14:16:00Z,13.97,87.00
2026-03-15T14:17:00Z,16.57,84.00
2026-03-15T14:18:00Z,18.21,83.64
2026-03-15T14:19:00Z,20.46,80.96
2026-03-15T14:20:00Z,27.36,76.94
2026-03-15T14:21:00Z,24.53,74.94
2026-03-15T14:22:00Z,18.57,83.91
2026-03-15T14:23:00Z,18.93,82.72
2026-03-15T14:24:00Z,14.74,85.33
2026-03-15T14:25:00Z,14.98,85.87
2026-03-15T14:26:00Z,16.08,85.11
2026-03-15T14:27:00Z,17.52,83.84
2026-03-15T14:28:00Z,15.94,85.48
2026-03-15T14:29:00Z,12.72,88.13
2026-03-15T14:30:00Z,11.57,89.97
2026-03-15T14:31:00Z,9.71,90.97
2026-03-15T14:32:00Z,7.69,92.03
2026-03-15T14:33:00Z,7.88,92.78
2026-03-15T14:34:00Z,7.17,93.00
2026-03-15T14:35:00Z,7.71,92.00
2026-03-15T14:36:00Z,7.99,92.62
2026-03-15T14:37:00Z,8.00,92.23
2026-03-15T14:38:00Z,7.03,93.48
2026-03-15T14:39:00Z,7.79,92.82
2026-03-15T14:40:00Z,10.85,90.00
2026-03-15T14:41:00Z,9.55,90.01
2026-03-15T14:42:00Z,8.25,91.00
2026-03-15T14:43:00Z,9.33,92.13
2026-03-15T14:44:00Z,5.02,95.00
2026-03-15T14:45:00Z,7.55,94.87
2026-03-15T14:46:00Z,10.35,90.83
2026-03-15T14:47:00Z,11.00,90.83
2026-03-15T14:48:00Z,12.68,88.12
2026-03-15T14:49:00Z,9.03,90.05
2026-03-15T14:50:00Z,8.63,92.00
2026-03-15T14:51:00Z,9.91,90.66
2026-03-15T14:52:00Z,11.84,88.00
2026-03-15T14:53:00Z,11.21,89.00
2026-03-15T14:54:00Z,8.22,90.18
2026-03-15T14:55:00Z,9.88,92.00
2026-03-15T14:56:00Z,7.45,92.15
2026-03-15T14:57:00Z,10.01,90.28
2026-03-15T14:58:00Z,10.63,89.11
2026-03-15T14:59:00Z,11.57,89.16
2026-03-15T15:00:00Z,10.82,90.31
2026-03-15T15:01:00Z,10.83,89.82
2026-03-15T15:02:00Z,9.00,91.06
2026-03-15T15:03:00Z,7.75,92.42
2026-03-15T15:04:00Z,10.66,90.02
2026-03-15T15:05:00Z,12.46,88.00
2026-03-15T15:06:00Z,12.80,88.00
2026-03-15T15:07:00Z,10.64,89.82
2026-03-15T15:08:00Z,9.01,92.00
2026-03-15T15:09:00Z,8.36,92.91
2026-03-15T15:10:00Z,6.70,93.38
2026-03-15T15:11:00Z,2.13,98.04
2026-03-15T15:12:00Z,1.53,99.00
2026-03-15T15:13:00Z,1.00,99.00
2026-03-15T15:14:00Z,1.00,99.00
2026-03-15T15:15:00Z,1.00,99.00
2026-03-15T15:16:00Z,1.00,99.00
2026-03-15T15:17:00Z,1.00,99.00
2026-03-15T15:18:00Z,1.00,99.00
2026-03-15T15:19:00Z,1.00,99.00
2026-03-15T15:20:00Z,1.00,99.00
