# event_ticker=KXATPMATCH-25OCT22DEMIS
# final_score=6-4 6-4
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Filip Misolic
# kalshi_date=2025-10-22
timestamp,Alex de Minaur,Filip Misolic
2025-10-22T16:38:00Z,93.00,8.00
2025-10-22T16:42:00Z,93.00,8.00
2025-10-22T16:45:00Z,93.00,8.00
2025-10-22T16:46:00Z,93.00,8.00
2025-10-22T16:48:00Z,93.00,8.00
2025-10-22T16:53:00Z,93.00,8.00
2025-10-22T16:54:00Z,93.00,8.00
2025-10-22T16:56:00Z,93.00,8.00
2025-10-22T16:57:00Z,93.00,8.00
2025-10-22T16:58:00Z,93.00,8.00
2025-10-22T17:01:00Z,93.00,8.00
2025-10-22T17:04:00Z,93.00,8.00
2025-10-22T17:05:00Z,93.00,8.00
2025-10-22T17:06:00Z,93.00,8.00
2025-10-22T17:08:00Z,93.00,8.00
2025-10-22T17:09:00Z,93.00,8.00
2025-10-22T17:11:00Z,93.00,8.00
2025-10-22T17:12:00Z,93.00,8.00
2025-10-22T17:14:00Z,93.00,8.00
2025-10-22T17:15:00Z,93.00,8.00
2025-10-22T17:16:00Z,93.00,8.00
2025-10-22T17:17:00Z,93.00,8.00
2025-10-22T17:19:00Z,93.00,8.00
2025-10-22T17:20:00Z,93.00,8.00
2025-10-22T17:22:00Z,93.00,7.00
2025-10-22T17:27:00Z,93.00,8.00
2025-10-22T17:28:00Z,93.00,8.00
2025-10-22T17:29:00Z,93.00,8.00
2025-10-22T17:30:00Z,93.00,8.00
2025-10-22T17:31:00Z,93.00,8.00
2025-10-22T17:32:00Z,93.00,8.00
2025-10-22T17:33:00Z,93.00,8.00
2025-10-22T17:34:00Z,93.00,8.00
2025-10-22T17:36:00Z,93.00,8.00
2025-10-22T17:37:00Z,92.00,8.00
2025-10-22T17:38:00Z,92.00,9.00
2025-10-22T17:40:00Z,92.33,8.57
2025-10-22T17:41:00Z,93.00,8.00
2025-10-22T17:42:00Z,93.00,8.00
2025-10-22T17:44:00Z,93.00,8.00
2025-10-22T17:45:00Z,93.00,8.00
2025-10-22T17:46:00Z,93.00,8.00
2025-10-22T17:48:00Z,93.00,8.00
2025-10-22T17:49:00Z,93.00,8.00
2025-10-22T17:51:00Z,93.00,8.00
2025-10-22T17:52:00Z,92.00,8.00
2025-10-22T17:53:00Z,93.00,8.00
2025-10-22T17:54:00Z,93.00,8.00
2025-10-22T17:57:00Z,93.00,8.00
2025-10-22T17:58:00Z,93.00,8.00
2025-10-22T17:59:00Z,93.00,8.00
2025-10-22T18:00:00Z,93.00,8.00
2025-10-22T18:01:00Z,93.00,8.00
2025-10-22T18:02:00Z,93.00,8.00
2025-10-22T18:04:00Z,93.00,8.00
2025-10-22T18:06:00Z,93.00,8.00
2025-10-22T18:07:00Z,93.00,8.00
2025-10-22T18:08:00Z,93.00,8.00
2025-10-22T18:09:00Z,93.00,8.00
2025-10-22T18:10:00Z,93.00,8.00
2025-10-22T18:11:00Z,93.00,8.00
2025-10-22T18:12:00Z,93.00,8.00
2025-10-22T18:13:00Z,93.00,8.00
2025-10-22T18:14:00Z,93.00,8.00
2025-10-22T18:15:00Z,93.00,8.00
2025-10-22T18:16:00Z,93.00,8.00
2025-10-22T18:17:00Z,93.00,8.00
2025-10-22T18:18:00Z,93.00,8.00
2025-10-22T18:19:00Z,93.00,8.00
2025-10-22T18:20:00Z,93.00,8.00
2025-10-22T18:21:00Z,93.00,8.00
2025-10-22T18:22:00Z,94.00,8.00
2025-10-22T18:23:00Z,94.00,8.01
2025-10-22T18:24:00Z,92.96,8.41
2025-10-22T18:25:00Z,92.00,8.35
2025-10-22T18:26:00Z,92.00,8.17
2025-10-22T18:27:00Z,93.00,7.90
2025-10-22T18:28:00Z,93.00,7.94
2025-10-22T18:29:00Z,93.00,6.00
2025-10-22T18:30:00Z,95.00,6.29
2025-10-22T18:31:00Z,94.00,6.98
2025-10-22T18:32:00Z,93.00,6.92
2025-10-22T18:33:00Z,93.00,6.35
2025-10-22T18:34:00Z,95.00,6.81
2025-10-22T18:35:00Z,95.29,4.69
2025-10-22T18:36:00Z,95.98,4.18
2025-10-22T18:37:00Z,95.62,4.38
2025-10-22T18:38:00Z,96.00,4.05
2025-10-22T18:39:00Z,97.39,4.00
2025-10-22T18:40:00Z,97.39,4.19
2025-10-22T18:41:00Z,96.00,5.00
2025-10-22T18:42:00Z,96.09,4.82
2025-10-22T18:43:00Z,96.09,4.19
2025-10-22T18:44:00Z,97.00,4.76
2025-10-22T18:45:00Z,98.00,4.66
2025-10-22T18:46:00Z,97.00,5.00
2025-10-22T18:47:00Z,96.00,4.32
2025-10-22T18:48:00Z,96.18,5.32
2025-10-22T18:49:00Z,96.90,5.62
2025-10-22T18:50:00Z,93.00,6.81
2025-10-22T18:51:00Z,93.00,8.01
2025-10-22T18:52:00Z,95.08,6.24
2025-10-22T18:53:00Z,95.00,6.57
2025-10-22T18:54:00Z,95.29,5.54
2025-10-22T18:55:00Z,94.58,7.19
2025-10-22T18:56:00Z,94.00,6.69
2025-10-22T18:57:00Z,93.99,7.00
2025-10-22T18:58:00Z,95.04,6.09
2025-10-22T18:59:00Z,95.76,6.00
2025-10-22T19:00:00Z,95.68,5.92
2025-10-22T19:01:00Z,95.77,5.98
2025-10-22T19:02:00Z,95.00,5.76
2025-10-22T19:03:00Z,95.00,5.61
2025-10-22T19:04:00Z,94.65,6.23
2025-10-22T19:05:00Z,93.20,6.61
2025-10-22T19:06:00Z,93.26,6.42
2025-10-22T19:07:00Z,96.00,4.41
2025-10-22T19:08:00Z,96.00,4.63
2025-10-22T19:09:00Z,96.13,4.00
2025-10-22T19:10:00Z,96.24,3.89
2025-10-22T19:11:00Z,96.17,4.01
2025-10-22T19:12:00Z,95.00,5.28
2025-10-22T19:13:00Z,95.12,5.54
2025-10-22T19:14:00Z,94.97,6.38
2025-10-22T19:15:00Z,96.00,4.96
2025-10-22T19:16:00Z,96.99,5.00
2025-10-22T19:17:00Z,96.99,5.00
2025-10-22T19:18:00Z,96.02,4.34
2025-10-22T19:19:00Z,96.32,5.00
2025-10-22T19:20:00Z,96.32,5.00
2025-10-22T19:21:00Z,96.32,3.86
2025-10-22T19:22:00Z,98.15,2.25
2025-10-22T19:23:00Z,98.00,1.95
2025-10-22T19:24:00Z,97.87,2.77
2025-10-22T19:25:00Z,99.00,2.37
2025-10-22T19:26:00Z,99.00,1.49
2025-10-22T19:27:00Z,99.00,1.97
2025-10-22T19:28:00Z,98.20,1.90
2025-10-22T19:29:00Z,99.00,1.77
2025-10-22T19:30:00Z,99.00,2.00
2025-10-22T19:31:00Z,98.13,1.80
2025-10-22T19:32:00Z,97.76,2.50
2025-10-22T19:33:00Z,98.00,3.48
2025-10-22T19:34:00Z,95.99,3.87
2025-10-22T19:35:00Z,97.70,2.76
2025-10-22T19:36:00Z,97.16,2.74
2025-10-22T19:37:00Z,97.28,2.44
2025-10-22T19:38:00Z,98.00,1.35
2025-10-22T19:39:00Z,99.00,1.72
2025-10-22T19:40:00Z,99.00,1.00
2025-10-22T19:41:00Z,99.00,1.00
2025-10-22T19:42:00Z,99.00,2.00
2025-10-22T19:43:00Z,99.00,1.62
2025-10-22T19:44:00Z,99.00,1.42
2025-10-22T19:45:00Z,99.00,1.19
2025-10-22T19:46:00Z,99.00,1.00
2025-10-22T19:47:00Z,99.00,1.00
2025-10-22T19:48:00Z,99.00,1.06
2025-10-22T19:49:00Z,99.00,1.81
2025-10-22T19:50:00Z,99.00,1.00
2025-10-22T19:51:00Z,99.00,1.73
