# event_ticker=KXATPCHALLENGERMATCH-26APR29SANMMO
# final_score=6-0 6-2
# match_winner=Michael Mmoh
# fav_player=Michael Mmoh
# dog_player=Elijah Sanogo
# kalshi_date=2026-04-29
timestamp,Elijah Sanogo,Michael Mmoh
2026-04-29T06:02:00Z,95.00,
2026-04-29T07:29:00Z,95.00,84.00
2026-04-29T07:33:00Z,13.55,85.00
2026-04-29T08:29:00Z,13.55,85.00
2026-04-29T08:46:00Z,14.00,85.00
2026-04-29T09:06:00Z,15.00,85.00
2026-04-29T09:31:00Z,8.00,91.18
2026-04-29T09:32:00Z,8.00,93.00
2026-04-29T09:59:00Z,7.00,93.00
2026-04-29T10:22:00Z,8.38,93.00
2026-04-29T10:24:00Z,10.11,91.12
2026-04-29T10:25:00Z,8.00,92.00
2026-04-29T10:27:00Z,8.00,92.00
2026-04-29T10:29:00Z,8.00,92.00
2026-04-29T10:32:00Z,8.00,92.00
2026-04-29T11:06:00Z,9.00,92.00
2026-04-29T11:31:00Z,9.00,92.00
2026-04-29T12:19:00Z,9.00,93.00
2026-04-29T12:38:00Z,9.00,93.00
2026-04-29T12:39:00Z,9.00,93.00
2026-04-29T12:42:00Z,9.00,93.00
2026-04-29T12:45:00Z,8.00,93.00
2026-04-29T12:48:00Z,8.00,93.00
2026-04-29T13:00:00Z,8.00,93.00
2026-04-29T13:09:00Z,8.00,93.00
2026-04-29T13:11:00Z,8.00,93.00
2026-04-29T13:17:00Z,8.00,93.00
2026-04-29T13:41:00Z,8.00,93.00
2026-04-29T13:47:00Z,8.00,93.00
2026-04-29T14:17:00Z,8.23,92.00
2026-04-29T14:18:00Z,9.00,92.00
2026-04-29T14:27:00Z,9.00,91.00
2026-04-29T14:31:00Z,8.00,91.00
2026-04-29T14:32:00Z,8.00,92.00
2026-04-29T14:37:00Z,8.49,92.00
2026-04-29T14:39:00Z,9.00,92.00
2026-04-29T14:42:00Z,9.00,92.00
2026-04-29T14:48:00Z,9.00,92.00
2026-04-29T14:55:00Z,9.00,92.00
2026-04-29T14:56:00Z,9.00,92.00
2026-04-29T14:57:00Z,9.00,92.00
2026-04-29T15:11:00Z,9.00,92.00
2026-04-29T15:12:00Z,9.00,93.00
2026-04-29T15:33:00Z,8.00,93.00
2026-04-29T15:35:00Z,8.00,93.00
2026-04-29T15:44:00Z,8.00,93.00
2026-04-29T15:48:00Z,8.00,93.00
2026-04-29T15:51:00Z,8.95,93.00
2026-04-29T16:07:00Z,8.95,93.00
2026-04-29T16:09:00Z,8.00,93.00
2026-04-29T16:10:00Z,8.00,93.00
2026-04-29T16:11:00Z,8.75,93.00
2026-04-29T16:13:00Z,9.00,93.00
2026-04-29T16:18:00Z,7.00,93.00
2026-04-29T16:19:00Z,7.00,93.00
2026-04-29T16:22:00Z,8.00,93.00
2026-04-29T16:24:00Z,8.96,93.00
2026-04-29T16:25:00Z,9.00,93.00
2026-04-29T16:26:00Z,9.00,93.00
2026-04-29T16:27:00Z,9.00,93.00
2026-04-29T16:28:00Z,9.00,93.00
2026-04-29T16:30:00Z,8.00,93.00
2026-04-29T16:31:00Z,8.00,93.00
2026-04-29T16:32:00Z,8.38,93.64
2026-04-29T16:34:00Z,8.89,93.64
2026-04-29T16:35:00Z,8.00,93.64
2026-04-29T16:36:00Z,8.00,92.00
2026-04-29T16:37:00Z,8.55,94.00
2026-04-29T16:38:00Z,9.00,94.00
2026-04-29T16:39:00Z,9.00,94.00
2026-04-29T16:40:00Z,9.00,93.00
2026-04-29T16:41:00Z,9.00,93.00
2026-04-29T16:42:00Z,9.02,93.00
2026-04-29T16:43:00Z,8.93,91.00
2026-04-29T16:44:00Z,9.70,91.00
2026-04-29T16:45:00Z,8.61,93.00
2026-04-29T16:46:00Z,7.55,93.00
2026-04-29T16:47:00Z,7.55,93.00
2026-04-29T16:48:00Z,6.98,93.12
2026-04-29T16:49:00Z,6.70,94.94
2026-04-29T16:50:00Z,5.69,95.37
2026-04-29T16:51:00Z,3.94,97.00
2026-04-29T16:52:00Z,3.26,97.00
2026-04-29T16:53:00Z,3.00,97.09
2026-04-29T16:54:00Z,4.00,97.86
2026-04-29T16:55:00Z,4.00,97.00
2026-04-29T16:56:00Z,2.99,97.00
2026-04-29T16:57:00Z,1.99,98.19
2026-04-29T16:58:00Z,3.00,98.00
2026-04-29T16:59:00Z,2.41,98.00
2026-04-29T17:00:00Z,1.00,99.00
2026-04-29T17:01:00Z,1.52,99.00
2026-04-29T17:02:00Z,2.00,98.00
2026-04-29T17:04:00Z,1.99,99.00
2026-04-29T17:05:00Z,2.14,99.00
2026-04-29T17:06:00Z,2.46,98.09
2026-04-29T17:07:00Z,1.00,98.00
2026-04-29T17:08:00Z,2.24,98.00
2026-04-29T17:09:00Z,3.00,98.00
2026-04-29T17:10:00Z,2.83,98.00
2026-04-29T17:11:00Z,3.00,97.65
2026-04-29T17:12:00Z,2.69,98.20
2026-04-29T17:13:00Z,2.40,97.01
2026-04-29T17:14:00Z,2.94,98.17
2026-04-29T17:15:00Z,2.36,98.08
2026-04-29T17:16:00Z,3.04,97.72
2026-04-29T17:17:00Z,4.68,97.00
2026-04-29T17:18:00Z,4.99,97.01
2026-04-29T17:19:00Z,5.06,97.90
2026-04-29T17:20:00Z,2.59,98.00
2026-04-29T17:21:00Z,1.64,97.88
2026-04-29T17:22:00Z,2.00,98.14
2026-04-29T17:23:00Z,1.98,98.14
2026-04-29T17:24:00Z,1.44,98.14
2026-04-29T17:25:00Z,1.44,98.00
2026-04-29T17:26:00Z,1.70,97.77
2026-04-29T17:27:00Z,1.37,99.00
2026-04-29T17:28:00Z,2.00,97.70
2026-04-29T17:29:00Z,2.79,98.00
2026-04-29T17:30:00Z,1.49,98.00
2026-04-29T17:31:00Z,1.89,98.00
2026-04-29T17:32:00Z,2.11,99.00
2026-04-29T17:33:00Z,1.21,99.00
2026-04-29T17:34:00Z,1.04,99.00
2026-04-29T17:35:00Z,1.00,98.11
2026-04-29T17:36:00Z,1.84,98.11
2026-04-29T17:37:00Z,1.00,99.00
2026-04-29T17:38:00Z,1.00,99.00
2026-04-29T17:39:00Z,1.00,99.00
2026-04-29T17:41:00Z,1.00,99.00
2026-04-29T17:44:00Z,1.00,99.00
2026-04-29T17:50:00Z,1.00,99.00
