# event_ticker=KXATPMATCH-25OCT04NAKMAJ
# final_score=6-4 6-0
# score_resolution=4-6 0-6
# match_winner=Kamil Majchrzak
# fav_player=Brandon Nakashima
# dog_player=Kamil Majchrzak
# kalshi_date=2025-10-04
timestamp,Brandon Nakashima,Kamil Majchrzak
2025-10-04T00:12:00Z,66.00,36.00
2025-10-04T00:23:00Z,66.00,36.00
2025-10-04T00:24:00Z,66.00,36.00
2025-10-04T00:26:00Z,66.00,36.00
2025-10-04T00:35:00Z,66.00,36.00
2025-10-04T00:47:00Z,66.00,35.00
2025-10-04T00:56:00Z,66.00,35.00
2025-10-04T01:00:00Z,66.00,35.00
2025-10-04T01:12:00Z,66.00,35.00
2025-10-04T01:20:00Z,66.00,35.00
2025-10-04T01:21:00Z,66.00,35.00
2025-10-04T01:23:00Z,66.00,35.00
2025-10-04T01:38:00Z,66.00,35.00
2025-10-04T01:47:00Z,66.00,35.00
2025-10-04T02:00:00Z,66.00,35.00
2025-10-04T02:09:00Z,66.00,35.00
2025-10-04T02:12:00Z,66.00,35.00
2025-10-04T02:18:00Z,66.00,35.00
2025-10-04T02:20:00Z,66.00,35.00
2025-10-04T02:22:00Z,66.00,35.00
2025-10-04T02:24:00Z,66.00,35.00
2025-10-04T02:31:00Z,66.00,35.00
2025-10-04T02:32:00Z,66.00,35.00
2025-10-04T02:34:00Z,66.00,35.00
2025-10-04T02:37:00Z,66.00,35.85
2025-10-04T02:38:00Z,66.00,35.85
2025-10-04T02:39:00Z,66.00,35.85
2025-10-04T02:44:00Z,66.00,36.00
2025-10-04T02:46:00Z,66.00,36.00
2025-10-04T02:50:00Z,66.00,35.00
2025-10-04T02:52:00Z,66.00,35.00
2025-10-04T02:53:00Z,66.00,35.00
2025-10-04T02:57:00Z,66.00,35.00
2025-10-04T02:58:00Z,66.00,35.00
2025-10-04T03:03:00Z,66.00,35.00
2025-10-04T03:06:00Z,66.00,35.00
2025-10-04T03:07:00Z,66.00,35.00
2025-10-04T03:08:00Z,66.00,35.00
2025-10-04T03:09:00Z,66.00,35.00
2025-10-04T03:14:00Z,66.00,35.00
2025-10-04T03:15:00Z,66.00,35.00
2025-10-04T03:20:00Z,66.00,35.00
2025-10-04T03:21:00Z,66.39,35.00
2025-10-04T03:22:00Z,66.62,35.00
2025-10-04T03:23:00Z,67.00,35.00
2025-10-04T03:24:00Z,67.00,35.00
2025-10-04T03:25:00Z,67.00,35.00
2025-10-04T03:30:00Z,67.00,35.00
2025-10-04T03:34:00Z,67.00,35.00
2025-10-04T03:42:00Z,67.00,35.00
2025-10-04T03:45:00Z,67.00,35.00
2025-10-04T03:46:00Z,66.97,35.00
2025-10-04T03:49:00Z,67.00,35.00
2025-10-04T03:50:00Z,67.00,35.00
2025-10-04T03:51:00Z,67.00,35.00
2025-10-04T03:52:00Z,67.00,35.00
2025-10-04T03:53:00Z,67.00,35.00
2025-10-04T03:54:00Z,67.00,35.00
2025-10-04T03:56:00Z,66.00,35.00
2025-10-04T03:58:00Z,66.00,35.00
2025-10-04T04:00:00Z,66.00,35.00
2025-10-04T04:04:00Z,66.00,35.00
2025-10-04T04:05:00Z,66.00,35.00
2025-10-04T04:06:00Z,66.00,35.00
2025-10-04T04:07:00Z,66.00,35.00
2025-10-04T04:09:00Z,66.51,35.00
2025-10-04T04:10:00Z,66.51,35.03
2025-10-04T04:12:00Z,66.51,36.00
2025-10-04T04:14:00Z,66.00,36.00
2025-10-04T04:16:00Z,66.00,36.00
2025-10-04T04:17:00Z,65.85,35.00
2025-10-04T04:18:00Z,65.78,34.00
2025-10-04T04:20:00Z,66.49,34.00
2025-10-04T04:21:00Z,66.00,34.76
2025-10-04T04:22:00Z,66.97,34.76
2025-10-04T04:23:00Z,67.00,34.76
2025-10-04T04:24:00Z,66.95,35.00
2025-10-04T04:25:00Z,65.00,36.00
2025-10-04T04:26:00Z,65.00,36.00
2025-10-04T04:27:00Z,65.00,36.00
2025-10-04T04:28:00Z,65.00,36.00
2025-10-04T04:29:00Z,65.77,36.00
2025-10-04T04:30:00Z,65.13,36.00
2025-10-04T04:31:00Z,66.00,37.00
2025-10-04T04:33:00Z,66.00,37.00
2025-10-04T04:34:00Z,66.12,36.00
2025-10-04T04:35:00Z,67.00,36.00
2025-10-04T04:36:00Z,67.00,34.00
2025-10-04T04:37:00Z,67.00,34.00
2025-10-04T04:38:00Z,67.00,34.00
2025-10-04T04:39:00Z,67.00,34.00
2025-10-04T04:40:00Z,67.00,35.67
2025-10-04T04:41:00Z,64.64,38.00
2025-10-04T04:42:00Z,60.16,38.45
2025-10-04T04:43:00Z,57.67,46.53
2025-10-04T04:44:00Z,63.67,38.48
2025-10-04T04:45:00Z,64.09,33.00
2025-10-04T04:46:00Z,62.42,40.48
2025-10-04T04:47:00Z,59.87,45.35
2025-10-04T04:48:00Z,56.09,45.43
2025-10-04T04:49:00Z,48.99,53.74
2025-10-04T04:50:00Z,44.36,56.80
2025-10-04T04:51:00Z,46.23,57.97
2025-10-04T04:52:00Z,43.65,58.01
2025-10-04T04:53:00Z,44.56,57.00
2025-10-04T04:54:00Z,45.00,57.00
2025-10-04T04:55:00Z,45.93,56.09
2025-10-04T04:56:00Z,46.02,55.00
2025-10-04T04:57:00Z,43.55,57.70
2025-10-04T04:58:00Z,42.99,58.22
2025-10-04T04:59:00Z,45.94,56.09
2025-10-04T05:00:00Z,51.13,44.18
2025-10-04T05:01:00Z,69.38,30.00
2025-10-04T05:02:00Z,72.29,30.00
2025-10-04T05:03:00Z,73.24,29.00
2025-10-04T05:04:00Z,69.00,28.00
2025-10-04T05:05:00Z,75.76,27.70
2025-10-04T05:06:00Z,69.00,31.54
2025-10-04T05:07:00Z,69.62,31.83
2025-10-04T05:08:00Z,73.65,31.83
2025-10-04T05:09:00Z,73.74,28.00
2025-10-04T05:10:00Z,73.00,27.00
2025-10-04T05:11:00Z,70.39,31.97
2025-10-04T05:12:00Z,74.00,31.47
2025-10-04T05:13:00Z,72.80,29.16
2025-10-04T05:14:00Z,65.56,29.16
2025-10-04T05:15:00Z,65.56,37.88
2025-10-04T05:16:00Z,56.75,45.80
2025-10-04T05:17:00Z,69.73,30.18
2025-10-04T05:18:00Z,56.95,51.36
2025-10-04T05:19:00Z,44.60,51.36
2025-10-04T05:21:00Z,42.33,58.00
2025-10-04T05:22:00Z,41.47,59.00
2025-10-04T05:24:00Z,40.27,59.00
2025-10-04T05:25:00Z,38.07,62.00
2025-10-04T05:26:00Z,37.72,64.04
2025-10-04T05:27:00Z,44.05,61.29
2025-10-04T05:28:00Z,41.34,61.58
2025-10-04T05:29:00Z,36.53,62.81
2025-10-04T05:30:00Z,38.76,64.78
2025-10-04T05:31:00Z,24.09,74.65
2025-10-04T05:32:00Z,23.48,77.32
2025-10-04T05:33:00Z,22.32,79.11
2025-10-04T05:34:00Z,17.93,84.30
2025-10-04T05:35:00Z,17.13,85.51
2025-10-04T05:36:00Z,15.32,86.00
2025-10-04T05:37:00Z,11.18,88.09
2025-10-04T05:38:00Z,3.74,95.58
2025-10-04T05:39:00Z,5.11,97.67
2025-10-04T05:40:00Z,3.18,96.54
2025-10-04T05:41:00Z,4.49,97.65
2025-10-04T05:42:00Z,1.83,98.34
2025-10-04T05:43:00Z,1.00,98.85
2025-10-04T05:44:00Z,1.58,98.00
2025-10-04T05:45:00Z,1.85,99.00
2025-10-04T05:46:00Z,1.00,99.00
2025-10-04T05:47:00Z,2.15,98.97
2025-10-04T05:48:00Z,4.22,98.97
2025-10-04T05:49:00Z,1.00,98.97
2025-10-04T05:50:00Z,1.00,98.97
