# event_ticker=KXATPCHALLENGERMATCH-26JUN04ARDLEG
# final_score=6-1 6-0
# score_resolution=1-6 0-6
# match_winner=Timo Legout
# fav_player=Landon Ardila
# dog_player=Timo Legout
# kalshi_date=2026-06-04
timestamp,Landon Ardila,Timo Legout
2026-06-04T18:04:00Z,36.91,65.00
2026-06-04T18:06:00Z,37.00,65.00
2026-06-04T18:07:00Z,37.00,65.00
2026-06-04T18:10:00Z,37.00,63.00
2026-06-04T18:11:00Z,37.00,64.69
2026-06-04T18:22:00Z,37.00,65.00
2026-06-04T18:24:00Z,37.00,65.00
2026-06-04T18:25:00Z,37.00,65.00
2026-06-04T18:28:00Z,37.00,65.00
2026-06-04T18:29:00Z,37.00,65.00
2026-06-04T18:30:00Z,37.00,65.00
2026-06-04T18:31:00Z,37.00,65.00
2026-06-04T18:34:00Z,35.00,65.00
2026-06-04T18:41:00Z,35.00,65.00
2026-06-04T18:48:00Z,35.00,65.00
2026-06-04T18:49:00Z,35.00,63.00
2026-06-04T18:52:00Z,37.00,63.00
2026-06-04T18:53:00Z,37.00,65.00
2026-06-04T18:54:00Z,37.00,65.00
2026-06-04T18:56:00Z,37.00,65.00
2026-06-04T18:59:00Z,37.00,65.00
2026-06-04T19:00:00Z,35.00,65.00
2026-06-04T19:05:00Z,37.00,65.00
2026-06-04T19:06:00Z,37.00,65.00
2026-06-04T19:13:00Z,37.00,63.00
2026-06-04T19:16:00Z,37.00,65.00
2026-06-04T19:17:00Z,37.00,65.00
2026-06-04T19:18:00Z,36.94,65.00
2026-06-04T19:19:00Z,37.00,65.00
2026-06-04T19:20:00Z,37.00,66.00
2026-06-04T19:21:00Z,37.00,66.00
2026-06-04T19:22:00Z,36.99,66.00
2026-06-04T19:23:00Z,34.82,66.00
2026-06-04T19:24:00Z,34.00,66.71
2026-06-04T19:25:00Z,33.04,67.10
2026-06-04T19:26:00Z,33.00,67.95
2026-06-04T19:27:00Z,33.00,68.00
2026-06-04T19:28:00Z,33.00,68.00
2026-06-04T19:29:00Z,34.65,67.16
2026-06-04T19:30:00Z,38.99,63.43
2026-06-04T19:31:00Z,37.01,66.00
2026-06-04T19:32:00Z,37.01,66.00
2026-06-04T19:33:00Z,35.00,66.00
2026-06-04T19:34:00Z,35.00,64.00
2026-06-04T19:35:00Z,35.00,66.00
2026-06-04T19:36:00Z,35.00,66.00
2026-06-04T19:37:00Z,33.00,66.00
2026-06-04T19:39:00Z,35.00,66.66
2026-06-04T19:41:00Z,33.29,66.66
2026-06-04T19:43:00Z,35.00,66.00
2026-06-04T19:44:00Z,35.00,66.00
2026-06-04T19:45:00Z,35.00,66.00
2026-06-04T19:47:00Z,35.00,64.41
2026-06-04T19:48:00Z,34.75,66.00
2026-06-04T19:49:00Z,35.38,66.00
2026-06-04T19:50:00Z,35.38,65.00
2026-06-04T19:53:00Z,35.38,67.00
2026-06-04T19:57:00Z,35.00,67.00
2026-06-04T20:00:00Z,34.68,67.00
2026-06-04T20:02:00Z,35.00,67.00
2026-06-04T20:03:00Z,35.00,67.00
2026-06-04T20:04:00Z,37.08,66.86
2026-06-04T20:06:00Z,33.88,65.00
2026-06-04T20:07:00Z,38.30,65.00
2026-06-04T20:08:00Z,38.67,65.00
2026-06-04T20:10:00Z,37.79,65.00
2026-06-04T20:11:00Z,34.00,65.00
2026-06-04T20:12:00Z,37.00,66.00
2026-06-04T20:13:00Z,34.00,66.65
2026-06-04T20:14:00Z,34.00,66.00
2026-06-04T20:16:00Z,35.00,66.80
2026-06-04T20:17:00Z,35.00,66.00
2026-06-04T20:18:00Z,35.00,65.47
2026-06-04T20:19:00Z,35.13,65.47
2026-06-04T20:22:00Z,35.13,65.31
2026-06-04T20:24:00Z,35.13,65.00
2026-06-04T20:26:00Z,34.00,65.00
2026-06-04T20:29:00Z,37.62,65.00
2026-06-04T20:31:00Z,38.00,65.00
2026-06-04T20:33:00Z,34.00,65.00
2026-06-04T20:35:00Z,38.00,65.00
2026-06-04T20:36:00Z,34.00,65.00
2026-06-04T20:37:00Z,34.54,64.33
2026-06-04T20:38:00Z,35.00,64.33
2026-06-04T20:39:00Z,35.00,64.00
2026-06-04T20:40:00Z,35.00,64.00
2026-06-04T20:41:00Z,37.00,63.79
2026-06-04T20:42:00Z,38.00,63.00
2026-06-04T20:44:00Z,38.00,64.00
2026-06-04T20:45:00Z,38.00,64.00
2026-06-04T20:46:00Z,38.00,63.00
2026-06-04T20:47:00Z,38.00,64.98
2026-06-04T20:48:00Z,38.00,64.00
2026-06-04T20:51:00Z,38.00,62.14
2026-06-04T20:52:00Z,38.00,62.25
2026-06-04T20:54:00Z,38.00,66.09
2026-06-04T20:56:00Z,38.00,62.00
2026-06-04T20:57:00Z,36.00,64.00
2026-06-04T20:58:00Z,38.00,64.98
2026-06-04T20:59:00Z,38.00,61.47
2026-06-04T21:00:00Z,35.00,61.47
2026-06-04T21:01:00Z,35.00,64.28
2026-06-04T21:02:00Z,36.33,64.28
2026-06-04T21:04:00Z,36.33,64.00
2026-06-04T21:06:00Z,37.00,63.35
2026-06-04T21:09:00Z,37.00,63.99
2026-06-04T21:10:00Z,36.97,63.00
2026-06-04T21:11:00Z,36.97,64.00
2026-06-04T21:12:00Z,39.00,64.00
2026-06-04T21:13:00Z,35.00,64.00
2026-06-04T21:14:00Z,37.00,64.00
2026-06-04T21:15:00Z,37.00,64.00
2026-06-04T21:16:00Z,38.00,64.00
2026-06-04T21:17:00Z,38.00,64.68
2026-06-04T21:18:00Z,39.00,64.68
2026-06-04T21:19:00Z,39.00,63.34
2026-06-04T21:20:00Z,39.00,59.26
2026-06-04T21:23:00Z,41.30,62.05
2026-06-04T21:24:00Z,39.00,63.00
2026-06-04T21:25:00Z,39.00,63.05
2026-06-04T21:26:00Z,36.42,63.05
2026-06-04T21:27:00Z,38.95,64.00
2026-06-04T21:28:00Z,38.95,63.00
2026-06-04T21:29:00Z,39.00,62.68
2026-06-04T21:30:00Z,36.44,61.90
2026-06-04T21:31:00Z,39.10,62.07
2026-06-04T21:32:00Z,42.36,62.07
2026-06-04T21:33:00Z,40.75,59.00
2026-06-04T21:34:00Z,40.75,61.00
2026-06-04T21:35:00Z,36.93,62.89
2026-06-04T21:36:00Z,37.00,63.00
2026-06-04T21:37:00Z,40.54,60.00
2026-06-04T21:38:00Z,41.44,61.00
2026-06-04T21:39:00Z,39.16,61.46
2026-06-04T21:40:00Z,40.23,61.22
2026-06-04T21:41:00Z,37.13,62.96
2026-06-04T21:42:00Z,37.00,63.74
2026-06-04T21:43:00Z,34.13,67.37
2026-06-04T21:44:00Z,31.19,71.01
2026-06-04T21:45:00Z,35.10,66.65
2026-06-04T21:46:00Z,34.90,67.13
2026-06-04T21:47:00Z,31.61,69.25
2026-06-04T21:48:00Z,21.80,79.32
2026-06-04T21:49:00Z,22.11,79.32
2026-06-04T21:50:00Z,24.15,77.84
2026-06-04T21:51:00Z,21.50,79.67
2026-06-04T21:52:00Z,20.66,79.98
2026-06-04T21:53:00Z,20.63,80.99
2026-06-04T21:54:00Z,17.60,80.15
2026-06-04T21:55:00Z,15.78,84.68
2026-06-04T21:56:00Z,14.82,84.15
2026-06-04T21:57:00Z,17.44,83.01
2026-06-04T21:58:00Z,17.15,83.53
2026-06-04T21:59:00Z,17.46,83.14
2026-06-04T22:00:00Z,17.91,84.91
2026-06-04T22:01:00Z,14.36,85.37
2026-06-04T22:02:00Z,13.15,87.83
2026-06-04T22:03:00Z,13.09,87.10
2026-06-04T22:04:00Z,14.00,88.00
2026-06-04T22:05:00Z,14.00,87.83
2026-06-04T22:06:00Z,13.78,88.16
2026-06-04T22:07:00Z,12.39,89.23
2026-06-04T22:08:00Z,7.60,91.29
2026-06-04T22:09:00Z,5.86,94.52
2026-06-04T22:10:00Z,5.86,94.70
2026-06-04T22:11:00Z,5.35,96.00
2026-06-04T22:12:00Z,5.00,95.75
2026-06-04T22:13:00Z,5.16,96.00
2026-06-04T22:14:00Z,6.85,94.25
2026-06-04T22:15:00Z,6.48,94.86
2026-06-04T22:16:00Z,6.70,94.33
2026-06-04T22:17:00Z,9.60,91.81
2026-06-04T22:18:00Z,8.10,91.52
2026-06-04T22:19:00Z,6.90,93.29
2026-06-04T22:20:00Z,5.86,94.69
2026-06-04T22:21:00Z,4.38,95.99
2026-06-04T22:22:00Z,2.64,96.77
2026-06-04T22:23:00Z,2.78,97.95
2026-06-04T22:24:00Z,2.20,98.51
2026-06-04T22:25:00Z,2.00,98.04
2026-06-04T22:26:00Z,1.08,98.70
2026-06-04T22:27:00Z,1.61,99.00
2026-06-04T22:28:00Z,1.01,99.00
2026-06-04T22:29:00Z,1.00,98.30
2026-06-04T22:30:00Z,1.68,98.92
2026-06-04T22:31:00Z,1.97,98.81
2026-06-04T22:32:00Z,1.98,98.99
2026-06-04T22:33:00Z,2.00,98.02
2026-06-04T22:34:00Z,1.64,99.00
2026-06-04T22:35:00Z,1.91,98.99
2026-06-04T22:36:00Z,1.02,99.00
2026-06-04T22:37:00Z,1.58,99.00
2026-06-04T22:38:00Z,1.39,99.00
2026-06-04T22:39:00Z,1.00,99.00
2026-06-04T22:40:00Z,1.00,99.00
2026-06-04T22:41:00Z,1.32,99.00
2026-06-04T22:42:00Z,2.00,98.91
2026-06-04T22:43:00Z,1.18,98.91
2026-06-04T22:44:00Z,1.00,98.91
2026-06-04T22:45:00Z,1.00,99.00
