# event_ticker=KXATPCHALLENGERMATCH-26MAR24JUSFER
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Guido Ivan Justo
# fav_player=Bruno Fernandez
# dog_player=Guido Ivan Justo
# kalshi_date=2026-03-24
timestamp,Bruno Fernandez,Guido Ivan Justo
2026-03-24T18:04:00Z,13.00,87.00
2026-03-24T18:05:00Z,13.00,87.00
2026-03-24T18:06:00Z,13.00,88.00
2026-03-24T18:07:00Z,13.00,88.00
2026-03-24T18:08:00Z,13.00,87.63
2026-03-24T18:09:00Z,13.00,87.00
2026-03-24T18:10:00Z,11.98,87.95
2026-03-24T18:11:00Z,10.37,89.76
2026-03-24T18:12:00Z,12.45,87.08
2026-03-24T18:13:00Z,15.98,85.03
2026-03-24T18:14:00Z,15.02,86.00
2026-03-24T18:15:00Z,12.44,87.35
2026-03-24T18:16:00Z,12.76,86.32
2026-03-24T18:17:00Z,11.27,88.74
2026-03-24T18:18:00Z,9.74,91.07
2026-03-24T18:19:00Z,7.19,93.08
2026-03-24T18:20:00Z,6.51,93.07
2026-03-24T18:21:00Z,5.47,95.23
2026-03-24T18:22:00Z,5.15,95.67
2026-03-24T18:23:00Z,4.78,95.97
2026-03-24T18:24:00Z,5.31,95.42
2026-03-24T18:25:00Z,5.99,94.00
2026-03-24T18:26:00Z,6.00,92.54
2026-03-24T18:27:00Z,6.15,94.68
2026-03-24T18:28:00Z,5.70,93.43
2026-03-24T18:29:00Z,5.35,93.43
2026-03-24T18:30:00Z,9.49,90.05
2026-03-24T18:31:00Z,14.24,85.98
2026-03-24T18:32:00Z,16.05,83.00
2026-03-24T18:33:00Z,15.96,82.00
2026-03-24T18:34:00Z,10.20,92.00
2026-03-24T18:35:00Z,13.73,88.00
2026-03-24T18:36:00Z,14.02,87.97
2026-03-24T18:37:00Z,10.37,90.93
2026-03-24T18:38:00Z,13.99,85.05
2026-03-24T18:39:00Z,17.93,82.51
2026-03-24T18:40:00Z,16.68,83.41
2026-03-24T18:41:00Z,14.01,86.65
2026-03-24T18:42:00Z,21.06,82.06
2026-03-24T18:43:00Z,14.77,84.00
2026-03-24T18:44:00Z,8.11,94.85
2026-03-24T18:45:00Z,4.72,96.91
2026-03-24T18:46:00Z,3.72,97.02
2026-03-24T18:47:00Z,1.78,98.62
2026-03-24T18:48:00Z,1.00,99.00
2026-03-24T18:50:00Z,1.00,99.00
2026-03-24T18:51:00Z,1.00,99.00
