# event_ticker=KXATPMATCH-25SEP17NORZHO
# final_score=6-7(3) 6-4 7-6(2)
# score_resolution=7-6 4-6 6-7
# match_winner=Yi Zhou
# fav_player=Cameron Norrie
# dog_player=Yi Zhou
# kalshi_date=2025-09-17
timestamp,Cameron Norrie,Yi Zhou
2025-09-16T20:55:00Z,81.00,
2025-09-16T21:10:00Z,81.00,22.00
2025-09-16T21:23:00Z,81.00,22.00
2025-09-16T21:32:00Z,81.00,22.00
2025-09-16T21:44:00Z,81.00,22.00
2025-09-16T21:57:00Z,81.00,21.00
2025-09-16T22:17:00Z,81.00,21.00
2025-09-16T23:57:00Z,80.00,21.00
2025-09-17T00:35:00Z,80.00,21.00
2025-09-17T00:41:00Z,81.50,20.00
2025-09-17T00:52:00Z,81.00,20.00
2025-09-17T01:06:00Z,81.00,20.00
2025-09-17T01:19:00Z,81.00,20.00
2025-09-17T01:39:00Z,81.00,20.00
2025-09-17T01:50:00Z,81.00,20.00
2025-09-17T01:51:00Z,81.00,20.00
2025-09-17T02:06:00Z,81.00,20.00
2025-09-17T02:10:00Z,82.00,20.00
2025-09-17T02:18:00Z,82.00,20.00
2025-09-17T02:23:00Z,82.00,20.00
2025-09-17T02:35:00Z,82.00,20.00
2025-09-17T02:40:00Z,81.00,20.00
2025-09-17T02:42:00Z,81.94,20.00
2025-09-17T02:44:00Z,81.94,20.00
2025-09-17T02:46:00Z,82.00,20.00
2025-09-17T03:12:00Z,82.00,20.00
2025-09-17T03:17:00Z,82.00,20.00
2025-09-17T03:20:00Z,82.00,20.00
2025-09-17T03:26:00Z,82.00,20.00
2025-09-17T03:41:00Z,82.00,20.00
2025-09-17T03:42:00Z,80.00,20.00
2025-09-17T03:50:00Z,82.00,20.00
2025-09-17T03:51:00Z,82.00,20.00
2025-09-17T03:53:00Z,82.00,20.00
2025-09-17T03:55:00Z,82.00,20.00
2025-09-17T03:59:00Z,82.00,20.00
2025-09-17T04:01:00Z,82.00,19.00
2025-09-17T04:03:00Z,82.00,19.00
2025-09-17T04:18:00Z,82.00,19.00
2025-09-17T04:20:00Z,82.00,19.00
2025-09-17T04:23:00Z,82.00,19.00
2025-09-17T04:26:00Z,82.00,19.00
2025-09-17T04:27:00Z,82.00,19.00
2025-09-17T04:32:00Z,82.00,19.00
2025-09-17T04:34:00Z,82.00,19.00
2025-09-17T04:35:00Z,82.00,19.00
2025-09-17T04:36:00Z,82.00,19.00
2025-09-17T04:39:00Z,82.00,19.00
2025-09-17T04:41:00Z,82.00,19.00
2025-09-17T04:52:00Z,82.00,19.00
2025-09-17T04:57:00Z,82.00,19.00
2025-09-17T05:05:00Z,82.00,19.00
2025-09-17T05:06:00Z,82.00,19.00
2025-09-17T05:12:00Z,82.00,19.91
2025-09-17T05:13:00Z,82.00,20.00
2025-09-17T05:14:00Z,82.00,20.00
2025-09-17T05:17:00Z,81.00,20.00
2025-09-17T05:18:00Z,81.00,20.00
2025-09-17T05:27:00Z,81.00,20.00
2025-09-17T05:33:00Z,81.00,20.00
2025-09-17T05:34:00Z,81.00,20.00
2025-09-17T05:40:00Z,81.00,20.30
2025-09-17T05:44:00Z,81.00,20.89
2025-09-17T05:46:00Z,81.00,21.00
2025-09-17T05:49:00Z,81.00,21.00
2025-09-17T05:50:00Z,81.00,21.00
2025-09-17T05:52:00Z,81.00,21.00
2025-09-17T05:54:00Z,81.00,21.00
2025-09-17T05:57:00Z,81.82,21.00
2025-09-17T05:59:00Z,81.82,20.00
2025-09-17T06:01:00Z,82.00,20.00
2025-09-17T06:07:00Z,82.00,20.00
2025-09-17T06:09:00Z,82.00,20.00
2025-09-17T06:15:00Z,82.00,20.00
2025-09-17T06:16:00Z,82.00,20.00
2025-09-17T06:18:00Z,82.00,20.87
2025-09-17T06:21:00Z,82.00,20.00
2025-09-17T06:24:00Z,81.00,20.00
2025-09-17T06:31:00Z,81.70,20.00
2025-09-17T06:32:00Z,82.00,20.00
2025-09-17T06:33:00Z,82.00,20.00
2025-09-17T06:34:00Z,82.00,20.00
2025-09-17T06:35:00Z,82.00,20.00
2025-09-17T06:38:00Z,82.00,21.00
2025-09-17T06:39:00Z,82.00,21.00
2025-09-17T06:40:00Z,82.00,21.00
2025-09-17T06:41:00Z,82.00,21.00
2025-09-17T06:45:00Z,82.00,21.00
2025-09-17T06:47:00Z,81.55,21.00
2025-09-17T06:53:00Z,82.00,21.00
2025-09-17T07:03:00Z,82.00,21.00
2025-09-17T07:05:00Z,82.00,21.00
2025-09-17T07:06:00Z,82.00,21.00
2025-09-17T07:09:00Z,82.00,21.00
2025-09-17T07:10:00Z,82.00,18.00
2025-09-17T07:13:00Z,82.00,20.00
2025-09-17T07:14:00Z,82.00,20.00
2025-09-17T07:15:00Z,82.00,19.79
2025-09-17T07:16:00Z,82.00,20.00
2025-09-17T07:17:00Z,82.00,21.16
2025-09-17T07:19:00Z,82.00,21.00
2025-09-17T07:22:00Z,81.00,18.00
2025-09-17T07:27:00Z,81.00,21.00
2025-09-17T07:28:00Z,81.39,21.00
2025-09-17T07:30:00Z,81.39,21.00
2025-09-17T07:31:00Z,81.08,21.00
2025-09-17T07:32:00Z,82.33,21.98
2025-09-17T07:33:00Z,79.00,23.00
2025-09-17T07:34:00Z,79.00,22.64
2025-09-17T07:35:00Z,78.98,23.03
2025-09-17T07:36:00Z,79.45,22.59
2025-09-17T07:37:00Z,78.00,23.96
2025-09-17T07:38:00Z,80.75,19.97
2025-09-17T07:39:00Z,77.08,25.82
2025-09-17T07:40:00Z,77.77,25.00
2025-09-17T07:41:00Z,77.26,22.29
2025-09-17T07:42:00Z,80.34,24.00
2025-09-17T07:43:00Z,79.27,23.64
2025-09-17T07:45:00Z,79.27,23.00
2025-09-17T07:46:00Z,79.27,24.26
2025-09-17T07:47:00Z,76.00,24.88
2025-09-17T07:48:00Z,77.73,25.21
2025-09-17T07:49:00Z,78.64,22.00
2025-09-17T07:50:00Z,79.00,21.00
2025-09-17T07:51:00Z,79.00,21.39
2025-09-17T07:52:00Z,74.08,27.38
2025-09-17T07:53:00Z,74.90,28.44
2025-09-17T07:54:00Z,78.00,25.91
2025-09-17T07:55:00Z,79.00,23.70
2025-09-17T07:56:00Z,80.29,22.09
2025-09-17T07:57:00Z,80.29,25.00
2025-09-17T07:58:00Z,80.29,23.90
2025-09-17T07:59:00Z,75.00,28.00
2025-09-17T08:00:00Z,77.54,29.00
2025-09-17T08:01:00Z,76.51,26.87
2025-09-17T08:02:00Z,72.45,27.00
2025-09-17T08:03:00Z,71.62,34.20
2025-09-17T08:04:00Z,65.00,30.49
2025-09-17T08:05:00Z,65.00,23.51
2025-09-17T08:06:00Z,87.00,23.33
2025-09-17T08:07:00Z,74.00,30.39
2025-09-17T08:08:00Z,72.24,29.07
2025-09-17T08:09:00Z,74.63,28.98
2025-09-17T08:10:00Z,81.00,19.12
2025-09-17T08:11:00Z,77.00,26.99
2025-09-17T08:12:00Z,72.57,29.39
