# event_ticker=KXATPMATCH-26MAY16BAEMIC
# final_score=7-5 6-3
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Sebastian Baez
# kalshi_date=2026-05-16
timestamp,Sebastian Baez,Alex Michelsen
2026-05-17T20:55:00Z,,40.00
2026-05-17T21:00:00Z,61.00,40.00
2026-05-17T21:06:00Z,61.00,40.00
2026-05-17T21:15:00Z,62.00,40.00
2026-05-17T21:46:00Z,63.00,40.00
2026-05-17T21:52:00Z,63.00,40.00
2026-05-17T22:02:00Z,63.00,38.00
2026-05-17T22:04:00Z,63.00,38.00
2026-05-17T22:45:00Z,63.00,38.00
2026-05-17T23:05:00Z,63.00,38.00
2026-05-17T23:07:00Z,63.00,38.00
2026-05-17T23:08:00Z,63.00,38.00
2026-05-17T23:10:00Z,63.00,38.00
2026-05-17T23:12:00Z,63.00,38.00
2026-05-17T23:15:00Z,63.00,38.00
2026-05-17T23:20:00Z,63.00,38.00
2026-05-17T23:26:00Z,63.00,38.00
2026-05-17T23:28:00Z,63.00,38.00
2026-05-17T23:52:00Z,63.00,38.00
2026-05-17T23:55:00Z,63.00,38.00
2026-05-17T23:57:00Z,63.00,38.00
2026-05-18T00:11:00Z,63.00,38.00
2026-05-18T00:16:00Z,63.00,38.00
2026-05-18T00:43:00Z,63.00,38.00
2026-05-18T00:51:00Z,63.00,38.00
2026-05-18T00:53:00Z,63.00,38.00
2026-05-18T00:58:00Z,63.00,38.00
2026-05-18T01:10:00Z,63.00,38.00
2026-05-18T01:18:00Z,63.00,38.00
2026-05-18T01:23:00Z,63.00,38.00
2026-05-18T01:24:00Z,63.00,38.00
2026-05-18T01:30:00Z,63.00,38.00
2026-05-18T01:37:00Z,64.00,38.00
2026-05-18T01:38:00Z,64.00,38.00
2026-05-18T01:42:00Z,64.00,37.00
2026-05-18T01:45:00Z,64.00,37.00
2026-05-18T01:48:00Z,64.00,37.00
2026-05-18T02:01:00Z,64.00,37.00
2026-05-18T02:08:00Z,64.00,37.00
2026-05-18T02:09:00Z,64.00,38.00
2026-05-18T02:14:00Z,64.00,38.00
2026-05-18T02:21:00Z,64.00,38.00
2026-05-18T02:22:00Z,64.00,38.00
2026-05-18T02:23:00Z,64.00,38.00
2026-05-18T02:27:00Z,64.00,38.00
2026-05-18T02:30:00Z,64.00,38.00
2026-05-18T02:31:00Z,64.00,38.00
2026-05-18T02:33:00Z,64.00,38.00
2026-05-18T02:37:00Z,64.00,37.00
2026-05-18T02:38:00Z,64.00,37.00
2026-05-18T02:44:00Z,64.00,38.00
2026-05-18T02:45:00Z,64.00,38.00
2026-05-18T02:49:00Z,64.00,38.00
2026-05-18T02:51:00Z,64.00,38.00
2026-05-18T02:52:00Z,64.00,38.00
2026-05-18T02:54:00Z,64.00,38.00
2026-05-18T02:56:00Z,64.00,38.13
2026-05-18T02:57:00Z,64.00,38.00
2026-05-18T02:58:00Z,64.00,38.00
2026-05-18T03:00:00Z,64.00,38.00
