# event_ticker=KXATPCHALLENGERMATCH-26JUN05YUNLAJ
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Yunchaokete Bu
# fav_player=Mark Lajal
# dog_player=Yunchaokete Bu
# kalshi_date=2026-06-05
timestamp,Yunchaokete Bu,Mark Lajal
2026-06-05T01:08:00Z,,53.00
2026-06-05T01:29:00Z,,54.00
2026-06-05T01:47:00Z,,54.00
2026-06-05T01:55:00Z,,54.00
2026-06-05T02:09:00Z,,56.07
2026-06-05T02:10:00Z,45.00,56.07
2026-06-05T02:14:00Z,45.00,55.00
2026-06-05T02:16:00Z,45.00,56.24
2026-06-05T02:32:00Z,45.00,55.00
2026-06-05T02:45:00Z,45.00,55.00
2026-06-05T02:46:00Z,44.00,55.00
2026-06-05T02:55:00Z,44.00,54.00
2026-06-05T02:57:00Z,46.00,54.00
2026-06-05T03:19:00Z,46.00,55.00
2026-06-05T03:21:00Z,45.00,55.00
2026-06-05T03:32:00Z,45.00,55.00
2026-06-05T03:36:00Z,45.00,55.00
2026-06-05T03:37:00Z,45.00,55.61
2026-06-05T03:38:00Z,45.00,54.00
2026-06-05T03:54:00Z,45.00,54.00
2026-06-05T04:06:00Z,45.00,56.00
2026-06-05T04:12:00Z,45.00,56.00
2026-06-05T04:19:00Z,45.00,56.00
2026-06-05T04:22:00Z,45.00,56.00
2026-06-05T04:23:00Z,45.00,56.34
2026-06-05T04:24:00Z,45.00,56.34
2026-06-05T04:25:00Z,45.00,56.00
2026-06-05T04:37:00Z,45.00,55.00
2026-06-05T04:39:00Z,45.00,56.00
2026-06-05T04:43:00Z,45.00,56.00
2026-06-05T04:50:00Z,45.00,56.00
2026-06-05T05:04:00Z,43.79,56.00
2026-06-05T05:06:00Z,45.00,56.00
2026-06-05T05:08:00Z,45.00,56.00
2026-06-05T05:09:00Z,45.00,56.00
2026-06-05T05:11:00Z,45.00,56.00
2026-06-05T05:13:00Z,45.00,56.00
2026-06-05T05:16:00Z,45.00,56.00
2026-06-05T05:17:00Z,44.00,56.00
2026-06-05T05:20:00Z,44.00,56.00
2026-06-05T05:25:00Z,44.00,56.00
2026-06-05T05:33:00Z,45.00,56.00
2026-06-05T05:34:00Z,45.00,56.00
2026-06-05T05:37:00Z,44.99,56.00
2026-06-05T05:38:00Z,44.99,56.00
2026-06-05T05:40:00Z,44.99,56.00
2026-06-05T05:45:00Z,45.00,56.00
2026-06-05T05:51:00Z,45.00,56.00
2026-06-05T05:56:00Z,45.00,56.00
2026-06-05T05:58:00Z,45.00,56.00
2026-06-05T06:13:00Z,45.00,56.00
2026-06-05T06:34:00Z,45.00,56.00
2026-06-05T07:22:00Z,44.00,56.00
2026-06-05T07:32:00Z,44.00,56.00
2026-06-05T07:36:00Z,45.00,56.00
2026-06-05T07:40:00Z,45.00,56.00
2026-06-05T07:51:00Z,45.00,57.00
2026-06-05T07:56:00Z,45.00,57.00
2026-06-05T08:06:00Z,45.00,57.00
2026-06-05T08:09:00Z,45.00,55.00
2026-06-05T08:22:00Z,45.00,55.00
2026-06-05T08:23:00Z,45.00,57.00
2026-06-05T08:32:00Z,45.00,57.00
2026-06-05T08:35:00Z,45.00,57.00
2026-06-05T08:56:00Z,45.00,57.00
2026-06-05T09:00:00Z,45.00,57.00
2026-06-05T09:23:00Z,44.00,57.00
2026-06-05T09:34:00Z,44.00,57.00
2026-06-05T09:37:00Z,44.00,57.00
2026-06-05T09:44:00Z,44.00,57.00
2026-06-05T10:02:00Z,44.00,57.00
2026-06-05T10:05:00Z,44.00,57.00
2026-06-05T10:24:00Z,44.00,57.00
2026-06-05T10:39:00Z,44.00,57.00
2026-06-05T10:42:00Z,44.00,57.00
2026-06-05T10:47:00Z,44.00,57.00
2026-06-05T10:52:00Z,44.00,57.00
2026-06-05T10:56:00Z,44.00,57.00
2026-06-05T11:04:00Z,44.00,57.00
2026-06-05T11:09:00Z,44.00,57.00
2026-06-05T11:10:00Z,44.00,57.00
2026-06-05T11:22:00Z,44.00,57.00
2026-06-05T11:23:00Z,44.00,57.00
2026-06-05T11:43:00Z,44.00,57.00
2026-06-05T11:44:00Z,44.00,57.00
2026-06-05T11:45:00Z,44.00,57.00
2026-06-05T11:46:00Z,44.00,57.00
2026-06-05T11:51:00Z,44.00,57.00
2026-06-05T11:53:00Z,44.00,57.00
2026-06-05T11:56:00Z,44.00,57.00
2026-06-05T11:57:00Z,44.00,57.00
2026-06-05T12:00:00Z,44.00,57.00
2026-06-05T12:01:00Z,44.00,57.00
2026-06-05T12:08:00Z,44.00,57.00
2026-06-05T12:12:00Z,44.00,57.00
2026-06-05T12:14:00Z,44.00,57.00
2026-06-05T12:17:00Z,44.00,57.00
2026-06-05T12:18:00Z,44.00,57.00
2026-06-05T12:20:00Z,44.00,57.00
2026-06-05T12:21:00Z,44.00,57.00
2026-06-05T12:24:00Z,44.00,57.00
2026-06-05T12:28:00Z,44.00,57.00
2026-06-05T12:29:00Z,44.00,57.00
2026-06-05T12:32:00Z,44.00,57.00
2026-06-05T12:33:00Z,44.00,57.00
2026-06-05T12:37:00Z,44.00,57.00
2026-06-05T12:38:00Z,44.00,57.00
2026-06-05T12:40:00Z,44.00,57.00
2026-06-05T12:44:00Z,44.00,57.00
2026-06-05T12:47:00Z,44.00,57.00
2026-06-05T12:48:00Z,44.00,55.81
2026-06-05T12:49:00Z,44.00,57.00
2026-06-05T12:53:00Z,44.00,57.00
2026-06-05T12:54:00Z,44.00,57.00
2026-06-05T12:56:00Z,44.64,57.00
2026-06-05T12:57:00Z,44.64,57.00
2026-06-05T12:58:00Z,45.00,57.00
2026-06-05T12:59:00Z,44.44,57.96
2026-06-05T13:00:00Z,48.08,58.00
2026-06-05T13:01:00Z,44.98,55.73
2026-06-05T13:02:00Z,43.00,58.11
2026-06-05T13:03:00Z,42.00,59.00
2026-06-05T13:04:00Z,42.00,58.00
2026-06-05T13:05:00Z,43.00,58.70
2026-06-05T13:06:00Z,43.00,57.00
2026-06-05T13:07:00Z,43.86,57.70
2026-06-05T13:08:00Z,42.00,60.00
2026-06-05T13:09:00Z,42.00,59.00
2026-06-05T13:10:00Z,42.00,59.00
2026-06-05T13:11:00Z,42.03,58.11
2026-06-05T13:12:00Z,42.47,58.00
2026-06-05T13:13:00Z,43.58,58.87
2026-06-05T13:14:00Z,42.00,59.82
2026-06-05T13:15:00Z,41.28,59.19
2026-06-05T13:16:00Z,42.00,59.57
2026-06-05T13:17:00Z,43.00,58.29
2026-06-05T13:18:00Z,45.00,57.19
2026-06-05T13:19:00Z,42.11,57.53
2026-06-05T13:20:00Z,42.11,58.47
2026-06-05T13:21:00Z,42.40,57.57
2026-06-05T13:22:00Z,43.00,58.38
2026-06-05T13:23:00Z,45.98,56.24
2026-06-05T13:24:00Z,47.00,55.27
2026-06-05T13:25:00Z,47.00,54.77
2026-06-05T13:26:00Z,46.47,54.41
2026-06-05T13:27:00Z,46.43,54.35
