# event_ticker=KXATPCHALLENGERMATCH-26JUN05YUNLAJ
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Yunchaokete Bu
# fav_player=Mark Lajal
# dog_player=Yunchaokete Bu
# kalshi_date=2026-06-05
timestamp,Yunchaokete Bu,Mark Lajal
2026-06-05T13:28:00Z,48.91,51.54
2026-06-05T13:29:00Z,49.34,54.51
2026-06-05T13:30:00Z,45.00,56.00
2026-06-05T13:31:00Z,46.57,55.98
2026-06-05T13:32:00Z,49.00,51.91
2026-06-05T13:33:00Z,50.00,50.08
2026-06-05T13:34:00Z,52.02,48.28
2026-06-05T13:35:00Z,56.11,49.00
2026-06-05T13:36:00Z,60.43,39.64
2026-06-05T13:37:00Z,70.83,34.99
2026-06-05T13:38:00Z,74.17,25.96
2026-06-05T13:39:00Z,75.15,24.23
2026-06-05T13:40:00Z,77.02,23.29
2026-06-05T13:41:00Z,74.07,27.78
2026-06-05T13:42:00Z,68.74,35.18
2026-06-05T13:43:00Z,74.69,26.05
2026-06-05T13:44:00Z,76.09,24.75
2026-06-05T13:45:00Z,76.03,24.76
2026-06-05T13:46:00Z,76.55,25.00
2026-06-05T13:47:00Z,75.95,25.00
2026-06-05T13:48:00Z,76.84,25.00
2026-06-05T13:49:00Z,76.55,25.00
2026-06-05T13:50:00Z,75.00,25.35
2026-06-05T13:51:00Z,72.13,27.80
2026-06-05T13:52:00Z,72.30,28.41
2026-06-05T13:53:00Z,74.52,25.61
2026-06-05T13:54:00Z,76.02,24.06
2026-06-05T13:55:00Z,77.29,22.73
2026-06-05T13:56:00Z,73.64,27.13
2026-06-05T13:57:00Z,72.00,28.99
2026-06-05T13:58:00Z,72.06,28.12
2026-06-05T13:59:00Z,73.00,26.69
2026-06-05T14:00:00Z,70.11,29.67
2026-06-05T14:01:00Z,73.57,28.92
2026-06-05T14:02:00Z,71.00,29.19
2026-06-05T14:03:00Z,69.36,31.11
2026-06-05T14:04:00Z,69.00,31.82
2026-06-05T14:05:00Z,66.35,33.03
2026-06-05T14:06:00Z,70.31,32.23
2026-06-05T14:07:00Z,63.93,35.16
2026-06-05T14:08:00Z,64.48,36.06
2026-06-05T14:09:00Z,68.72,32.44
2026-06-05T14:10:00Z,69.99,31.03
2026-06-05T14:11:00Z,77.43,25.08
2026-06-05T14:12:00Z,79.03,18.11
2026-06-05T14:13:00Z,89.59,12.97
2026-06-05T14:14:00Z,92.58,6.73
2026-06-05T14:15:00Z,90.74,7.73
2026-06-05T14:16:00Z,85.62,13.58
2026-06-05T14:17:00Z,90.45,10.76
2026-06-05T14:18:00Z,94.18,5.75
2026-06-05T14:19:00Z,96.14,3.44
2026-06-05T14:20:00Z,96.41,3.99
2026-06-05T14:21:00Z,96.83,4.00
2026-06-05T14:22:00Z,95.62,4.10
2026-06-05T14:23:00Z,97.91,1.89
2026-06-05T14:24:00Z,99.00,1.00
2026-06-05T14:25:00Z,99.00,1.00
2026-06-05T14:26:00Z,99.00,1.00
2026-06-05T14:27:00Z,99.00,1.00
