# event_ticker=KXATPCHALLENGERMATCH-26APR10TRABEL
# final_score=7-6(5) 7-6(5)
# score_resolution=6-7 6-7
# match_winner=Mattia Bellucci
# fav_player=Stefano Travaglia
# dog_player=Mattia Bellucci
# kalshi_date=2026-04-10
timestamp,Stefano Travaglia,Mattia Bellucci
2026-04-10T11:03:00Z,41.00,61.00
2026-04-10T11:11:00Z,41.00,60.00
2026-04-10T11:38:00Z,41.00,60.00
2026-04-10T11:39:00Z,41.00,60.00
2026-04-10T11:49:00Z,41.00,60.00
2026-04-10T11:54:00Z,41.00,60.00
2026-04-10T11:55:00Z,41.00,59.00
2026-04-10T11:56:00Z,41.00,59.00
2026-04-10T12:00:00Z,41.00,59.00
2026-04-10T12:03:00Z,41.00,59.00
2026-04-10T12:04:00Z,41.00,59.00
2026-04-10T12:05:00Z,42.00,59.00
2026-04-10T12:09:00Z,42.00,59.00
2026-04-10T12:11:00Z,42.00,59.00
2026-04-10T12:12:00Z,42.00,59.00
2026-04-10T12:13:00Z,42.00,59.00
2026-04-10T12:14:00Z,42.00,59.00
2026-04-10T12:15:00Z,42.00,59.00
2026-04-10T12:16:00Z,42.11,59.00
2026-04-10T12:17:00Z,42.11,59.05
2026-04-10T12:18:00Z,42.11,59.00
2026-04-10T12:19:00Z,42.11,59.30
2026-04-10T12:20:00Z,42.11,59.00
2026-04-10T12:21:00Z,42.11,59.73
2026-04-10T12:23:00Z,42.11,59.00
2026-04-10T12:24:00Z,42.11,59.00
2026-04-10T12:26:00Z,42.11,59.66
2026-04-10T12:27:00Z,42.11,59.90
2026-04-10T12:28:00Z,42.11,59.00
2026-04-10T12:29:00Z,42.11,59.00
2026-04-10T12:30:00Z,42.11,59.00
2026-04-10T12:31:00Z,42.11,59.00
2026-04-10T12:32:00Z,42.11,59.96
2026-04-10T12:34:00Z,42.11,59.63
2026-04-10T12:39:00Z,42.11,60.00
2026-04-10T12:41:00Z,42.11,60.00
2026-04-10T12:44:00Z,42.11,60.00
2026-04-10T12:45:00Z,42.11,60.00
2026-04-10T12:47:00Z,42.11,60.00
2026-04-10T12:49:00Z,42.11,60.00
2026-04-10T12:50:00Z,42.11,60.00
2026-04-10T12:51:00Z,42.11,60.00
2026-04-10T12:52:00Z,42.00,60.05
2026-04-10T12:53:00Z,42.00,58.00
2026-04-10T12:54:00Z,42.00,61.00
2026-04-10T12:57:00Z,42.00,60.00
2026-04-10T12:58:00Z,42.00,58.00
2026-04-10T12:59:00Z,41.00,60.00
2026-04-10T13:00:00Z,41.00,60.00
2026-04-10T13:01:00Z,41.00,60.00
2026-04-10T13:02:00Z,39.07,62.34
2026-04-10T13:03:00Z,41.48,60.67
2026-04-10T13:05:00Z,40.00,59.00
2026-04-10T13:06:00Z,42.47,56.28
2026-04-10T13:07:00Z,44.71,57.30
2026-04-10T13:08:00Z,44.71,58.45
2026-04-10T13:09:00Z,40.00,61.63
2026-04-10T13:10:00Z,36.48,62.77
2026-04-10T13:11:00Z,36.74,62.96
2026-04-10T13:12:00Z,33.26,67.81
2026-04-10T13:13:00Z,27.04,75.11
2026-04-10T13:14:00Z,25.71,74.45
2026-04-10T13:15:00Z,28.55,71.76
2026-04-10T13:16:00Z,32.33,67.82
2026-04-10T13:17:00Z,33.01,69.54
2026-04-10T13:18:00Z,27.97,72.92
2026-04-10T13:19:00Z,24.40,76.15
2026-04-10T13:20:00Z,24.00,77.00
2026-04-10T13:21:00Z,25.51,74.97
2026-04-10T13:22:00Z,27.84,73.00
2026-04-10T13:23:00Z,27.93,72.12
2026-04-10T13:24:00Z,26.29,75.15
2026-04-10T13:25:00Z,25.21,76.18
2026-04-10T13:26:00Z,27.39,73.65
2026-04-10T13:27:00Z,29.98,70.37
2026-04-10T13:28:00Z,33.35,69.18
2026-04-10T13:29:00Z,37.05,66.12
2026-04-10T13:30:00Z,43.76,57.64
2026-04-10T13:31:00Z,44.03,58.33
2026-04-10T13:32:00Z,43.18,59.22
2026-04-10T13:33:00Z,40.84,61.75
2026-04-10T13:34:00Z,38.02,64.65
2026-04-10T13:35:00Z,45.29,57.82
2026-04-10T13:36:00Z,48.96,53.26
2026-04-10T13:37:00Z,52.64,56.56
2026-04-10T13:38:00Z,44.01,57.99
2026-04-10T13:39:00Z,47.80,55.47
2026-04-10T13:40:00Z,47.02,53.73
2026-04-10T13:41:00Z,47.99,52.71
2026-04-10T13:42:00Z,44.43,55.51
2026-04-10T13:43:00Z,44.81,56.41
2026-04-10T13:44:00Z,43.99,56.12
2026-04-10T13:45:00Z,46.55,54.29
2026-04-10T13:46:00Z,45.69,54.62
2026-04-10T13:47:00Z,42.99,59.22
2026-04-10T13:48:00Z,46.95,54.83
2026-04-10T13:49:00Z,46.78,56.34
2026-04-10T13:50:00Z,42.33,59.68
2026-04-10T13:51:00Z,41.78,59.47
2026-04-10T13:52:00Z,42.24,57.95
2026-04-10T13:53:00Z,41.76,61.03
2026-04-10T13:54:00Z,43.84,62.01
2026-04-10T13:55:00Z,40.52,60.95
2026-04-10T13:56:00Z,43.33,59.65
2026-04-10T13:57:00Z,46.25,55.46
2026-04-10T13:58:00Z,50.35,52.58
2026-04-10T13:59:00Z,43.93,57.62
2026-04-10T14:00:00Z,40.80,60.28
2026-04-10T14:01:00Z,41.33,58.95
2026-04-10T14:02:00Z,44.94,55.19
2026-04-10T14:03:00Z,43.48,57.87
2026-04-10T14:04:00Z,33.42,67.93
2026-04-10T14:05:00Z,37.76,65.27
2026-04-10T14:06:00Z,44.29,61.15
2026-04-10T14:07:00Z,39.27,63.22
2026-04-10T14:08:00Z,43.10,55.77
2026-04-10T14:09:00Z,38.72,63.43
2026-04-10T14:10:00Z,32.23,69.10
2026-04-10T14:11:00Z,24.54,72.24
2026-04-10T14:12:00Z,33.77,69.24
2026-04-10T14:13:00Z,36.58,66.98
2026-04-10T14:14:00Z,46.68,51.50
2026-04-10T14:15:00Z,49.24,51.38
2026-04-10T14:16:00Z,42.11,67.64
2026-04-10T14:17:00Z,25.35,76.24
2026-04-10T14:18:00Z,24.47,75.31
2026-04-10T14:19:00Z,24.79,75.28
2026-04-10T14:20:00Z,25.81,75.35
2026-04-10T14:21:00Z,25.48,75.57
2026-04-10T14:22:00Z,26.00,74.36
2026-04-10T14:23:00Z,26.85,74.89
2026-04-10T14:24:00Z,20.29,79.97
2026-04-10T14:25:00Z,19.34,82.72
2026-04-10T14:26:00Z,12.94,87.21
2026-04-10T14:27:00Z,10.05,89.89
2026-04-10T14:28:00Z,9.30,91.12
2026-04-10T14:29:00Z,9.79,90.64
2026-04-10T14:30:00Z,12.28,88.91
2026-04-10T14:31:00Z,9.56,90.78
2026-04-10T14:32:00Z,9.01,91.75
2026-04-10T14:33:00Z,10.75,90.43
2026-04-10T14:34:00Z,12.82,88.06
2026-04-10T14:35:00Z,11.93,90.16
2026-04-10T14:36:00Z,11.15,89.04
2026-04-10T14:37:00Z,11.24,89.75
2026-04-10T14:38:00Z,10.84,91.27
2026-04-10T14:39:00Z,10.52,90.86
2026-04-10T14:40:00Z,8.35,94.86
2026-04-10T14:41:00Z,8.49,92.13
2026-04-10T14:42:00Z,9.93,91.23
2026-04-10T14:43:00Z,16.27,84.72
2026-04-10T14:44:00Z,14.12,84.80
2026-04-10T14:45:00Z,16.98,85.15
2026-04-10T14:46:00Z,20.70,76.64
2026-04-10T14:47:00Z,21.91,76.55
2026-04-10T14:48:00Z,22.29,77.35
2026-04-10T14:49:00Z,26.59,73.10
2026-04-10T14:50:00Z,28.26,71.68
2026-04-10T14:51:00Z,27.64,72.70
2026-04-10T14:52:00Z,31.07,67.92
2026-04-10T14:53:00Z,31.23,69.02
2026-04-10T14:54:00Z,30.20,69.32
2026-04-10T14:55:00Z,26.40,73.86
2026-04-10T14:56:00Z,25.92,77.83
2026-04-10T14:57:00Z,26.41,73.08
2026-04-10T14:58:00Z,24.82,74.36
2026-04-10T14:59:00Z,26.23,73.66
2026-04-10T15:00:00Z,31.61,69.56
2026-04-10T15:01:00Z,30.55,70.40
2026-04-10T15:02:00Z,31.12,68.39
2026-04-10T15:03:00Z,30.58,69.67
2026-04-10T15:04:00Z,32.72,67.73
2026-04-10T15:05:00Z,32.59,64.72
2026-04-10T15:06:00Z,35.74,68.94
2026-04-10T15:07:00Z,27.79,75.65
2026-04-10T15:08:00Z,25.15,74.41
2026-04-10T15:09:00Z,25.78,73.51
2026-04-10T15:10:00Z,26.08,76.99
2026-04-10T15:11:00Z,24.13,76.28
2026-04-10T15:12:00Z,23.53,75.43
2026-04-10T15:13:00Z,24.75,76.83
2026-04-10T15:14:00Z,29.64,72.45
2026-04-10T15:15:00Z,29.88,70.86
2026-04-10T15:16:00Z,28.83,73.17
2026-04-10T15:17:00Z,23.41,76.13
2026-04-10T15:18:00Z,22.60,78.44
2026-04-10T15:19:00Z,21.00,81.10
2026-04-10T15:20:00Z,25.33,75.70
2026-04-10T15:21:00Z,25.77,74.97
2026-04-10T15:22:00Z,21.65,74.31
2026-04-10T15:23:00Z,26.37,74.25
2026-04-10T15:24:00Z,32.91,66.53
2026-04-10T15:25:00Z,44.68,54.84
2026-04-10T15:26:00Z,42.52,59.23
2026-04-10T15:27:00Z,28.27,66.17
2026-04-10T15:28:00Z,25.14,74.29
2026-04-10T15:29:00Z,25.57,73.74
2026-04-10T15:30:00Z,23.00,76.65
2026-04-10T15:31:00Z,22.16,79.67
2026-04-10T15:32:00Z,22.59,79.74
2026-04-10T15:33:00Z,25.24,74.69
2026-04-10T15:34:00Z,33.13,66.48
2026-04-10T15:35:00Z,36.26,65.19
2026-04-10T15:36:00Z,36.37,64.29
2026-04-10T15:37:00Z,34.85,67.63
2026-04-10T15:38:00Z,24.62,77.35
2026-04-10T15:39:00Z,9.57,90.44
2026-04-10T15:40:00Z,4.05,96.03
2026-04-10T15:41:00Z,3.40,95.56
2026-04-10T15:42:00Z,4.39,98.82
2026-04-10T15:43:00Z,4.39,99.00
2026-04-10T15:44:00Z,4.39,99.00
2026-04-10T15:45:00Z,4.39,99.00
2026-04-10T15:46:00Z,1.00,99.00
2026-04-10T15:47:00Z,1.00,99.00
