# event_ticker=KXATPCHALLENGERMATCH-26MAY15SMIIVA
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Keegan Smith
# fav_player=Ilya Ivashka
# dog_player=Keegan Smith
# kalshi_date=2026-05-15
timestamp,Keegan Smith,Ilya Ivashka
2026-05-15T04:37:00Z,48.00,54.00
2026-05-15T04:39:00Z,48.00,54.00
2026-05-15T04:46:00Z,48.00,55.00
2026-05-15T04:47:00Z,48.00,55.00
2026-05-15T04:48:00Z,48.00,55.00
2026-05-15T04:49:00Z,48.00,55.00
2026-05-15T04:50:00Z,48.00,55.00
2026-05-15T04:52:00Z,48.00,53.00
2026-05-15T04:53:00Z,48.00,53.00
2026-05-15T04:59:00Z,48.00,53.00
2026-05-15T05:02:00Z,48.00,54.00
2026-05-15T05:06:00Z,48.00,54.00
2026-05-15T05:08:00Z,48.00,54.89
2026-05-15T05:11:00Z,48.00,54.89
2026-05-15T05:12:00Z,48.00,55.00
2026-05-15T05:13:00Z,48.00,54.00
2026-05-15T05:14:00Z,47.00,54.00
2026-05-15T05:17:00Z,47.00,54.00
2026-05-15T05:18:00Z,47.00,54.00
2026-05-15T05:20:00Z,48.00,54.00
2026-05-15T05:22:00Z,48.00,54.00
2026-05-15T05:25:00Z,48.00,54.00
2026-05-15T05:26:00Z,48.00,54.00
2026-05-15T05:31:00Z,48.00,55.00
2026-05-15T05:35:00Z,48.00,54.00
2026-05-15T05:37:00Z,48.00,54.00
2026-05-15T05:40:00Z,48.00,54.00
2026-05-15T05:41:00Z,48.00,54.00
2026-05-15T05:49:00Z,48.00,55.00
2026-05-15T05:54:00Z,48.00,55.00
2026-05-15T05:56:00Z,47.00,55.00
2026-05-15T06:03:00Z,47.00,54.00
2026-05-15T06:06:00Z,48.00,54.00
2026-05-15T06:09:00Z,48.00,54.00
2026-05-15T06:10:00Z,48.00,54.00
2026-05-15T06:13:00Z,47.00,54.00
2026-05-15T06:14:00Z,47.00,53.27
2026-05-15T06:17:00Z,47.00,53.00
2026-05-15T06:22:00Z,48.00,53.00
2026-05-15T06:23:00Z,48.00,53.00
2026-05-15T06:27:00Z,48.00,53.72
2026-05-15T06:30:00Z,48.00,54.00
2026-05-15T06:34:00Z,48.00,54.00
2026-05-15T06:37:00Z,48.00,54.00
2026-05-15T06:38:00Z,48.00,54.00
2026-05-15T06:43:00Z,48.00,54.00
2026-05-15T06:47:00Z,48.00,54.00
2026-05-15T06:48:00Z,48.00,54.00
2026-05-15T06:52:00Z,48.00,54.00
2026-05-15T06:58:00Z,48.00,55.00
2026-05-15T07:07:00Z,48.00,55.00
2026-05-15T07:08:00Z,48.00,55.00
2026-05-15T07:10:00Z,48.00,55.00
2026-05-15T07:11:00Z,48.00,55.00
2026-05-15T07:14:00Z,48.00,55.00
2026-05-15T07:15:00Z,48.00,55.00
2026-05-15T07:20:00Z,48.00,55.00
2026-05-15T07:21:00Z,48.00,55.00
2026-05-15T07:22:00Z,48.00,55.00
2026-05-15T07:24:00Z,48.00,55.00
2026-05-15T07:25:00Z,48.00,55.00
2026-05-15T07:28:00Z,48.00,55.00
2026-05-15T07:29:00Z,48.00,54.00
2026-05-15T07:37:00Z,48.00,54.00
2026-05-15T07:45:00Z,48.00,54.00
2026-05-15T07:56:00Z,48.00,54.00
2026-05-15T08:01:00Z,48.00,53.23
2026-05-15T08:02:00Z,48.00,54.00
2026-05-15T08:04:00Z,48.00,54.00
2026-05-15T08:05:00Z,48.00,54.00
2026-05-15T08:09:00Z,48.00,54.00
2026-05-15T08:14:00Z,48.00,54.00
2026-05-15T08:16:00Z,48.00,54.00
2026-05-15T08:37:00Z,45.31,54.00
2026-05-15T08:42:00Z,47.00,54.00
2026-05-15T08:43:00Z,47.00,54.00
2026-05-15T08:44:00Z,47.00,54.00
2026-05-15T08:51:00Z,47.00,54.00
2026-05-15T08:54:00Z,47.00,54.00
2026-05-15T08:55:00Z,47.00,54.00
2026-05-15T09:03:00Z,47.00,54.00
2026-05-15T09:07:00Z,47.00,54.00
2026-05-15T09:14:00Z,47.00,54.00
2026-05-15T09:21:00Z,47.00,54.00
2026-05-15T09:35:00Z,47.00,54.00
2026-05-15T09:36:00Z,47.00,54.00
2026-05-15T09:43:00Z,47.00,54.00
2026-05-15T09:50:00Z,46.00,54.00
2026-05-15T09:51:00Z,46.00,54.00
2026-05-15T09:52:00Z,46.00,54.00
2026-05-15T09:53:00Z,46.00,54.00
2026-05-15T09:55:00Z,45.00,54.00
2026-05-15T10:06:00Z,45.00,54.00
2026-05-15T10:07:00Z,45.00,54.00
2026-05-15T10:11:00Z,47.00,54.00
2026-05-15T10:12:00Z,45.51,54.00
2026-05-15T10:13:00Z,43.08,57.00
2026-05-15T10:14:00Z,43.08,57.15
2026-05-15T10:15:00Z,43.08,59.00
2026-05-15T10:16:00Z,45.82,59.00
2026-05-15T10:17:00Z,47.69,52.63
2026-05-15T10:18:00Z,51.86,47.86
2026-05-15T10:19:00Z,54.43,45.23
2026-05-15T10:20:00Z,59.66,39.61
2026-05-15T10:21:00Z,64.00,39.61
2026-05-15T10:22:00Z,62.31,39.87
2026-05-15T10:23:00Z,64.80,37.79
2026-05-15T10:24:00Z,66.00,34.00
2026-05-15T10:25:00Z,64.29,35.01
2026-05-15T10:26:00Z,66.00,35.01
2026-05-15T10:27:00Z,66.00,32.00
2026-05-15T10:28:00Z,66.00,34.00
2026-05-15T10:29:00Z,66.87,34.00
2026-05-15T10:30:00Z,69.56,33.95
2026-05-15T10:31:00Z,67.37,33.02
2026-05-15T10:32:00Z,64.52,34.97
2026-05-15T10:33:00Z,69.00,32.00
2026-05-15T10:34:00Z,67.77,32.00
2026-05-15T10:35:00Z,67.77,34.92
2026-05-15T10:36:00Z,67.00,34.00
2026-05-15T10:37:00Z,66.83,36.95
2026-05-15T10:38:00Z,63.37,38.96
2026-05-15T10:39:00Z,65.04,34.17
2026-05-15T10:40:00Z,70.86,30.86
2026-05-15T10:41:00Z,72.27,28.61
2026-05-15T10:42:00Z,72.98,28.00
2026-05-15T10:43:00Z,69.27,31.00
2026-05-15T10:44:00Z,67.91,30.22
2026-05-15T10:45:00Z,65.63,38.28
2026-05-15T10:46:00Z,69.87,31.02
2026-05-15T10:47:00Z,66.22,31.81
2026-05-15T10:48:00Z,61.32,39.46
2026-05-15T10:49:00Z,66.82,30.51
2026-05-15T10:50:00Z,72.00,28.77
2026-05-15T10:51:00Z,72.00,28.94
2026-05-15T10:52:00Z,71.99,29.00
2026-05-15T10:53:00Z,71.34,29.00
2026-05-15T10:54:00Z,71.20,29.35
2026-05-15T10:55:00Z,74.47,26.55
2026-05-15T10:56:00Z,72.89,27.45
2026-05-15T10:57:00Z,70.00,30.89
2026-05-15T10:58:00Z,72.15,28.33
2026-05-15T10:59:00Z,74.00,27.94
2026-05-15T11:00:00Z,70.00,31.00
2026-05-15T11:01:00Z,72.82,27.45
2026-05-15T11:02:00Z,77.25,24.46
2026-05-15T11:03:00Z,73.59,21.85
2026-05-15T11:04:00Z,74.77,25.69
2026-05-15T11:05:00Z,79.26,20.49
2026-05-15T11:06:00Z,74.97,22.94
2026-05-15T11:07:00Z,80.92,21.14
2026-05-15T11:08:00Z,80.06,18.24
2026-05-15T11:09:00Z,79.68,23.15
2026-05-15T11:10:00Z,77.33,24.87
2026-05-15T11:11:00Z,81.06,25.08
2026-05-15T11:12:00Z,78.00,24.05
2026-05-15T11:13:00Z,77.50,22.49
2026-05-15T11:14:00Z,76.00,24.01
2026-05-15T11:15:00Z,76.00,26.00
2026-05-15T11:16:00Z,75.08,24.00
2026-05-15T11:17:00Z,80.00,21.12
2026-05-15T11:18:00Z,81.18,18.51
2026-05-15T11:19:00Z,84.06,17.11
2026-05-15T11:20:00Z,85.02,18.58
2026-05-15T11:21:00Z,80.24,21.09
2026-05-15T11:22:00Z,84.96,17.74
2026-05-15T11:23:00Z,84.23,18.02
2026-05-15T11:24:00Z,85.37,15.86
2026-05-15T11:25:00Z,93.11,6.99
2026-05-15T11:26:00Z,94.39,6.49
2026-05-15T11:27:00Z,94.02,5.40
2026-05-15T11:28:00Z,95.56,3.91
2026-05-15T11:29:00Z,95.13,4.32
2026-05-15T11:30:00Z,96.00,5.00
2026-05-15T11:31:00Z,95.77,5.24
2026-05-15T11:32:00Z,95.60,5.94
2026-05-15T11:33:00Z,96.07,5.33
2026-05-15T11:34:00Z,97.00,2.94
2026-05-15T11:35:00Z,96.43,3.00
2026-05-15T11:36:00Z,97.00,3.13
2026-05-15T11:37:00Z,96.82,3.64
2026-05-15T11:38:00Z,96.64,4.00
2026-05-15T11:39:00Z,97.16,3.31
2026-05-15T11:40:00Z,98.86,1.46
2026-05-15T11:41:00Z,99.00,1.00
2026-05-15T11:42:00Z,99.00,1.00
