# event_ticker=KXATPMATCH-26JAN11MACDUC
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Tomas Machac
# fav_player=James Duckworth
# dog_player=Tomas Machac
# kalshi_date=2026-01-11
timestamp,James Duckworth,Tomas Machac
2026-01-12T22:39:00Z,42.00,60.00
2026-01-12T22:43:00Z,42.00,60.00
2026-01-12T22:45:00Z,42.00,60.00
2026-01-12T22:46:00Z,42.00,60.00
2026-01-12T22:52:00Z,42.00,60.00
2026-01-12T23:00:00Z,42.00,60.00
2026-01-12T23:17:00Z,42.00,60.00
2026-01-12T23:34:00Z,42.00,60.13
2026-01-12T23:36:00Z,41.00,60.13
2026-01-12T23:42:00Z,41.00,60.00
2026-01-12T23:44:00Z,42.00,60.00
2026-01-12T23:57:00Z,42.00,60.00
2026-01-13T00:01:00Z,42.00,60.00
2026-01-13T00:04:00Z,42.00,59.00
2026-01-13T00:07:00Z,42.00,59.00
2026-01-13T00:09:00Z,42.00,59.00
2026-01-13T00:18:00Z,42.00,59.01
2026-01-13T00:26:00Z,42.00,59.00
2026-01-13T00:31:00Z,42.00,59.00
2026-01-13T00:33:00Z,42.00,59.00
2026-01-13T00:35:00Z,42.00,59.00
2026-01-13T00:37:00Z,42.00,59.00
2026-01-13T00:38:00Z,42.00,59.00
2026-01-13T00:39:00Z,42.00,59.00
2026-01-13T00:40:00Z,42.00,59.00
2026-01-13T00:41:00Z,43.00,58.00
2026-01-13T00:43:00Z,43.00,55.28
2026-01-13T00:44:00Z,43.00,57.35
2026-01-13T00:45:00Z,43.00,57.00
2026-01-13T00:46:00Z,43.00,63.00
2026-01-13T00:47:00Z,51.57,63.00
2026-01-13T00:48:00Z,48.00,52.32
2026-01-13T00:49:00Z,48.00,52.00
2026-01-13T00:50:00Z,53.44,50.00
2026-01-13T00:51:00Z,53.44,50.00
2026-01-13T00:53:00Z,47.00,55.00
2026-01-13T00:54:00Z,50.00,52.00
2026-01-13T00:55:00Z,52.00,49.00
2026-01-13T00:57:00Z,52.00,49.00
2026-01-13T00:58:00Z,56.00,46.84
2026-01-13T00:59:00Z,47.16,51.74
2026-01-13T01:00:00Z,47.04,53.00
2026-01-13T01:01:00Z,41.21,59.64
2026-01-13T01:03:00Z,46.00,54.03
2026-01-13T01:04:00Z,31.58,68.58
2026-01-13T01:05:00Z,23.00,76.89
2026-01-13T01:06:00Z,24.00,77.00
2026-01-13T01:07:00Z,24.00,77.00
2026-01-13T01:08:00Z,21.00,80.92
2026-01-13T01:09:00Z,19.13,80.92
2026-01-13T01:10:00Z,22.00,79.00
2026-01-13T01:11:00Z,23.00,79.00
2026-01-13T01:12:00Z,22.00,80.00
2026-01-13T01:13:00Z,17.02,79.72
2026-01-13T01:14:00Z,18.61,82.53
2026-01-13T01:15:00Z,18.00,82.00
2026-01-13T01:16:00Z,16.00,85.00
2026-01-13T01:17:00Z,16.00,86.00
2026-01-13T01:18:00Z,16.00,86.00
2026-01-13T01:19:00Z,16.00,86.00
2026-01-13T01:20:00Z,15.00,86.00
2026-01-13T01:21:00Z,14.00,86.00
2026-01-13T01:22:00Z,13.00,87.00
2026-01-13T01:24:00Z,11.46,87.83
2026-01-13T01:25:00Z,10.58,91.00
2026-01-13T01:26:00Z,5.25,94.80
2026-01-13T01:27:00Z,2.02,97.62
2026-01-13T01:28:00Z,2.00,97.22
2026-01-13T01:29:00Z,4.80,98.70
2026-01-13T01:30:00Z,3.00,98.70
2026-01-13T01:31:00Z,2.41,97.00
2026-01-13T01:33:00Z,3.00,97.00
2026-01-13T01:34:00Z,3.00,98.39
2026-01-13T01:35:00Z,3.00,98.00
2026-01-13T01:36:00Z,3.47,97.00
2026-01-13T01:37:00Z,6.51,92.63
2026-01-13T01:38:00Z,7.65,94.35
2026-01-13T01:39:00Z,3.00,97.67
2026-01-13T01:40:00Z,2.65,99.00
2026-01-13T01:41:00Z,2.65,98.00
2026-01-13T01:42:00Z,6.00,97.67
2026-01-13T01:43:00Z,3.00,99.00
2026-01-13T01:44:00Z,4.00,99.00
2026-01-13T01:45:00Z,1.59,98.72
2026-01-13T01:46:00Z,1.00,99.00
2026-01-13T01:47:00Z,3.00,98.00
2026-01-13T01:48:00Z,3.00,98.00
2026-01-13T01:49:00Z,2.81,97.50
2026-01-13T01:50:00Z,4.00,97.50
2026-01-13T01:54:00Z,4.00,99.00
2026-01-13T01:56:00Z,4.00,99.00
2026-01-13T02:00:00Z,1.00,99.00
