# event_ticker=KXATPMATCH-26MAY17ATMETC
# final_score=6-2 7-6(4)
# score_resolution=2-6 6-7
# match_winner=Tomas Martin Etcheverry
# fav_player=Terence Atmane
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-05-17
timestamp,Terence Atmane,Tomas Martin Etcheverry
2026-05-18T11:05:00Z,33.00,68.00
2026-05-18T11:09:00Z,33.00,68.00
2026-05-18T11:10:00Z,33.00,68.00
2026-05-18T11:13:00Z,33.00,68.00
2026-05-18T11:16:00Z,33.00,68.00
2026-05-18T11:18:00Z,33.00,68.00
2026-05-18T11:22:00Z,33.00,68.00
2026-05-18T11:25:00Z,33.00,68.00
2026-05-18T11:26:00Z,33.00,68.00
2026-05-18T11:28:00Z,33.00,68.00
2026-05-18T11:33:00Z,33.00,68.00
2026-05-18T11:35:00Z,34.00,68.00
2026-05-18T11:37:00Z,34.00,68.00
2026-05-18T11:38:00Z,34.00,68.00
2026-05-18T11:39:00Z,34.00,68.00
2026-05-18T11:48:00Z,34.00,68.00
2026-05-18T11:50:00Z,34.00,68.00
2026-05-18T11:51:00Z,34.00,68.00
2026-05-18T11:55:00Z,34.00,68.00
2026-05-18T11:56:00Z,34.00,68.00
2026-05-18T11:57:00Z,34.00,68.00
2026-05-18T11:58:00Z,34.00,68.00
2026-05-18T12:01:00Z,34.00,68.00
2026-05-18T12:02:00Z,34.00,68.00
2026-05-18T12:09:00Z,34.00,68.00
2026-05-18T12:10:00Z,34.00,68.00
2026-05-18T12:11:00Z,34.00,68.00
2026-05-18T12:12:00Z,34.00,67.73
2026-05-18T12:13:00Z,34.00,68.00
2026-05-18T12:14:00Z,34.00,68.00
2026-05-18T12:15:00Z,34.00,68.00
2026-05-18T12:17:00Z,33.00,68.00
2026-05-18T12:18:00Z,33.00,68.00
2026-05-18T12:19:00Z,34.00,68.00
2026-05-18T12:20:00Z,34.00,68.00
2026-05-18T12:21:00Z,34.00,68.00
2026-05-18T12:22:00Z,34.00,67.99
2026-05-18T12:23:00Z,33.00,68.41
2026-05-18T12:24:00Z,32.17,67.00
2026-05-18T12:25:00Z,32.00,70.41
2026-05-18T12:26:00Z,32.00,69.70
2026-05-18T12:27:00Z,29.69,73.72
2026-05-18T12:28:00Z,27.00,73.23
2026-05-18T12:29:00Z,19.67,79.45
2026-05-18T12:30:00Z,20.00,81.00
2026-05-18T12:31:00Z,16.00,82.46
2026-05-18T12:32:00Z,18.12,82.33
2026-05-18T12:33:00Z,18.12,82.21
2026-05-18T12:34:00Z,18.12,81.01
2026-05-18T12:35:00Z,17.00,82.98
2026-05-18T12:36:00Z,18.55,82.90
2026-05-18T12:37:00Z,18.55,82.77
2026-05-18T12:38:00Z,17.00,85.00
2026-05-18T12:39:00Z,18.00,82.30
2026-05-18T12:40:00Z,18.86,82.81
2026-05-18T12:41:00Z,19.00,82.81
2026-05-18T12:42:00Z,19.00,83.00
2026-05-18T12:43:00Z,19.00,82.79
2026-05-18T12:44:00Z,19.00,81.47
2026-05-18T12:45:00Z,22.39,77.97
2026-05-18T12:46:00Z,24.61,77.61
2026-05-18T12:47:00Z,19.88,81.02
2026-05-18T12:48:00Z,13.29,83.00
2026-05-18T12:49:00Z,15.00,86.00
2026-05-18T12:50:00Z,16.00,85.33
2026-05-18T12:51:00Z,16.00,86.74
2026-05-18T12:52:00Z,12.00,88.10
2026-05-18T12:53:00Z,12.00,89.00
2026-05-18T12:54:00Z,11.00,90.00
2026-05-18T12:55:00Z,11.00,90.00
2026-05-18T12:56:00Z,11.00,90.00
2026-05-18T12:57:00Z,10.98,90.99
2026-05-18T12:58:00Z,9.97,89.00
2026-05-18T12:59:00Z,9.97,90.00
2026-05-18T13:00:00Z,11.00,90.00
2026-05-18T13:01:00Z,11.00,90.00
2026-05-18T13:02:00Z,11.00,90.00
2026-05-18T13:03:00Z,11.00,90.00
2026-05-18T13:04:00Z,11.00,89.76
2026-05-18T13:05:00Z,11.00,90.00
2026-05-18T13:06:00Z,11.00,89.34
2026-05-18T13:07:00Z,11.00,90.00
2026-05-18T13:08:00Z,11.00,89.95
2026-05-18T13:09:00Z,12.00,88.00
2026-05-18T13:10:00Z,12.98,88.13
2026-05-18T13:11:00Z,13.37,87.12
2026-05-18T13:12:00Z,12.99,87.64
2026-05-18T13:13:00Z,11.55,88.93
2026-05-18T13:14:00Z,13.42,88.00
2026-05-18T13:15:00Z,14.00,87.00
2026-05-18T13:16:00Z,13.58,87.00
2026-05-18T13:17:00Z,15.96,86.06
2026-05-18T13:18:00Z,14.77,85.01
2026-05-18T13:19:00Z,13.10,87.68
2026-05-18T13:20:00Z,11.04,87.94
2026-05-18T13:21:00Z,16.15,86.05
2026-05-18T13:22:00Z,14.00,86.82
2026-05-18T13:23:00Z,14.99,87.30
2026-05-18T13:24:00Z,14.10,86.00
2026-05-18T13:25:00Z,15.90,85.00
2026-05-18T13:26:00Z,16.00,85.00
2026-05-18T13:27:00Z,16.07,84.98
2026-05-18T13:28:00Z,15.01,85.22
2026-05-18T13:29:00Z,15.69,84.77
2026-05-18T13:30:00Z,15.00,85.93
2026-05-18T13:31:00Z,14.00,86.00
2026-05-18T13:32:00Z,13.07,87.02
2026-05-18T13:33:00Z,15.09,84.07
2026-05-18T13:34:00Z,17.73,83.00
2026-05-18T13:35:00Z,17.87,83.00
2026-05-18T13:36:00Z,17.01,83.05
2026-05-18T13:37:00Z,14.99,85.98
2026-05-18T13:38:00Z,15.00,86.04
2026-05-18T13:39:00Z,15.73,84.41
2026-05-18T13:40:00Z,18.24,83.00
2026-05-18T13:41:00Z,18.05,82.91
2026-05-18T13:42:00Z,17.72,83.00
2026-05-18T13:43:00Z,16.01,84.82
2026-05-18T13:44:00Z,15.00,83.27
2026-05-18T13:45:00Z,14.10,86.30
2026-05-18T13:46:00Z,15.96,84.92
2026-05-18T13:47:00Z,16.71,83.04
2026-05-18T13:48:00Z,16.97,83.85
2026-05-18T13:49:00Z,16.41,84.24
2026-05-18T13:50:00Z,15.22,86.29
2026-05-18T13:51:00Z,13.44,86.87
2026-05-18T13:52:00Z,13.30,87.00
2026-05-18T13:53:00Z,10.17,90.51
2026-05-18T13:54:00Z,6.13,93.46
2026-05-18T13:55:00Z,5.11,94.17
2026-05-18T13:56:00Z,8.45,92.19
2026-05-18T13:57:00Z,7.76,94.25
2026-05-18T13:58:00Z,6.71,94.89
2026-05-18T13:59:00Z,3.70,96.72
2026-05-18T14:00:00Z,6.20,95.00
2026-05-18T14:01:00Z,4.85,94.98
2026-05-18T14:02:00Z,1.14,98.72
2026-05-18T14:03:00Z,1.00,99.00
2026-05-18T14:04:00Z,1.00,99.00
