# event_ticker=KXATPMATCH-25SEP25ATMZHA
# final_score=6-4 6-2
# match_winner=Terence Atmane
# fav_player=Terence Atmane
# dog_player=Zhizhen Zhang
# kalshi_date=2025-09-25
timestamp,Terence Atmane,Zhizhen Zhang
2025-09-24T20:30:00Z,,96.00
2025-09-24T20:51:00Z,62.00,96.00
2025-09-24T21:41:00Z,59.00,96.00
2025-09-24T22:04:00Z,58.00,96.00
2025-09-24T22:43:00Z,58.00,96.00
2025-09-24T22:46:00Z,58.00,96.00
2025-09-24T23:12:00Z,58.00,42.99
2025-09-25T00:54:00Z,58.00,42.99
2025-09-25T02:14:00Z,58.00,43.76
2025-09-25T02:17:00Z,58.00,44.00
2025-09-25T02:34:00Z,58.00,44.00
2025-09-25T03:07:00Z,58.00,44.00
2025-09-25T03:12:00Z,58.00,44.00
2025-09-25T03:31:00Z,58.00,44.00
2025-09-25T03:59:00Z,58.00,44.00
2025-09-25T04:11:00Z,58.00,44.00
2025-09-25T04:12:00Z,58.00,44.00
2025-09-25T04:31:00Z,58.00,41.00
2025-09-25T04:34:00Z,61.00,38.00
2025-09-25T04:35:00Z,61.00,37.00
2025-09-25T04:48:00Z,63.00,39.00
2025-09-25T05:04:00Z,63.00,39.00
2025-09-25T05:07:00Z,63.00,39.00
2025-09-25T05:08:00Z,63.00,39.00
2025-09-25T05:09:00Z,63.99,39.00
2025-09-25T05:10:00Z,63.80,39.00
2025-09-25T05:14:00Z,64.00,39.00
2025-09-25T05:16:00Z,64.00,37.00
2025-09-25T05:17:00Z,64.00,37.00
2025-09-25T05:22:00Z,64.00,37.00
2025-09-25T05:29:00Z,64.00,37.00
2025-09-25T05:31:00Z,64.00,37.00
2025-09-25T05:37:00Z,64.00,37.00
2025-09-25T05:38:00Z,64.00,37.00
2025-09-25T05:58:00Z,64.00,37.00
2025-09-25T06:03:00Z,64.00,37.00
2025-09-25T06:06:00Z,64.00,37.00
2025-09-25T06:12:00Z,64.00,37.00
2025-09-25T06:16:00Z,64.00,37.00
2025-09-25T06:17:00Z,65.00,37.00
2025-09-25T06:21:00Z,65.00,37.00
2025-09-25T06:22:00Z,65.00,37.00
2025-09-25T06:23:00Z,65.00,37.00
2025-09-25T06:33:00Z,65.00,39.00
2025-09-25T06:36:00Z,64.21,39.00
2025-09-25T06:45:00Z,64.21,38.54
2025-09-25T06:46:00Z,64.21,39.00
2025-09-25T06:48:00Z,63.76,39.00
2025-09-25T06:51:00Z,64.00,39.00
2025-09-25T06:53:00Z,64.45,39.00
2025-09-25T06:58:00Z,64.00,39.00
2025-09-25T09:01:00Z,80.19,4.00
