# event_ticker=KXATPMATCH-26APR22DZUBEL
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Damir Dzumhur
# fav_player=Mattia Bellucci
# dog_player=Damir Dzumhur
# kalshi_date=2026-04-22
timestamp,Damir Dzumhur,Mattia Bellucci
2026-04-22T06:06:00Z,49.00,53.00
2026-04-22T06:08:00Z,49.00,53.00
2026-04-22T06:10:00Z,49.00,53.00
2026-04-22T06:19:00Z,49.00,53.00
2026-04-22T06:21:00Z,49.00,53.00
2026-04-22T06:24:00Z,49.00,53.00
2026-04-22T06:26:00Z,49.00,53.00
2026-04-22T06:27:00Z,49.00,53.00
2026-04-22T06:29:00Z,49.00,53.00
2026-04-22T06:31:00Z,49.00,53.00
2026-04-22T06:33:00Z,49.00,51.00
2026-04-22T06:34:00Z,49.00,51.00
2026-04-22T06:35:00Z,49.00,53.00
2026-04-22T06:41:00Z,49.00,53.00
2026-04-22T06:43:00Z,49.00,53.00
2026-04-22T06:44:00Z,49.00,53.00
2026-04-22T06:45:00Z,49.00,53.00
2026-04-22T06:51:00Z,49.00,53.00
2026-04-22T06:53:00Z,49.00,53.00
2026-04-22T07:05:00Z,49.00,54.00
2026-04-22T07:10:00Z,49.00,51.00
2026-04-22T07:14:00Z,49.00,54.00
2026-04-22T07:19:00Z,49.00,54.00
2026-04-22T07:25:00Z,48.00,54.00
2026-04-22T07:59:00Z,48.00,54.00
2026-04-22T08:02:00Z,48.00,54.00
2026-04-22T08:32:00Z,48.00,53.00
2026-04-22T09:06:00Z,48.00,53.00
2026-04-22T09:11:00Z,48.00,53.00
2026-04-22T09:13:00Z,48.00,53.67
2026-04-22T09:24:00Z,48.00,53.67
2026-04-22T09:26:00Z,48.00,54.00
2026-04-22T09:33:00Z,48.00,54.00
2026-04-22T09:42:00Z,48.00,54.00
2026-04-22T09:45:00Z,48.00,54.00
2026-04-22T09:46:00Z,48.00,54.00
2026-04-22T09:51:00Z,48.00,54.00
2026-04-22T09:52:00Z,48.00,55.00
2026-04-22T09:55:00Z,48.00,55.00
2026-04-22T09:56:00Z,48.00,55.00
2026-04-22T09:57:00Z,48.00,55.00
2026-04-22T10:00:00Z,48.00,55.00
2026-04-22T10:01:00Z,48.00,55.00
2026-04-22T10:07:00Z,48.00,55.00
2026-04-22T10:11:00Z,48.00,55.00
2026-04-22T10:12:00Z,48.00,55.00
2026-04-22T10:14:00Z,48.00,55.00
2026-04-22T10:16:00Z,46.00,55.00
2026-04-22T10:17:00Z,46.00,54.00
2026-04-22T10:18:00Z,46.00,55.00
2026-04-22T10:22:00Z,46.00,55.68
2026-04-22T10:25:00Z,46.00,56.00
2026-04-22T10:27:00Z,46.00,56.44
2026-04-22T10:29:00Z,46.00,56.00
2026-04-22T10:36:00Z,46.00,56.00
2026-04-22T10:38:00Z,46.00,54.63
2026-04-22T10:39:00Z,46.00,56.56
2026-04-22T10:40:00Z,46.00,56.56
2026-04-22T10:41:00Z,46.00,56.56
2026-04-22T10:42:00Z,46.00,56.56
2026-04-22T10:43:00Z,46.00,56.56
2026-04-22T10:47:00Z,46.00,57.00
2026-04-22T10:48:00Z,46.00,57.00
2026-04-22T10:49:00Z,46.00,57.00
2026-04-22T10:50:00Z,45.00,57.00
2026-04-22T10:51:00Z,45.00,57.00
2026-04-22T10:52:00Z,45.00,57.00
2026-04-22T10:53:00Z,46.00,56.00
2026-04-22T10:54:00Z,46.00,56.00
2026-04-22T10:55:00Z,46.00,56.00
2026-04-22T10:56:00Z,46.00,57.00
2026-04-22T10:57:00Z,46.00,57.00
2026-04-22T10:58:00Z,46.00,57.00
2026-04-22T10:59:00Z,46.00,57.00
2026-04-22T11:00:00Z,46.00,54.19
2026-04-22T11:01:00Z,46.00,54.19
2026-04-22T11:02:00Z,46.00,56.00
2026-04-22T11:03:00Z,46.00,56.00
2026-04-22T11:04:00Z,46.24,56.00
2026-04-22T11:05:00Z,46.90,56.00
2026-04-22T11:06:00Z,46.90,55.35
2026-04-22T11:07:00Z,45.00,57.00
2026-04-22T11:08:00Z,39.00,58.21
2026-04-22T11:09:00Z,44.04,55.44
2026-04-22T11:10:00Z,44.00,56.45
2026-04-22T11:11:00Z,46.60,53.18
2026-04-22T11:12:00Z,52.71,51.42
2026-04-22T11:13:00Z,44.91,54.79
2026-04-22T11:14:00Z,44.24,57.97
2026-04-22T11:15:00Z,47.67,54.92
2026-04-22T11:16:00Z,48.65,54.45
2026-04-22T11:17:00Z,49.22,51.36
2026-04-22T11:18:00Z,50.52,50.78
2026-04-22T11:19:00Z,53.87,47.18
2026-04-22T11:20:00Z,50.47,50.20
2026-04-22T11:21:00Z,50.29,51.96
2026-04-22T11:22:00Z,57.22,43.49
2026-04-22T11:23:00Z,64.21,41.96
2026-04-22T11:24:00Z,65.00,36.72
2026-04-22T11:25:00Z,68.24,37.50
2026-04-22T11:26:00Z,67.15,33.00
2026-04-22T11:27:00Z,71.28,30.29
2026-04-22T11:28:00Z,73.04,29.05
2026-04-22T11:29:00Z,76.74,22.58
2026-04-22T11:30:00Z,79.00,21.82
2026-04-22T11:31:00Z,78.94,23.03
2026-04-22T11:32:00Z,76.06,24.05
2026-04-22T11:33:00Z,72.53,29.39
2026-04-22T11:34:00Z,72.90,30.11
2026-04-22T11:35:00Z,69.78,31.98
2026-04-22T11:36:00Z,73.68,29.47
2026-04-22T11:37:00Z,77.49,23.88
2026-04-22T11:38:00Z,78.68,21.23
2026-04-22T11:39:00Z,79.00,22.00
2026-04-22T11:40:00Z,80.67,19.64
2026-04-22T11:41:00Z,80.65,21.23
2026-04-22T11:42:00Z,78.35,20.72
2026-04-22T11:43:00Z,78.67,22.00
2026-04-22T11:44:00Z,79.25,22.00
2026-04-22T11:45:00Z,79.91,21.96
2026-04-22T11:46:00Z,78.88,22.60
2026-04-22T11:47:00Z,79.00,22.99
2026-04-22T11:48:00Z,76.48,26.10
2026-04-22T11:49:00Z,75.91,25.91
2026-04-22T11:50:00Z,76.14,24.11
2026-04-22T11:51:00Z,76.46,27.42
2026-04-22T11:52:00Z,71.84,28.50
2026-04-22T11:53:00Z,67.45,32.57
2026-04-22T11:54:00Z,74.95,25.56
2026-04-22T11:55:00Z,77.41,25.49
2026-04-22T11:56:00Z,73.99,28.33
2026-04-22T11:57:00Z,71.81,29.18
2026-04-22T11:58:00Z,72.00,31.50
2026-04-22T11:59:00Z,68.72,30.60
2026-04-22T12:00:00Z,70.22,33.44
2026-04-22T12:01:00Z,74.68,25.15
2026-04-22T12:02:00Z,74.18,28.25
2026-04-22T12:03:00Z,70.17,30.70
2026-04-22T12:04:00Z,70.12,30.98
2026-04-22T12:05:00Z,70.00,31.90
2026-04-22T12:06:00Z,70.18,31.23
2026-04-22T12:07:00Z,73.75,28.13
2026-04-22T12:08:00Z,74.92,23.86
2026-04-22T12:09:00Z,75.11,25.05
2026-04-22T12:10:00Z,76.82,27.46
2026-04-22T12:11:00Z,84.87,12.54
2026-04-22T12:12:00Z,92.85,7.40
2026-04-22T12:13:00Z,93.37,7.46
2026-04-22T12:14:00Z,94.53,4.64
2026-04-22T12:15:00Z,96.97,3.57
2026-04-22T12:16:00Z,96.21,4.88
2026-04-22T12:17:00Z,95.05,5.48
2026-04-22T12:18:00Z,96.92,4.00
2026-04-22T12:19:00Z,96.42,4.90
2026-04-22T12:20:00Z,95.98,5.19
2026-04-22T12:21:00Z,95.70,5.30
2026-04-22T12:22:00Z,96.39,3.67
2026-04-22T12:23:00Z,98.99,1.40
2026-04-22T12:24:00Z,99.00,1.40
2026-04-22T12:25:00Z,99.00,1.40
2026-04-22T12:26:00Z,99.00,1.40
2026-04-22T12:27:00Z,99.00,1.40
