# event_ticker=KXATPCHALLENGERMATCH-26FEB13HARMAR
# final_score=6-7(6) 6-4 6-4
# score_resolution=6-7 6-4 6-4
# match_winner=Lloyd Harris
# fav_player=Lloyd Harris
# dog_player=Pol Martin Tiffon
# kalshi_date=2026-02-13
timestamp,Lloyd Harris,Pol Martin Tiffon
2026-02-13T00:29:00Z,73.00,27.00
2026-02-13T00:56:00Z,73.00,30.00
2026-02-13T00:57:00Z,73.00,30.00
2026-02-13T01:25:00Z,73.00,30.00
2026-02-13T01:46:00Z,73.00,30.00
2026-02-13T03:12:00Z,73.00,30.00
2026-02-13T03:39:00Z,73.00,30.00
2026-02-13T03:45:00Z,73.00,30.00
2026-02-13T04:00:00Z,73.00,30.00
2026-02-13T04:03:00Z,73.00,30.00
2026-02-13T04:08:00Z,73.00,30.00
2026-02-13T04:21:00Z,73.00,30.00
2026-02-13T04:57:00Z,73.00,30.47
2026-02-13T05:05:00Z,73.00,30.00
2026-02-13T05:16:00Z,72.00,30.00
2026-02-13T05:19:00Z,72.00,30.00
2026-02-13T05:44:00Z,72.00,28.00
2026-02-13T05:46:00Z,72.00,28.00
2026-02-13T05:52:00Z,72.00,28.00
2026-02-13T05:58:00Z,72.00,28.00
2026-02-13T05:59:00Z,72.00,28.00
2026-02-13T06:21:00Z,72.00,28.00
2026-02-13T06:24:00Z,72.00,28.00
2026-02-13T06:35:00Z,72.00,28.00
2026-02-13T06:53:00Z,72.00,28.00
2026-02-13T07:06:00Z,72.00,30.96
2026-02-13T07:07:00Z,72.00,31.00
2026-02-13T07:43:00Z,72.00,31.00
2026-02-13T07:55:00Z,72.00,31.00
2026-02-13T08:00:00Z,72.00,30.69
2026-02-13T08:11:00Z,72.00,30.69
2026-02-13T08:12:00Z,72.00,30.69
2026-02-13T08:46:00Z,71.88,30.69
2026-02-13T08:47:00Z,72.00,30.69
2026-02-13T08:49:00Z,72.00,30.69
2026-02-13T08:51:00Z,72.00,29.00
2026-02-13T08:55:00Z,72.00,29.00
2026-02-13T09:16:00Z,72.00,29.00
2026-02-13T09:18:00Z,72.00,31.00
2026-02-13T09:20:00Z,72.00,31.00
2026-02-13T09:25:00Z,72.00,31.00
2026-02-13T09:27:00Z,72.00,31.00
2026-02-13T09:28:00Z,69.00,31.00
2026-02-13T09:57:00Z,72.00,31.00
2026-02-13T09:59:00Z,72.00,30.00
2026-02-13T10:00:00Z,72.00,31.00
2026-02-13T10:05:00Z,72.00,31.00
2026-02-13T10:07:00Z,72.00,31.00
2026-02-13T10:13:00Z,72.00,31.00
2026-02-13T10:15:00Z,72.00,31.00
2026-02-13T10:17:00Z,72.00,31.00
2026-02-13T10:19:00Z,72.00,31.00
2026-02-13T10:23:00Z,72.00,30.00
2026-02-13T10:26:00Z,73.00,30.00
2026-02-13T10:29:00Z,73.00,30.00
2026-02-13T10:36:00Z,72.00,30.00
2026-02-13T10:37:00Z,72.00,29.00
2026-02-13T10:44:00Z,72.00,29.00
2026-02-13T10:47:00Z,72.00,29.00
2026-02-13T10:50:00Z,72.75,29.00
2026-02-13T10:51:00Z,73.00,29.00
2026-02-13T10:56:00Z,73.00,29.00
2026-02-13T10:57:00Z,73.00,28.00
2026-02-13T10:58:00Z,73.00,29.00
2026-02-13T10:59:00Z,72.00,29.00
2026-02-13T11:01:00Z,72.00,29.00
