# event_ticker=KXATPMATCH-26APR12NORWAW
# final_score=6-4 6-7(5) 6-4
# score_resolution=6-4 6-7 6-4
# match_winner=Cameron Norrie
# fav_player=Cameron Norrie
# dog_player=Stan Wawrinka
# kalshi_date=2026-04-12
timestamp,Cameron Norrie,Stan Wawrinka
2026-04-13T02:39:00Z,,23.00
2026-04-13T02:54:00Z,78.00,23.00
2026-04-13T03:01:00Z,78.00,23.00
2026-04-13T03:05:00Z,78.00,23.00
2026-04-13T03:08:00Z,78.00,23.00
2026-04-13T03:13:00Z,78.00,23.00
2026-04-13T03:15:00Z,78.00,23.00
2026-04-13T03:17:00Z,78.00,23.00
2026-04-13T03:18:00Z,78.00,23.00
2026-04-13T03:22:00Z,78.00,23.00
2026-04-13T03:23:00Z,78.00,23.00
2026-04-13T03:26:00Z,78.00,23.00
2026-04-13T03:33:00Z,78.00,23.00
2026-04-13T03:34:00Z,78.00,23.00
2026-04-13T03:39:00Z,77.00,23.00
2026-04-13T03:47:00Z,77.00,23.00
2026-04-13T03:52:00Z,78.00,23.00
2026-04-13T03:55:00Z,78.00,23.00
2026-04-13T03:58:00Z,78.00,23.00
2026-04-13T04:08:00Z,78.00,23.00
2026-04-13T04:11:00Z,78.65,23.00
2026-04-13T04:12:00Z,79.00,23.00
2026-04-13T04:36:00Z,79.00,23.00
2026-04-13T04:57:00Z,79.00,23.00
2026-04-13T04:59:00Z,78.00,23.00
2026-04-13T05:05:00Z,79.00,23.00
2026-04-13T05:08:00Z,79.00,23.00
2026-04-13T05:27:00Z,79.00,23.00
2026-04-13T05:31:00Z,79.00,23.00
2026-04-13T05:39:00Z,79.00,23.00
2026-04-13T05:40:00Z,78.00,23.00
2026-04-13T05:43:00Z,77.00,23.00
2026-04-13T05:53:00Z,77.00,23.00
2026-04-13T05:59:00Z,77.00,23.00
2026-04-13T06:14:00Z,77.00,23.00
2026-04-13T06:21:00Z,78.00,23.00
2026-04-13T06:24:00Z,78.00,23.00
2026-04-13T06:29:00Z,77.00,23.00
2026-04-13T06:30:00Z,77.00,23.00
2026-04-13T06:44:00Z,77.00,23.00
2026-04-13T06:51:00Z,78.00,23.00
2026-04-13T06:57:00Z,78.00,23.00
2026-04-13T06:58:00Z,78.00,23.00
2026-04-13T06:59:00Z,77.00,23.00
2026-04-13T07:43:00Z,77.00,23.00
2026-04-13T08:40:00Z,77.00,23.00
2026-04-13T09:08:00Z,78.00,23.00
2026-04-13T09:11:00Z,78.00,23.00
2026-04-13T09:19:00Z,78.00,23.00
2026-04-13T09:25:00Z,78.00,23.00
2026-04-13T09:48:00Z,78.00,23.00
2026-04-13T10:16:00Z,78.00,23.00
2026-04-13T10:24:00Z,78.00,23.00
2026-04-13T10:27:00Z,78.00,23.00
2026-04-13T10:44:00Z,78.00,23.00
2026-04-13T10:49:00Z,78.00,23.00
2026-04-13T11:23:00Z,78.00,23.00
2026-04-13T11:25:00Z,78.00,23.00
2026-04-13T11:31:00Z,78.00,23.00
2026-04-13T11:33:00Z,78.00,23.00
2026-04-13T11:38:00Z,78.00,23.00
2026-04-13T11:44:00Z,78.00,23.00
2026-04-13T11:47:00Z,78.00,23.00
2026-04-13T11:50:00Z,78.00,22.13
2026-04-13T12:00:00Z,78.00,23.00
2026-04-13T12:03:00Z,78.00,23.00
2026-04-13T12:06:00Z,78.00,23.00
2026-04-13T12:09:00Z,78.00,23.00
2026-04-13T12:14:00Z,78.00,23.00
2026-04-13T12:20:00Z,78.00,23.00
2026-04-13T12:24:00Z,78.00,23.00
2026-04-13T12:27:00Z,78.00,23.00
