# event_ticker=KXATPCHALLENGERMATCH-26MAR21DODTRA
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Stefano Travaglia
# fav_player=Stefano Travaglia
# dog_player=Matej Dodig
# kalshi_date=2026-03-21
timestamp,Stefano Travaglia,Matej Dodig
2026-03-21T00:38:00Z,,43.00
2026-03-21T02:36:00Z,59.00,43.00
2026-03-21T02:46:00Z,59.00,43.00
2026-03-21T02:56:00Z,59.00,43.00
2026-03-21T03:01:00Z,59.00,43.00
2026-03-21T03:05:00Z,59.00,43.00
2026-03-21T03:07:00Z,59.00,43.00
2026-03-21T03:19:00Z,59.00,43.00
2026-03-21T04:04:00Z,59.00,43.00
2026-03-21T04:05:00Z,59.00,43.00
2026-03-21T04:06:00Z,59.00,42.00
2026-03-21T04:17:00Z,59.00,42.00
2026-03-21T04:19:00Z,59.00,42.00
2026-03-21T04:20:00Z,59.00,42.96
2026-03-21T04:24:00Z,59.00,42.96
2026-03-21T04:28:00Z,59.00,42.96
2026-03-21T04:32:00Z,59.00,42.96
2026-03-21T04:33:00Z,59.00,42.96
2026-03-21T04:34:00Z,59.00,43.00
2026-03-21T04:36:00Z,59.00,43.00
2026-03-21T04:37:00Z,59.00,43.00
2026-03-21T04:39:00Z,59.00,43.00
2026-03-21T04:43:00Z,57.50,43.00
2026-03-21T04:44:00Z,57.50,43.00
2026-03-21T04:46:00Z,57.00,43.00
2026-03-21T04:47:00Z,58.00,43.00
2026-03-21T04:48:00Z,58.00,43.00
2026-03-21T04:49:00Z,58.00,43.00
2026-03-21T04:51:00Z,58.00,43.00
2026-03-21T04:52:00Z,58.00,43.00
2026-03-21T04:53:00Z,58.00,44.00
2026-03-21T04:56:00Z,58.00,44.00
2026-03-21T04:58:00Z,58.00,44.00
2026-03-21T04:59:00Z,58.00,44.00
2026-03-21T05:02:00Z,58.00,44.00
2026-03-21T05:03:00Z,58.00,44.00
2026-03-21T05:04:00Z,58.00,44.00
2026-03-21T05:06:00Z,58.00,43.00
2026-03-21T05:07:00Z,58.98,43.00
2026-03-21T05:10:00Z,59.00,43.00
2026-03-21T05:11:00Z,59.00,43.00
2026-03-21T05:12:00Z,59.00,43.00
2026-03-21T05:15:00Z,59.00,43.00
2026-03-21T05:18:00Z,59.00,43.00
2026-03-21T05:21:00Z,59.89,43.00
2026-03-21T05:22:00Z,60.00,43.00
2026-03-21T05:23:00Z,60.00,43.00
2026-03-21T05:26:00Z,60.00,41.00
2026-03-21T05:27:00Z,60.00,41.00
2026-03-21T05:28:00Z,60.00,41.12
2026-03-21T05:32:00Z,60.00,41.00
2026-03-21T05:34:00Z,60.00,41.00
2026-03-21T05:39:00Z,60.00,41.00
2026-03-21T05:42:00Z,60.00,41.00
2026-03-21T05:43:00Z,60.00,41.00
2026-03-21T05:44:00Z,60.00,42.00
2026-03-21T05:45:00Z,60.00,42.00
2026-03-21T05:51:00Z,60.00,42.00
2026-03-21T05:53:00Z,60.00,42.00
2026-03-21T05:57:00Z,60.00,42.00
2026-03-21T06:00:00Z,60.00,42.00
2026-03-21T06:02:00Z,60.00,41.00
2026-03-21T06:03:00Z,60.00,41.00
2026-03-21T06:04:00Z,60.00,41.00
2026-03-21T06:05:00Z,60.00,41.00
2026-03-21T06:06:00Z,60.00,41.00
2026-03-21T06:09:00Z,60.00,41.00
2026-03-21T06:11:00Z,60.00,41.00
2026-03-21T06:12:00Z,60.00,41.00
2026-03-21T06:17:00Z,60.00,41.00
2026-03-21T06:18:00Z,61.00,41.00
2026-03-21T06:23:00Z,61.00,41.00
2026-03-21T06:25:00Z,61.00,40.00
2026-03-21T06:26:00Z,61.78,40.00
2026-03-21T06:31:00Z,62.00,40.00
2026-03-21T06:32:00Z,62.00,40.00
2026-03-21T06:38:00Z,62.00,40.00
2026-03-21T06:40:00Z,62.00,40.00
2026-03-21T06:42:00Z,62.00,40.00
2026-03-21T06:49:00Z,62.00,40.00
2026-03-21T06:50:00Z,62.00,40.00
2026-03-21T06:51:00Z,62.00,40.00
2026-03-21T06:53:00Z,62.00,41.00
2026-03-21T06:56:00Z,62.00,40.00
2026-03-21T07:00:00Z,62.00,40.00
2026-03-21T07:01:00Z,62.00,41.00
2026-03-21T07:06:00Z,62.00,40.00
2026-03-21T07:09:00Z,62.00,40.00
2026-03-21T07:11:00Z,62.00,41.00
2026-03-21T07:13:00Z,62.00,40.00
2026-03-21T07:21:00Z,62.00,40.00
2026-03-21T07:22:00Z,62.00,41.00
2026-03-21T07:24:00Z,62.00,41.00
2026-03-21T07:25:00Z,62.79,41.00
2026-03-21T07:27:00Z,62.49,40.00
2026-03-21T07:28:00Z,63.00,40.00
2026-03-21T07:33:00Z,63.00,40.00
2026-03-21T07:34:00Z,63.00,39.00
2026-03-21T07:35:00Z,63.00,39.00
2026-03-21T07:38:00Z,63.00,39.00
2026-03-21T07:39:00Z,63.00,39.00
2026-03-21T07:48:00Z,63.00,37.00
2026-03-21T07:49:00Z,63.00,37.00
2026-03-21T07:54:00Z,63.00,37.00
2026-03-21T07:56:00Z,63.00,37.00
2026-03-21T07:59:00Z,63.00,39.00
2026-03-21T08:06:00Z,63.00,39.00
2026-03-21T08:07:00Z,63.00,39.00
2026-03-21T08:10:00Z,63.00,39.00
2026-03-21T08:11:00Z,63.00,39.00
2026-03-21T08:16:00Z,63.00,39.00
2026-03-21T08:18:00Z,63.00,39.00
2026-03-21T08:20:00Z,63.00,39.00
2026-03-21T08:25:00Z,64.00,39.00
2026-03-21T08:30:00Z,64.00,39.07
2026-03-21T08:32:00Z,63.00,39.07
2026-03-21T08:33:00Z,63.00,39.07
2026-03-21T08:39:00Z,63.00,38.00
2026-03-21T08:42:00Z,63.00,39.00
2026-03-21T08:46:00Z,63.00,39.00
2026-03-21T08:47:00Z,63.00,39.00
2026-03-21T08:49:00Z,63.41,39.00
2026-03-21T08:51:00Z,64.00,39.00
2026-03-21T08:52:00Z,64.00,39.00
2026-03-21T08:53:00Z,64.00,39.00
2026-03-21T08:55:00Z,64.00,38.00
2026-03-21T08:56:00Z,64.00,38.00
2026-03-21T08:59:00Z,64.00,38.00
2026-03-21T09:00:00Z,64.00,38.00
2026-03-21T09:01:00Z,64.00,38.00
2026-03-21T09:02:00Z,64.00,38.00
2026-03-21T09:05:00Z,64.00,38.00
2026-03-21T09:07:00Z,64.00,38.00
2026-03-21T09:12:00Z,64.00,38.00
2026-03-21T09:15:00Z,64.00,38.00
2026-03-21T09:20:00Z,64.00,38.00
2026-03-21T09:27:00Z,63.00,38.00
2026-03-21T09:28:00Z,62.57,38.00
2026-03-21T09:29:00Z,62.57,38.00
2026-03-21T09:30:00Z,62.57,38.00
2026-03-21T09:32:00Z,63.00,39.00
2026-03-21T09:33:00Z,63.00,39.00
2026-03-21T09:34:00Z,63.00,39.00
2026-03-21T09:36:00Z,63.00,39.00
2026-03-21T09:39:00Z,63.00,39.00
2026-03-21T09:40:00Z,63.00,39.00
2026-03-21T09:41:00Z,63.00,39.00
2026-03-21T09:44:00Z,63.00,39.00
2026-03-21T09:45:00Z,63.00,39.00
2026-03-21T09:47:00Z,63.00,39.00
2026-03-21T09:49:00Z,63.00,39.00
2026-03-21T09:50:00Z,63.88,39.00
2026-03-21T09:51:00Z,64.00,38.04
2026-03-21T09:52:00Z,64.00,38.65
2026-03-21T09:53:00Z,64.00,39.00
2026-03-21T09:54:00Z,64.00,37.00
2026-03-21T09:55:00Z,64.00,39.00
2026-03-21T09:56:00Z,63.00,39.00
2026-03-21T09:57:00Z,63.00,38.00
2026-03-21T09:58:00Z,63.81,38.00
2026-03-21T09:59:00Z,64.00,38.00
2026-03-21T10:00:00Z,63.00,38.00
2026-03-21T10:01:00Z,63.00,39.00
2026-03-21T10:02:00Z,64.00,39.00
2026-03-21T10:03:00Z,63.00,39.00
2026-03-21T10:04:00Z,63.72,39.00
2026-03-21T10:05:00Z,64.00,39.00
2026-03-21T10:06:00Z,64.00,38.00
2026-03-21T10:07:00Z,64.00,38.00
2026-03-21T10:08:00Z,64.00,39.00
2026-03-21T10:09:00Z,58.84,39.59
2026-03-21T10:10:00Z,61.48,41.58
2026-03-21T10:11:00Z,60.00,41.09
2026-03-21T10:12:00Z,62.64,38.28
2026-03-21T10:13:00Z,67.09,35.10
2026-03-21T10:14:00Z,66.64,37.59
