# event_ticker=KXATPCHALLENGERMATCH-26MAR04MARHEI
# final_score=6-4 4-6 6-4
# match_winner=Gustavo Heide
# fav_player=Gustavo Heide
# dog_player=Igor Marcondes
# kalshi_date=2026-03-04
timestamp,Gustavo Heide,Igor Marcondes
2026-03-04T13:51:00Z,,39.00
2026-03-04T14:17:00Z,,27.00
2026-03-04T15:17:00Z,69.99,27.00
2026-03-04T15:18:00Z,69.99,30.00
2026-03-04T15:19:00Z,72.00,30.00
2026-03-04T15:21:00Z,72.00,30.00
2026-03-04T15:36:00Z,73.00,31.00
2026-03-04T15:46:00Z,72.00,31.00
2026-03-04T15:52:00Z,72.00,30.00
2026-03-04T16:01:00Z,72.00,30.00
2026-03-04T16:03:00Z,72.00,30.00
2026-03-04T16:10:00Z,72.00,30.00
2026-03-04T16:11:00Z,72.00,30.00
2026-03-04T16:12:00Z,72.00,30.00
2026-03-04T16:14:00Z,72.00,30.33
2026-03-04T16:17:00Z,72.00,30.33
2026-03-04T16:21:00Z,72.00,30.33
2026-03-04T16:23:00Z,72.00,30.33
2026-03-04T16:24:00Z,70.20,30.33
2026-03-04T16:32:00Z,71.00,30.00
2026-03-04T16:36:00Z,71.00,31.00
2026-03-04T16:37:00Z,71.00,31.00
2026-03-04T16:44:00Z,70.00,30.00
2026-03-04T16:45:00Z,71.00,30.00
2026-03-04T16:46:00Z,71.00,30.00
2026-03-04T16:47:00Z,71.00,30.97
2026-03-04T16:50:00Z,70.00,30.97
2026-03-04T16:51:00Z,70.00,30.00
2026-03-04T16:52:00Z,70.00,31.00
2026-03-04T16:53:00Z,70.00,31.00
2026-03-04T16:55:00Z,70.00,30.00
2026-03-04T16:56:00Z,70.80,30.00
2026-03-04T16:57:00Z,70.89,30.00
2026-03-04T16:59:00Z,71.00,30.00
2026-03-04T17:00:00Z,71.18,29.00
2026-03-04T17:01:00Z,73.00,29.38
2026-03-04T17:02:00Z,73.00,30.00
2026-03-04T17:03:00Z,72.09,30.00
2026-03-04T17:04:00Z,72.00,29.49
2026-03-04T17:05:00Z,73.00,29.71
2026-03-04T17:06:00Z,72.00,30.00
2026-03-04T17:07:00Z,72.00,30.00
2026-03-04T17:08:00Z,72.00,30.00
2026-03-04T17:09:00Z,72.00,30.00
2026-03-04T17:10:00Z,72.00,30.00
2026-03-04T17:13:00Z,72.00,30.00
2026-03-04T17:15:00Z,72.00,29.00
2026-03-04T17:16:00Z,72.00,29.00
2026-03-04T17:17:00Z,72.00,30.00
2026-03-04T17:20:00Z,72.00,30.00
2026-03-04T17:21:00Z,72.00,30.00
2026-03-04T17:22:00Z,72.00,30.00
2026-03-04T17:23:00Z,72.00,30.00
2026-03-04T17:24:00Z,72.00,29.00
2026-03-04T17:25:00Z,72.00,30.00
2026-03-04T17:26:00Z,72.85,30.00
2026-03-04T17:27:00Z,72.00,30.00
2026-03-04T17:29:00Z,72.00,30.00
2026-03-04T17:30:00Z,72.00,30.37
2026-03-04T17:32:00Z,72.00,30.00
2026-03-04T17:33:00Z,72.00,30.00
2026-03-04T17:34:00Z,72.00,29.79
2026-03-04T17:35:00Z,72.00,28.00
2026-03-04T17:36:00Z,73.00,28.00
2026-03-04T17:37:00Z,72.99,28.00
2026-03-04T17:39:00Z,71.00,28.00
2026-03-04T17:40:00Z,71.00,29.00
2026-03-04T17:42:00Z,71.00,29.00
2026-03-04T17:43:00Z,71.00,29.00
2026-03-04T17:45:00Z,71.00,30.00
2026-03-04T17:46:00Z,71.00,31.00
2026-03-04T17:50:00Z,70.00,30.00
2026-03-04T17:51:00Z,70.00,30.00
2026-03-04T17:54:00Z,71.00,30.00
2026-03-04T17:57:00Z,71.00,30.80
2026-03-04T18:00:00Z,71.00,30.00
2026-03-04T18:01:00Z,71.00,30.00
2026-03-04T18:02:00Z,71.00,30.00
2026-03-04T18:04:00Z,71.00,30.82
2026-03-04T18:05:00Z,72.00,30.65
2026-03-04T18:06:00Z,72.00,31.00
2026-03-04T18:07:00Z,70.00,30.08
2026-03-04T18:08:00Z,70.00,29.00
2026-03-04T18:09:00Z,70.00,28.00
2026-03-04T18:10:00Z,70.00,28.00
2026-03-04T18:11:00Z,70.00,28.00
2026-03-04T18:12:00Z,72.00,28.00
2026-03-04T18:13:00Z,73.00,27.88
2026-03-04T18:14:00Z,71.43,28.52
2026-03-04T18:15:00Z,72.44,28.90
2026-03-04T18:16:00Z,71.00,29.00
2026-03-04T18:17:00Z,71.00,29.38
2026-03-04T18:18:00Z,73.71,27.05
2026-03-04T18:19:00Z,74.00,26.13
2026-03-04T18:20:00Z,71.98,28.14
2026-03-04T18:21:00Z,77.00,26.00
2026-03-04T18:22:00Z,76.00,22.76
2026-03-04T18:23:00Z,76.79,23.90
2026-03-04T18:24:00Z,78.00,24.46
2026-03-04T18:25:00Z,82.00,17.48
2026-03-04T18:26:00Z,82.66,18.00
2026-03-04T18:27:00Z,80.98,19.29
