# event_ticker=KXATPCHALLENGERMATCH-26MAR04MARHEI
# final_score=6-4 4-6 6-4
# match_winner=Gustavo Heide
# fav_player=Gustavo Heide
# dog_player=Igor Marcondes
# kalshi_date=2026-03-04
timestamp,Gustavo Heide,Igor Marcondes
2026-03-04T18:28:00Z,81.82,18.23
2026-03-04T18:29:00Z,84.68,15.68
2026-03-04T18:30:00Z,84.76,16.28
2026-03-04T18:31:00Z,80.39,19.41
2026-03-04T18:32:00Z,79.28,20.74
2026-03-04T18:33:00Z,80.00,21.18
2026-03-04T18:34:00Z,77.38,24.58
2026-03-04T18:35:00Z,74.96,26.62
2026-03-04T18:36:00Z,70.87,32.29
2026-03-04T18:37:00Z,65.20,33.71
2026-03-04T18:38:00Z,63.75,37.01
2026-03-04T18:39:00Z,67.36,33.01
2026-03-04T18:40:00Z,67.23,33.07
2026-03-04T18:41:00Z,63.74,34.62
2026-03-04T18:42:00Z,70.87,28.30
2026-03-04T18:43:00Z,75.70,25.89
2026-03-04T18:44:00Z,80.35,20.40
2026-03-04T18:45:00Z,80.86,21.21
2026-03-04T18:46:00Z,77.88,23.83
2026-03-04T18:47:00Z,78.93,22.46
2026-03-04T18:48:00Z,77.83,20.85
2026-03-04T18:49:00Z,78.71,20.70
2026-03-04T18:50:00Z,76.51,22.41
2026-03-04T18:51:00Z,76.19,24.18
2026-03-04T18:52:00Z,76.93,23.67
2026-03-04T18:53:00Z,78.98,21.77
2026-03-04T18:54:00Z,77.09,23.82
2026-03-04T18:55:00Z,77.07,23.66
2026-03-04T18:56:00Z,75.99,24.22
2026-03-04T18:57:00Z,75.17,26.96
2026-03-04T18:58:00Z,76.03,26.37
2026-03-04T18:59:00Z,77.14,23.33
2026-03-04T19:00:00Z,80.01,21.53
2026-03-04T19:01:00Z,80.22,20.72
2026-03-04T19:02:00Z,78.93,22.74
2026-03-04T19:03:00Z,78.08,21.35
2026-03-04T19:04:00Z,78.62,21.97
2026-03-04T19:05:00Z,79.21,22.01
2026-03-04T19:06:00Z,80.26,19.07
2026-03-04T19:07:00Z,82.24,18.25
2026-03-04T19:08:00Z,83.51,17.77
2026-03-04T19:09:00Z,81.43,18.61
2026-03-04T19:10:00Z,80.36,19.14
2026-03-04T19:11:00Z,82.00,19.15
2026-03-04T19:12:00Z,81.16,18.47
2026-03-04T19:13:00Z,80.57,19.74
2026-03-04T19:14:00Z,78.84,21.67
2026-03-04T19:15:00Z,76.69,22.92
2026-03-04T19:16:00Z,76.70,24.79
2026-03-04T19:17:00Z,80.20,21.48
2026-03-04T19:18:00Z,82.56,18.01
2026-03-04T19:19:00Z,83.97,16.20
2026-03-04T19:20:00Z,78.09,22.17
2026-03-04T19:21:00Z,77.31,23.00
2026-03-04T19:22:00Z,78.47,23.00
2026-03-04T19:23:00Z,78.96,21.97
2026-03-04T19:24:00Z,77.34,23.01
2026-03-04T19:25:00Z,75.95,23.98
2026-03-04T19:26:00Z,71.56,28.77
2026-03-04T19:27:00Z,65.93,33.98
2026-03-04T19:28:00Z,72.43,29.01
2026-03-04T19:29:00Z,79.76,21.64
2026-03-04T19:30:00Z,80.00,20.25
2026-03-04T19:31:00Z,80.79,19.78
2026-03-04T19:32:00Z,81.25,19.23
2026-03-04T19:33:00Z,81.93,20.40
2026-03-04T19:34:00Z,80.72,19.61
2026-03-04T19:35:00Z,82.89,17.95
2026-03-04T19:36:00Z,79.18,21.72
2026-03-04T19:37:00Z,81.81,20.21
2026-03-04T19:38:00Z,79.64,20.78
2026-03-04T19:39:00Z,77.93,22.88
2026-03-04T19:40:00Z,76.32,25.88
2026-03-04T19:41:00Z,69.28,30.88
2026-03-04T19:42:00Z,70.78,30.91
2026-03-04T19:43:00Z,65.05,35.42
2026-03-04T19:44:00Z,61.09,36.61
2026-03-04T19:45:00Z,67.13,33.37
2026-03-04T19:46:00Z,68.09,33.59
2026-03-04T19:47:00Z,62.97,37.77
2026-03-04T19:48:00Z,66.04,37.03
2026-03-04T19:49:00Z,75.64,24.08
2026-03-04T19:50:00Z,76.00,24.06
2026-03-04T19:51:00Z,72.57,26.63
2026-03-04T19:52:00Z,76.45,20.91
2026-03-04T19:53:00Z,69.45,30.15
2026-03-04T19:54:00Z,61.40,41.23
2026-03-04T19:55:00Z,58.67,40.46
2026-03-04T19:56:00Z,59.18,39.70
2026-03-04T19:57:00Z,59.83,41.85
2026-03-04T19:58:00Z,60.30,42.38
2026-03-04T19:59:00Z,58.59,47.13
2026-03-04T20:00:00Z,48.02,51.31
2026-03-04T20:01:00Z,48.40,51.66
2026-03-04T20:02:00Z,48.82,49.48
2026-03-04T20:03:00Z,53.69,43.54
2026-03-04T20:04:00Z,52.19,46.51
2026-03-04T20:05:00Z,52.37,47.63
2026-03-04T20:06:00Z,46.34,54.48
2026-03-04T20:07:00Z,39.28,62.62
2026-03-04T20:08:00Z,47.59,54.49
2026-03-04T20:09:00Z,52.42,46.44
2026-03-04T20:10:00Z,55.23,45.54
2026-03-04T20:11:00Z,64.95,30.33
2026-03-04T20:12:00Z,74.84,22.85
2026-03-04T20:13:00Z,77.96,22.88
2026-03-04T20:14:00Z,79.54,22.68
2026-03-04T20:15:00Z,79.61,21.07
2026-03-04T20:16:00Z,69.76,32.75
2026-03-04T20:17:00Z,76.14,28.77
2026-03-04T20:18:00Z,82.78,16.65
2026-03-04T20:19:00Z,84.47,17.44
2026-03-04T20:20:00Z,83.94,15.50
2026-03-04T20:21:00Z,80.97,19.66
2026-03-04T20:22:00Z,79.96,21.58
2026-03-04T20:23:00Z,82.03,19.98
2026-03-04T20:24:00Z,86.97,12.42
2026-03-04T20:25:00Z,89.67,10.24
2026-03-04T20:26:00Z,86.34,13.22
2026-03-04T20:27:00Z,84.28,16.94
2026-03-04T20:28:00Z,85.06,15.78
2026-03-04T20:29:00Z,78.98,20.04
2026-03-04T20:30:00Z,72.65,30.67
2026-03-04T20:31:00Z,80.09,18.42
2026-03-04T20:32:00Z,87.29,14.74
2026-03-04T20:33:00Z,84.72,14.28
2026-03-04T20:34:00Z,91.36,8.73
2026-03-04T20:35:00Z,90.39,9.67
2026-03-04T20:36:00Z,92.11,9.68
2026-03-04T20:37:00Z,90.64,10.05
2026-03-04T20:38:00Z,88.19,9.14
2026-03-04T20:39:00Z,93.12,9.06
2026-03-04T20:40:00Z,79.93,19.10
2026-03-04T20:41:00Z,89.49,14.38
2026-03-04T20:42:00Z,97.88,3.97
2026-03-04T20:43:00Z,99.00,1.00
2026-03-04T20:44:00Z,99.00,1.00
2026-03-04T20:45:00Z,99.00,1.00
2026-03-04T20:46:00Z,99.00,1.00
2026-03-04T20:47:00Z,99.00,1.00
2026-03-04T20:48:00Z,99.00,1.00
