# event_ticker=KXATPMATCH-26APR26SINMOL
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Jannik Sinner
# fav_player=Elmer Moller
# dog_player=Jannik Sinner
# kalshi_date=2026-04-26
timestamp,Jannik Sinner,Elmer Moller
2026-04-26T02:11:00Z,,4.00
2026-04-26T02:20:00Z,96.00,4.00
2026-04-26T02:22:00Z,98.00,4.00
2026-04-26T02:23:00Z,98.00,4.00
2026-04-26T02:35:00Z,98.00,3.00
2026-04-26T02:37:00Z,98.00,3.00
2026-04-26T02:44:00Z,98.00,3.00
2026-04-26T02:45:00Z,98.00,3.00
2026-04-26T02:51:00Z,98.00,3.00
2026-04-26T02:56:00Z,98.00,3.00
2026-04-26T03:00:00Z,98.00,3.00
2026-04-26T03:13:00Z,98.00,3.00
2026-04-26T03:16:00Z,98.00,3.00
2026-04-26T03:18:00Z,98.00,4.00
2026-04-26T03:19:00Z,98.00,3.00
2026-04-26T03:28:00Z,98.00,4.00
2026-04-26T03:29:00Z,98.00,4.00
2026-04-26T03:32:00Z,98.00,4.00
2026-04-26T03:36:00Z,98.00,4.00
2026-04-26T03:40:00Z,98.00,4.00
2026-04-26T03:43:00Z,98.00,3.38
2026-04-26T03:48:00Z,98.00,4.00
2026-04-26T03:49:00Z,97.00,4.00
2026-04-26T03:57:00Z,97.00,3.00
2026-04-26T03:58:00Z,98.00,3.00
2026-04-26T04:02:00Z,98.00,3.00
2026-04-26T04:04:00Z,98.00,3.00
2026-04-26T04:05:00Z,98.00,3.00
2026-04-26T04:13:00Z,98.00,3.00
2026-04-26T04:15:00Z,98.00,3.00
2026-04-26T04:25:00Z,98.00,3.00
2026-04-26T04:30:00Z,98.00,3.00
2026-04-26T04:31:00Z,98.00,3.00
2026-04-26T04:32:00Z,98.00,3.00
2026-04-26T04:36:00Z,97.00,3.00
2026-04-26T04:39:00Z,98.00,3.00
2026-04-26T05:04:00Z,98.00,3.00
2026-04-26T05:09:00Z,98.00,3.00
2026-04-26T05:19:00Z,98.00,3.00
2026-04-26T05:20:00Z,98.00,3.00
2026-04-26T05:22:00Z,98.00,3.00
2026-04-26T05:23:00Z,98.00,3.00
2026-04-26T05:27:00Z,98.00,2.00
2026-04-26T05:28:00Z,98.00,3.00
2026-04-26T05:29:00Z,98.00,3.00
2026-04-26T05:33:00Z,98.00,3.00
2026-04-26T05:34:00Z,98.00,3.00
2026-04-26T05:36:00Z,98.00,3.00
2026-04-26T05:37:00Z,98.00,3.00
2026-04-26T05:38:00Z,98.00,3.00
2026-04-26T05:41:00Z,98.00,3.00
2026-04-26T05:42:00Z,98.00,2.00
2026-04-26T05:45:00Z,98.00,3.00
2026-04-26T05:48:00Z,98.00,3.00
2026-04-26T05:50:00Z,98.00,3.00
2026-04-26T05:57:00Z,98.00,3.00
2026-04-26T05:58:00Z,98.00,3.00
2026-04-26T06:11:00Z,98.00,3.00
2026-04-26T06:12:00Z,98.00,3.00
2026-04-26T06:18:00Z,98.00,3.00
2026-04-26T06:22:00Z,98.00,3.00
2026-04-26T06:23:00Z,98.00,3.00
2026-04-26T06:24:00Z,98.00,3.00
2026-04-26T06:25:00Z,98.00,3.00
2026-04-26T06:31:00Z,98.00,3.00
2026-04-26T06:32:00Z,98.00,3.00
2026-04-26T06:37:00Z,98.00,3.00
2026-04-26T06:41:00Z,98.00,3.00
2026-04-26T06:50:00Z,98.00,3.00
2026-04-26T06:51:00Z,98.00,3.00
2026-04-26T07:00:00Z,98.00,3.00
2026-04-26T07:09:00Z,98.00,3.00
2026-04-26T07:11:00Z,98.00,3.00
2026-04-26T07:14:00Z,98.00,3.00
2026-04-26T07:17:00Z,98.00,3.00
2026-04-26T07:20:00Z,98.00,3.00
2026-04-26T07:21:00Z,98.00,3.00
2026-04-26T07:26:00Z,98.00,3.00
2026-04-26T07:29:00Z,98.00,3.00
2026-04-26T07:36:00Z,98.00,3.22
2026-04-26T07:37:00Z,98.00,4.00
2026-04-26T07:39:00Z,98.00,4.00
2026-04-26T07:45:00Z,98.00,4.00
2026-04-26T07:47:00Z,98.00,4.00
2026-04-26T07:59:00Z,98.00,4.00
2026-04-26T08:02:00Z,98.00,4.00
2026-04-26T08:11:00Z,98.00,4.00
2026-04-26T08:15:00Z,98.00,4.00
2026-04-26T08:19:00Z,98.00,4.00
2026-04-26T08:44:00Z,98.00,4.00
2026-04-26T08:49:00Z,98.00,4.00
2026-04-26T08:58:00Z,98.00,3.00
2026-04-26T09:01:00Z,98.00,3.00
2026-04-26T09:04:00Z,97.00,3.00
2026-04-26T09:07:00Z,98.00,3.00
2026-04-26T09:10:00Z,98.00,3.00
2026-04-26T09:26:00Z,98.00,3.00
2026-04-26T09:37:00Z,98.00,3.00
2026-04-26T10:14:00Z,98.00,3.00
2026-04-26T10:26:00Z,98.00,3.00
2026-04-26T10:27:00Z,98.00,3.00
2026-04-26T10:30:00Z,98.00,3.00
2026-04-26T10:34:00Z,98.00,3.00
2026-04-26T10:39:00Z,98.00,3.00
2026-04-26T10:49:00Z,98.00,3.00
2026-04-26T10:51:00Z,97.00,3.00
2026-04-26T10:58:00Z,97.00,2.00
2026-04-26T11:03:00Z,97.00,3.00
2026-04-26T11:09:00Z,97.00,3.00
2026-04-26T11:15:00Z,97.00,3.00
2026-04-26T11:21:00Z,97.00,3.00
2026-04-26T11:30:00Z,97.00,3.00
2026-04-26T11:36:00Z,97.00,3.00
2026-04-26T11:38:00Z,97.00,3.00
2026-04-26T11:40:00Z,98.00,3.00
2026-04-26T11:46:00Z,98.00,3.00
2026-04-26T11:48:00Z,98.00,3.00
2026-04-26T11:49:00Z,98.00,2.00
2026-04-26T11:54:00Z,98.00,4.00
2026-04-26T12:09:00Z,98.00,3.00
2026-04-26T12:10:00Z,98.00,3.00
2026-04-26T12:11:00Z,98.00,3.00
2026-04-26T12:15:00Z,98.00,3.00
2026-04-26T12:16:00Z,98.00,3.00
2026-04-26T12:17:00Z,98.00,3.00
2026-04-26T12:18:00Z,97.00,3.00
2026-04-26T12:21:00Z,97.00,3.00
2026-04-26T12:23:00Z,97.00,3.00
2026-04-26T12:26:00Z,97.00,3.00
2026-04-26T12:28:00Z,97.00,3.00
2026-04-26T12:33:00Z,97.00,3.00
2026-04-26T12:35:00Z,98.00,3.00
2026-04-26T12:36:00Z,98.00,3.00
2026-04-26T12:37:00Z,98.00,3.00
2026-04-26T12:40:00Z,98.00,3.00
2026-04-26T12:42:00Z,98.00,3.00
2026-04-26T12:43:00Z,98.00,3.00
2026-04-26T12:52:00Z,98.00,3.00
2026-04-26T12:55:00Z,98.00,3.00
2026-04-26T12:57:00Z,98.00,3.00
