# event_ticker=KXATPMATCH-26APR26SINMOL
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Jannik Sinner
# fav_player=Elmer Moller
# dog_player=Jannik Sinner
# kalshi_date=2026-04-26
timestamp,Jannik Sinner,Elmer Moller
2026-04-26T13:03:00Z,98.00,3.00
2026-04-26T13:04:00Z,98.00,3.00
2026-04-26T13:07:00Z,98.00,3.00
2026-04-26T13:09:00Z,98.00,3.00
2026-04-26T13:10:00Z,98.00,3.00
2026-04-26T13:19:00Z,98.00,3.00
2026-04-26T13:20:00Z,98.00,4.00
2026-04-26T13:21:00Z,98.00,3.00
2026-04-26T13:22:00Z,98.00,3.00
2026-04-26T13:26:00Z,98.00,3.00
2026-04-26T13:30:00Z,98.00,3.00
2026-04-26T13:32:00Z,98.00,3.00
2026-04-26T13:33:00Z,98.00,3.00
2026-04-26T13:35:00Z,98.00,3.00
2026-04-26T13:36:00Z,98.00,3.00
2026-04-26T13:38:00Z,98.00,3.00
2026-04-26T13:39:00Z,99.00,3.00
2026-04-26T13:40:00Z,99.00,3.00
2026-04-26T13:41:00Z,98.00,3.00
2026-04-26T13:42:00Z,98.00,3.00
2026-04-26T13:43:00Z,98.00,3.00
2026-04-26T13:44:00Z,98.00,3.00
2026-04-26T13:45:00Z,98.00,3.00
2026-04-26T13:46:00Z,99.00,3.00
2026-04-26T13:47:00Z,98.00,3.00
2026-04-26T13:48:00Z,98.00,3.00
2026-04-26T13:49:00Z,98.00,3.00
2026-04-26T13:50:00Z,97.00,3.00
2026-04-26T13:51:00Z,97.00,3.41
2026-04-26T13:52:00Z,98.00,3.12
2026-04-26T13:53:00Z,97.00,4.00
2026-04-26T13:54:00Z,97.00,4.00
2026-04-26T13:55:00Z,97.00,4.00
2026-04-26T13:56:00Z,97.00,4.00
2026-04-26T13:57:00Z,97.00,4.00
2026-04-26T13:58:00Z,97.00,4.00
2026-04-26T13:59:00Z,97.00,4.00
2026-04-26T14:00:00Z,97.00,4.00
2026-04-26T14:01:00Z,97.00,4.00
2026-04-26T14:02:00Z,97.00,3.68
2026-04-26T14:03:00Z,97.00,4.00
2026-04-26T14:04:00Z,97.00,3.01
2026-04-26T14:05:00Z,97.00,4.00
2026-04-26T14:06:00Z,97.00,3.22
2026-04-26T14:07:00Z,97.00,3.97
2026-04-26T14:08:00Z,97.00,4.00
2026-04-26T14:09:00Z,97.00,3.25
2026-04-26T14:10:00Z,97.00,4.00
2026-04-26T14:11:00Z,97.00,3.80
2026-04-26T14:12:00Z,97.41,4.00
2026-04-26T14:13:00Z,96.99,4.00
2026-04-26T14:14:00Z,97.00,4.41
2026-04-26T14:15:00Z,96.03,4.30
2026-04-26T14:16:00Z,96.00,4.38
2026-04-26T14:17:00Z,96.25,4.80
2026-04-26T14:18:00Z,96.19,4.86
2026-04-26T14:19:00Z,96.03,4.27
2026-04-26T14:20:00Z,97.00,4.01
2026-04-26T14:21:00Z,97.00,4.13
2026-04-26T14:22:00Z,97.24,2.99
2026-04-26T14:23:00Z,97.01,3.49
2026-04-26T14:24:00Z,97.99,2.38
2026-04-26T14:25:00Z,98.00,2.02
2026-04-26T14:26:00Z,97.64,2.95
2026-04-26T14:27:00Z,98.01,2.99
2026-04-26T14:28:00Z,98.00,2.23
2026-04-26T14:29:00Z,98.47,2.86
2026-04-26T14:30:00Z,99.00,2.51
2026-04-26T14:31:00Z,99.00,2.26
2026-04-26T14:32:00Z,98.99,2.00
2026-04-26T14:33:00Z,99.00,1.20
2026-04-26T14:34:00Z,99.00,1.92
2026-04-26T14:35:00Z,97.89,2.07
2026-04-26T14:36:00Z,99.00,1.65
2026-04-26T14:37:00Z,99.00,1.58
2026-04-26T14:38:00Z,98.50,2.00
2026-04-26T14:39:00Z,98.00,2.00
2026-04-26T14:40:00Z,99.00,2.00
2026-04-26T14:41:00Z,99.00,2.00
2026-04-26T14:42:00Z,99.00,1.01
2026-04-26T14:43:00Z,98.00,2.00
2026-04-26T14:44:00Z,99.00,1.18
2026-04-26T14:45:00Z,99.00,1.69
2026-04-26T14:46:00Z,98.40,1.21
2026-04-26T14:47:00Z,98.99,1.49
2026-04-26T14:48:00Z,98.99,2.00
2026-04-26T14:49:00Z,99.00,1.22
2026-04-26T14:50:00Z,99.00,2.00
2026-04-26T14:51:00Z,99.00,1.70
2026-04-26T14:52:00Z,99.00,1.12
2026-04-26T14:53:00Z,99.00,1.99
2026-04-26T14:54:00Z,98.00,1.41
2026-04-26T14:55:00Z,98.00,2.00
2026-04-26T14:56:00Z,98.00,2.00
2026-04-26T14:57:00Z,98.00,2.00
2026-04-26T14:58:00Z,99.00,1.61
2026-04-26T14:59:00Z,99.00,1.00
2026-04-26T15:00:00Z,99.00,1.00
2026-04-26T15:01:00Z,99.00,1.80
2026-04-26T15:02:00Z,99.00,1.00
2026-04-26T15:03:00Z,99.00,1.13
2026-04-26T15:04:00Z,98.98,1.04
2026-04-26T15:05:00Z,98.00,1.89
2026-04-26T15:06:00Z,98.06,2.08
2026-04-26T15:07:00Z,98.59,2.43
2026-04-26T15:08:00Z,99.00,1.90
2026-04-26T15:09:00Z,99.00,1.71
2026-04-26T15:10:00Z,99.00,1.07
2026-04-26T15:11:00Z,99.00,1.03
2026-04-26T15:12:00Z,99.00,1.12
2026-04-26T15:13:00Z,98.95,1.11
2026-04-26T15:14:00Z,98.95,1.94
2026-04-26T15:15:00Z,98.95,1.00
2026-04-26T15:16:00Z,98.95,1.00
2026-04-26T15:17:00Z,98.95,1.00
2026-04-26T15:18:00Z,99.00,1.00
2026-04-26T15:19:00Z,99.00,1.00
2026-04-26T15:20:00Z,99.00,1.00
2026-04-26T15:22:00Z,99.00,1.00
2026-04-26T15:23:00Z,99.00,1.00
2026-04-26T15:24:00Z,99.00,1.00
2026-04-26T15:27:00Z,99.00,1.00
