# event_ticker=KXATPMATCH-26FEB09ATMTIA
# final_score=4-6 6-2 6-2
# match_winner=Frances Tiafoe
# fav_player=Frances Tiafoe
# dog_player=Terence Atmane
# kalshi_date=2026-02-09
timestamp,Frances Tiafoe,Terence Atmane
2026-02-09T13:47:00Z,77.00,
2026-02-09T13:51:00Z,77.00,
2026-02-09T14:03:00Z,77.00,24.00
2026-02-09T14:04:00Z,77.00,24.00
2026-02-09T14:05:00Z,77.00,24.00
2026-02-09T14:09:00Z,77.00,24.00
2026-02-09T14:23:00Z,77.00,24.00
2026-02-09T14:51:00Z,77.00,24.00
2026-02-09T15:07:00Z,77.00,24.00
2026-02-09T15:11:00Z,77.00,24.00
2026-02-09T15:12:00Z,77.00,24.00
2026-02-09T15:24:00Z,77.00,24.00
2026-02-09T15:42:00Z,77.00,24.00
2026-02-09T15:43:00Z,77.00,24.00
2026-02-09T15:48:00Z,77.00,24.00
2026-02-09T15:53:00Z,76.00,24.00
2026-02-09T15:58:00Z,77.00,24.00
2026-02-09T16:02:00Z,77.00,24.00
2026-02-09T16:10:00Z,77.00,24.00
2026-02-09T16:21:00Z,77.00,24.00
2026-02-09T16:28:00Z,76.00,24.00
2026-02-09T16:29:00Z,77.00,24.00
2026-02-09T16:32:00Z,78.00,24.00
2026-02-09T16:34:00Z,78.00,24.00
2026-02-09T16:46:00Z,78.00,24.00
2026-02-09T16:53:00Z,78.00,24.00
2026-02-09T16:58:00Z,78.00,24.00
2026-02-09T17:01:00Z,78.00,24.00
2026-02-09T17:04:00Z,78.00,24.00
2026-02-09T17:11:00Z,78.00,24.00
2026-02-09T17:12:00Z,78.00,24.00
2026-02-09T17:23:00Z,78.00,24.00
2026-02-09T17:40:00Z,78.00,24.00
2026-02-09T17:50:00Z,78.00,24.00
2026-02-09T17:51:00Z,78.00,24.00
2026-02-09T17:57:00Z,78.00,24.00
2026-02-09T18:07:00Z,78.00,24.00
2026-02-09T18:08:00Z,78.00,24.00
2026-02-09T18:11:00Z,78.00,23.00
2026-02-09T18:13:00Z,77.00,23.00
2026-02-09T18:18:00Z,77.00,23.00
2026-02-09T18:24:00Z,77.00,24.00
2026-02-09T18:30:00Z,77.00,24.19
2026-02-09T18:33:00Z,77.00,24.19
2026-02-09T18:41:00Z,77.00,24.19
2026-02-09T18:42:00Z,77.00,24.19
2026-02-09T19:13:00Z,77.00,24.98
2026-02-09T19:16:00Z,77.00,25.00
2026-02-09T19:19:00Z,77.00,25.00
2026-02-09T19:20:00Z,78.00,25.00
2026-02-09T19:21:00Z,78.00,25.00
2026-02-09T19:23:00Z,78.00,25.00
2026-02-09T19:24:00Z,78.00,25.00
2026-02-09T19:31:00Z,78.00,25.00
2026-02-09T19:35:00Z,78.00,25.00
2026-02-09T19:39:00Z,78.00,25.00
2026-02-09T19:40:00Z,78.00,25.00
2026-02-09T19:42:00Z,78.00,25.00
2026-02-09T19:44:00Z,78.00,25.00
2026-02-09T19:49:00Z,78.00,25.00
2026-02-09T19:51:00Z,78.00,25.00
2026-02-09T19:56:00Z,78.00,24.00
2026-02-09T20:01:00Z,78.00,24.00
2026-02-09T20:18:00Z,78.00,24.00
2026-02-09T20:22:00Z,78.00,24.00
2026-02-09T20:29:00Z,77.00,24.00
2026-02-09T20:31:00Z,78.00,24.00
2026-02-09T20:32:00Z,78.00,24.00
2026-02-09T20:41:00Z,78.00,25.00
2026-02-09T20:42:00Z,78.00,23.00
2026-02-09T20:43:00Z,78.00,23.00
2026-02-09T20:46:00Z,77.00,23.00
2026-02-09T20:48:00Z,78.00,23.00
2026-02-09T20:49:00Z,78.00,25.00
2026-02-09T20:56:00Z,78.00,25.00
2026-02-09T21:01:00Z,78.00,25.00
2026-02-09T21:11:00Z,77.00,25.00
2026-02-09T21:16:00Z,77.00,25.00
2026-02-09T21:20:00Z,77.00,25.00
2026-02-09T21:21:00Z,77.00,23.00
2026-02-09T21:22:00Z,77.00,23.00
2026-02-09T21:25:00Z,77.00,23.00
2026-02-09T21:27:00Z,77.00,23.00
2026-02-09T21:29:00Z,77.00,23.00
2026-02-09T21:34:00Z,77.00,23.00
2026-02-09T21:42:00Z,77.00,25.00
2026-02-09T21:43:00Z,77.00,25.00
2026-02-09T21:45:00Z,77.00,25.00
2026-02-09T21:47:00Z,76.00,25.00
2026-02-09T21:48:00Z,77.00,25.00
2026-02-09T21:49:00Z,77.00,25.00
2026-02-09T21:50:00Z,77.00,25.00
2026-02-09T21:53:00Z,77.00,25.00
2026-02-09T21:55:00Z,77.00,25.00
2026-02-09T21:57:00Z,77.00,25.00
2026-02-09T21:58:00Z,77.00,25.00
2026-02-09T21:59:00Z,76.00,23.00
2026-02-09T22:00:00Z,77.00,23.00
2026-02-09T22:01:00Z,77.00,24.00
2026-02-09T22:03:00Z,77.00,24.00
2026-02-09T22:06:00Z,77.00,24.00
2026-02-09T22:09:00Z,77.00,24.00
2026-02-09T22:10:00Z,77.00,24.00
2026-02-09T22:11:00Z,77.00,24.00
2026-02-09T22:12:00Z,77.00,24.00
2026-02-09T22:14:00Z,77.00,24.00
2026-02-09T22:15:00Z,77.00,24.00
2026-02-09T22:16:00Z,77.00,24.00
2026-02-09T22:17:00Z,77.00,24.00
2026-02-09T22:22:00Z,77.00,24.00
2026-02-09T22:23:00Z,77.00,24.00
2026-02-09T22:25:00Z,77.00,24.00
2026-02-09T22:26:00Z,77.00,24.00
2026-02-09T22:27:00Z,77.00,24.00
2026-02-09T22:29:00Z,77.00,24.00
2026-02-09T22:30:00Z,77.00,24.00
2026-02-09T22:31:00Z,77.00,24.00
2026-02-09T22:34:00Z,77.00,24.00
2026-02-09T22:35:00Z,77.00,24.00
2026-02-09T22:36:00Z,77.00,24.00
2026-02-09T22:37:00Z,77.00,24.00
2026-02-09T22:38:00Z,77.00,24.00
2026-02-09T22:39:00Z,77.00,24.00
2026-02-09T22:40:00Z,77.00,24.00
2026-02-09T22:45:00Z,75.00,24.00
2026-02-09T22:51:00Z,77.00,24.00
2026-02-09T22:52:00Z,77.00,24.00
2026-02-09T22:53:00Z,77.00,24.00
2026-02-09T22:54:00Z,77.00,24.00
2026-02-09T22:56:00Z,77.00,24.00
2026-02-09T22:57:00Z,77.00,24.00
2026-02-09T22:58:00Z,77.00,24.00
2026-02-09T22:59:00Z,77.00,24.00
2026-02-09T23:07:00Z,77.00,24.00
2026-02-09T23:09:00Z,77.00,24.00
2026-02-09T23:11:00Z,77.00,24.00
2026-02-09T23:13:00Z,77.00,24.00
2026-02-09T23:15:00Z,77.00,24.00
2026-02-09T23:18:00Z,77.00,24.00
2026-02-09T23:22:00Z,77.00,24.00
2026-02-09T23:24:00Z,77.00,24.00
2026-02-09T23:25:00Z,77.00,24.00
2026-02-09T23:26:00Z,77.00,24.00
2026-02-09T23:27:00Z,77.00,24.00
2026-02-09T23:28:00Z,77.00,24.00
2026-02-09T23:29:00Z,77.00,24.00
2026-02-09T23:32:00Z,77.00,24.00
2026-02-09T23:35:00Z,76.00,24.00
2026-02-09T23:36:00Z,77.00,24.00
2026-02-09T23:39:00Z,77.00,24.00
2026-02-09T23:45:00Z,77.00,24.00
2026-02-09T23:48:00Z,77.00,24.00
2026-02-09T23:49:00Z,77.00,24.00
2026-02-09T23:50:00Z,77.00,24.00
2026-02-09T23:51:00Z,76.95,24.00
2026-02-09T23:52:00Z,77.00,24.00
2026-02-09T23:54:00Z,77.00,24.00
2026-02-09T23:55:00Z,77.00,24.00
2026-02-09T23:56:00Z,75.96,24.00
2026-02-09T23:57:00Z,77.00,24.00
2026-02-09T23:58:00Z,77.00,24.00
2026-02-09T23:59:00Z,75.00,24.00
2026-02-10T00:00:00Z,77.00,24.00
2026-02-10T00:01:00Z,77.00,24.00
2026-02-10T00:02:00Z,77.00,24.00
2026-02-10T00:03:00Z,77.00,24.00
2026-02-10T00:04:00Z,75.17,24.00
2026-02-10T00:05:00Z,77.00,24.00
2026-02-10T00:06:00Z,77.00,24.00
2026-02-10T00:08:00Z,77.00,24.00
2026-02-10T00:09:00Z,77.00,24.00
2026-02-10T00:10:00Z,77.00,24.00
2026-02-10T00:12:00Z,76.00,24.00
2026-02-10T00:13:00Z,77.00,24.00
2026-02-10T00:15:00Z,77.00,24.00
2026-02-10T00:16:00Z,77.00,23.76
2026-02-10T00:17:00Z,77.00,23.76
2026-02-10T00:18:00Z,77.00,23.76
2026-02-10T00:19:00Z,77.00,24.00
2026-02-10T00:22:00Z,77.00,24.00
2026-02-10T00:23:00Z,77.00,24.00
2026-02-10T00:26:00Z,77.00,24.00
