# event_ticker=KXATPMATCH-25OCT02COMBLA
# final_score=6-4 6-2
# match_winner=Francisco Comesana
# fav_player=Francisco Comesana
# dog_player=Ugo Blanchet
# kalshi_date=2025-10-02
timestamp,Francisco Comesana,Ugo Blanchet
2025-10-01T19:16:00Z,,48.00
2025-10-01T19:27:00Z,53.00,48.00
2025-10-01T19:53:00Z,53.00,48.00
2025-10-01T20:41:00Z,54.00,48.00
2025-10-01T20:58:00Z,54.00,48.00
2025-10-01T20:59:00Z,54.00,48.00
2025-10-01T21:18:00Z,54.00,47.00
2025-10-01T21:19:00Z,54.00,47.00
2025-10-01T21:48:00Z,53.00,47.00
2025-10-01T21:56:00Z,53.00,48.00
2025-10-01T22:11:00Z,53.25,48.00
2025-10-01T22:27:00Z,53.25,45.00
2025-10-01T22:31:00Z,56.00,45.00
2025-10-01T22:39:00Z,56.00,45.00
2025-10-01T22:41:00Z,56.00,45.00
2025-10-01T22:47:00Z,56.00,45.00
2025-10-01T23:08:00Z,56.00,45.00
2025-10-01T23:09:00Z,56.00,45.00
2025-10-01T23:13:00Z,56.00,45.00
2025-10-01T23:25:00Z,56.00,45.00
2025-10-01T23:52:00Z,56.00,46.00
2025-10-01T23:57:00Z,56.00,46.00
2025-10-02T00:23:00Z,56.00,46.00
2025-10-02T00:36:00Z,56.00,46.00
2025-10-02T00:39:00Z,56.00,46.00
2025-10-02T00:40:00Z,56.00,46.00
2025-10-02T01:05:00Z,56.00,46.00
2025-10-02T01:16:00Z,56.00,46.00
2025-10-02T01:25:00Z,55.00,46.00
2025-10-02T01:51:00Z,55.00,46.00
2025-10-02T02:00:00Z,55.00,45.00
2025-10-02T02:12:00Z,55.00,45.00
2025-10-02T02:24:00Z,54.00,45.00
2025-10-02T02:25:00Z,55.00,45.00
2025-10-02T02:26:00Z,55.00,46.00
2025-10-02T02:28:00Z,55.00,46.00
2025-10-02T02:34:00Z,55.00,46.00
2025-10-02T02:40:00Z,55.00,46.00
2025-10-02T02:42:00Z,55.00,46.00
2025-10-02T02:44:00Z,55.00,46.00
2025-10-02T02:54:00Z,55.00,46.00
2025-10-02T02:59:00Z,55.00,46.00
2025-10-02T03:01:00Z,55.00,46.00
2025-10-02T03:02:00Z,55.00,46.00
2025-10-02T03:04:00Z,55.00,46.00
2025-10-02T03:07:00Z,55.00,46.00
2025-10-02T03:09:00Z,55.05,46.00
2025-10-02T03:13:00Z,55.05,46.00
2025-10-02T03:15:00Z,55.99,46.00
2025-10-02T03:23:00Z,55.99,46.00
2025-10-02T03:26:00Z,55.99,46.00
2025-10-02T03:27:00Z,55.99,46.00
2025-10-02T03:29:00Z,56.00,46.00
2025-10-02T03:30:00Z,56.00,46.00
2025-10-02T03:32:00Z,56.00,46.00
2025-10-02T03:38:00Z,55.00,46.00
2025-10-02T03:39:00Z,55.00,46.00
2025-10-02T03:41:00Z,55.00,46.00
2025-10-02T03:43:00Z,55.00,46.00
2025-10-02T03:45:00Z,55.00,46.00
2025-10-02T03:47:00Z,55.00,46.00
2025-10-02T03:48:00Z,55.00,46.00
2025-10-02T03:51:00Z,55.00,46.00
2025-10-02T03:52:00Z,55.00,46.00
2025-10-02T03:53:00Z,55.00,45.00
2025-10-02T03:54:00Z,55.00,45.00
2025-10-02T03:55:00Z,55.00,45.00
2025-10-02T03:56:00Z,55.00,45.00
2025-10-02T03:57:00Z,55.00,46.00
2025-10-02T03:58:00Z,55.00,46.00
2025-10-02T03:59:00Z,55.00,46.00
2025-10-02T04:02:00Z,55.00,44.20
2025-10-02T04:04:00Z,56.00,44.20
2025-10-02T04:05:00Z,56.00,44.20
2025-10-02T04:06:00Z,56.00,45.95
2025-10-02T04:07:00Z,56.00,45.00
2025-10-02T04:08:00Z,56.00,45.00
2025-10-02T04:10:00Z,56.00,46.00
2025-10-02T04:11:00Z,56.00,46.00
2025-10-02T04:12:00Z,56.00,46.00
2025-10-02T04:13:00Z,56.00,46.00
2025-10-02T04:15:00Z,56.00,46.00
2025-10-02T04:16:00Z,56.00,46.00
2025-10-02T04:17:00Z,56.00,46.00
2025-10-02T04:18:00Z,56.00,46.00
2025-10-02T04:19:00Z,56.00,46.00
2025-10-02T04:20:00Z,56.00,46.00
2025-10-02T04:21:00Z,56.00,46.00
2025-10-02T04:23:00Z,56.00,46.00
2025-10-02T04:25:00Z,56.00,46.00
2025-10-02T04:26:00Z,56.00,46.00
2025-10-02T04:27:00Z,56.00,46.00
2025-10-02T04:28:00Z,56.00,46.00
2025-10-02T04:29:00Z,56.00,46.00
2025-10-02T04:30:00Z,56.00,46.00
2025-10-02T04:31:00Z,56.00,47.09
2025-10-02T04:32:00Z,56.00,47.09
2025-10-02T04:33:00Z,56.00,48.00
2025-10-02T04:34:00Z,56.00,48.00
2025-10-02T04:35:00Z,56.37,47.00
2025-10-02T04:36:00Z,56.00,46.00
2025-10-02T04:37:00Z,56.00,46.00
2025-10-02T04:38:00Z,56.00,46.00
2025-10-02T04:39:00Z,55.00,47.00
2025-10-02T04:40:00Z,55.00,47.00
2025-10-02T04:42:00Z,52.15,47.00
2025-10-02T04:43:00Z,50.35,52.63
2025-10-02T04:44:00Z,50.00,52.63
2025-10-02T04:45:00Z,51.00,51.83
2025-10-02T04:47:00Z,50.96,52.00
2025-10-02T04:48:00Z,49.00,52.00
2025-10-02T04:49:00Z,49.00,50.13
2025-10-02T04:50:00Z,51.83,51.79
2025-10-02T04:51:00Z,51.77,51.00
2025-10-02T04:52:00Z,49.78,53.00
2025-10-02T04:53:00Z,50.39,51.73
2025-10-02T04:54:00Z,52.01,51.00
2025-10-02T04:55:00Z,53.00,48.00
2025-10-02T04:56:00Z,51.36,51.73
2025-10-02T04:57:00Z,46.86,52.00
2025-10-02T04:58:00Z,50.00,53.00
2025-10-02T04:59:00Z,46.00,57.39
2025-10-02T05:00:00Z,45.72,55.60
2025-10-02T05:01:00Z,49.42,55.60
2025-10-02T05:02:00Z,49.00,51.09
2025-10-02T05:03:00Z,50.51,50.39
2025-10-02T05:04:00Z,47.00,54.83
2025-10-02T05:05:00Z,44.67,57.00
2025-10-02T05:06:00Z,45.48,56.56
2025-10-02T05:07:00Z,45.48,58.00
2025-10-02T05:08:00Z,44.19,57.16
2025-10-02T05:09:00Z,46.60,57.16
2025-10-02T05:10:00Z,49.02,57.16
2025-10-02T05:11:00Z,50.43,53.00
2025-10-02T05:12:00Z,52.23,53.50
2025-10-02T05:13:00Z,52.34,52.00
2025-10-02T05:14:00Z,45.75,54.25
2025-10-02T05:15:00Z,40.23,56.61
2025-10-02T05:16:00Z,45.89,56.61
2025-10-02T05:17:00Z,46.54,55.00
2025-10-02T05:18:00Z,46.54,55.00
2025-10-02T05:19:00Z,57.73,45.00
2025-10-02T05:20:00Z,67.56,34.04
2025-10-02T05:21:00Z,68.00,31.46
2025-10-02T05:22:00Z,71.08,30.71
2025-10-02T05:23:00Z,70.01,27.00
2025-10-02T05:24:00Z,72.97,28.15
2025-10-02T05:25:00Z,72.97,28.50
2025-10-02T05:26:00Z,74.00,20.46
2025-10-02T05:27:00Z,75.51,25.00
2025-10-02T05:28:00Z,75.70,24.87
2025-10-02T05:29:00Z,76.00,25.00
2025-10-02T05:30:00Z,77.76,22.41
2025-10-02T05:31:00Z,72.32,24.92
2025-10-02T05:32:00Z,78.00,24.73
2025-10-02T05:33:00Z,77.02,25.00
2025-10-02T05:34:00Z,77.78,22.01
2025-10-02T05:35:00Z,78.00,23.48
2025-10-02T05:36:00Z,78.86,21.45
2025-10-02T05:37:00Z,79.63,24.67
2025-10-02T05:38:00Z,75.60,25.97
2025-10-02T05:39:00Z,78.55,26.60
2025-10-02T05:40:00Z,81.79,23.73
2025-10-02T05:41:00Z,83.72,17.90
2025-10-02T05:42:00Z,80.92,25.36
2025-10-02T05:43:00Z,84.19,19.48
2025-10-02T05:44:00Z,94.79,7.94
2025-10-02T05:45:00Z,90.80,11.87
2025-10-02T05:46:00Z,93.17,7.42
2025-10-02T05:47:00Z,94.85,6.77
2025-10-02T05:48:00Z,95.91,4.72
2025-10-02T05:49:00Z,96.12,6.06
2025-10-02T05:50:00Z,98.00,1.69
2025-10-02T05:51:00Z,98.07,1.92
2025-10-02T05:52:00Z,97.87,1.00
2025-10-02T05:53:00Z,98.00,1.00
2025-10-02T05:54:00Z,99.00,1.00
2025-10-02T05:56:00Z,99.00,1.00
2025-10-02T05:57:00Z,99.00,1.00
2025-10-02T05:58:00Z,99.00,1.00
2025-10-02T05:59:00Z,99.00,1.00
2025-10-02T06:00:00Z,99.00,1.00
2025-10-02T06:01:00Z,99.00,1.00
2025-10-02T06:02:00Z,99.00,1.00
2025-10-02T06:03:00Z,99.00,1.00
2025-10-02T06:04:00Z,99.00,1.00
2025-10-02T06:05:00Z,99.00,1.00
2025-10-02T06:06:00Z,99.00,1.00
2025-10-02T06:07:00Z,99.00,1.00
2025-10-02T06:11:00Z,99.00,1.00
2025-10-02T06:12:00Z,99.00,1.00
2025-10-02T06:13:00Z,99.00,1.00
