# event_ticker=KXATPCHALLENGERMATCH-26MAY02BRAKOL
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Zdenek Kolar
# fav_player=Raul Brancaccio
# dog_player=Zdenek Kolar
# kalshi_date=2026-05-02
timestamp,Raul Brancaccio,Zdenek Kolar
2026-05-01T22:19:00Z,,59.00
2026-05-01T22:44:00Z,,59.00
2026-05-02T00:10:00Z,,57.77
2026-05-02T00:29:00Z,43.00,57.77
2026-05-02T00:36:00Z,43.00,57.77
2026-05-02T01:27:00Z,41.00,57.77
2026-05-02T01:37:00Z,41.00,57.77
2026-05-02T01:38:00Z,42.00,57.77
2026-05-02T02:02:00Z,41.07,57.77
2026-05-02T02:24:00Z,41.07,60.00
2026-05-02T02:35:00Z,41.07,60.00
2026-05-02T02:38:00Z,41.07,60.00
2026-05-02T02:39:00Z,41.00,60.00
2026-05-02T02:40:00Z,41.00,60.00
2026-05-02T02:45:00Z,41.00,60.00
2026-05-02T03:14:00Z,41.00,60.00
2026-05-02T03:33:00Z,41.00,60.00
2026-05-02T03:44:00Z,41.00,60.00
2026-05-02T04:15:00Z,41.00,60.22
2026-05-02T04:22:00Z,41.00,62.00
2026-05-02T04:31:00Z,40.00,62.00
2026-05-02T04:32:00Z,40.00,62.00
2026-05-02T04:35:00Z,40.00,62.00
2026-05-02T04:36:00Z,40.00,62.00
2026-05-02T04:37:00Z,40.00,61.00
2026-05-02T04:39:00Z,41.00,61.00
2026-05-02T04:51:00Z,41.00,61.00
2026-05-02T04:52:00Z,41.00,61.00
2026-05-02T04:57:00Z,41.00,61.00
2026-05-02T04:59:00Z,41.00,61.00
2026-05-02T05:04:00Z,41.00,61.00
2026-05-02T05:06:00Z,41.00,61.00
2026-05-02T05:07:00Z,41.00,61.00
2026-05-02T05:08:00Z,41.00,61.00
2026-05-02T05:11:00Z,41.00,61.00
2026-05-02T05:14:00Z,41.00,61.00
2026-05-02T05:19:00Z,41.00,61.00
2026-05-02T05:21:00Z,41.00,61.85
2026-05-02T05:30:00Z,41.00,62.00
2026-05-02T05:31:00Z,40.00,61.00
2026-05-02T05:39:00Z,40.00,62.00
2026-05-02T05:40:00Z,40.00,62.00
2026-05-02T05:42:00Z,40.00,62.00
2026-05-02T05:55:00Z,40.00,62.00
2026-05-02T05:56:00Z,40.00,62.00
2026-05-02T05:58:00Z,40.00,62.00
2026-05-02T06:02:00Z,40.00,62.00
2026-05-02T06:20:00Z,40.00,62.00
2026-05-02T06:27:00Z,40.00,62.92
2026-05-02T06:52:00Z,38.43,62.92
2026-05-02T06:55:00Z,39.00,62.92
2026-05-02T06:57:00Z,39.00,62.92
2026-05-02T06:58:00Z,39.00,62.92
2026-05-02T07:01:00Z,39.00,63.00
2026-05-02T07:04:00Z,39.00,63.00
2026-05-02T07:27:00Z,39.00,62.00
2026-05-02T07:31:00Z,39.00,63.00
2026-05-02T07:40:00Z,39.00,63.00
2026-05-02T07:41:00Z,39.91,63.00
2026-05-02T08:03:00Z,37.80,63.00
2026-05-02T08:07:00Z,37.80,63.00
2026-05-02T08:33:00Z,37.80,62.01
2026-05-02T08:34:00Z,39.00,62.01
2026-05-02T08:37:00Z,39.00,63.00
2026-05-02T08:38:00Z,39.00,63.00
2026-05-02T08:40:00Z,39.00,63.00
2026-05-02T08:41:00Z,39.00,63.00
2026-05-02T08:42:00Z,39.00,63.00
2026-05-02T08:45:00Z,39.00,63.00
2026-05-02T08:50:00Z,39.00,63.00
2026-05-02T08:51:00Z,39.00,63.00
2026-05-02T08:53:00Z,39.50,63.00
2026-05-02T08:55:00Z,39.50,63.00
2026-05-02T08:56:00Z,39.50,63.00
2026-05-02T09:00:00Z,40.00,61.99
2026-05-02T09:01:00Z,40.00,62.00
2026-05-02T09:02:00Z,40.00,62.00
2026-05-02T09:03:00Z,40.00,62.00
2026-05-02T09:05:00Z,39.91,62.94
2026-05-02T09:06:00Z,39.03,62.00
2026-05-02T09:07:00Z,39.63,62.00
2026-05-02T09:08:00Z,43.44,58.68
2026-05-02T09:09:00Z,46.74,54.96
2026-05-02T09:10:00Z,44.52,55.96
2026-05-02T09:11:00Z,45.51,55.50
2026-05-02T09:12:00Z,42.04,58.66
2026-05-02T09:13:00Z,51.22,53.44
2026-05-02T09:14:00Z,46.28,50.38
2026-05-02T09:15:00Z,43.90,58.08
2026-05-02T09:16:00Z,44.31,60.61
2026-05-02T09:17:00Z,40.00,61.48
2026-05-02T09:18:00Z,39.12,62.69
2026-05-02T09:19:00Z,39.94,61.76
2026-05-02T09:20:00Z,37.92,64.90
2026-05-02T09:21:00Z,35.02,66.66
2026-05-02T09:22:00Z,34.21,67.00
2026-05-02T09:23:00Z,29.35,69.51
2026-05-02T09:24:00Z,30.97,69.69
2026-05-02T09:25:00Z,37.84,62.21
2026-05-02T09:26:00Z,37.56,63.05
2026-05-02T09:27:00Z,32.60,66.57
2026-05-02T09:28:00Z,32.00,69.21
2026-05-02T09:29:00Z,33.63,68.27
2026-05-02T09:30:00Z,32.85,65.16
2026-05-02T09:31:00Z,35.55,65.57
2026-05-02T09:32:00Z,35.58,68.66
2026-05-02T09:33:00Z,29.39,71.01
2026-05-02T09:34:00Z,21.97,78.40
2026-05-02T09:35:00Z,21.95,80.26
2026-05-02T09:36:00Z,24.75,77.52
2026-05-02T09:37:00Z,22.51,81.25
2026-05-02T09:38:00Z,20.03,82.80
2026-05-02T09:39:00Z,22.14,77.58
2026-05-02T09:40:00Z,31.55,69.16
2026-05-02T09:41:00Z,32.88,67.68
2026-05-02T09:42:00Z,32.88,65.90
2026-05-02T09:43:00Z,29.10,71.40
2026-05-02T09:44:00Z,24.70,80.85
2026-05-02T09:45:00Z,18.30,83.42
2026-05-02T09:46:00Z,18.33,82.92
2026-05-02T09:47:00Z,19.70,80.92
2026-05-02T09:48:00Z,15.78,83.14
2026-05-02T09:49:00Z,16.00,84.71
2026-05-02T09:50:00Z,15.34,85.00
2026-05-02T09:51:00Z,12.64,87.39
2026-05-02T09:52:00Z,12.13,89.17
2026-05-02T09:53:00Z,16.28,84.31
2026-05-02T09:54:00Z,20.65,79.50
2026-05-02T09:55:00Z,20.05,80.24
