# event_ticker=KXATPCHALLENGERMATCH-26MAY12RONSAK
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Franco Roncadelli
# fav_player=Franco Roncadelli
# dog_player=Pedro Sakamoto
# kalshi_date=2026-05-12
timestamp,Franco Roncadelli,Pedro Sakamoto
2026-05-12T09:49:00Z,,35.00
2026-05-12T10:35:00Z,,26.00
2026-05-12T13:38:00Z,,26.00
2026-05-12T13:42:00Z,,26.00
2026-05-12T13:57:00Z,77.00,26.00
2026-05-12T14:50:00Z,77.00,26.00
2026-05-12T15:12:00Z,76.00,26.00
2026-05-12T15:13:00Z,74.00,26.00
2026-05-12T15:14:00Z,74.00,26.00
2026-05-12T16:12:00Z,75.00,26.00
2026-05-12T16:43:00Z,75.00,26.00
2026-05-12T16:51:00Z,75.00,26.00
2026-05-12T16:52:00Z,75.00,26.00
2026-05-12T17:00:00Z,75.00,26.00
2026-05-12T17:07:00Z,75.00,26.00
2026-05-12T17:17:00Z,75.00,26.00
2026-05-12T17:20:00Z,75.00,26.00
2026-05-12T17:35:00Z,75.00,26.00
2026-05-12T17:36:00Z,75.50,26.00
2026-05-12T17:39:00Z,76.00,26.00
2026-05-12T17:40:00Z,76.00,27.00
2026-05-12T17:41:00Z,76.00,27.00
2026-05-12T17:42:00Z,76.00,27.00
2026-05-12T17:43:00Z,76.00,27.00
2026-05-12T17:44:00Z,76.00,27.00
2026-05-12T17:48:00Z,76.00,27.00
2026-05-12T17:52:00Z,75.86,27.00
2026-05-12T18:00:00Z,74.00,29.93
2026-05-12T18:01:00Z,65.07,32.81
2026-05-12T18:02:00Z,69.08,30.51
2026-05-12T18:03:00Z,66.97,34.09
2026-05-12T18:04:00Z,65.00,35.00
2026-05-12T18:05:00Z,61.13,39.23
2026-05-12T18:06:00Z,58.60,42.64
2026-05-12T18:07:00Z,60.09,40.74
2026-05-12T18:08:00Z,60.34,41.20
2026-05-12T18:09:00Z,60.10,41.21
2026-05-12T18:10:00Z,57.34,44.93
2026-05-12T18:11:00Z,60.00,45.82
2026-05-12T18:12:00Z,57.50,45.82
2026-05-12T18:13:00Z,58.03,42.61
2026-05-12T18:14:00Z,59.00,42.61
2026-05-12T18:15:00Z,59.00,41.83
2026-05-12T18:16:00Z,62.72,38.98
2026-05-12T18:17:00Z,63.00,40.00
2026-05-12T18:18:00Z,60.00,39.00
2026-05-12T18:19:00Z,59.00,39.01
2026-05-12T18:20:00Z,59.00,42.01
2026-05-12T18:21:00Z,52.43,48.11
2026-05-12T18:22:00Z,50.92,51.00
2026-05-12T18:23:00Z,53.08,49.14
2026-05-12T18:24:00Z,55.63,48.12
2026-05-12T18:25:00Z,57.44,43.98
2026-05-12T18:26:00Z,59.00,41.64
2026-05-12T18:27:00Z,59.04,42.07
2026-05-12T18:28:00Z,61.11,38.69
2026-05-12T18:29:00Z,67.68,32.70
2026-05-12T18:30:00Z,70.79,33.56
2026-05-12T18:31:00Z,73.60,26.98
2026-05-12T18:32:00Z,72.18,27.46
2026-05-12T18:33:00Z,66.37,35.44
2026-05-12T18:34:00Z,62.67,43.67
2026-05-12T18:35:00Z,59.00,43.60
2026-05-12T18:36:00Z,58.82,46.45
2026-05-12T18:37:00Z,56.68,47.55
2026-05-12T18:38:00Z,51.74,50.40
2026-05-12T18:39:00Z,50.95,50.82
2026-05-12T18:40:00Z,49.99,51.00
2026-05-12T18:41:00Z,49.83,52.49
2026-05-12T18:42:00Z,49.00,51.12
2026-05-12T18:43:00Z,50.77,50.30
2026-05-12T18:44:00Z,50.17,51.57
2026-05-12T18:45:00Z,51.00,50.00
2026-05-12T18:46:00Z,51.18,50.00
2026-05-12T18:47:00Z,54.29,49.05
2026-05-12T18:48:00Z,53.82,48.65
2026-05-12T18:49:00Z,55.00,48.61
2026-05-12T18:50:00Z,63.35,35.50
2026-05-12T18:51:00Z,62.00,33.40
2026-05-12T18:52:00Z,65.24,34.41
2026-05-12T18:53:00Z,70.17,30.89
2026-05-12T18:54:00Z,62.99,37.70
2026-05-12T18:55:00Z,59.54,42.60
2026-05-12T18:56:00Z,60.50,40.43
2026-05-12T18:57:00Z,63.90,37.39
2026-05-12T18:58:00Z,68.76,30.35
2026-05-12T18:59:00Z,72.56,27.50
2026-05-12T19:00:00Z,73.96,27.02
2026-05-12T19:01:00Z,70.60,30.75
2026-05-12T19:02:00Z,67.99,33.26
2026-05-12T19:03:00Z,61.57,40.05
2026-05-12T19:04:00Z,62.67,40.05
2026-05-12T19:05:00Z,69.46,29.16
2026-05-12T19:06:00Z,77.77,30.46
2026-05-12T19:07:00Z,69.76,32.08
2026-05-12T19:08:00Z,65.00,35.93
2026-05-12T19:09:00Z,60.41,42.43
2026-05-12T19:10:00Z,60.89,40.30
2026-05-12T19:11:00Z,67.97,33.40
2026-05-12T19:12:00Z,78.23,22.19
2026-05-12T19:13:00Z,80.43,18.59
2026-05-12T19:14:00Z,83.51,16.31
2026-05-12T19:15:00Z,83.35,16.95
2026-05-12T19:16:00Z,82.90,17.45
2026-05-12T19:17:00Z,82.91,17.94
2026-05-12T19:18:00Z,84.67,16.29
2026-05-12T19:19:00Z,84.14,15.81
2026-05-12T19:20:00Z,82.72,18.67
2026-05-12T19:21:00Z,80.76,18.88
2026-05-12T19:22:00Z,79.12,20.73
2026-05-12T19:23:00Z,80.63,20.07
2026-05-12T19:24:00Z,81.00,19.64
2026-05-12T19:25:00Z,79.00,24.18
2026-05-12T19:26:00Z,71.35,32.70
2026-05-12T19:27:00Z,66.03,33.25
2026-05-12T19:28:00Z,68.43,33.79
2026-05-12T19:29:00Z,69.02,32.98
2026-05-12T19:30:00Z,73.03,28.08
2026-05-12T19:31:00Z,70.68,31.35
2026-05-12T19:32:00Z,66.38,34.91
2026-05-12T19:33:00Z,67.52,34.45
2026-05-12T19:34:00Z,71.71,31.72
2026-05-12T19:35:00Z,78.69,22.09
2026-05-12T19:36:00Z,78.68,21.97
2026-05-12T19:37:00Z,79.44,22.51
2026-05-12T19:38:00Z,79.15,22.50
2026-05-12T19:39:00Z,78.17,24.45
2026-05-12T19:40:00Z,75.90,25.24
2026-05-12T19:41:00Z,75.49,27.89
2026-05-12T19:42:00Z,77.86,22.97
2026-05-12T19:43:00Z,81.00,21.00
2026-05-12T19:44:00Z,78.86,22.56
2026-05-12T19:45:00Z,77.81,23.82
2026-05-12T19:46:00Z,76.11,24.91
2026-05-12T19:47:00Z,74.98,25.88
2026-05-12T19:48:00Z,76.11,25.93
2026-05-12T19:49:00Z,77.80,21.75
2026-05-12T19:50:00Z,79.32,21.01
2026-05-12T19:51:00Z,80.03,21.98
2026-05-12T19:52:00Z,77.92,23.85
2026-05-12T19:53:00Z,74.99,25.69
2026-05-12T19:54:00Z,76.89,25.23
2026-05-12T19:55:00Z,78.06,22.52
2026-05-12T19:56:00Z,76.13,24.61
2026-05-12T19:57:00Z,77.77,24.89
2026-05-12T19:58:00Z,79.83,21.01
2026-05-12T19:59:00Z,85.74,13.92
2026-05-12T20:00:00Z,92.85,7.11
2026-05-12T20:01:00Z,92.99,8.99
2026-05-12T20:02:00Z,89.62,11.77
2026-05-12T20:03:00Z,95.93,4.96
2026-05-12T20:04:00Z,95.60,4.98
2026-05-12T20:05:00Z,96.96,3.97
2026-05-12T20:06:00Z,98.29,1.75
2026-05-12T20:07:00Z,99.00,1.00
2026-05-12T20:08:00Z,99.00,1.00
2026-05-12T20:09:00Z,99.00,1.00
2026-05-12T20:10:00Z,99.00,1.00
2026-05-12T20:11:00Z,99.00,1.00
2026-05-12T20:12:00Z,99.00,1.00
