# event_ticker=KXATPMATCH-26MAR21DAVHAL
# final_score=7-6(8) 6-4
# score_resolution=6-7 4-6
# match_winner=Quentin Halys
# fav_player=Alejandro Davidovich Fokina
# dog_player=Quentin Halys
# kalshi_date=2026-03-21
timestamp,Alejandro Davidovich Fokina,Quentin Halys
2026-03-21T03:21:00Z,,29.00
2026-03-21T03:29:00Z,73.00,29.00
2026-03-21T03:35:00Z,73.00,29.00
2026-03-21T03:43:00Z,73.00,29.00
2026-03-21T03:45:00Z,73.00,29.00
2026-03-21T03:46:00Z,73.00,29.00
2026-03-21T03:51:00Z,73.00,29.00
2026-03-21T03:55:00Z,73.00,29.00
2026-03-21T03:58:00Z,73.00,29.00
2026-03-21T04:01:00Z,73.00,29.00
2026-03-21T04:07:00Z,73.00,29.00
2026-03-21T04:23:00Z,73.00,27.00
2026-03-21T04:26:00Z,73.00,29.00
2026-03-21T04:31:00Z,73.00,29.00
2026-03-21T04:47:00Z,73.00,29.00
2026-03-21T04:51:00Z,73.00,29.00
2026-03-21T04:52:00Z,73.00,29.00
2026-03-21T04:56:00Z,73.00,29.00
2026-03-21T04:57:00Z,73.00,29.00
2026-03-21T05:13:00Z,73.00,29.00
2026-03-21T05:14:00Z,73.00,29.00
2026-03-21T05:20:00Z,73.00,29.00
2026-03-21T05:24:00Z,73.00,29.00
2026-03-21T05:27:00Z,73.00,29.00
2026-03-21T05:28:00Z,73.00,29.00
2026-03-21T05:30:00Z,73.00,29.00
2026-03-21T05:31:00Z,73.00,29.00
2026-03-21T05:39:00Z,73.00,29.00
2026-03-21T05:44:00Z,73.00,29.00
2026-03-21T05:54:00Z,72.00,29.00
2026-03-21T05:56:00Z,72.00,27.00
2026-03-21T06:02:00Z,73.00,27.00
2026-03-21T06:04:00Z,73.00,27.00
2026-03-21T06:06:00Z,73.00,27.00
2026-03-21T06:09:00Z,73.00,27.00
2026-03-21T06:19:00Z,73.00,27.00
2026-03-21T06:42:00Z,73.00,27.00
2026-03-21T06:51:00Z,73.00,27.00
2026-03-21T06:54:00Z,73.00,27.00
2026-03-21T07:01:00Z,73.00,27.00
2026-03-21T07:05:00Z,73.00,27.00
2026-03-21T07:07:00Z,73.00,27.00
2026-03-21T07:10:00Z,72.00,27.00
2026-03-21T07:24:00Z,73.00,27.00
2026-03-21T07:29:00Z,73.00,27.00
2026-03-21T07:30:00Z,73.00,29.00
2026-03-21T07:40:00Z,73.00,29.00
2026-03-21T07:48:00Z,73.00,29.00
2026-03-21T07:50:00Z,73.00,29.00
2026-03-21T08:11:00Z,73.00,29.00
2026-03-21T08:13:00Z,73.00,27.02
2026-03-21T08:18:00Z,73.00,27.02
2026-03-21T08:23:00Z,73.00,27.02
2026-03-21T08:40:00Z,73.00,28.00
2026-03-21T08:47:00Z,73.02,28.00
