# event_ticker=KXATPCHALLENGERMATCH-26MAR02RYBBER
# final_score=1-6 6-4 6-4
# match_winner=Alex Rybakov
# fav_player=Alex Rybakov
# dog_player=Jacopo Berrettini
# kalshi_date=2026-03-02
timestamp,Alex Rybakov,Jacopo Berrettini
2026-03-02T01:46:00Z,,56.00
2026-03-02T02:19:00Z,,56.00
2026-03-02T02:55:00Z,,56.00
2026-03-02T05:22:00Z,48.00,56.00
2026-03-02T05:45:00Z,48.00,56.00
2026-03-02T06:30:00Z,48.00,56.00
2026-03-02T06:53:00Z,48.00,52.07
2026-03-02T06:54:00Z,48.00,50.00
2026-03-02T06:56:00Z,52.00,50.00
2026-03-02T07:17:00Z,52.00,50.00
2026-03-02T07:22:00Z,53.37,50.00
2026-03-02T07:27:00Z,54.72,50.00
2026-03-02T08:21:00Z,54.72,52.00
2026-03-02T08:28:00Z,49.00,52.00
2026-03-02T08:35:00Z,49.00,52.00
2026-03-02T09:25:00Z,49.00,52.00
2026-03-02T09:29:00Z,49.00,52.00
2026-03-02T09:54:00Z,49.00,53.00
2026-03-02T10:06:00Z,49.00,53.00
2026-03-02T10:22:00Z,48.00,53.00
2026-03-02T10:25:00Z,48.00,52.00
2026-03-02T10:35:00Z,48.00,52.00
2026-03-02T10:46:00Z,50.00,52.00
2026-03-02T10:57:00Z,50.00,51.00
2026-03-02T11:09:00Z,50.83,51.00
2026-03-02T11:13:00Z,50.83,54.00
2026-03-02T11:14:00Z,50.83,54.00
2026-03-02T11:15:00Z,48.00,54.00
2026-03-02T11:18:00Z,48.00,54.00
2026-03-02T11:36:00Z,48.00,54.56
2026-03-02T11:46:00Z,47.00,54.56
2026-03-02T11:57:00Z,47.00,55.00
2026-03-02T11:58:00Z,47.00,52.00
2026-03-02T12:27:00Z,47.00,55.00
2026-03-02T12:29:00Z,47.00,55.00
2026-03-02T12:33:00Z,47.00,55.00
2026-03-02T12:39:00Z,47.00,55.00
2026-03-02T12:42:00Z,47.00,55.00
2026-03-02T12:43:00Z,49.00,55.00
2026-03-02T12:44:00Z,49.00,55.00
2026-03-02T12:45:00Z,49.00,55.00
2026-03-02T12:46:00Z,49.00,55.00
2026-03-02T12:47:00Z,48.00,55.00
2026-03-02T12:49:00Z,48.00,55.00
2026-03-02T12:50:00Z,48.03,55.00
2026-03-02T12:51:00Z,48.00,55.00
2026-03-02T12:52:00Z,48.28,54.16
2026-03-02T12:53:00Z,48.43,55.00
2026-03-02T12:54:00Z,49.00,55.00
2026-03-02T12:55:00Z,49.00,55.00
2026-03-02T12:56:00Z,48.99,55.50
2026-03-02T12:57:00Z,48.23,55.00
2026-03-02T12:58:00Z,46.13,56.00
2026-03-02T12:59:00Z,46.91,56.00
2026-03-02T13:00:00Z,46.91,55.86
2026-03-02T13:01:00Z,46.68,55.86
2026-03-02T13:03:00Z,47.93,55.91
2026-03-02T13:04:00Z,48.85,54.01
2026-03-02T13:05:00Z,41.03,57.00
2026-03-02T13:06:00Z,43.70,57.00
2026-03-02T13:07:00Z,46.00,57.00
2026-03-02T13:08:00Z,39.75,65.91
2026-03-02T13:09:00Z,33.00,68.00
2026-03-02T13:10:00Z,32.05,68.64
2026-03-02T13:11:00Z,32.05,68.50
2026-03-02T13:12:00Z,32.05,70.69
2026-03-02T13:13:00Z,31.00,70.87
2026-03-02T13:14:00Z,31.04,72.00
2026-03-02T13:15:00Z,23.00,77.58
2026-03-02T13:16:00Z,24.67,75.17
2026-03-02T13:17:00Z,29.79,71.86
2026-03-02T13:18:00Z,32.96,70.00
2026-03-02T13:19:00Z,32.10,68.11
2026-03-02T13:20:00Z,40.44,61.71
2026-03-02T13:21:00Z,40.60,63.87
2026-03-02T13:22:00Z,34.58,71.00
2026-03-02T13:23:00Z,35.00,71.00
2026-03-02T13:24:00Z,32.18,71.00
2026-03-02T13:25:00Z,29.13,71.00
2026-03-02T13:26:00Z,23.00,77.24
2026-03-02T13:27:00Z,20.44,81.45
2026-03-02T13:28:00Z,19.00,81.96
2026-03-02T13:29:00Z,19.00,81.96
2026-03-02T13:30:00Z,16.31,81.90
2026-03-02T13:31:00Z,18.00,82.04
2026-03-02T13:32:00Z,16.00,83.57
2026-03-02T13:33:00Z,16.00,85.00
2026-03-02T13:34:00Z,13.01,86.00
2026-03-02T13:35:00Z,12.00,87.86
2026-03-02T13:36:00Z,13.82,86.97
2026-03-02T13:37:00Z,14.00,87.88
2026-03-02T13:38:00Z,13.07,87.27
2026-03-02T13:39:00Z,13.00,89.98
2026-03-02T13:40:00Z,15.00,85.21
2026-03-02T13:41:00Z,12.15,88.00
2026-03-02T13:42:00Z,13.56,86.04
2026-03-02T13:43:00Z,12.21,88.26
2026-03-02T13:44:00Z,11.99,89.62
2026-03-02T13:45:00Z,9.16,91.90
2026-03-02T13:46:00Z,8.14,93.11
2026-03-02T13:47:00Z,5.22,95.85
2026-03-02T13:48:00Z,3.93,96.24
2026-03-02T13:49:00Z,5.00,96.00
2026-03-02T13:50:00Z,6.00,95.01
2026-03-02T13:51:00Z,5.26,96.35
2026-03-02T13:52:00Z,6.00,96.21
2026-03-02T13:53:00Z,5.68,95.00
2026-03-02T13:54:00Z,9.11,91.85
2026-03-02T13:55:00Z,12.05,89.00
2026-03-02T13:56:00Z,13.06,86.91
2026-03-02T13:57:00Z,12.00,86.96
2026-03-02T13:58:00Z,11.78,86.86
2026-03-02T13:59:00Z,11.78,87.18
2026-03-02T14:00:00Z,11.12,88.72
2026-03-02T14:01:00Z,12.11,88.00
2026-03-02T14:02:00Z,14.81,85.81
2026-03-02T14:03:00Z,14.05,85.60
2026-03-02T14:04:00Z,13.08,87.23
2026-03-02T14:05:00Z,11.99,88.93
2026-03-02T14:06:00Z,12.00,89.00
2026-03-02T14:07:00Z,15.94,87.07
2026-03-02T14:08:00Z,14.23,86.01
2026-03-02T14:09:00Z,14.16,86.12
2026-03-02T14:10:00Z,15.05,85.00
2026-03-02T14:11:00Z,13.58,87.72
2026-03-02T14:12:00Z,12.00,89.31
2026-03-02T14:13:00Z,11.99,90.00
2026-03-02T14:14:00Z,13.00,89.57
2026-03-02T14:15:00Z,15.00,88.71
2026-03-02T14:16:00Z,15.80,84.84
2026-03-02T14:17:00Z,15.76,84.78
2026-03-02T14:18:00Z,15.73,83.83
2026-03-02T14:19:00Z,16.04,84.91
2026-03-02T14:20:00Z,19.39,84.04
2026-03-02T14:21:00Z,25.92,78.29
2026-03-02T14:22:00Z,35.43,64.76
2026-03-02T14:23:00Z,36.93,63.80
2026-03-02T14:24:00Z,33.64,70.35
2026-03-02T14:25:00Z,35.47,65.43
2026-03-02T14:26:00Z,41.44,58.82
2026-03-02T14:27:00Z,40.00,61.52
2026-03-02T14:28:00Z,41.50,58.99
2026-03-02T14:29:00Z,41.62,58.06
2026-03-02T14:30:00Z,42.07,58.13
2026-03-02T14:31:00Z,52.59,49.75
2026-03-02T14:32:00Z,50.15,52.72
2026-03-02T14:33:00Z,43.09,59.02
2026-03-02T14:34:00Z,41.26,58.91
2026-03-02T14:35:00Z,36.75,64.65
2026-03-02T14:36:00Z,33.98,65.96
2026-03-02T14:37:00Z,29.26,71.63
2026-03-02T14:38:00Z,20.26,80.51
2026-03-02T14:39:00Z,18.65,79.74
2026-03-02T14:40:00Z,15.09,85.13
2026-03-02T14:41:00Z,16.80,83.55
2026-03-02T14:42:00Z,11.19,88.07
2026-03-02T14:43:00Z,11.72,89.00
2026-03-02T14:44:00Z,19.06,80.42
2026-03-02T14:45:00Z,28.39,73.15
2026-03-02T14:46:00Z,31.94,68.99
2026-03-02T14:47:00Z,34.67,66.41
2026-03-02T14:48:00Z,40.06,62.15
2026-03-02T14:49:00Z,40.14,62.95
2026-03-02T14:50:00Z,42.04,58.75
2026-03-02T14:51:00Z,37.09,62.72
2026-03-02T14:52:00Z,37.59,63.47
2026-03-02T14:53:00Z,35.67,64.81
2026-03-02T14:54:00Z,33.12,67.56
2026-03-02T14:55:00Z,32.98,67.92
2026-03-02T14:56:00Z,37.99,64.19
2026-03-02T14:57:00Z,40.62,59.82
2026-03-02T14:58:00Z,43.89,57.74
2026-03-02T14:59:00Z,50.33,49.62
2026-03-02T15:00:00Z,57.76,42.92
2026-03-02T15:01:00Z,51.77,48.79
2026-03-02T15:02:00Z,62.67,34.38
2026-03-02T15:03:00Z,76.82,23.56
2026-03-02T15:04:00Z,78.55,24.82
2026-03-02T15:05:00Z,69.23,33.06
2026-03-02T15:06:00Z,53.28,47.86
2026-03-02T15:07:00Z,47.76,53.75
2026-03-02T15:08:00Z,59.66,41.98
2026-03-02T15:09:00Z,77.05,20.68
2026-03-02T15:10:00Z,74.92,23.79
2026-03-02T15:11:00Z,79.79,22.19
2026-03-02T15:12:00Z,67.48,30.17
2026-03-02T15:13:00Z,55.74,44.54
2026-03-02T15:14:00Z,41.19,57.98
2026-03-02T15:15:00Z,39.97,57.17
2026-03-02T15:16:00Z,52.43,46.27
2026-03-02T15:17:00Z,60.81,35.69
2026-03-02T15:18:00Z,81.85,18.31
2026-03-02T15:19:00Z,81.96,18.05
2026-03-02T15:20:00Z,87.78,12.04
2026-03-02T15:21:00Z,84.74,19.89
2026-03-02T15:22:00Z,77.53,26.94
2026-03-02T15:23:00Z,90.19,10.11
2026-03-02T15:24:00Z,98.87,1.46
2026-03-02T15:25:00Z,99.00,1.46
2026-03-02T15:26:00Z,99.00,1.00
2026-03-02T15:27:00Z,99.00,1.00
2026-03-02T15:28:00Z,99.00,1.00
2026-03-02T15:29:00Z,99.00,1.00
2026-03-02T15:30:00Z,99.00,1.00
2026-03-02T15:31:00Z,99.00,1.00
2026-03-02T15:32:00Z,99.00,1.00
