# event_ticker=KXATPMATCH-25OCT02CAZMAR
# final_score=6-3 3-6 7-5
# match_winner=Arthur Cazaux
# fav_player=Arthur Cazaux
# dog_player=Pedro Martinez
# kalshi_date=2025-10-02
timestamp,Arthur Cazaux,Pedro Martinez
2025-10-01T20:05:00Z,78.00,45.00
2025-10-01T21:11:00Z,78.00,22.00
2025-10-01T21:13:00Z,80.00,22.00
2025-10-01T21:19:00Z,80.00,22.00
2025-10-01T21:33:00Z,80.00,22.00
2025-10-01T21:51:00Z,80.00,22.00
2025-10-01T21:56:00Z,80.00,22.00
2025-10-01T22:22:00Z,80.00,21.00
2025-10-01T22:31:00Z,80.00,21.00
2025-10-01T22:40:00Z,80.00,21.00
2025-10-01T22:41:00Z,80.00,21.00
2025-10-01T22:44:00Z,80.00,21.00
2025-10-01T22:54:00Z,80.00,21.00
2025-10-01T22:57:00Z,80.00,20.00
2025-10-01T23:05:00Z,80.00,21.00
2025-10-01T23:07:00Z,80.00,22.00
2025-10-01T23:22:00Z,79.00,22.00
2025-10-01T23:28:00Z,79.00,22.00
2025-10-01T23:30:00Z,79.00,22.00
2025-10-01T23:35:00Z,79.00,22.00
2025-10-01T23:37:00Z,79.00,22.00
2025-10-01T23:44:00Z,78.00,22.00
2025-10-01T23:45:00Z,78.00,22.00
2025-10-01T23:53:00Z,78.00,22.00
2025-10-02T00:17:00Z,79.00,22.00
2025-10-02T00:27:00Z,79.00,22.00
2025-10-02T00:32:00Z,79.00,22.00
2025-10-02T00:38:00Z,79.00,22.00
2025-10-02T00:51:00Z,79.00,22.00
2025-10-02T00:53:00Z,79.00,22.00
2025-10-02T01:02:00Z,79.00,22.00
2025-10-02T01:07:00Z,79.00,22.00
2025-10-02T01:24:00Z,79.00,22.00
2025-10-02T01:32:00Z,79.00,22.00
2025-10-02T01:34:00Z,79.00,22.00
2025-10-02T01:43:00Z,79.00,22.00
2025-10-02T01:44:00Z,79.00,22.00
2025-10-02T01:49:00Z,79.00,22.00
2025-10-02T01:51:00Z,79.00,22.00
2025-10-02T01:52:00Z,79.00,22.00
2025-10-02T01:53:00Z,79.00,22.00
2025-10-02T02:07:00Z,79.00,22.00
2025-10-02T02:19:00Z,79.00,22.00
2025-10-02T02:26:00Z,79.00,22.00
2025-10-02T02:30:00Z,79.00,22.00
2025-10-02T02:32:00Z,79.00,22.00
2025-10-02T02:35:00Z,79.00,20.76
2025-10-02T02:38:00Z,79.00,20.76
2025-10-02T02:54:00Z,79.00,20.25
2025-10-02T02:57:00Z,79.00,20.25
2025-10-02T03:07:00Z,79.00,20.25
2025-10-02T03:09:00Z,79.00,22.00
2025-10-02T03:11:00Z,79.00,22.00
2025-10-02T03:12:00Z,79.00,22.00
2025-10-02T03:13:00Z,79.00,20.00
2025-10-02T03:14:00Z,79.00,22.00
2025-10-02T03:15:00Z,79.00,22.00
2025-10-02T03:17:00Z,79.00,22.00
2025-10-02T03:27:00Z,79.00,22.00
2025-10-02T03:29:00Z,79.00,22.00
2025-10-02T03:30:00Z,79.00,22.00
2025-10-02T03:33:00Z,79.00,22.00
2025-10-02T03:35:00Z,79.00,22.00
2025-10-02T03:40:00Z,79.00,22.00
2025-10-02T03:41:00Z,79.00,22.00
2025-10-02T03:44:00Z,79.00,22.00
2025-10-02T03:49:00Z,79.00,22.00
