# event_ticker=KXATPMATCH-26JUN13SHELEH
# final_score=6-7(4) 7-6(14) 7-6(6)
# score_resolution=7-6 6-7 6-7
# match_winner=Ben Shelton
# fav_player=Jiri Lehecka
# dog_player=Ben Shelton
# kalshi_date=2026-06-13
timestamp,Ben Shelton,Jiri Lehecka
2026-06-13T11:39:00Z,62.00,48.00
2026-06-13T11:40:00Z,62.00,48.00
2026-06-13T11:41:00Z,60.00,50.00
2026-06-13T11:43:00Z,59.00,50.00
2026-06-13T11:47:00Z,57.00,46.00
2026-06-13T11:48:00Z,57.00,46.00
2026-06-13T11:50:00Z,57.00,46.00
2026-06-13T11:51:00Z,57.00,45.00
2026-06-13T11:53:00Z,57.00,46.00
2026-06-13T11:54:00Z,57.00,47.79
2026-06-13T11:55:00Z,57.00,48.00
2026-06-13T11:56:00Z,55.00,44.70
2026-06-13T11:57:00Z,57.00,47.00
2026-06-13T11:59:00Z,57.00,47.00
2026-06-13T12:00:00Z,57.00,47.00
2026-06-13T12:01:00Z,57.00,46.00
2026-06-13T12:02:00Z,57.15,45.33
2026-06-13T12:03:00Z,58.00,45.33
2026-06-13T12:05:00Z,57.36,46.69
2026-06-13T12:07:00Z,57.00,47.00
2026-06-13T12:08:00Z,57.00,47.00
2026-06-13T12:09:00Z,56.64,46.72
2026-06-13T12:10:00Z,56.64,46.00
2026-06-13T12:11:00Z,57.00,46.00
2026-06-13T12:12:00Z,57.00,47.00
2026-06-13T12:13:00Z,56.64,47.00
2026-06-13T12:14:00Z,57.00,47.00
2026-06-13T12:15:00Z,57.00,47.00
2026-06-13T12:16:00Z,57.13,46.62
2026-06-13T12:17:00Z,55.10,47.00
2026-06-13T12:18:00Z,55.10,47.00
2026-06-13T12:19:00Z,56.00,47.00
2026-06-13T12:20:00Z,56.14,47.00
2026-06-13T12:21:00Z,56.00,47.00
2026-06-13T12:22:00Z,57.71,47.00
2026-06-13T12:23:00Z,56.00,47.93
2026-06-13T12:24:00Z,56.00,48.00
2026-06-13T12:25:00Z,56.00,48.00
2026-06-13T12:26:00Z,56.00,48.00
2026-06-13T12:28:00Z,56.00,48.00
2026-06-13T12:29:00Z,56.00,49.00
2026-06-13T12:31:00Z,55.79,49.00
2026-06-13T12:32:00Z,55.29,49.00
2026-06-13T12:33:00Z,55.29,49.00
2026-06-13T12:34:00Z,54.00,49.00
2026-06-13T12:35:00Z,54.00,49.00
2026-06-13T12:37:00Z,54.00,49.00
2026-06-13T12:38:00Z,54.48,49.00
2026-06-13T12:39:00Z,54.00,49.00
2026-06-13T12:40:00Z,54.00,49.00
2026-06-13T12:41:00Z,54.00,48.00
2026-06-13T12:42:00Z,54.00,48.00
2026-06-13T12:43:00Z,54.00,49.00
2026-06-13T12:45:00Z,54.00,49.00
2026-06-13T12:46:00Z,54.00,49.00
2026-06-13T12:47:00Z,53.00,49.00
2026-06-13T12:48:00Z,51.21,50.97
2026-06-13T12:49:00Z,51.90,52.00
2026-06-13T12:50:00Z,52.99,50.28
2026-06-13T12:51:00Z,54.12,50.87
2026-06-13T12:52:00Z,53.25,50.47
2026-06-13T12:53:00Z,53.57,48.73
2026-06-13T12:54:00Z,53.57,49.38
2026-06-13T12:55:00Z,52.69,49.00
2026-06-13T12:56:00Z,54.51,49.00
2026-06-13T12:57:00Z,53.18,49.00
2026-06-13T12:58:00Z,52.13,49.00
2026-06-13T12:59:00Z,52.29,49.00
2026-06-13T13:00:00Z,53.00,49.00
2026-06-13T13:01:00Z,52.96,49.00
2026-06-13T13:02:00Z,53.00,49.00
2026-06-13T13:03:00Z,52.98,48.87
2026-06-13T13:04:00Z,52.52,49.00
2026-06-13T13:05:00Z,52.00,49.00
2026-06-13T13:06:00Z,52.00,49.00
2026-06-13T13:07:00Z,52.00,49.00
2026-06-13T13:08:00Z,52.00,49.00
2026-06-13T13:09:00Z,52.00,49.00
2026-06-13T13:10:00Z,52.00,49.00
2026-06-13T13:11:00Z,52.00,49.00
2026-06-13T13:12:00Z,52.00,49.00
2026-06-13T13:13:00Z,52.00,49.00
2026-06-13T13:14:00Z,52.00,49.00
2026-06-13T13:15:00Z,51.89,49.00
2026-06-13T13:16:00Z,52.00,49.00
2026-06-13T13:17:00Z,52.00,49.00
2026-06-13T13:18:00Z,52.00,49.00
2026-06-13T13:19:00Z,52.00,49.00
2026-06-13T13:20:00Z,52.00,49.00
2026-06-13T13:21:00Z,52.00,49.00
2026-06-13T13:22:00Z,51.99,49.00
2026-06-13T13:23:00Z,52.00,49.00
2026-06-13T13:24:00Z,52.00,49.00
2026-06-13T13:25:00Z,52.00,49.00
2026-06-13T13:26:00Z,52.00,49.00
2026-06-13T13:27:00Z,52.00,49.00
2026-06-13T13:28:00Z,52.00,49.00
2026-06-13T13:29:00Z,52.00,49.00
2026-06-13T13:30:00Z,52.00,49.00
2026-06-13T13:31:00Z,51.17,51.00
2026-06-13T13:32:00Z,50.69,51.00
2026-06-13T13:33:00Z,50.88,51.00
2026-06-13T13:34:00Z,50.79,51.00
2026-06-13T13:35:00Z,50.80,50.89
2026-06-13T13:36:00Z,50.37,51.45
2026-06-13T13:37:00Z,50.79,52.00
2026-06-13T13:38:00Z,51.69,50.92
2026-06-13T13:39:00Z,52.69,49.00
2026-06-13T13:40:00Z,52.81,49.37
2026-06-13T13:41:00Z,53.13,48.35
2026-06-13T13:42:00Z,53.95,48.98
