# event_ticker=KXATPCHALLENGERMATCH-26MAR11SHECOP
# final_score=2-6 6-1 7-6(5)
# score_resolution=6-2 1-6 6-7
# match_winner=Kimmer Coppejans
# fav_player=Abdullah Shelbayh
# dog_player=Kimmer Coppejans
# kalshi_date=2026-03-11
timestamp,Abdullah Shelbayh,Kimmer Coppejans
2026-03-11T10:59:00Z,51.85,53.00
2026-03-11T11:02:00Z,51.85,52.00
2026-03-11T11:03:00Z,51.00,52.00
2026-03-11T11:04:00Z,52.00,52.00
2026-03-11T11:05:00Z,50.00,54.00
2026-03-11T11:06:00Z,52.93,49.20
2026-03-11T11:07:00Z,53.96,48.20
2026-03-11T11:08:00Z,52.00,50.61
2026-03-11T11:09:00Z,51.66,50.96
2026-03-11T11:10:00Z,51.29,50.48
2026-03-11T11:11:00Z,55.35,48.10
2026-03-11T11:12:00Z,54.60,47.41
2026-03-11T11:13:00Z,57.83,45.88
2026-03-11T11:14:00Z,57.49,44.27
2026-03-11T11:15:00Z,64.14,38.06
2026-03-11T11:16:00Z,65.23,38.33
2026-03-11T11:17:00Z,63.31,44.27
2026-03-11T11:18:00Z,55.30,47.84
2026-03-11T11:19:00Z,53.00,50.00
2026-03-11T11:20:00Z,53.26,49.56
2026-03-11T11:21:00Z,52.51,49.00
2026-03-11T11:22:00Z,51.78,51.57
2026-03-11T11:23:00Z,57.00,48.40
2026-03-11T11:24:00Z,53.76,49.08
2026-03-11T11:25:00Z,63.47,35.08
2026-03-11T11:26:00Z,66.55,32.97
2026-03-11T11:27:00Z,69.48,33.31
2026-03-11T11:28:00Z,64.91,36.83
2026-03-11T11:29:00Z,64.31,39.22
2026-03-11T11:30:00Z,69.99,31.76
2026-03-11T11:31:00Z,70.14,30.92
2026-03-11T11:32:00Z,67.26,33.13
2026-03-11T11:33:00Z,66.00,36.76
2026-03-11T11:34:00Z,66.09,36.42
2026-03-11T11:35:00Z,63.33,38.24
2026-03-11T11:36:00Z,63.89,38.95
2026-03-11T11:37:00Z,60.19,42.70
2026-03-11T11:38:00Z,65.20,36.10
2026-03-11T11:39:00Z,69.00,32.65
2026-03-11T11:40:00Z,67.89,32.97
2026-03-11T11:41:00Z,71.21,30.15
2026-03-11T11:42:00Z,71.67,27.47
2026-03-11T11:43:00Z,69.01,32.18
2026-03-11T11:44:00Z,69.13,29.03
2026-03-11T11:45:00Z,76.27,25.53
2026-03-11T11:46:00Z,75.55,25.97
2026-03-11T11:47:00Z,78.07,23.87
2026-03-11T11:48:00Z,78.01,24.72
2026-03-11T11:49:00Z,73.80,33.69
2026-03-11T11:50:00Z,70.91,31.15
2026-03-11T11:51:00Z,64.45,36.96
2026-03-11T11:52:00Z,63.84,38.45
2026-03-11T11:53:00Z,61.37,40.51
2026-03-11T11:54:00Z,57.17,40.14
2026-03-11T11:55:00Z,55.91,45.56
2026-03-11T11:56:00Z,54.15,47.03
2026-03-11T11:57:00Z,51.82,49.38
2026-03-11T11:58:00Z,50.01,49.58
2026-03-11T11:59:00Z,45.49,54.48
2026-03-11T12:00:00Z,44.34,56.19
2026-03-11T12:01:00Z,41.41,60.44
2026-03-11T12:02:00Z,37.34,61.88
2026-03-11T12:03:00Z,36.00,63.24
2026-03-11T12:04:00Z,37.32,63.10
2026-03-11T12:05:00Z,33.76,64.04
2026-03-11T12:06:00Z,32.74,66.68
2026-03-11T12:07:00Z,32.19,68.05
2026-03-11T12:08:00Z,32.29,68.96
2026-03-11T12:09:00Z,29.51,68.79
2026-03-11T12:10:00Z,32.94,67.32
2026-03-11T12:11:00Z,30.88,67.99
2026-03-11T12:12:00Z,30.43,68.56
2026-03-11T12:13:00Z,34.32,67.57
2026-03-11T12:14:00Z,34.91,66.21
2026-03-11T12:15:00Z,37.23,62.30
2026-03-11T12:16:00Z,35.96,65.28
2026-03-11T12:17:00Z,34.80,66.66
2026-03-11T12:18:00Z,34.36,67.94
2026-03-11T12:19:00Z,34.02,65.64
2026-03-11T12:20:00Z,35.38,66.18
2026-03-11T12:21:00Z,42.21,61.67
2026-03-11T12:22:00Z,46.55,54.88
2026-03-11T12:23:00Z,57.55,43.14
2026-03-11T12:24:00Z,60.07,41.90
2026-03-11T12:25:00Z,57.26,44.88
2026-03-11T12:26:00Z,61.72,44.11
2026-03-11T12:27:00Z,56.43,44.93
2026-03-11T12:28:00Z,40.98,59.07
2026-03-11T12:29:00Z,37.55,64.71
2026-03-11T12:30:00Z,34.09,67.41
2026-03-11T12:31:00Z,30.84,69.66
2026-03-11T12:32:00Z,31.07,69.62
2026-03-11T12:33:00Z,32.87,66.57
2026-03-11T12:34:00Z,37.09,63.63
2026-03-11T12:35:00Z,43.57,58.63
2026-03-11T12:36:00Z,41.39,58.22
2026-03-11T12:37:00Z,45.22,56.59
2026-03-11T12:38:00Z,36.40,64.44
2026-03-11T12:39:00Z,38.62,60.80
2026-03-11T12:40:00Z,41.10,56.47
2026-03-11T12:41:00Z,47.57,53.84
2026-03-11T12:42:00Z,54.09,48.53
2026-03-11T12:43:00Z,35.29,65.74
2026-03-11T12:44:00Z,35.81,65.89
2026-03-11T12:45:00Z,29.48,71.39
2026-03-11T12:46:00Z,31.81,65.91
2026-03-11T12:47:00Z,34.68,66.35
2026-03-11T12:48:00Z,35.10,65.29
2026-03-11T12:49:00Z,27.68,74.20
2026-03-11T12:50:00Z,39.75,63.10
2026-03-11T12:51:00Z,46.32,55.57
2026-03-11T12:52:00Z,47.83,53.12
2026-03-11T12:53:00Z,42.54,60.20
2026-03-11T12:54:00Z,36.24,68.16
2026-03-11T12:55:00Z,31.74,68.76
2026-03-11T12:56:00Z,31.77,69.76
2026-03-11T12:57:00Z,26.99,73.02
2026-03-11T12:58:00Z,20.50,76.67
2026-03-11T12:59:00Z,15.32,82.82
2026-03-11T13:00:00Z,34.51,68.40
2026-03-11T13:01:00Z,36.57,65.74
2026-03-11T13:02:00Z,42.61,57.97
2026-03-11T13:03:00Z,52.29,55.74
2026-03-11T13:04:00Z,47.92,52.53
2026-03-11T13:05:00Z,43.99,59.48
2026-03-11T13:06:00Z,44.29,57.01
2026-03-11T13:07:00Z,35.85,67.83
2026-03-11T13:08:00Z,30.94,69.50
2026-03-11T13:09:00Z,25.35,74.69
2026-03-11T13:10:00Z,33.63,64.01
2026-03-11T13:11:00Z,41.98,57.68
2026-03-11T13:12:00Z,46.84,53.26
2026-03-11T13:13:00Z,45.14,57.53
2026-03-11T13:14:00Z,32.01,66.54
2026-03-11T13:15:00Z,32.48,69.00
2026-03-11T13:16:00Z,33.60,66.26
2026-03-11T13:17:00Z,41.57,61.04
2026-03-11T13:18:00Z,42.33,56.80
2026-03-11T13:19:00Z,32.31,67.75
2026-03-11T13:20:00Z,41.55,53.87
2026-03-11T13:21:00Z,49.62,48.14
2026-03-11T13:22:00Z,56.03,41.03
2026-03-11T13:23:00Z,56.41,44.22
2026-03-11T13:24:00Z,74.19,20.04
2026-03-11T13:25:00Z,88.08,12.61
2026-03-11T13:26:00Z,78.94,21.49
2026-03-11T13:27:00Z,75.48,28.36
2026-03-11T13:28:00Z,42.58,58.52
2026-03-11T13:29:00Z,11.77,86.81
2026-03-11T13:30:00Z,20.41,80.42
2026-03-11T13:31:00Z,1.57,98.82
2026-03-11T13:32:00Z,1.00,99.00
2026-03-11T13:33:00Z,1.00,99.00
