# event_ticker=KXATPCHALLENGERMATCH-26MAR03PIEKYM
# final_score=6-7(3) 6-4 6-4
# score_resolution=7-6 4-6 4-6
# match_winner=Jerome Kym
# fav_player=Samuele Pieri
# dog_player=Jerome Kym
# kalshi_date=2026-03-03
timestamp,Samuele Pieri,Jerome Kym
2026-03-03T04:29:00Z,,82.00
2026-03-03T04:55:00Z,,83.00
2026-03-03T05:17:00Z,17.00,83.00
2026-03-03T05:19:00Z,17.00,83.00
2026-03-03T05:53:00Z,17.00,84.00
2026-03-03T07:00:00Z,17.00,84.00
2026-03-03T07:22:00Z,17.00,86.00
2026-03-03T09:08:00Z,17.00,85.00
2026-03-03T11:24:00Z,17.00,84.00
2026-03-03T11:38:00Z,16.00,84.00
2026-03-03T11:44:00Z,16.00,86.00
2026-03-03T11:52:00Z,16.00,86.00
2026-03-03T11:53:00Z,16.00,86.00
2026-03-03T11:57:00Z,16.00,86.00
2026-03-03T11:58:00Z,16.00,86.00
2026-03-03T12:00:00Z,16.00,84.00
2026-03-03T12:05:00Z,16.00,86.00
2026-03-03T12:10:00Z,15.00,86.00
2026-03-03T12:11:00Z,15.00,84.00
2026-03-03T12:14:00Z,15.00,84.00
2026-03-03T12:17:00Z,15.00,84.00
2026-03-03T12:44:00Z,13.58,89.08
2026-03-03T12:47:00Z,17.48,84.90
2026-03-03T12:48:00Z,17.00,84.90
2026-03-03T12:50:00Z,17.00,84.90
2026-03-03T12:51:00Z,17.00,86.00
2026-03-03T13:04:00Z,17.00,86.00
2026-03-03T13:08:00Z,17.00,84.00
2026-03-03T13:12:00Z,14.00,86.00
2026-03-03T13:15:00Z,17.00,86.00
2026-03-03T13:18:00Z,17.00,86.00
2026-03-03T13:21:00Z,16.00,86.00
2026-03-03T13:22:00Z,16.00,85.00
2026-03-03T13:23:00Z,15.53,85.00
2026-03-03T13:24:00Z,14.00,86.15
2026-03-03T13:25:00Z,17.03,84.00
2026-03-03T13:26:00Z,22.07,80.33
2026-03-03T13:27:00Z,23.00,77.54
2026-03-03T13:28:00Z,22.00,76.03
2026-03-03T13:29:00Z,20.00,81.53
2026-03-03T13:30:00Z,19.00,83.00
2026-03-03T13:31:00Z,20.00,81.00
2026-03-03T13:32:00Z,21.00,80.00
2026-03-03T13:33:00Z,22.44,80.00
2026-03-03T13:34:00Z,25.90,78.95
2026-03-03T13:35:00Z,22.81,78.00
