# event_ticker=KXATPCHALLENGERMATCH-26MAY12POLSTR
# final_score=7-6(5) 6-7(2) 7-5
# score_resolution=6-7 7-6 5-7
# match_winner=Dominic Stricker
# fav_player=Mili Poljicak
# dog_player=Dominic Stricker
# kalshi_date=2026-05-12
timestamp,Mili Poljicak,Dominic Stricker
2026-05-12T23:23:00Z,,59.00
2026-05-13T00:42:00Z,43.00,59.00
2026-05-13T02:07:00Z,43.00,59.00
2026-05-13T02:08:00Z,42.00,59.00
2026-05-13T02:50:00Z,43.00,59.00
2026-05-13T03:01:00Z,43.00,59.00
2026-05-13T03:11:00Z,43.00,59.00
2026-05-13T03:46:00Z,43.00,59.00
2026-05-13T03:59:00Z,43.00,59.00
2026-05-13T04:09:00Z,43.00,59.00
2026-05-13T04:18:00Z,43.00,59.00
2026-05-13T04:21:00Z,43.00,59.00
2026-05-13T05:05:00Z,43.00,59.00
2026-05-13T05:36:00Z,43.00,59.00
2026-05-13T06:37:00Z,43.29,59.00
2026-05-13T08:38:00Z,43.29,58.00
2026-05-13T09:08:00Z,43.00,58.00
2026-05-13T09:21:00Z,43.00,58.00
2026-05-13T09:34:00Z,43.00,58.00
2026-05-13T09:45:00Z,43.00,58.00
2026-05-13T09:52:00Z,43.00,59.00
2026-05-13T10:38:00Z,43.00,59.00
2026-05-13T10:44:00Z,43.00,59.00
2026-05-13T10:47:00Z,43.00,59.00
2026-05-13T11:05:00Z,44.00,59.00
2026-05-13T11:06:00Z,44.00,59.00
2026-05-13T11:41:00Z,44.00,59.00
2026-05-13T11:42:00Z,43.00,57.76
2026-05-13T11:44:00Z,40.65,59.93
2026-05-13T11:45:00Z,40.65,62.00
2026-05-13T11:46:00Z,46.11,62.00
2026-05-13T11:47:00Z,46.11,64.24
2026-05-13T11:51:00Z,42.00,64.24
2026-05-13T11:52:00Z,42.00,64.00
2026-05-13T11:53:00Z,40.82,59.00
2026-05-13T11:54:00Z,44.04,59.00
2026-05-13T11:55:00Z,43.00,59.00
2026-05-13T11:56:00Z,42.00,57.86
2026-05-13T11:57:00Z,42.00,59.00
2026-05-13T11:58:00Z,37.54,60.63
2026-05-13T11:59:00Z,37.54,65.32
2026-05-13T12:00:00Z,34.04,65.86
2026-05-13T12:01:00Z,44.49,65.86
2026-05-13T12:02:00Z,45.00,56.02
2026-05-13T12:03:00Z,45.00,57.00
2026-05-13T12:04:00Z,41.00,59.95
2026-05-13T12:05:00Z,41.00,60.51
2026-05-13T12:06:00Z,38.29,62.70
2026-05-13T12:07:00Z,38.29,60.00
2026-05-13T12:08:00Z,38.29,57.14
2026-05-13T12:09:00Z,42.99,57.00
2026-05-13T12:10:00Z,44.00,57.00
2026-05-13T12:11:00Z,44.00,57.78
2026-05-13T12:12:00Z,41.00,57.97
2026-05-13T12:13:00Z,41.00,57.00
2026-05-13T12:14:00Z,47.26,58.48
2026-05-13T12:15:00Z,42.66,56.41
2026-05-13T12:16:00Z,41.87,58.05
2026-05-13T12:17:00Z,42.05,55.00
2026-05-13T12:18:00Z,51.56,48.89
2026-05-13T12:19:00Z,52.11,57.18
2026-05-13T12:20:00Z,47.00,58.24
2026-05-13T12:21:00Z,33.27,63.71
2026-05-13T12:22:00Z,27.45,73.95
2026-05-13T12:23:00Z,19.17,81.49
2026-05-13T12:24:00Z,20.30,82.66
2026-05-13T12:25:00Z,19.41,82.64
2026-05-13T12:26:00Z,23.84,80.94
2026-05-13T12:27:00Z,23.84,83.00
2026-05-13T12:28:00Z,21.85,80.34
2026-05-13T12:29:00Z,20.97,81.95
2026-05-13T12:30:00Z,22.03,79.23
2026-05-13T12:31:00Z,20.98,79.90
2026-05-13T12:32:00Z,18.48,81.04
2026-05-13T12:33:00Z,17.98,82.00
2026-05-13T12:34:00Z,19.23,81.67
2026-05-13T12:35:00Z,19.16,81.74
2026-05-13T12:36:00Z,18.93,82.43
2026-05-13T12:37:00Z,19.99,81.70
2026-05-13T12:38:00Z,21.41,81.84
2026-05-13T12:39:00Z,20.04,82.71
2026-05-13T12:40:00Z,18.64,83.61
2026-05-13T12:41:00Z,17.16,83.00
2026-05-13T12:42:00Z,18.00,83.00
2026-05-13T12:43:00Z,18.54,82.00
2026-05-13T12:44:00Z,20.97,80.93
2026-05-13T12:45:00Z,23.86,77.00
2026-05-13T12:46:00Z,26.43,74.32
2026-05-13T12:47:00Z,29.95,70.29
2026-05-13T12:48:00Z,24.47,76.00
2026-05-13T12:49:00Z,24.70,74.87
2026-05-13T12:50:00Z,26.82,77.44
2026-05-13T12:51:00Z,34.18,63.96
2026-05-13T12:52:00Z,41.00,60.00
2026-05-13T12:53:00Z,41.14,59.66
2026-05-13T12:54:00Z,43.00,57.00
2026-05-13T12:55:00Z,37.72,62.97
2026-05-13T12:56:00Z,43.39,60.00
2026-05-13T12:57:00Z,43.98,57.83
2026-05-13T12:58:00Z,44.75,54.88
2026-05-13T12:59:00Z,48.61,53.16
2026-05-13T13:00:00Z,43.46,54.19
2026-05-13T13:01:00Z,42.00,54.19
2026-05-13T13:02:00Z,43.64,59.68
2026-05-13T13:03:00Z,43.75,59.89
2026-05-13T13:04:00Z,46.00,53.79
2026-05-13T13:05:00Z,47.51,52.37
2026-05-13T13:06:00Z,46.49,51.28
2026-05-13T13:07:00Z,48.38,46.08
2026-05-13T13:08:00Z,45.34,53.04
2026-05-13T13:09:00Z,45.00,54.52
2026-05-13T13:10:00Z,45.16,55.00
2026-05-13T13:11:00Z,40.65,58.63
2026-05-13T13:12:00Z,32.05,68.31
2026-05-13T13:13:00Z,34.35,65.45
2026-05-13T13:14:00Z,27.54,73.23
2026-05-13T13:15:00Z,22.34,78.24
2026-05-13T13:16:00Z,19.41,80.17
2026-05-13T13:17:00Z,18.00,81.77
2026-05-13T13:18:00Z,14.43,87.02
2026-05-13T13:19:00Z,21.59,79.91
2026-05-13T13:20:00Z,22.07,78.50
2026-05-13T13:21:00Z,20.30,80.41
2026-05-13T13:22:00Z,21.76,78.25
2026-05-13T13:23:00Z,21.05,81.60
2026-05-13T13:24:00Z,26.89,75.89
2026-05-13T13:25:00Z,38.89,58.90
2026-05-13T13:26:00Z,42.22,57.47
2026-05-13T13:27:00Z,46.59,53.39
2026-05-13T13:28:00Z,47.58,52.10
2026-05-13T13:29:00Z,50.95,50.62
2026-05-13T13:30:00Z,49.24,51.63
2026-05-13T13:31:00Z,47.79,52.00
2026-05-13T13:32:00Z,47.26,54.49
2026-05-13T13:33:00Z,45.88,52.65
2026-05-13T13:34:00Z,45.44,55.26
2026-05-13T13:35:00Z,46.99,54.81
2026-05-13T13:36:00Z,46.73,55.12
2026-05-13T13:37:00Z,48.28,55.86
2026-05-13T13:38:00Z,46.21,56.25
2026-05-13T13:39:00Z,49.37,52.39
2026-05-13T13:40:00Z,37.49,69.78
2026-05-13T13:41:00Z,24.13,74.75
2026-05-13T13:42:00Z,22.73,79.81
2026-05-13T13:43:00Z,19.53,80.85
2026-05-13T13:44:00Z,19.37,81.35
2026-05-13T13:45:00Z,19.61,81.44
2026-05-13T13:46:00Z,21.91,78.92
2026-05-13T13:47:00Z,21.98,81.85
2026-05-13T13:48:00Z,19.30,80.52
2026-05-13T13:49:00Z,13.87,86.13
2026-05-13T13:50:00Z,18.71,83.90
2026-05-13T13:51:00Z,13.46,87.02
2026-05-13T13:52:00Z,15.75,84.86
2026-05-13T13:53:00Z,19.21,86.30
2026-05-13T13:54:00Z,20.67,79.02
2026-05-13T13:55:00Z,21.27,78.94
2026-05-13T13:56:00Z,24.94,75.52
2026-05-13T13:57:00Z,36.11,70.45
2026-05-13T13:58:00Z,46.32,52.28
2026-05-13T13:59:00Z,50.90,45.41
2026-05-13T14:00:00Z,54.98,44.89
2026-05-13T14:01:00Z,56.42,44.28
2026-05-13T14:02:00Z,59.53,41.90
2026-05-13T14:03:00Z,52.29,48.28
2026-05-13T14:04:00Z,48.12,52.80
2026-05-13T14:05:00Z,49.88,51.22
2026-05-13T14:06:00Z,53.12,48.91
2026-05-13T14:07:00Z,52.04,45.95
2026-05-13T14:08:00Z,48.35,52.30
2026-05-13T14:09:00Z,34.15,65.10
2026-05-13T14:10:00Z,15.81,83.83
2026-05-13T14:11:00Z,15.70,85.02
2026-05-13T14:12:00Z,21.04,79.27
2026-05-13T14:13:00Z,19.56,80.98
2026-05-13T14:14:00Z,37.79,64.11
2026-05-13T14:15:00Z,34.83,63.53
2026-05-13T14:16:00Z,50.51,53.24
2026-05-13T14:17:00Z,56.06,45.01
2026-05-13T14:18:00Z,48.98,49.14
2026-05-13T14:19:00Z,58.09,45.91
2026-05-13T14:20:00Z,59.89,40.73
2026-05-13T14:21:00Z,55.60,44.59
2026-05-13T14:22:00Z,56.64,43.45
2026-05-13T14:23:00Z,58.52,44.04
2026-05-13T14:24:00Z,59.52,48.22
2026-05-13T14:25:00Z,55.28,52.26
2026-05-13T14:26:00Z,45.93,53.11
2026-05-13T14:27:00Z,43.67,59.27
2026-05-13T14:28:00Z,40.33,59.77
2026-05-13T14:29:00Z,36.02,68.47
2026-05-13T14:30:00Z,26.05,77.37
2026-05-13T14:31:00Z,10.80,90.22
2026-05-13T14:32:00Z,7.88,92.88
2026-05-13T14:33:00Z,15.18,89.06
2026-05-13T14:34:00Z,22.17,78.56
2026-05-13T14:35:00Z,33.73,67.15
2026-05-13T14:36:00Z,12.13,88.67
2026-05-13T14:37:00Z,2.62,98.12
2026-05-13T14:38:00Z,1.00,99.00
2026-05-13T14:39:00Z,1.00,99.00
2026-05-13T14:40:00Z,1.00,99.00
2026-05-13T14:41:00Z,1.00,99.00
2026-05-13T14:42:00Z,1.00,99.00
