# event_ticker=KXATPMATCH-26MAY16TRUNAV
# final_score=5-7 7-5 6-1
# score_resolution=7-5 5-7 1-6
# match_winner=Mariano Navone
# fav_player=Marco Trungelliti
# dog_player=Mariano Navone
# kalshi_date=2026-05-16
timestamp,Marco Trungelliti,Mariano Navone
2026-05-17T12:15:00Z,28.00,74.00
2026-05-17T12:16:00Z,27.18,74.00
2026-05-17T12:17:00Z,24.30,78.91
2026-05-17T12:18:00Z,18.02,82.87
2026-05-17T12:19:00Z,17.56,85.00
2026-05-17T12:20:00Z,17.56,85.00
2026-05-17T12:21:00Z,15.09,86.00
2026-05-17T12:22:00Z,14.22,86.90
2026-05-17T12:23:00Z,12.00,87.00
2026-05-17T12:24:00Z,13.39,87.00
2026-05-17T12:25:00Z,13.98,87.80
2026-05-17T12:26:00Z,13.00,86.98
2026-05-17T12:27:00Z,13.87,86.84
2026-05-17T12:28:00Z,15.00,85.00
2026-05-17T12:29:00Z,15.00,85.87
2026-05-17T12:30:00Z,15.00,86.00
2026-05-17T12:31:00Z,15.43,86.00
2026-05-17T12:32:00Z,15.00,86.00
2026-05-17T12:33:00Z,14.65,86.00
2026-05-17T12:34:00Z,16.86,84.57
2026-05-17T12:35:00Z,20.64,79.21
2026-05-17T12:36:00Z,20.07,79.21
2026-05-17T12:37:00Z,20.00,81.85
2026-05-17T12:38:00Z,17.10,84.66
2026-05-17T12:39:00Z,16.00,84.66
2026-05-17T12:40:00Z,16.00,85.00
2026-05-17T12:41:00Z,16.00,85.00
2026-05-17T12:42:00Z,16.00,85.00
2026-05-17T12:43:00Z,17.23,85.00
2026-05-17T12:44:00Z,17.23,84.06
2026-05-17T12:45:00Z,15.24,85.00
2026-05-17T12:46:00Z,14.00,86.27
2026-05-17T12:47:00Z,14.00,85.26
2026-05-17T12:48:00Z,16.00,86.00
2026-05-17T12:49:00Z,14.40,86.00
2026-05-17T12:50:00Z,13.00,87.00
2026-05-17T12:51:00Z,14.33,87.00
2026-05-17T12:52:00Z,12.55,88.00
2026-05-17T12:53:00Z,12.00,88.00
2026-05-17T12:54:00Z,9.74,88.58
2026-05-17T12:55:00Z,9.78,88.80
2026-05-17T12:56:00Z,11.35,88.80
2026-05-17T12:57:00Z,12.01,88.00
2026-05-17T12:58:00Z,13.00,88.00
2026-05-17T12:59:00Z,12.16,88.00
2026-05-17T13:00:00Z,12.97,88.00
2026-05-17T13:01:00Z,13.00,88.00
2026-05-17T13:02:00Z,13.46,87.09
2026-05-17T13:03:00Z,14.00,87.09
2026-05-17T13:04:00Z,14.00,87.00
2026-05-17T13:05:00Z,14.94,87.00
2026-05-17T13:06:00Z,13.00,87.00
2026-05-17T13:07:00Z,16.69,83.75
2026-05-17T13:08:00Z,24.86,76.07
2026-05-17T13:09:00Z,30.06,71.02
2026-05-17T13:10:00Z,28.51,73.79
2026-05-17T13:11:00Z,18.85,81.16
2026-05-17T13:12:00Z,20.89,78.65
2026-05-17T13:13:00Z,27.47,72.05
2026-05-17T13:14:00Z,27.74,72.06
2026-05-17T13:15:00Z,24.02,77.00
2026-05-17T13:16:00Z,22.59,77.52
2026-05-17T13:17:00Z,26.38,72.03
2026-05-17T13:18:00Z,29.42,72.74
2026-05-17T13:19:00Z,27.82,75.39
2026-05-17T13:20:00Z,29.67,69.00
2026-05-17T13:21:00Z,31.00,70.00
2026-05-17T13:22:00Z,32.12,67.27
2026-05-17T13:23:00Z,31.68,67.17
2026-05-17T13:24:00Z,32.84,69.84
2026-05-17T13:25:00Z,27.80,72.38
2026-05-17T13:26:00Z,27.44,72.01
2026-05-17T13:27:00Z,29.61,70.60
2026-05-17T13:28:00Z,32.00,69.00
2026-05-17T13:29:00Z,31.87,69.00
2026-05-17T13:30:00Z,36.08,63.26
2026-05-17T13:31:00Z,35.09,64.04
2026-05-17T13:32:00Z,33.62,67.81
2026-05-17T13:33:00Z,33.48,66.99
2026-05-17T13:34:00Z,38.49,60.48
2026-05-17T13:35:00Z,36.84,67.48
2026-05-17T13:36:00Z,42.91,54.55
2026-05-17T13:37:00Z,53.24,52.26
2026-05-17T13:38:00Z,54.37,46.00
2026-05-17T13:39:00Z,54.43,46.00
2026-05-17T13:40:00Z,54.14,46.01
2026-05-17T13:41:00Z,54.74,45.31
2026-05-17T13:42:00Z,57.14,43.91
2026-05-17T13:43:00Z,58.26,42.67
2026-05-17T13:44:00Z,58.94,41.49
2026-05-17T13:45:00Z,64.15,38.68
2026-05-17T13:46:00Z,62.29,39.11
2026-05-17T13:47:00Z,68.10,36.60
2026-05-17T13:48:00Z,58.98,39.58
2026-05-17T13:49:00Z,55.43,43.10
2026-05-17T13:50:00Z,48.67,51.57
2026-05-17T13:51:00Z,51.57,47.76
2026-05-17T13:52:00Z,50.50,51.54
2026-05-17T13:53:00Z,52.12,49.27
2026-05-17T13:54:00Z,55.99,48.28
2026-05-17T13:55:00Z,56.65,45.09
2026-05-17T13:56:00Z,59.42,41.45
2026-05-17T13:57:00Z,58.93,41.89
2026-05-17T13:58:00Z,59.07,43.01
2026-05-17T13:59:00Z,66.06,35.44
2026-05-17T14:00:00Z,69.93,27.96
2026-05-17T14:01:00Z,63.79,36.60
2026-05-17T14:02:00Z,78.14,27.42
2026-05-17T14:03:00Z,81.15,18.90
2026-05-17T14:04:00Z,86.24,14.02
2026-05-17T14:05:00Z,88.06,12.33
2026-05-17T14:06:00Z,88.90,11.64
2026-05-17T14:07:00Z,89.21,11.35
2026-05-17T14:08:00Z,89.39,10.03
2026-05-17T14:09:00Z,92.36,7.68
2026-05-17T14:10:00Z,96.00,2.69
2026-05-17T14:11:00Z,98.98,1.00
2026-05-17T14:12:00Z,98.13,1.01
2026-05-17T14:13:00Z,97.08,2.80
2026-05-17T14:14:00Z,97.21,2.44
2026-05-17T14:15:00Z,94.91,4.94
2026-05-17T14:16:00Z,94.86,5.70
2026-05-17T14:17:00Z,93.96,5.97
2026-05-17T14:18:00Z,92.54,7.05
2026-05-17T14:19:00Z,89.60,9.66
2026-05-17T14:20:00Z,81.70,15.30
2026-05-17T14:21:00Z,82.23,20.69
2026-05-17T14:22:00Z,80.92,21.91
2026-05-17T14:23:00Z,73.64,26.89
2026-05-17T14:24:00Z,73.85,26.98
2026-05-17T14:25:00Z,70.03,30.46
2026-05-17T14:26:00Z,66.06,35.58
2026-05-17T14:27:00Z,64.76,36.28
2026-05-17T14:28:00Z,61.04,39.39
2026-05-17T14:29:00Z,59.90,39.75
2026-05-17T14:30:00Z,54.80,44.58
2026-05-17T14:31:00Z,39.83,59.65
2026-05-17T14:32:00Z,38.11,61.95
2026-05-17T14:33:00Z,34.24,63.20
2026-05-17T14:34:00Z,33.25,67.55
2026-05-17T14:35:00Z,32.08,68.87
2026-05-17T14:36:00Z,30.09,69.05
2026-05-17T14:37:00Z,30.71,68.66
2026-05-17T14:38:00Z,30.94,69.14
2026-05-17T14:39:00Z,30.74,69.82
2026-05-17T14:40:00Z,30.51,71.80
2026-05-17T14:41:00Z,30.65,67.42
2026-05-17T14:42:00Z,33.66,67.71
2026-05-17T14:43:00Z,38.15,61.67
2026-05-17T14:44:00Z,39.00,61.96
2026-05-17T14:45:00Z,36.86,65.78
2026-05-17T14:46:00Z,34.82,65.96
2026-05-17T14:47:00Z,34.27,66.43
2026-05-17T14:48:00Z,21.58,77.52
2026-05-17T14:49:00Z,32.86,71.76
2026-05-17T14:50:00Z,36.55,66.00
2026-05-17T14:51:00Z,28.30,74.50
2026-05-17T14:52:00Z,14.54,85.95
2026-05-17T14:53:00Z,17.78,86.34
2026-05-17T14:54:00Z,14.24,87.07
2026-05-17T14:55:00Z,10.50,89.50
2026-05-17T14:56:00Z,7.73,91.19
2026-05-17T14:57:00Z,4.18,95.86
2026-05-17T14:58:00Z,1.91,96.52
2026-05-17T14:59:00Z,1.77,97.97
2026-05-17T15:00:00Z,2.22,97.38
2026-05-17T15:01:00Z,1.72,98.26
2026-05-17T15:02:00Z,1.03,98.34
2026-05-17T15:03:00Z,1.04,98.11
2026-05-17T15:04:00Z,1.00,99.00
2026-05-17T15:05:00Z,1.00,99.00
2026-05-17T15:06:00Z,1.00,99.00
2026-05-17T15:07:00Z,1.00,99.00
2026-05-17T15:09:00Z,1.00,99.00
2026-05-17T15:10:00Z,1.00,99.00
2026-05-17T15:11:00Z,1.00,99.00
2026-05-17T15:12:00Z,1.00,99.00
2026-05-17T15:13:00Z,1.00,99.00
2026-05-17T15:14:00Z,1.00,99.00
