# event_ticker=KXATPMATCH-25OCT15FERSON
# final_score=6-4 6-2
# match_winner=Lorenzo Sonego
# fav_player=Lorenzo Sonego
# dog_player=Arthur Fery
# kalshi_date=2025-10-15
timestamp,Lorenzo Sonego,Arthur Fery
2025-10-15T02:23:00Z,59.00,
2025-10-15T02:31:00Z,59.00,
2025-10-15T03:06:00Z,59.00,
2025-10-15T04:05:00Z,59.00,43.00
2025-10-15T04:09:00Z,58.00,43.00
2025-10-15T04:10:00Z,59.00,43.00
2025-10-15T04:29:00Z,59.00,43.00
2025-10-15T04:39:00Z,59.00,43.00
2025-10-15T04:42:00Z,59.00,43.00
2025-10-15T04:49:00Z,59.00,43.00
2025-10-15T05:11:00Z,59.00,43.00
2025-10-15T05:12:00Z,58.00,43.00
2025-10-15T05:29:00Z,59.00,43.00
2025-10-15T05:37:00Z,59.00,43.00
2025-10-15T05:53:00Z,58.00,43.00
2025-10-15T07:13:00Z,58.00,43.00
2025-10-15T07:20:00Z,58.00,43.00
2025-10-15T07:21:00Z,58.00,43.00
2025-10-15T07:26:00Z,58.00,43.00
2025-10-15T07:49:00Z,58.00,43.00
2025-10-15T07:56:00Z,58.00,43.00
2025-10-15T08:06:00Z,58.00,43.00
2025-10-15T08:21:00Z,58.00,43.00
2025-10-15T08:32:00Z,56.00,44.00
2025-10-15T09:12:00Z,56.00,44.00
2025-10-15T09:34:00Z,57.00,44.00
2025-10-15T09:48:00Z,57.00,44.00
2025-10-15T09:53:00Z,58.00,42.00
2025-10-15T10:06:00Z,59.00,42.00
2025-10-15T10:08:00Z,59.00,42.00
2025-10-15T10:14:00Z,59.00,42.00
2025-10-15T10:36:00Z,59.00,42.00
2025-10-15T10:58:00Z,59.00,42.00
2025-10-15T11:00:00Z,59.00,42.00
2025-10-15T11:02:00Z,59.00,42.00
2025-10-15T11:04:00Z,59.00,42.00
2025-10-15T11:11:00Z,59.00,42.00
2025-10-15T11:18:00Z,58.00,42.00
2025-10-15T11:23:00Z,59.00,42.00
2025-10-15T11:29:00Z,58.01,42.00
2025-10-15T11:35:00Z,59.00,42.00
2025-10-15T11:40:00Z,59.00,42.00
2025-10-15T11:45:00Z,59.00,42.00
2025-10-15T11:47:00Z,59.00,42.00
2025-10-15T11:49:00Z,59.00,42.00
2025-10-15T11:50:00Z,59.00,41.00
2025-10-15T11:57:00Z,59.00,41.00
2025-10-15T12:02:00Z,59.00,41.00
2025-10-15T12:06:00Z,59.00,41.00
2025-10-15T12:07:00Z,59.00,41.00
2025-10-15T12:08:00Z,59.00,41.00
2025-10-15T12:09:00Z,59.00,41.00
2025-10-15T12:10:00Z,60.10,41.00
2025-10-15T12:11:00Z,58.71,41.00
2025-10-15T12:12:00Z,58.71,46.00
2025-10-15T12:13:00Z,55.27,48.00
2025-10-15T12:15:00Z,56.68,44.43
2025-10-15T12:16:00Z,58.13,43.00
2025-10-15T12:17:00Z,58.13,40.00
2025-10-15T12:18:00Z,63.00,40.25
2025-10-15T12:19:00Z,64.56,41.00
2025-10-15T12:21:00Z,63.40,37.98
2025-10-15T12:22:00Z,61.97,37.50
2025-10-15T12:23:00Z,58.99,43.20
2025-10-15T12:24:00Z,57.70,44.00
2025-10-15T12:26:00Z,56.69,42.00
2025-10-15T12:28:00Z,56.69,43.00
2025-10-15T12:30:00Z,56.69,43.00
2025-10-15T12:31:00Z,66.00,37.00
2025-10-15T12:32:00Z,66.00,39.00
2025-10-15T12:34:00Z,66.00,44.00
2025-10-15T12:35:00Z,56.00,44.00
2025-10-15T12:36:00Z,53.34,47.00
2025-10-15T12:37:00Z,51.63,52.95
2025-10-15T12:38:00Z,51.63,49.00
2025-10-15T12:39:00Z,58.29,41.00
2025-10-15T12:40:00Z,62.00,41.00
2025-10-15T12:41:00Z,60.00,41.55
2025-10-15T12:42:00Z,60.00,42.23
2025-10-15T12:43:00Z,60.00,40.89
2025-10-15T12:44:00Z,60.00,46.00
2025-10-15T12:46:00Z,55.00,45.00
2025-10-15T12:47:00Z,55.88,47.67
2025-10-15T12:48:00Z,59.00,44.00
2025-10-15T12:49:00Z,63.00,41.94
2025-10-15T12:50:00Z,71.49,27.00
2025-10-15T12:51:00Z,72.82,28.35
2025-10-15T12:52:00Z,76.00,24.00
2025-10-15T12:53:00Z,76.00,25.00
2025-10-15T12:54:00Z,76.82,22.85
2025-10-15T12:55:00Z,77.00,22.85
2025-10-15T12:56:00Z,79.96,22.29
2025-10-15T12:57:00Z,78.79,22.29
2025-10-15T12:58:00Z,78.07,22.00
2025-10-15T12:59:00Z,80.58,20.80
2025-10-15T13:00:00Z,80.71,20.80
2025-10-15T13:01:00Z,87.82,10.80
2025-10-15T13:02:00Z,83.16,20.00
2025-10-15T13:03:00Z,77.45,20.95
2025-10-15T13:04:00Z,81.85,20.05
2025-10-15T13:05:00Z,85.96,16.12
2025-10-15T13:06:00Z,84.54,11.00
2025-10-15T13:07:00Z,84.54,10.26
2025-10-15T13:08:00Z,89.99,13.00
2025-10-15T13:09:00Z,92.74,11.11
2025-10-15T13:10:00Z,92.00,8.94
2025-10-15T13:11:00Z,92.00,7.00
2025-10-15T13:12:00Z,95.42,5.17
2025-10-15T13:13:00Z,93.00,6.16
2025-10-15T13:14:00Z,93.00,8.14
2025-10-15T13:15:00Z,94.70,9.00
2025-10-15T13:16:00Z,97.97,2.81
2025-10-15T13:17:00Z,98.05,3.04
2025-10-15T13:18:00Z,97.96,2.44
2025-10-15T13:19:00Z,98.99,1.00
2025-10-15T13:21:00Z,98.99,3.00
2025-10-15T13:22:00Z,99.00,3.53
2025-10-15T13:23:00Z,99.00,2.03
2025-10-15T13:24:00Z,99.00,2.83
2025-10-15T13:25:00Z,98.91,1.46
2025-10-15T13:26:00Z,98.91,2.00
2025-10-15T13:27:00Z,99.00,2.00
2025-10-15T13:28:00Z,98.00,2.00
2025-10-15T13:29:00Z,98.00,3.39
2025-10-15T13:30:00Z,98.00,3.68
2025-10-15T13:31:00Z,98.00,4.00
2025-10-15T13:32:00Z,96.18,4.42
2025-10-15T13:33:00Z,94.52,7.16
2025-10-15T13:34:00Z,95.47,3.96
2025-10-15T13:35:00Z,97.98,3.00
2025-10-15T13:36:00Z,96.63,2.96
2025-10-15T13:37:00Z,93.78,7.58
2025-10-15T13:38:00Z,93.03,8.68
2025-10-15T13:39:00Z,95.88,3.52
2025-10-15T13:40:00Z,98.84,1.71
2025-10-15T13:41:00Z,99.00,1.71
2025-10-15T13:42:00Z,99.00,1.00
2025-10-15T13:43:00Z,99.00,1.00
2025-10-15T13:44:00Z,99.00,1.00
2025-10-15T13:45:00Z,99.00,1.00
2025-10-15T13:46:00Z,99.00,1.00
