# event_ticker=KXATPCHALLENGERMATCH-26MAR26MRVCOP
# final_score=6-4 2-6 7-6(3)
# score_resolution=4-6 6-2 6-7
# match_winner=Kimmer Coppejans
# fav_player=Maxim Mrva
# dog_player=Kimmer Coppejans
# kalshi_date=2026-03-26
timestamp,Maxim Mrva,Kimmer Coppejans
2026-03-27T00:19:00Z,,57.00
2026-03-27T01:26:00Z,,60.00
2026-03-27T01:31:00Z,,57.00
2026-03-27T01:43:00Z,,57.00
2026-03-27T01:44:00Z,,60.00
2026-03-27T01:49:00Z,,60.00
2026-03-27T01:50:00Z,,61.00
2026-03-27T01:52:00Z,,57.00
2026-03-27T01:53:00Z,,61.00
2026-03-27T02:12:00Z,,60.00
2026-03-27T02:25:00Z,,60.00
2026-03-27T03:10:00Z,,60.00
2026-03-27T03:25:00Z,,60.00
2026-03-27T03:38:00Z,,60.00
2026-03-27T03:46:00Z,,60.00
2026-03-27T03:48:00Z,,60.00
2026-03-27T03:49:00Z,,60.00
2026-03-27T03:52:00Z,,60.00
2026-03-27T03:58:00Z,,61.00
2026-03-27T04:00:00Z,,61.00
2026-03-27T04:02:00Z,,61.00
2026-03-27T04:03:00Z,,61.00
2026-03-27T04:04:00Z,,60.00
2026-03-27T04:09:00Z,43.00,60.00
2026-03-27T04:12:00Z,43.00,60.00
2026-03-27T04:15:00Z,43.00,57.00
2026-03-27T04:21:00Z,43.00,61.00
2026-03-27T04:24:00Z,43.00,57.00
2026-03-27T04:32:00Z,43.00,61.00
2026-03-27T04:33:00Z,43.00,61.00
2026-03-27T04:34:00Z,40.00,61.00
2026-03-27T04:36:00Z,42.00,61.00
2026-03-27T04:38:00Z,42.00,61.00
2026-03-27T04:39:00Z,39.42,62.75
2026-03-27T04:41:00Z,39.42,61.00
2026-03-27T04:42:00Z,41.00,61.00
2026-03-27T04:43:00Z,39.00,61.00
2026-03-27T04:50:00Z,41.00,61.00
2026-03-27T04:56:00Z,41.00,61.00
2026-03-27T04:58:00Z,41.00,61.00
2026-03-27T04:59:00Z,41.00,61.00
2026-03-27T05:01:00Z,42.00,61.00
2026-03-27T05:02:00Z,42.00,61.00
2026-03-27T05:04:00Z,42.00,61.00
2026-03-27T05:05:00Z,42.00,61.29
2026-03-27T05:06:00Z,42.00,62.00
2026-03-27T05:07:00Z,42.00,62.00
2026-03-27T05:08:00Z,42.00,62.00
2026-03-27T05:09:00Z,42.00,62.00
2026-03-27T05:10:00Z,39.00,62.00
2026-03-27T05:11:00Z,42.00,62.00
2026-03-27T05:12:00Z,42.00,62.00
2026-03-27T05:13:00Z,42.00,62.00
2026-03-27T05:14:00Z,42.00,62.00
2026-03-27T05:15:00Z,42.00,62.00
2026-03-27T05:16:00Z,42.00,62.00
2026-03-27T05:17:00Z,42.00,62.00
2026-03-27T05:18:00Z,42.00,62.00
2026-03-27T05:19:00Z,42.00,60.20
2026-03-27T05:21:00Z,42.00,62.00
