# event_ticker=KXATPCHALLENGERMATCH-26MAY29PANCOU
# final_score=3-6 6-4 7-6(2)
# score_resolution=6-3 4-6 6-7
# match_winner=Eliakim Coulibaly
# fav_player=Semen Pankin
# dog_player=Eliakim Coulibaly
# kalshi_date=2026-05-29
timestamp,Semen Pankin,Eliakim Coulibaly
2026-05-29T08:58:00Z,59.84,42.88
2026-05-29T08:59:00Z,62.15,36.56
2026-05-29T09:00:00Z,64.74,37.62
2026-05-29T09:01:00Z,61.21,36.45
2026-05-29T09:02:00Z,65.44,32.87
2026-05-29T09:03:00Z,66.43,30.76
2026-05-29T09:04:00Z,71.96,34.66
2026-05-29T09:05:00Z,73.27,29.34
2026-05-29T09:06:00Z,74.33,27.00
2026-05-29T09:07:00Z,68.91,33.23
2026-05-29T09:08:00Z,64.36,37.85
2026-05-29T09:09:00Z,64.00,39.25
2026-05-29T09:10:00Z,56.19,43.36
2026-05-29T09:11:00Z,56.87,46.42
2026-05-29T09:12:00Z,53.00,49.79
2026-05-29T09:13:00Z,59.96,43.34
2026-05-29T09:14:00Z,64.07,35.98
2026-05-29T09:15:00Z,65.00,36.61
2026-05-29T09:16:00Z,67.14,34.15
2026-05-29T09:17:00Z,75.37,29.67
2026-05-29T09:18:00Z,68.48,33.89
2026-05-29T09:19:00Z,63.25,37.30
2026-05-29T09:20:00Z,63.17,36.88
2026-05-29T09:21:00Z,65.00,34.00
2026-05-29T09:22:00Z,69.29,33.24
2026-05-29T09:23:00Z,69.53,34.66
2026-05-29T09:24:00Z,65.41,37.51
2026-05-29T09:25:00Z,63.00,38.96
2026-05-29T09:26:00Z,63.00,39.80
2026-05-29T09:27:00Z,57.64,45.04
2026-05-29T09:28:00Z,49.05,52.28
2026-05-29T09:29:00Z,51.64,48.80
2026-05-29T09:30:00Z,57.55,44.17
2026-05-29T09:31:00Z,62.43,38.86
2026-05-29T09:32:00Z,65.02,36.81
2026-05-29T09:33:00Z,63.08,38.58
2026-05-29T09:34:00Z,61.40,39.76
2026-05-29T09:35:00Z,61.72,38.73
2026-05-29T09:36:00Z,59.91,41.31
2026-05-29T09:37:00Z,63.30,38.21
2026-05-29T09:38:00Z,61.59,43.90
2026-05-29T09:39:00Z,54.05,47.67
2026-05-29T09:40:00Z,56.63,45.98
2026-05-29T09:41:00Z,55.82,45.48
2026-05-29T09:42:00Z,58.17,42.02
2026-05-29T09:43:00Z,57.22,43.69
2026-05-29T09:44:00Z,58.24,44.98
2026-05-29T09:45:00Z,52.75,49.63
2026-05-29T09:46:00Z,33.56,63.41
2026-05-29T09:47:00Z,35.65,63.69
2026-05-29T09:48:00Z,33.36,65.50
2026-05-29T09:49:00Z,35.99,65.78
2026-05-29T09:50:00Z,35.22,64.27
2026-05-29T09:51:00Z,34.36,63.29
2026-05-29T09:52:00Z,43.76,53.21
2026-05-29T09:53:00Z,54.52,39.42
2026-05-29T09:54:00Z,57.31,43.35
2026-05-29T09:55:00Z,53.32,46.88
2026-05-29T09:56:00Z,50.85,54.22
2026-05-29T09:57:00Z,49.50,48.52
2026-05-29T09:58:00Z,60.45,45.17
2026-05-29T09:59:00Z,66.60,34.21
2026-05-29T10:00:00Z,67.90,33.95
2026-05-29T10:01:00Z,64.64,35.49
2026-05-29T10:02:00Z,64.99,35.11
2026-05-29T10:03:00Z,71.39,32.40
2026-05-29T10:04:00Z,73.67,27.63
2026-05-29T10:05:00Z,75.35,25.45
2026-05-29T10:06:00Z,72.30,29.80
2026-05-29T10:07:00Z,68.23,33.36
2026-05-29T10:08:00Z,66.99,35.00
2026-05-29T10:09:00Z,68.89,33.44
2026-05-29T10:10:00Z,73.53,23.41
2026-05-29T10:11:00Z,76.09,25.19
2026-05-29T10:12:00Z,80.66,25.10
2026-05-29T10:13:00Z,79.33,21.23
2026-05-29T10:14:00Z,83.03,18.67
2026-05-29T10:15:00Z,75.27,24.59
2026-05-29T10:16:00Z,71.87,28.98
2026-05-29T10:17:00Z,72.00,32.68
2026-05-29T10:18:00Z,55.37,42.38
2026-05-29T10:19:00Z,41.98,55.93
2026-05-29T10:20:00Z,53.14,47.79
2026-05-29T10:21:00Z,42.02,57.88
2026-05-29T10:22:00Z,55.54,46.31
2026-05-29T10:23:00Z,42.67,56.85
2026-05-29T10:24:00Z,35.37,62.78
2026-05-29T10:25:00Z,33.50,68.48
2026-05-29T10:26:00Z,32.62,65.17
2026-05-29T10:27:00Z,35.44,65.62
2026-05-29T10:28:00Z,41.09,55.85
2026-05-29T10:29:00Z,41.60,57.50
2026-05-29T10:30:00Z,36.44,62.34
2026-05-29T10:31:00Z,36.33,67.04
2026-05-29T10:32:00Z,29.83,69.05
2026-05-29T10:33:00Z,36.14,66.89
2026-05-29T10:34:00Z,39.90,58.39
2026-05-29T10:35:00Z,43.79,58.77
2026-05-29T10:36:00Z,32.92,64.78
2026-05-29T10:37:00Z,33.73,66.61
2026-05-29T10:38:00Z,35.00,65.08
2026-05-29T10:39:00Z,35.22,65.10
2026-05-29T10:40:00Z,38.97,62.50
2026-05-29T10:41:00Z,41.15,58.85
2026-05-29T10:42:00Z,42.25,59.24
2026-05-29T10:43:00Z,26.68,72.63
2026-05-29T10:44:00Z,25.86,71.43
2026-05-29T10:45:00Z,12.57,89.02
2026-05-29T10:46:00Z,3.88,94.84
2026-05-29T10:47:00Z,2.34,96.62
2026-05-29T10:48:00Z,2.78,98.71
2026-05-29T10:49:00Z,2.78,99.00
2026-05-29T10:50:00Z,1.00,99.00
2026-05-29T10:51:00Z,1.00,99.00
2026-05-29T10:52:00Z,1.00,99.00
