# event_ticker=KXATPMATCH-25AUG02ZVECER
# final_score=6-4 1-0 RET
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Francisco Cerundolo
# kalshi_date=2025-08-02
timestamp,Alexander Zverev,Francisco Cerundolo
2025-08-03T12:02:00Z,99.00,
2025-08-03T12:23:00Z,99.00,
2025-08-03T12:40:00Z,99.00,
2025-08-03T12:47:00Z,99.00,
2025-08-03T13:27:00Z,99.00,
2025-08-03T13:29:00Z,99.00,
2025-08-03T13:31:00Z,99.00,
2025-08-03T13:41:00Z,99.00,
2025-08-03T13:50:00Z,99.00,
2025-08-03T14:32:00Z,99.00,1.00
2025-08-03T14:36:00Z,99.00,1.00
2025-08-03T14:48:00Z,99.00,1.00
2025-08-03T15:12:00Z,99.00,1.00
2025-08-03T15:19:00Z,99.00,1.00
2025-08-03T16:05:00Z,99.00,1.00
2025-08-03T16:14:00Z,99.00,1.00
2025-08-03T16:34:00Z,99.00,1.00
2025-08-03T17:00:00Z,99.00,1.00
2025-08-03T17:05:00Z,99.00,1.00
2025-08-03T17:18:00Z,99.00,1.00
2025-08-03T17:36:00Z,99.00,1.00
2025-08-03T17:39:00Z,99.00,1.00
2025-08-03T18:15:00Z,99.00,1.00
2025-08-03T19:02:00Z,99.00,1.00
2025-08-03T19:23:00Z,99.00,1.00
2025-08-03T20:09:00Z,99.00,1.00
2025-08-03T20:28:00Z,99.00,1.00
2025-08-03T20:29:00Z,99.00,1.00
2025-08-03T20:37:00Z,99.00,1.00
2025-08-03T21:25:00Z,99.00,1.00
2025-08-03T21:37:00Z,99.00,1.00
2025-08-03T21:51:00Z,99.00,1.00
