# event_ticker=KXATPMATCH-26APR24JODDE
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Rafael Jodar
# fav_player=Alex de Minaur
# dog_player=Rafael Jodar
# kalshi_date=2026-04-24
timestamp,Rafael Jodar,Alex de Minaur
2026-04-24T06:21:00Z,,53.00
2026-04-24T06:25:00Z,49.00,53.00
2026-04-24T06:28:00Z,49.00,53.00
2026-04-24T06:31:00Z,49.00,53.00
2026-04-24T06:32:00Z,49.00,53.00
2026-04-24T06:41:00Z,49.00,53.00
2026-04-24T06:45:00Z,49.00,53.00
2026-04-24T06:47:00Z,49.00,53.00
2026-04-24T06:49:00Z,49.00,53.00
2026-04-24T06:51:00Z,49.00,53.00
2026-04-24T07:00:00Z,47.93,53.00
2026-04-24T07:07:00Z,47.93,53.00
2026-04-24T07:11:00Z,47.00,53.00
2026-04-24T07:12:00Z,46.00,53.00
2026-04-24T07:13:00Z,47.00,53.00
2026-04-24T07:16:00Z,47.00,53.00
2026-04-24T07:18:00Z,47.00,53.00
2026-04-24T07:20:00Z,47.00,53.00
2026-04-24T07:23:00Z,47.00,53.00
2026-04-24T07:27:00Z,47.00,53.00
2026-04-24T07:34:00Z,47.00,53.00
2026-04-24T07:35:00Z,47.00,53.00
2026-04-24T07:40:00Z,47.00,53.00
2026-04-24T07:46:00Z,47.00,53.00
2026-04-24T07:49:00Z,47.00,53.00
2026-04-24T07:53:00Z,47.00,53.00
2026-04-24T08:01:00Z,47.00,53.00
2026-04-24T08:02:00Z,47.00,53.00
2026-04-24T08:05:00Z,47.00,53.00
2026-04-24T08:07:00Z,47.00,53.00
2026-04-24T08:11:00Z,47.00,53.00
2026-04-24T08:13:00Z,47.00,53.00
2026-04-24T08:17:00Z,47.00,53.00
2026-04-24T08:18:00Z,47.00,53.00
2026-04-24T08:21:00Z,47.00,53.00
2026-04-24T08:36:00Z,47.00,53.00
2026-04-24T08:37:00Z,47.00,53.00
2026-04-24T08:42:00Z,47.00,53.00
2026-04-24T08:52:00Z,47.00,53.00
2026-04-24T08:55:00Z,47.00,53.00
2026-04-24T09:00:00Z,47.00,53.00
2026-04-24T09:01:00Z,47.00,53.00
2026-04-24T09:13:00Z,47.00,53.00
2026-04-24T09:22:00Z,47.00,53.00
2026-04-24T09:30:00Z,47.00,53.00
2026-04-24T09:47:00Z,47.00,53.00
2026-04-24T09:53:00Z,47.00,53.00
2026-04-24T09:55:00Z,47.00,53.00
2026-04-24T09:57:00Z,46.00,53.00
2026-04-24T10:03:00Z,47.00,53.00
2026-04-24T10:04:00Z,47.00,53.00
2026-04-24T10:05:00Z,47.00,53.00
2026-04-24T10:12:00Z,47.00,53.00
2026-04-24T10:13:00Z,47.00,53.00
2026-04-24T10:15:00Z,47.00,53.00
2026-04-24T10:16:00Z,47.00,53.00
2026-04-24T10:24:00Z,47.00,53.00
2026-04-24T10:26:00Z,47.00,53.00
2026-04-24T10:29:00Z,47.00,53.00
2026-04-24T10:40:00Z,47.00,52.00
2026-04-24T10:43:00Z,47.00,53.00
2026-04-24T10:50:00Z,47.00,53.00
2026-04-24T10:51:00Z,48.00,53.00
2026-04-24T10:52:00Z,48.00,53.00
2026-04-24T10:55:00Z,48.00,53.00
2026-04-24T10:56:00Z,48.00,53.00
2026-04-24T10:59:00Z,48.00,53.00
2026-04-24T11:03:00Z,48.00,52.00
2026-04-24T11:04:00Z,48.00,52.00
2026-04-24T11:05:00Z,48.00,52.00
2026-04-24T11:13:00Z,48.00,53.00
2026-04-24T11:16:00Z,48.00,53.00
2026-04-24T11:18:00Z,48.00,53.00
2026-04-24T11:21:00Z,48.00,53.00
2026-04-24T11:22:00Z,48.00,53.00
2026-04-24T11:25:00Z,48.00,53.00
2026-04-24T11:26:00Z,48.00,53.00
2026-04-24T11:29:00Z,48.00,53.00
2026-04-24T11:33:00Z,48.00,53.00
2026-04-24T11:35:00Z,48.00,53.00
2026-04-24T11:36:00Z,48.00,53.00
2026-04-24T11:37:00Z,48.00,53.00
2026-04-24T11:44:00Z,48.00,53.00
2026-04-24T11:47:00Z,48.00,53.00
2026-04-24T11:50:00Z,48.00,53.00
2026-04-24T11:54:00Z,48.00,53.00
2026-04-24T12:02:00Z,48.00,53.00
2026-04-24T12:03:00Z,48.00,53.00
2026-04-24T12:04:00Z,48.00,53.00
2026-04-24T12:06:00Z,48.00,53.00
2026-04-24T12:07:00Z,48.00,53.00
2026-04-24T12:08:00Z,48.00,53.00
2026-04-24T12:09:00Z,48.00,53.00
2026-04-24T12:10:00Z,48.00,53.00
2026-04-24T12:13:00Z,48.00,54.00
2026-04-24T12:15:00Z,48.00,54.00
2026-04-24T12:16:00Z,48.00,54.00
2026-04-24T12:17:00Z,48.00,54.00
2026-04-24T12:22:00Z,48.00,54.00
2026-04-24T12:24:00Z,48.00,54.00
2026-04-24T12:26:00Z,47.00,54.00
2026-04-24T12:27:00Z,48.00,54.00
2026-04-24T12:31:00Z,48.00,54.00
2026-04-24T12:40:00Z,48.00,54.00
2026-04-24T12:42:00Z,48.00,54.00
2026-04-24T12:47:00Z,48.00,54.00
